Lat,Lon,Alt,Year,JulianDay_Sin,Temp,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,0.0,-14.0,-111.2,-11.983219,-81.17134
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,2.2211607e-05,-9.7,-74.1,-11.340583,-77.37277
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,4.754567e-05,-14.2,-101.4,-11.412495,-77.54017
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,0.0,-13.1,-108.0,-12.525795,-85.2591
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,0.0,-17.3,-127.0,-20.378511,-143.06963
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,0.0,-30.1,-224.1,-23.433012,-165.94772
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,0.0,-27.3,-208.7,-28.385271,-202.24866
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,5.3495005e-06,-29.0,-218.7,-24.004707,-170.6138
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,1.175598e-05,-26.4,-207.4,-24.528933,-175.75525
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,2.3862134e-05,-10.0,-91.8,-11.916422,-80.72813
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,0.0,-13.0,-100.8,-11.551093,-78.07661
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,2.9586212e-05,-11.0,-87.1,-11.031154,-75.01218
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,1.6699816e-05,-15.0,-107.9,-13.377418,-91.33753
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,0.0,-29.9,-225.5,-19.395414,-135.67596
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,0.0,-22.3,-165.9,-24.824442,-176.37158
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,0.0,-29.2,-226.2,-24.352283,-173.63998
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,0.0,-30.7,-251.3,-23.721628,-169.08432
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,0.0,-21.8,-169.2,-20.02412,-141.68027
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,0.0,-12.6,-86.7,-18.405228,-129.30878
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,0.0,-12.8,-103.1,-11.471173,-77.65557
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,0.0,-12.7,-99.7,-11.728615,-79.61828
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,0.0,-12.2,-103.6,-11.539099,-78.06032
