Lat,Lon,Alt,Year,JulianDay_Sin,Precip,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,-14.0,-111.2,-9.85180377960205,-72.05500030517578
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,2.2211607e-05,-9.7,-74.1,-10.855381965637207,-80.6656265258789
52.3,104.2833333,427.25,2011.0,-0.680773409477016,4.754567e-05,-14.2,-101.4,-11.354092597961426,-84.94452667236328
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,-13.1,-108.0,-15.519959449768066,-119.9854507446289
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,-17.3,-127.0,-15.336353302001953,-118.73439025878906
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,-30.1,-224.1,-16.950733184814453,-132.96328735351562
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,-27.3,-208.7,-27.190093994140625,-214.76434326171875
52.3,104.2833333,427.25,2012.0,0.2386727660059501,5.3495005e-06,-29.0,-218.7,-26.085693359375,-204.9652099609375
52.3,104.2833333,427.25,2012.0,0.6994583270516471,1.175598e-05,-26.4,-207.4,-23.096759796142578,-179.07131958007812
52.3,104.2833333,427.25,2012.0,0.2802306751992159,2.3862134e-05,-10.0,-91.8,-14.290989875793457,-108.3573989868164
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,-13.0,-100.8,-11.13860034942627,-83.09561920166016
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,2.9586212e-05,-11.0,-87.1,-11.600369453430176,-87.05756378173828
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,1.6699816e-05,-15.0,-107.9,-15.630647659301758,-120.90644073486328
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,-29.9,-225.5,-15.550272941589355,-120.439208984375
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,-22.3,-165.9,-17.75113296508789,-139.83065795898438
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,-29.2,-226.2,-26.226924896240234,-206.11550903320312
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,-30.7,-251.3,-23.328136444091797,-181.0047607421875
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,-21.8,-169.2,-14.334877967834473,-109.04376220703125
52.3,104.2833333,427.25,2013.0,0.9760105506323683,0.0,-12.6,-86.7,-14.3004789352417,-108.78644561767578
52.3,104.2833333,427.25,2013.0,0.741222010848596,0.0,-12.8,-103.1,-11.043694496154785,-79.05316162109375
52.3,104.2833333,427.25,2013.0,0.29671281927349075,0.0,-12.7,-99.7,-9.885666847229004,-72.34554290771484
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,0.0,-12.2,-103.6,-10.972363471984863,-81.66931915283203
52.3,104.2833333,427.25,2013.0,-0.680773409477016,0.0,-10.9,-86.0,-10.529065132141113,-77.86585235595703
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,0.0,-15.7,-117.2,-15.80298137664795,-122.33572387695312
52.3,104.2833333,427.25,2013.0,-0.9741004551724206,0.0,-16.3,-120.7,-15.626424789428711,-121.13220977783203
52.3,104.2833333,427.25,2014.0,-0.2884824328806098,1.1362139e-05,-29.6,-230.5,-27.131580352783203,-214.28494262695312
52.3,104.2833333,427.25,2015.0,0.2386727660059501,0.0,-27.6,-215.2,-26.32238006591797,-206.911865234375
52.3,104.2833333,427.25,2015.0,0.6994583270516471,0.0,-25.9,-211.2,-23.416118621826172,-181.7337646484375
52.3,104.2833333,427.25,2015.0,0.9510565162951535,0.0,-21.7,-175.3,-14.271286010742188,-108.51849365234375
52.3,104.2833333,427.25,2015.0,0.9760105506323683,0.0,-15.3,-112.3,-14.231546401977539,-108.21663665771484
52.3,104.2833333,427.25,2015.0,0.741222010848596,0.0,-10.7,-84.6,-11.106167793273926,-79.68901824951172
52.3,104.2833333,427.25,2015.0,0.29671281927349075,0.0,-14.3,-107.2,-9.922608375549316,-72.6624984741211
52.3,104.2833333,427.25,2015.0,-0.2135209154397959,0.00010476876,-9.4,-61.8,-10.233532905578613,-75.33020782470703
52.3,104.2833333,427.25,2015.0,-0.680773409477016,5.4737215e-05,-12.1,-85.6,-11.63115406036377,-87.32169342041016
52.3,104.2833333,427.25,2015.0,-0.9587178169872964,0.0,-16.3,-127.3,-16.076004028320312,-124.59455108642578
52.3,104.2833333,427.25,2015.0,-0.9741004551724206,0.0,-20.7,-158.7,-15.926178932189941,-123.60663604736328
52.3,104.2833333,427.25,2015.0,-0.7236440382959123,0.0,-21.3,-169.8,-17.443286895751953,-137.18936157226562
52.3,104.2833333,427.25,2015.0,-0.2884824328806098,0.0,-25.5,-201.8,-27.306697845458984,-215.70333862304688
52.3,104.2833333,427.25,2016.0,0.2386727660059501,0.0,-33.8,-269.6,-26.36416244506836,-207.26712036132812
52.3,104.2833333,427.25,2016.0,0.6994583270516471,0.0,-26.1,-209.1,-23.456584930419922,-182.07449340820312
52.3,104.2833333,427.25,2016.0,0.9562348265919056,0.0,-26.0,-202.9,-14.244232177734375,-108.3388671875
52.3,104.2833333,427.25,2016.0,0.9721181966290613,0.0,-12.5,-102.1,-14.216890335083008,-108.11871337890625
52.3,104.2833333,427.25,2016.0,0.7295575540864875,0.0,-16.4,-124.2,-17.469745635986328,-131.16151428222656
52.3,104.2833333,427.25,2016.0,0.2802306751992159,0.0,-12.4,-103.6,-16.020336151123047,-122.41390228271484
52.3,104.2833333,427.25,2016.0,-0.23030567023061196,0.0,-10.9,-82.7,-11.249424934387207,-84.0464859008789
52.3,104.2833333,427.25,2016.0,-0.6932812268869771,0.0,-12.1,-89.8,-11.464917182922363,-85.89539337158203
52.3,104.2833333,427.25,2016.0,-0.9634705485641486,6.515779e-05,-14.6,-109.1,-16.04222869873047,-124.00231170654297
52.3,104.2833333,427.25,2016.0,-0.970063921851507,3.4144956e-05,-27.5,-202.8,-16.130313873291016,-125.06536102294922
52.3,104.2833333,427.25,2016.0,-0.7116566222817751,0.0,-27.8,-210.5,-18.132862091064453,-143.10586547851562
52.3,104.2833333,427.25,2016.0,-0.27195815753410524,4.3128384e-06,-26.4,-201.1,-27.40793228149414,-216.48782348632812
52.3,104.2833333,427.25,2012.0,-0.27195815753410524,0.0,-35.1,-262.7,-26.87425994873047,-212.12567138671875
52.3,104.2833333,427.25,2017.0,0.9510565162951535,0.0,-17.6,-126.8,-14.24390697479248,-108.40120697021484
52.3,104.2833333,427.25,2017.0,0.9760105506323683,0.0,-20.9,-152.0,-14.205970764160156,-108.08879089355469
52.3,104.2833333,427.25,2017.0,0.2386727660059501,0.0,-30.3,-230.6,-26.410785675048828,-207.66067504882812
52.3,104.2833333,427.25,2017.0,0.6994583270516471,0.0,-25.9,-194.9,-23.46889877319336,-182.18014526367188
47.54260867,7.58371693,304.73438,2004.0,0.2386727660059501,0.0,-11.9,-88.50962751,-11.007923126220703,-80.83988952636719
47.54260867,7.58371693,304.73438,2004.0,0.6994583270516471,0.0,-9.88,-66.74413536,-10.66852855682373,-77.0521469116211
47.54260867,7.58371693,304.73438,2004.0,0.9562348265919056,0.0,-9.69,-71.5587575,-9.11605167388916,-65.74230194091797
47.54260867,7.58371693,304.73438,2004.0,0.9721181966290613,0.0001690366,-6.1,-40.66799847,-9.06371784210205,-65.29328155517578
47.54260867,7.58371693,304.73438,2004.0,0.7295575540864875,3.2743297e-05,-7.01,-50.25006643,-7.210484504699707,-49.392677307128906
47.54260867,7.58371693,304.73438,2004.0,0.2802306751992159,0.00010311205,-7.21,-53.83051048,-6.391613960266113,-42.36682891845703
47.54260867,7.58371693,304.73438,2004.0,-0.23030567023061196,0.00014510812,-5.49,-34.72560691,-5.782436370849609,-41.560821533203125
47.54260867,7.58371693,304.73438,2004.0,-0.6932812268869771,0.0,-4.8,-31.50057387,-6.1391801834106445,-40.200965881347656
47.54260867,7.58371693,304.73438,2004.0,-0.9634705485641486,0.0,-4.92,-31.38678091,-7.699959754943848,-53.59233856201172
47.54260867,7.58371693,304.73438,2004.0,-0.970063921851507,7.0730985e-06,-10.75,-76.42100974,-7.724587440490723,-53.80364227294922
47.54260867,7.58371693,304.73438,2004.0,-0.7116566222817751,0.0,-10.49,-75.39648751,-10.732243537902832,-79.6091079711914
47.54260867,7.58371693,304.73438,2004.0,-0.27195815753410524,3.385527e-05,-13.22,-98.71358212,-11.347618103027344,-84.83570861816406
47.54260867,7.58371693,304.73438,2005.0,0.2386727660059501,0.00014786229,-6.66,-42.77138547,-10.228584289550781,-74.58140563964844
47.54260867,7.58371693,304.73438,2005.0,0.6994583270516471,3.187112e-05,-15.78,-115.1328526,-10.664746284484863,-77.06336212158203
47.54260867,7.58371693,304.73438,2005.0,0.9510565162951535,3.2876374e-05,-8.02,-59.70485452,-9.01754093170166,-64.89708709716797
47.54260867,7.58371693,304.73438,2005.0,0.9760105506323683,0.0,-8.51,-58.19910378,-8.989834785461426,-64.65937042236328
47.54260867,7.58371693,304.73438,2005.0,0.741222010848596,0.0,-6.95,-48.05079866,-7.0996599197387695,-48.441810607910156
47.54260867,7.58371693,304.73438,2005.0,0.29671281927349075,0.0,-5.24,-32.64544918,-6.668675422668457,-44.743995666503906
47.54260867,7.58371693,304.73438,2005.0,-0.2135209154397959,0.0,-5.67,-37.45673818,-6.24421501159668,-43.95676803588867
47.54260867,7.58371693,304.73438,2005.0,-0.680773409477016,0.0,-6.33,-43.03745941,-6.326966285705566,-41.812156677246094
47.54260867,7.58371693,304.73438,2005.0,-0.9587178169872964,8.993772e-05,-9.610421834,-68.63931346,-7.716675758361816,-53.68345260620117
47.54260867,7.58371693,304.73438,2005.0,-0.9741004551724206,0.0,-6.38,-42.73606861,-7.749215126037598,-54.01494598388672
