Lat,Lon,Alt,Precip,Temp,Year,JulianDay_Sin,O18A,H2A,O18P,H2P
35.27000000000001,-75.55,3.0,117.0,24.9,1963.0,-0.680773409477016,-2.6,-11.8,-2.8712032,-22.820738
51.01666667,-114.0166667,1049.0,19.0,-0.8999999999999999,1995.0,-0.9741004551724206,-18.0,-148.6,-2.679335,-18.853489
38.72,-27.330000000000002,500.0,148.0,20.0,1998.0000000000002,-0.9587178169872964,-3.08,-11.0,-6.5909038,-46.20035
76.76666667,-18.66666667,12.0,23.7,-17.507849121093727,2021.0,-0.7116566222817751,-18.823,-138.7,-10.29106,-65.88265
45.32,-75.67,114.0,78.0,16.713494873046898,1997.0,0.7412220108485961,-10.9,-71.8,-5.949259,-37.57482
42.85,-80.27,240.0,40.0,20.1,1978.0000000000002,-0.21352091543979593,-6.9,-39.0,-7.9538226,-55.094204
49.81999999999999,-74.97,381.1,5.01586088212207,16.746820068359398,1998.0000000000002,-0.21352091543979593,-13.01,-93.5,-10.398996,-75.18598
37.77,-25.65,175.0,0.5,22.0,2010.0,-0.21352091543979593,0.27,6.1,-10.564994,-75.93691
46.58521699999999,-66.009974,43.0,55.9,15.7,2017.0,0.29671281927349086,-11.27,-81.63,-5.9622836,-37.818638
44.23,-79.77,251.0,0.0,-11.342047119140602,2001.0,0.6994583270516471,-13.49,-89.7,-12.494419,-91.81726
76.76666667,-18.66666667,12.0,5.3,4.004205322265648,2017.0,0.2802306751992158,-7.634,-58.7,-9.370169,-64.00083
53.970000000000006,-101.1,272.0,26.0,-21.0,1980.0000000000002,-0.2719581575341052,-25.6,-189.0,-10.359811,-73.0955
42.85,-80.27,240.0,88.0,-8.0,1978.0000000000002,0.2386727660059501,-22.0,-165.0,-12.37997,-91.01515
53.57,-113.52,671.0,35.0,-22.4,1966.0,0.2386727660059501,-26.7,-198.5,-2.7739182,-16.578266
45.3738,-75.6862,80.0,56.9,8.5,2021.0,0.9760105506323684,-12.1,-86.8,-6.373657,-40.97412
40.37,-81.8,344.0,95.0,16.661279296875023,1970.0,-0.21352091543979593,-6.26,-39.5,-7.2098365,-50.347668
48.650000000000006,-123.43,20.000000000000004,34.0,10.9,1976.0,-0.7116566222817751,-5.8,-40.0,-2.7010038,-19.812395
37.77,-25.65,175.0,56.9,15.6,1995.0,0.6994583270516471,-4.43,-25.1,-9.910306,-71.181694
82.50000000000001,-62.33333333000001,62.0,3.0,-28.6,1990.9999999999998,0.9510565162951534,-36.54,-287.3,-4.383562,-33.007168
53.57,-113.52,671.0,20.0,-10.3,1965.0,-0.2884824328806098,-34.8,-259.4,-6.4339185,-45.02219
68.78666667,-81.25,8.0,47.0,-0.20000000000000007,1990.9999999999998,-0.9587178169872964,-17.42,-136.0,-7.82961,-49.339256
40.37,-81.8,344.0,64.0,-20.37448730468748,1966.0,0.6994583270516471,-15.0,-108.3,-10.2771225,-76.71045
76.52,-68.83,77.0,21.0,6.0,1969.0000000000002,-0.21352091543979593,-16.06,-125.7,-6.859831,-44.85548
53.32,-60.42,46.0,2.241759019671008,4.891778564453148,2007.0000000000002,-0.7236440382959123,-15.83,-113.1,-9.022947,-58.84088
53.32,-60.42,46.0,9.989287122152746,22.597070312500023,2005.0,-0.680773409477016,-12.36,-89.8,-6.307981,-41.21506
45.32,-75.67,114.0,64.0,20.9,1990.9999999999998,-0.680773409477016,-11.21,-74.9,-6.11853,-40.233524
45.32,-75.67,114.0,49.7,19.085504150390648,2019.9999999999998,-0.9679377830240641,-6.079,-36.4,-6.575938,-41.55693
49.81999999999999,-74.97,381.1,0.0,19.459130859375023,2007.0000000000002,-0.680773409477016,-13.28,-96.4,-9.594799,-68.48
32.23609999999999,-110.94389999999999,753.0,113.6,29.462365589999997,1987.0000000000002,-0.680773409477016,-3.733450704,-32.75176056,-6.7219267,-45.642036
64.13,-21.93,14.0,149.0,2.9,1974.9999999999998,0.6994583270516471,-7.15,-50.1,-5.6093783,-35.28173
41.05916667000001,-100.74638890000001,919.0,0.0,27.552087402343773,1998.0000000000002,-0.471159507673864,-5.5,-44.0,-5.2397676,-33.79912
49.38,-82.12,245.0,1.0653254081262276,4.929040527343773,2001.0,-0.9587178169872964,-11.83,-81.8,-11.380182,-77.944786
46.28916667,-63.11916667,48.5,24.1,21.1,2018.0000000000002,-0.21352091543979593,-3.03,-17.9,-6.430239,-41.658344
47.98,-55.82,22.900000000000002,0.0,9.344812011718773,1997.0,0.29671281927349086,-5.84,-41.4,-7.2033386,-47.440952
53.32,-60.42,46.0,0.0,6.825067138671898,1997.0,0.7412220108485961,-11.03,-84.2,-7.3874674,-48.99492
33.21722222,-87.54305556,65.0,25.4,22.735284423828148,2007.0000000000002,-0.9398560579418953,-5.8,-35.2,-6.2062874,-40.50794
49.881,-119.5494,500.0,13.6,6.9,2010.0,-0.8115390590073611,-12.1,-95.0,-9.320051,-64.72286
64.13,-21.93,14.0,21.5,3.9,2008.0,0.9721181966290612,-8.35,-61.84,-7.823841,-52.922596
62.28,-114.27,205.0,8.1,-5.546087646484352,2021.0,-0.7116566222817751,-25.364,-189.5,-11.140856,-74.5378
32.370000000000005,-64.68,6.0,132.0,24.5,1963.9999999999998,-0.970063921851507,-4.0,-19.2,-2.5735972,-19.817598
35.9075,-106.4038889,3180.0,145.61,1.5027404785156475,1992.0,-0.25535329511618804,-12.08,-75.5,-6.8600245,-48.719112
76.76666667,-18.66666667,12.0,21.4,-3.5999999999999996,2005.0,0.7412220108485961,-11.58,-83.78,-9.093888,-63.164883
