Lat,Lon,Alt,Year,JulianDay_Sin,Precip,O18 A,H2 A,O18 P,H2 P
11.12,124.62,231.36719,1998.0,0.29671281927349075,7.127512799343094e-05,-7.15,-47.6,-3.897440195083618,-19.910953521728516
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,0.0,-3.87,-22.8,-5.1882476806640625,-29.631793975830078
29.35541116,34.96028149,7.939209,1969.0,0.2386727660059501,0.0,-1.05,1.2,-2.6670565605163574,-10.687845230102539
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,4.415451621753164e-05,-3.27,-22.2,-2.477626085281372,-9.660968780517578
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,0.0,-16.63,-130.9,-18.28436851501465,-128.25631713867188
-16.49888889,-68.12305556,3582.75,2000.0,0.6994583270516471,6.722265243297443e-05,-15.47,-110.65,-17.391958236694336,-121.53573608398438
48.22,11.59,494.59375,1995.0,-0.2135209154397959,0.0,-4.96,-28.3,-6.9220733642578125,-42.68892288208008
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,4.889923002338037e-05,-2.04,-1.0,-2.2467691898345947,-8.750980377197266
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,0.0,-11.09,-69.2,-8.212881088256836,-52.40976333618164
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,0.0,-5.2,-40.9,-7.057201385498047,-43.97092056274414
51.83,6.25,9.5,1993.0,0.9510565162951535,6.891664270369802e-06,-6.74,-49.7,-7.731616973876953,-48.78544998168945
18.47,-70.02,1.0,1996.0,0.2802306751992159,0.0,-2.44,-11.35,-2.0124895572662354,-7.325260162353516
-0.37,-78.55,3064.0,2018.0,0.2386727660059501,4.760956289828755e-05,-12.43,-90.2,-11.94188117980957,-80.4921875
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,0.0,-19.18,-140.6,-13.089265823364258,-89.1329345703125
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,1.950140540429857e-05,-5.75,-37.8,-7.100555419921875,-44.03303909301758
22.31666667,114.1666667,34.056641,2004.0,-0.6932812268869771,0.0001875762100098,-7.26,-48.5,-7.196170806884766,-44.75310134887695
32.63333333,-16.9,0.0,2004.0,-0.970063921851507,0.0,-1.98,-10.6,-2.080958604812622,-7.741931915283203
48.8281,9.2,313.79688,1983.0,-0.2884824328806098,4.063042069901712e-05,-7.92,-64.0,-11.935506820678711,-80.44418334960938
33.96666667,-4.983333333,500.04688,2017.0,0.2386727660059501,0.0002190735831391,-5.95,-26.4,-4.9539899826049805,-27.86764144897461
4.036666667,9.734166667,39.230469,2010.0,-0.680773409477016,0.0,-1.265224179,-1.106035282,-1.8249478340148926,-5.129558563232422
43.73238889,7.423583333,8.8959961,2014.0,0.9510565162951535,0.0,-7.43,-52.5,-5.338045120239258,-30.759891510009766
39.46666667,-6.333333333,410.0,2021.0,0.9760105506323683,0.0,-4.4,-26.4,-4.8312835693359375,-26.943561553955078
76.76666667,-18.66666667,0.0,2010.0,0.9510565162951535,0.0,-23.37,-177.3,-18.539342880249023,-130.17648315429688
-33.11011944,-64.24918333,408.09375,2020.0,-0.970063921851507,0.0,-2.38,-2.1,-1.1783831119537354,-0.5669517517089844
46.95222563,7.439320571,542.53125,1986.0,-0.2884824328806098,4.848729804507457e-05,-11.0,-77.2,-15.664506912231445,-108.526611328125
51.93,-10.25,33.068359,1980.0,-0.970063921851507,0.000149682367919,-5.57,-36.2,-4.7595720291137695,-26.403514862060547
36.83,10.23,0.0,1977.0,0.741222010848596,0.0,0.3,-4.5,-4.14833927154541,-21.262062072753906
45.46666667,13.61666667,0.5645752,2003.0,0.03442161162274574,0.0,-3.57,-23.78,-7.298160552978516,-45.52116775512695
-22.399288,-47.543743,626.78125,2017.0,0.9760105506323683,0.0,-7.11,-45.5,-6.099781036376953,-36.49638748168945
45.37,-63.27,12.535156,1982.0,0.6994583270516471,4.434667062014341e-05,-12.3,-86.0,-10.137937545776367,-66.90701293945312
