Lat,Lon,Alt,Year,JulianDay_Sin,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.4,-1.28,-14.0,-111.2,-10.970535,-77.56554
52.3,104.2833333,427.25,2011,-0.2135209154397959,1.6,-1.51,-9.7,-74.1,-13.0999155,-95.46553
52.3,104.2833333,427.25,2011,-0.680773409477016,0.7,-1.35,-14.2,-101.4,-7.483465,-59.800884
52.3,104.2833333,427.25,2011,-0.9587178169872964,1.7,0.54,-13.1,-108.0,-12.572693,-93.642
52.3,104.2833333,427.25,2011,-0.9741004551724206,1.2,0.39,-17.3,-127.0,-12.269424,-91.03299
52.3,104.2833333,427.25,2011,-0.7236440382959123,1.8,1.36,-30.1,-224.1,-14.121687,-102.354904
52.3,104.2833333,427.25,2011,-0.2884824328806098,4.1,2.52,-27.3,-208.7,-25.94208,-195.67262
52.3,104.2833333,427.25,2012,0.2386727660059501,1.8,1.17,-29.0,-218.7,-20.176083,-150.54619
52.3,104.2833333,427.25,2012,0.6994583270516471,0.8,0.42,-26.4,-207.4,-25.910091,-196.558
52.3,104.2833333,427.25,2012,0.2802306751992159,-0.7,-2.53,-10.0,-91.8,-11.538637,-81.96266
52.3,104.2833333,427.25,2012,-0.23030567023061196,-0.1,-1.32,-13.0,-100.8,-8.556587,-58.816887
52.3,104.2833333,427.25,2012,-0.6932812268869771,-0.3,-0.98,-11.0,-87.1,-17.568115,-123.187454
52.3,104.2833333,427.25,2012,-0.9634705485641486,0.4,-0.59,-15.0,-107.9,-9.766092,-72.80762
52.3,104.2833333,427.25,2012,-0.970063921851507,0.5,-2.06,-29.9,-225.5,-10.407286,-73.03105
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.4,-0.58,-22.3,-165.9,-17.864473,-131.90285
52.3,104.2833333,427.25,2013,0.2386727660059501,-0.1,0.35,-29.2,-226.2,-17.900864,-135.2071
52.3,104.2833333,427.25,2013,0.6994583270516471,-0.4,-0.45,-30.7,-251.3,-5.0766315,-48.1225
52.3,104.2833333,427.25,2013,0.9510565162951535,2.5,-1.61,-21.8,-169.2,-16.700773,-129.05197
52.3,104.2833333,427.25,2013,0.9760105506323683,0.4,0.69,-12.6,-86.7,-23.769827,-179.66246
52.3,104.2833333,427.25,2013,0.741222010848596,1.3,0.57,-12.8,-103.1,-26.655764,-201.3069
52.3,104.2833333,427.25,2013,0.29671281927349075,2.0,0.52,-12.7,-99.7,-26.14722,-208.04047
52.3,104.2833333,427.25,2013,-0.2135209154397959,1.3,0.67,-12.2,-103.6,-12.824646,-95.61568
52.3,104.2833333,427.25,2013,-0.680773409477016,0.3,0.97,-10.9,-86.0,-11.364271,-80.586105
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.5,0.24,-15.7,-117.2,-12.411039,-91.721344
52.3,104.2833333,427.25,2013,-0.9741004551724206,-0.1,-1.28,-16.3,-120.7,-11.9959135,-85.503845
52.3,104.2833333,427.25,2014,-0.2884824328806098,-0.9,1.86,-29.6,-230.5,-26.05562,-196.56898
52.3,104.2833333,427.25,2015,0.2386727660059501,-1.4,1.79,-27.6,-215.2,-22.203175,-162.91656
52.3,104.2833333,427.25,2015,0.6994583270516471,0.4,1.32,-25.9,-211.2,-24.35251,-183.12355
52.3,104.2833333,427.25,2015,0.9510565162951535,-1.2,1.45,-21.7,-175.3,-21.061525,-148.15285
52.3,104.2833333,427.25,2015,0.9760105506323683,-0.1,0.73,-15.3,-112.3,-24.105087,-184.22665
52.3,104.2833333,427.25,2015,0.741222010848596,-1.2,0.15,-10.7,-84.6,-13.234127,-89.70503
52.3,104.2833333,427.25,2015,0.29671281927349075,-0.9,-0.07,-14.3,-107.2,-11.575804,-80.15729
52.3,104.2833333,427.25,2015,-0.2135209154397959,-1.9,-3.18,-9.4,-61.8,-8.260151,-56.080196
52.3,104.2833333,427.25,2015,-0.680773409477016,-2.4,-0.76,-12.1,-85.6,-20.540789,-153.03139
52.3,104.2833333,427.25,2015,-0.9587178169872964,-2.7,-0.65,-16.3,-127.3,-14.993517,-109.237686
52.3,104.2833333,427.25,2015,-0.9741004551724206,-2.8,0.44,-20.7,-158.7,-13.009033,-92.29047
52.3,104.2833333,427.25,2015,-0.7236440382959123,-0.8,1.74,-21.3,-169.8,-11.368326,-80.61812
52.3,104.2833333,427.25,2015,-0.2884824328806098,-0.9,2.24,-25.5,-201.8,-27.66141,-209.24611
52.3,104.2833333,427.25,2016,0.2386727660059501,-3.6,0.12,-33.8,-269.6,-22.55208,-168.9098
52.3,104.2833333,427.25,2016,0.6994583270516471,-3.2,1.58,-26.1,-209.1,-28.504854,-215.9048
52.3,104.2833333,427.25,2016,0.9562348265919056,-0.1,0.73,-26.0,-202.9,-23.650326,-179.89204
52.3,104.2833333,427.25,2016,0.9721181966290613,-2.0,0.38,-12.5,-102.1,-16.95098,-122.58829
52.3,104.2833333,427.25,2016,0.7295575540864875,0.7,-0.77,-16.4,-124.2,-17.937988,-141.74805
52.3,104.2833333,427.25,2016,0.2802306751992159,1.1,-0.43,-12.4,-103.6,-13.487831,-98.1608
52.3,104.2833333,427.25,2016,-0.23030567023061196,0.7,-1.76,-10.9,-82.7,-7.8682194,-53.96272
52.3,104.2833333,427.25,2016,-0.6932812268869771,1.2,-1.65,-12.1,-89.8,-6.68968,-54.48158
52.3,104.2833333,427.25,2016,-0.9634705485641486,2.0,0.61,-14.6,-109.1,-11.599501,-84.89552
52.3,104.2833333,427.25,2016,-0.970063921851507,-0.4,0.41,-27.5,-202.8,-15.764505,-118.00432
52.3,104.2833333,427.25,2016,-0.7116566222817751,-0.2,-0.16,-27.8,-210.5,-15.301699,-111.67067
52.3,104.2833333,427.25,2016,-0.27195815753410524,0.5,0.48,-26.4,-201.1,-12.274406,-85.67827
52.3,104.2833333,427.25,2012,-0.27195815753410524,-1.0,0.17,-35.1,-262.7,-22.50342,-168.52565
52.3,104.2833333,427.25,2017,0.9510565162951535,1.5,0.74,-17.6,-126.8,-25.390596,-191.31886
52.3,104.2833333,427.25,2017,0.9760105506323683,-0.3,1.73,-20.9,-152.0,-20.305597,-151.17464
52.3,104.2833333,427.25,2017,0.2386727660059501,0.3,0.48,-30.3,-230.6,-19.880623,-151.41731
52.3,104.2833333,427.25,2017,0.6994583270516471,-0.1,1.0,-25.9,-194.9,-23.801027,-178.76979
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,-2.2,-0.29,-11.9,-88.50962751,-12.211771,-87.27681
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,2.0,-0.14,-9.88,-66.74413536,-11.236537,-85.33028
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0.7,1.02,-9.69,-71.5587575,-8.337854,-57.45456
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,-1.5,1.15,-6.1,-40.66799847,-9.1290455,-64.31424
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,1.7,0.19,-7.01,-50.25006643,-9.481349,-67.21742
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,-1.4,-0.89,-7.21,-53.83051048,-6.3981137,-38.100605
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,-0.8,1.13,-5.49,-34.72560691,-7.150605,-41.185192
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,-0.5,-0.48,-4.8,-31.50057387,-3.636713,-29.098705
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,-0.6,0.38,-4.92,-31.38678091,-6.71352,-43.711323
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,-0.1,-1.1,-10.75,-76.42100974,-8.558195,-58.433147
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,-1.1,0.73,-10.49,-75.39648751,-11.307501,-80.137924
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,-1.3,1.21,-13.22,-98.71358212,-13.174907,-94.40407
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0.6,1.52,-6.66,-42.77138547,-10.705073,-75.879364
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,-5.2,-0.06,-15.78,-115.1328526,-15.001627,-109.30171
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0.5,-1.83,-8.02,-59.70485452,-10.104531,-70.67618
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,-1.0,-0.3,-8.51,-58.19910378,-9.386864,-65.71802
47.54260867,7.58371693,304.73438,2005,0.741222010848596,-1.3,-1.25,-6.95,-48.05079866,-8.387954,-55.229557
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,0.7,-0.05,-5.24,-32.64544918,-7.312289,-48.59717
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,0.3,-0.51,-5.67,-37.45673818,-7.400485,-47.808414
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,-0.6,0.37,-6.33,-43.03745941,-5.9154015,-42.48405
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,0.6,0.63,-9.610421834,-68.63931346,-7.2251062,-47.908894
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,2.0,-0.98,-6.38,-42.73606861,-9.219164,-63.651257
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,-0.3,-0.31,-14.2,-103.3116898,-10.532991,-74.02345
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,-0.0,-0.44,-10.79,-78.0619552,-10.779092,-77.166565
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,2.7,1.27,-10.39,-75.03694923,-11.934782,-88.13509
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,0.2,-0.51,-11.52,-90.29273588,-14.961868,-102.37311
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,2.9,-1.28,-11.23849183,-82.68571664,-10.243418,-77.47662
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,1.8,1.24,-10.61,-76.08191291,-8.052774,-54.327522
47.54260867,7.58371693,304.73438,2006,0.741222010848596,-0.8,-1.14,-8.47,-60.27743553,-8.075647,-54.623608
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,-0.4,0.84,-4.08,-26.00399436,-4.075044,-27.09874
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,-1.0,0.9,-3.64,-26.43863597,-6.5142946,-36.292034
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,-1.7,-1.73,-8.43,-60.3623681,-8.6028,-58.78529
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,-1.0,-1.62,-7.78,-53.80678357,-8.896601,-59.23169
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,-2.1,-2.24,-6.51,-49.6066388,-8.018877,-54.175426
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,0.1,0.44,-9.18,-67.40884533,-10.687082,-75.239944
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,-0.5,1.34,-11.11,-83.72738599,-10.759953,-73.75791
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,-1.3,0.22,-12.87,-93.4449454,-8.862322,-60.834118
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,-0.1,-0.47,-9.46,-71.36453487,-14.4900255,-96.51987
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,0.3,1.44,-12.11,-89.32212676,-10.620583,-74.9556
47.54260867,7.58371693,304.73438,2007,0.741222010848596,-0.2,0.66,-7.87,-56.86635214,-7.995038,-56.548256
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,0.9,-1.31,-6.28,-44.71481808,-5.942705,-37.7848
47.54260867,7.58371693,304.73438,2007,-0.2135209154397959,-0.5,-0.58,-6.05,-43.8169477,-7.096181,-44.882877
47.54260867,7.58371693,304.73438,2007,-0.680773409477016,0.7,-0.14,-6.87,-44.13363048,-4.4759464,-32.654766
47.54260867,7.58371693,304.73438,2007,-0.9587178169872964,0.3,0.72,-6.87,-44.13363048,-7.1247444,-47.116573
47.54260867,7.58371693,304.73438,2007,-0.9741004551724206,1.2,0.45,-8.99,-60.35032291,-7.5971546,-50.84608
47.54260867,7.58371693,304.73438,2007,-0.7236440382959123,1.4,0.58,-10.78,-79.00926983,-10.958769,-77.38481
47.54260867,7.58371693,304.73438,2007,-0.2884824328806098,2.7,0.34,-8.37,-57.9994607,-11.060342,-79.74255
47.54260867,7.58371693,304.73438,2008,0.2386727660059501,2.9,0.89,-10.4,-82.10126519,-11.434256,-83.560196
47.54260867,7.58371693,304.73438,2008,0.6994583270516471,4.4,0.73,-8.5,-62.00643014,-10.533663,-75.975
47.54260867,7.58371693,304.73438,2008,0.9562348265919056,2.4,0.08,-7.88,-58.24612426,-9.333299,-65.83805
47.54260867,7.58371693,304.73438,2008,0.9721181966290613,1.1,-1.07,-10.73,-81.57874164,-9.099541,-62.706875
47.54260867,7.58371693,304.73438,2008,0.7295575540864875,-0.1,-1.73,-6.26,-47.19478668,-6.652334,-43.387066
47.54260867,7.58371693,304.73438,2008,0.2802306751992159,1.0,-1.39,-6.51,-47.19496585,-5.942705,-37.7848
47.54260867,7.58371693,304.73438,2008,-0.23030567023061196,0.5,-1.27,-4.36,-26.28930766,-5.942705,-37.7848
47.54260867,7.58371693,304.73438,2008,-0.6932812268869771,1.7,-1.16,-4.6,-29.45637813,-4.1607113,-31.352169
47.54260867,7.58371693,304.73438,2008,-0.9634705485641486,2.0,1.02,-8.79,-61.24115279,-7.5819483,-50.726032
47.54260867,7.58371693,304.73438,2008,-0.970063921851507,2.1,-0.04,-12.8,-91.96888229,-8.618562,-59.434013
47.54260867,7.58371693,304.73438,2008,-0.7116566222817751,2.2,-0.32,-12.09,-89.88374997,-10.776293,-75.94423
47.54260867,7.58371693,304.73438,2008,-0.27195815753410524,2.4,-0.28,-17.57,-134.4502205,-12.246,-89.19319
47.54260867,7.58371693,304.73438,2009,0.2386727660059501,1.8,-0.01,-10.26,-78.8,-11.844544,-98.23605
47.54260867,7.58371693,304.73438,2009,0.6994583270516471,3.1,0.06,-13.21,-99.3,-12.625397,-98.642654
47.54260867,7.58371693,304.73438,2009,0.9510565162951535,0.7,0.57,-11.63,-84.9,-9.365173,-67.0124
47.54260867,7.58371693,304.73438,2009,0.9760105506323683,1.3,-0.2,-6.23,-47.0,-8.718925,-60.5062
47.54260867,7.58371693,304.73438,2009,0.741222010848596,-0.2,1.68,-4.26,-27.1,-5.7964287,-34.776424
47.54260867,7.58371693,304.73438,2009,0.29671281927349075,0.2,-1.21,-5.9,-44.9,-5.942705,-37.7848
47.54260867,7.58371693,304.73438,2009,-0.2135209154397959,0.4,-2.15,-4.42,-25.9,-5.7096276,-35.412918
47.54260867,7.58371693,304.73438,2009,-0.680773409477016,-0.3,-0.19,-6.51,-44.1,-4.5817814,-33.566082
47.54260867,7.58371693,304.73438,2009,-0.9587178169872964,0.5,1.51,-5.48,-34.6,-6.129593,-38.961475
47.54260867,7.58371693,304.73438,2009,-0.9741004551724206,-2.0,-1.03,-7.89,-55.9,-9.259714,-63.971386
47.54260867,7.58371693,304.73438,2009,-0.7236440382959123,-1.0,-0.02,-13.82,-102.4,-10.468111,-73.511246
47.54260867,7.58371693,304.73438,2009,-0.2884824328806098,-1.2,-1.93,-12.32,-90.3,-14.693445,-106.86873
47.54260867,7.58371693,304.73438,2010,0.2386727660059501,-1.8,-1.11,-15.69,-117.4,-14.344713,-104.115616
47.54260867,7.58371693,304.73438,2010,0.6994583270516471,-2.4,-1.98,-12.81,-99.3,-14.028421,-101.61861
47.54260867,7.58371693,304.73438,2010,0.9510565162951535,-1.1,-0.88,-12.5,-93.0,-10.533934,-74.86075
47.54260867,7.58371693,304.73438,2010,0.9760105506323683,2.0,-0.72,-8.52,-58.8,-8.70647,-59.948547
47.54260867,7.58371693,304.73438,2010,0.741222010848596,1.5,-1.49,-8.21,-58.2,-8.126436,-55.44181
47.54260867,7.58371693,304.73438,2010,0.29671281927349075,0.6,-0.82,-8.71,-61.9,-7.4238024,-49.477528
47.54260867,7.58371693,304.73438,2010,-0.2135209154397959,3.0,-0.42,-5.8,-40.2,-4.865406,-36.656403
47.54260867,7.58371693,304.73438,2010,-0.680773409477016,3.0,-1.22,-8.4,-60.2,-7.500848,-50.085773
47.54260867,7.58371693,304.73438,2010,-0.9587178169872964,3.7,-0.79,-7.12,-48.8,-7.7755756,-52.25465
47.54260867,7.58371693,304.73438,2010,-0.9741004551724206,2.9,-0.93,-10.1,-72.0,-10.498487,-74.197556
47.54260867,7.58371693,304.73438,2010,-0.7236440382959123,2.1,-1.62,-15.21,-112.6,-12.373972,-88.55733
47.54260867,7.58371693,304.73438,2010,-0.2884824328806098,4.8,-1.85,-14.44,-105.9,-13.327604,-99.60814
47.54260867,7.58371693,304.73438,2011,0.2386727660059501,3.8,-0.88,-10.25,-76.7,-10.361385,-75.12168
47.54260867,7.58371693,304.73438,2011,0.6994583270516471,4.5,0.7,-12.45,-92.0,-10.448641,-75.135666
