Lat,Lon,Alt,Year,JulianDay_Sin,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,-14.0,-111.2,-17.553986,-127.782486
52.3,104.2833333,427.25,2011,-0.2135209154397959,-9.7,-74.1,-17.805511,-129.76613
52.3,104.2833333,427.25,2011,-0.680773409477016,-14.2,-101.4,-18.192474,-132.81789
52.3,104.2833333,427.25,2011,-0.9587178169872964,-13.1,-108.0,-20.233704,-148.91591
52.3,104.2833333,427.25,2011,-0.9741004551724206,-17.3,-127.0,-20.640015,-152.12025
52.3,104.2833333,427.25,2011,-0.7236440382959123,-30.1,-224.1,-18.250519,-133.27565
52.3,104.2833333,427.25,2011,-0.2884824328806098,-27.3,-208.7,-17.902252,-130.52907
52.3,104.2833333,427.25,2012,0.2386727660059501,-29.0,-218.7,-17.544312,-127.70619
52.3,104.2833333,427.25,2012,0.6994583270516471,-26.4,-207.4,-17.56366,-127.85878
52.3,104.2833333,427.25,2012,0.2802306751992159,-10.0,-91.8,-17.534637,-127.6299
52.3,104.2833333,427.25,2012,-0.23030567023061196,-13.0,-100.8,-17.795837,-129.68983
52.3,104.2833333,427.25,2012,-0.6932812268869771,-11.0,-87.1,-18.124756,-132.28383
52.3,104.2833333,427.25,2012,-0.9634705485641486,-15.0,-107.9,-20.195007,-148.61073
52.3,104.2833333,427.25,2012,-0.970063921851507,-29.9,-225.5,-20.36914,-149.98402
52.3,104.2833333,427.25,2012,-0.7116566222817751,-22.3,-165.9,-18.144104,-132.43642
52.3,104.2833333,427.25,2013,0.2386727660059501,-29.2,-226.2,-17.51529,-127.47731
52.3,104.2833333,427.25,2013,0.6994583270516471,-30.7,-251.3,-17.56366,-127.85878
52.3,104.2833333,427.25,2013,0.9510565162951535,-21.8,-169.2,-17.815186,-129.84242
52.3,104.2833333,427.25,2013,0.9760105506323683,-12.6,-86.7,-17.853882,-130.1476
52.3,104.2833333,427.25,2013,0.741222010848596,-12.8,-103.1,-17.592682,-128.08766
52.3,104.2833333,427.25,2013,0.29671281927349075,-12.7,-99.7,-17.495941,-127.32472
52.3,104.2833333,427.25,2013,-0.2135209154397959,-12.2,-103.6,-17.728119,-129.15578
52.3,104.2833333,427.25,2013,-0.680773409477016,-10.9,-86.0,-18.028015,-131.52089
52.3,104.2833333,427.25,2013,-0.9587178169872964,-15.7,-117.2,-19.895111,-146.24562
52.3,104.2833333,427.25,2013,-0.9741004551724206,-16.3,-120.7,-20.291748,-149.37367
52.3,104.2833333,427.25,2014,-0.2884824328806098,-29.6,-230.5,-17.766815,-129.46095
52.3,104.2833333,427.25,2015,0.2386727660059501,-27.6,-215.2,-17.44757,-126.94325
52.3,104.2833333,427.25,2015,0.6994583270516471,-25.9,-211.2,-17.583008,-128.01137
52.3,104.2833333,427.25,2015,0.9510565162951535,-21.7,-175.3,-17.9216,-130.68166
52.3,104.2833333,427.25,2015,0.9760105506323683,-15.3,-112.3,-17.979645,-131.13942
52.3,104.2833333,427.25,2015,0.741222010848596,-10.7,-84.6,-17.621704,-128.31654
52.3,104.2833333,427.25,2015,0.29671281927349075,-14.3,-107.2,-17.437897,-126.86696
52.3,104.2833333,427.25,2015,-0.2135209154397959,-9.4,-61.8,-17.641052,-128.46913
52.3,104.2833333,427.25,2015,-0.680773409477016,-12.1,-85.6,-17.82486,-129.91872
52.3,104.2833333,427.25,2015,-0.9587178169872964,-16.3,-127.3,-19.527496,-143.34645
