Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,283.98486,-14.0,-111.2,-10.743707656860352,-83.70606231689453
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,296.2911,-9.7,-74.1,-10.011621475219727,-77.16730499267578
52.3,104.2833333,427.25,2011.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,289.3462,-14.2,-101.4,-10.203241348266602,-78.87879180908203
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,285.0388,-13.1,-108.0,-10.222894668579102,-79.05432891845703
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,0.0,0.0,1.0,0.0,270.80997,-17.3,-127.0,-15.750391006469727,-128.42413330078125
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,0.0,0.0,1.0,0.0,267.4311,-30.1,-224.1,-16.015710830688477,-130.79388427734375
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,245.5639,-27.3,-208.7,-22.304773330688477,-186.96575927734375
52.3,104.2833333,427.25,2012.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,261.34137,-29.0,-218.7,-18.049829483032227,-148.96197509765625
52.3,104.2833333,427.25,2012.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,252.67146,-26.4,-207.4,-20.477014541625977,-170.64080810546875
52.3,104.2833333,427.25,2012.0,0.2802306751992159,0.0,0.0,0.0,1.0,0.0,285.04517,-10.0,-91.8,-10.615961074829102,-82.56507110595703
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,0.0,0.0,1.0,0.0,288.55252,-13.0,-100.8,-10.286767959594727,-79.62482452392578
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,0.0,0.0,0.0,1.0,0.0,293.38803,-11.0,-87.1,-10.070581436157227,-77.69391632080078
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,282.70758,-15.0,-107.9,-10.429254531860352,-80.89746856689453
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.0,0.0,1.0,0.0,273.24136,-29.9,-225.5,-14.050378799438477,-113.24018096923828
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.0,0.0,1.0,0.0,259.9701,-22.3,-165.9,-18.285669326782227,-151.06842041015625
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,255.33873,-29.2,-226.2,-19.749841690063477,-164.14593505859375
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,262.44476,-30.7,-251.3,-17.715723037719727,-145.97784423828125
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,0.0,0.0,1.0,0.0,272.0206,-21.8,-169.2,-13.274072647094727,-106.30646514892578
52.3,104.2833333,427.25,2013.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,273.59277,-12.6,-86.7,-12.718866348266602,-101.34754180908203
52.3,104.2833333,427.25,2013.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,290.72104,-12.8,-103.1,-10.183588027954102,-78.70325469970703
52.3,104.2833333,427.25,2013.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,288.98105,-12.7,-99.7,-10.276941299438477,-79.53705596923828
