Lat,Lon,Alt,Temp,Precip,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
36.88,30.7,49.0,27.888024902343773,23.4,0.0,0.0,1.0,0.0,0.0,2016.0,0.26366549272800704,-4.147,-30.9,-3.031663656234741,-13.926182746887207
28.58,77.2,212.0,14.6,19.0,0.0,1.0,0.0,0.0,0.0,1982.0,0.2386727660059501,-0.71,5.2,-1.840200424194336,-3.2055587768554688
46.96666667,28.9,125.0,15.1,3.7,0.0,0.0,0.0,1.0,0.0,2018.0,0.9760105506323683,-1.47,-16.5,-7.839322566986084,-52.631248474121094
-4.37,15.25,438.0,24.4,289.0,1.0,0.0,0.0,0.0,0.0,1964.0,-0.7116566222817751,-2.7,-13.0,-2.237685441970825,-6.382406234741211
-20.901,55.484,70.0,25.1,372.4,0.0,0.0,1.0,0.0,0.0,2021.0,0.9760105506323683,-3.33,-14.0,-3.1255393028259277,-14.6819486618042
-34.05,115.0249,70.0,14.503411865234398,5.6,0.0,0.0,1.0,0.0,0.0,2013.0,0.36171373072976765,-5.15,-26.4,-3.167255401611328,-14.999829292297363
47.67,-124.48,21.0,15.559869384765648,31.0,0.0,0.0,1.0,0.0,0.0,1963.0,-0.9587178169872964,-3.4,-29.2,-7.1542463302612305,-47.11589813232422
-45.35,-72.07,310.0,12.3,46.0,0.0,0.0,1.0,0.0,0.0,1990.0,0.2386727660059501,-10.5,-81.0,-9.612771034240723,-66.90876770019531
-30.08,-51.18,7.0,18.2,128.0,0.0,0.0,1.0,0.0,0.0,1974.0,0.741222010848596,-8.35,-56.9,-5.273270606994629,-31.96619415283203
-1.65,-78.68,2820.0,12.391870117187525,2.770607080310583,0.0,0.0,1.0,0.0,0.0,2019.0,0.9510565162951535,-10.08,-70.8,-13.964515686035156,-101.94338989257812
24.9,67.13,23.0,30.2,49.0,0.0,1.0,0.0,0.0,0.0,1964.0,-0.6932812268869771,-6.2,-41.0,-5.828343391418457,-36.441436767578125
47.37233597,8.083138245,397.0,14.378320312500025,0.0,0.0,0.0,1.0,0.0,0.0,1996.0,-0.23030567023061196,-9.38,-69.3,-6.996987819671631,-45.849853515625
34.72,113.65,110.0,21.7,40.0,0.0,0.0,1.0,0.0,0.0,1991.0,-0.9587178169872964,-4.83,-37.6,-7.929721355438232,-53.35902404785156
43.97455,10.27266,660.0,21.3,2.55,0.0,0.0,1.0,0.0,0.0,2016.0,-0.5012418134457756,0.61,-0.6,-5.473207473754883,-33.58234405517578
45.80666667,15.97,165.0,2.8,38.0,0.0,0.0,0.0,1.0,0.0,1987.0,0.9510565162951535,-10.19,-72.4,-10.597993850708008,-74.84051513671875
46.37222222,6.470833333,385.0,11.342767333984398,133.0,0.0,0.0,1.0,0.0,0.0,1999.0,0.29671281927349075,-6.27,-41.1,-7.531795501708984,-50.155433654785156
46.60305556,13.67138889,2156.0,8.071679687500023,0.7,0.0,0.0,0.0,1.0,0.0,2018.0,0.8165380514459161,-3.456,-14.08,-9.86303997039795,-68.9236068725586
28.50444444,-16.30333333,580.0,13.5,23.0,0.0,0.0,1.0,0.0,0.0,2008.0,0.989932495087353,-1.74,-3.64,-2.503826379776001,-9.671544075012207
37.77,-25.65,175.0,19.2,48.0,0.0,0.0,1.0,0.0,0.0,1989.0,0.29671281927349075,-2.59,-14.8,-3.3115921020507812,-16.179805755615234
50.7,5.47,190.0,11.894555664062525,92.0,0.0,0.0,1.0,0.0,0.0,1968.0,-0.9634705485641486,-6.26,-40.7,-6.861823081970215,-44.76168441772461
55.677,12.56,6.0,18.463525390625023,1.3264225039165467,0.0,0.0,1.0,0.0,0.0,2015.0,-0.680773409477016,-6.05,-47.2,-7.400125980377197,-49.095401763916016
-12.43,130.87,26.0,28.3,220.0,1.0,0.0,0.0,0.0,0.0,2000.0,-0.27195815753410524,-3.6,-16.4,-3.708956003189087,-19.37886619567871
-7.92,-14.42,15.0,24.822351074218773,7.7,0.0,1.0,0.0,0.0,0.0,2021.0,-0.27195815753410524,0.488,11.6,-0.16473746299743652,10.885430335998535
37.21666667,28.36666667,646.0,19.385552978515648,82.1,0.0,0.0,1.0,0.0,0.0,1995.0,0.9760105506323683,-8.23,-52.5,-3.6313133239746094,-18.753787994384766
-34.05,115.0249,70.0,18.700616455078148,19.8,0.0,0.0,1.0,0.0,0.0,2013.0,0.7961828637826158,-5.75,-24.0,-3.2015998363494873,-15.276165008544922
45.32,-75.67,114.0,-7.347906494140602,60.8,0.0,0.0,0.0,1.0,0.0,2021.0,0.9562348265919056,-10.559,-71.0,-13.907283782958984,-101.48263549804688
37.77,-25.65,175.0,18.0,81.4,0.0,0.0,1.0,0.0,0.0,2006.0,0.741222010848596,-5.12,-30.65,-3.28171968460083,-15.939310073852539
44.051,10.164,160.0,11.4,527.92,0.0,0.0,1.0,0.0,0.0,2019.0,-0.6870527672236675,-7.44,-47.96,-6.868960380554199,-44.81914520263672
52.2914,10.4464,81.0,1.9,22.5,0.0,0.0,1.0,0.0,0.0,1984.0,-0.27195815753410524,-7.93,-60.3,-9.137212753295898,-63.08018493652344
46.72738634,8.186782163,632.0,13.5,76.9,0.0,0.0,0.0,1.0,0.0,2003.0,-0.9587178169872964,-7.51,-52.05,-8.232856750488281,-55.799476623535156
-0.743055556,-90.30222222,2.0,23.783502197265648,0.6,1.0,0.0,0.0,0.0,0.0,2013.0,-0.4093559588156211,-0.462477986,5.627847907,-1.7815523147583008,-3.389016628265381
-13.0,28.65,1331.0,20.7,245.0,0.0,0.0,1.0,0.0,0.0,1975.0,0.6994583270516471,-2.64,-5.5,-4.441072463989258,-25.147430419921875
10.00036389,-84.10913333,1173.0,24.668054199218773,10.92,1.0,0.0,0.0,0.0,0.0,2015.0,-0.9455963874271428,-12.2419544,-87.3215183,-8.597980499267578,-58.73897933959961
33.65694444,73.26611111,575.0,16.247949218750023,235.8,0.0,0.0,1.0,0.0,0.0,2015.0,0.9510565162951535,-7.53,-42.4,-1.571380615234375,-1.5608892440795898
39.95,32.88,902.0,19.5,37.1,0.0,1.0,0.0,0.0,0.0,2005.0,0.29671281927349075,-5.05,-29.49,-4.16461706161499,-23.047260284423828
-22.71,-46.46583333,545.0,21.535577392578148,4.8,0.0,0.0,1.0,0.0,0.0,1996.0,0.8840675099433636,-3.0,-8.8,-5.249608039855957,-31.775604248046875
52.1,5.18,2.0,3.3,20.6,0.0,0.0,1.0,0.0,0.0,2009.0,0.8498170915275278,-4.3,-29.32,-8.015560150146484,-54.050079345703125
47.81666667,13.71777778,1618.0,10.997674560546898,8.9,0.0,0.0,0.0,1.0,0.0,2020.0,0.8717063187093219,-17.301,-127.61,-9.154918670654297,-63.22272491455078
-45.35,-72.07,310.0,4.0,125.0,0.0,0.0,1.0,0.0,0.0,1993.0,0.741222010848596,-13.06,-97.0,-12.186853408813477,-87.63195037841797
14.52,121.0,14.0,27.2,60.0,1.0,0.0,0.0,0.0,0.0,1965.0,-0.9741004551724206,-6.0,-32.0,-6.233929634094238,-39.70669174194336
30.72916667,78.44666667,1140.0,12.139794921875025,0.0,0.0,0.0,1.0,0.0,0.0,2005.0,-0.7236440382959123,-12.5,-90.0,-8.114805221557617,-54.84907913208008
0.453055556,33.195,1181.0,22.4,268.9,1.0,0.0,0.0,0.0,0.0,2015.0,-0.7236440382959123,-3.6,-14.5,-1.9119634628295898,-3.8090996742248535
13.07176111,-59.48972222,50.0,24.8,60.0,1.0,0.0,0.0,0.0,0.0,1965.0,0.6994583270516471,0.3,15.0,-1.0265586376190186,4.491735458374023
36.15,-5.35,5.0,14.055871582031273,115.0,0.0,0.0,1.0,0.0,0.0,2016.0,0.255353295116187,-2.714,-9.4,-3.847503423690796,-20.49427032470703
41.78,-87.75,189.0,13.8,152.0,0.0,0.0,0.0,1.0,0.0,1974.0,0.741222010848596,-9.72,-67.7,-5.135511875152588,-30.86365509033203
22.79777778,88.37166667,6.0,26.3,244.3,1.0,0.0,0.0,0.0,0.0,2006.0,-0.9741004551724206,-7.6,-58.0,-7.833744525909424,-52.58633804321289
7.954166667,38.29722222,2040.0,15.698388671875025,31.0,0.0,0.0,1.0,0.0,0.0,1995.0,-0.2135209154397959,-2.7,-3.1,-0.8331208229064941,4.431257247924805
-75.58333333,-20.56666667,30.0,-4.8,8.0,0.0,0.0,0.0,0.0,1.0,1998.0,0.2386727660059501,-15.73,-118.9,-15.074457168579102,-110.87921142578125
31.95765,35.84828333,900.0,9.908746337890648,58.8,0.0,0.0,1.0,0.0,0.0,2001.0,0.6994583270516471,-5.05,-15.6,-3.8523244857788086,-20.533082962036133
52.141,-106.6244,502.0,-11.1,11.0,0.0,0.0,0.0,1.0,0.0,1998.0,-0.2884824328806098,-26.48,-204.51,-22.9717960357666,-174.45840454101562
-14.67,17.7,1348.0,18.764794921875023,0.0,0.0,0.0,1.0,0.0,0.0,1981.0,0.9760105506323683,-3.1,-25.5,-5.21439266204834,-31.337451934814453
56.93604,24.09549,2.93,10.5,76.1,0.0,0.0,0.0,1.0,0.0,2020.0,-0.970063921851507,-10.7,-73.8,-9.254253387451172,-64.02244567871094
-6.18,106.83,8.0,26.7,184.0,1.0,0.0,0.0,0.0,0.0,1975.0,0.9510565162951535,-6.23,-39.2,-5.689523696899414,-35.32384490966797
-33.45,-70.7,520.0,8.1,32.0,0.0,0.0,1.0,0.0,0.0,1973.0,0.29671281927349075,-9.32,-60.3,-6.893142223358154,-45.013824462890625
49.881,-119.5494,500.0,20.2,54.8,0.0,1.0,0.0,0.0,0.0,2010.0,-0.060213277365792774,-7.8,-66.0,-12.303092956542969,-88.5677719116211
-27.43,153.08,4.0,24.9,137.0,0.0,0.0,1.0,0.0,0.0,2008.0,0.2386727660059501,-5.15,-30.1,-3.0980639457702637,-14.455533981323242
-34.05,115.0249,70.0,18.8754821777344,4.0,0.0,0.0,1.0,0.0,0.0,2018.0,0.9536809966304457,-2.32,-1.7,-3.2078661918640137,-15.326583862304688
48.24861111,16.35638889,198.0,18.2,108.0,0.0,0.0,0.0,1.0,0.0,1983.0,0.29671281927349075,-7.75,-58.1,-7.255825996398926,-47.933685302734375
51.6,-1.1,48.0,12.1,2.0,0.0,0.0,1.0,0.0,0.0,2011.0,0.9760105506323683,0.42,9.8,-6.380450248718262,-40.886287689208984
46.60305556,13.67138889,2156.0,17.747003173828148,11.1,0.0,0.0,0.0,1.0,0.0,2002.0,-0.5595892624101763,-11.04,-78.1,-7.382745265960693,-48.955474853515625
47.81666667,13.71777778,1618.0,1.6103454589843975,6.2,0.0,0.0,0.0,1.0,0.0,2020.0,0.6994583270516471,-11.708,-81.14,-12.675302505493164,-91.56432342529297
39.28333333,-7.416666667,597.0,11.1,28.0,0.0,0.0,1.0,0.0,0.0,2002.0,0.6994583270516471,-3.62,-21.0,-5.505664825439453,-33.84364700317383
9.966666667,-84.83333333,3.0,27.5,97.0,1.0,0.0,0.0,0.0,0.0,1993.0,-0.2135209154397959,-7.89,-53.0,-4.968738555908203,-29.521011352539062
47.47051111,21.49041944,110.0,-5.5,12.5,0.0,0.0,0.0,1.0,0.0,2006.0,0.2719581575341055,-15.1,-110.4,-13.873294830322266,-101.20901489257812
-27.17,-109.43,41.0,19.8,81.8,1.0,0.0,0.0,0.0,0.0,2011.0,0.741222010848596,-1.51,1.5,-2.4168035984039307,-8.91459846496582
7.47,151.85,2.0,27.2,311.0,1.0,0.0,0.0,0.0,0.0,1976.0,0.2802306751992159,-7.7,-49.2,-5.917560577392578,-37.15970230102539
38.05011111,23.8675,498.0,7.8,6.6,0.0,0.0,1.0,0.0,0.0,2002.0,0.7909456567567772,-3.93,-15.3,-6.476441383361816,-41.65908432006836
6.166666667,102.2833333,7.0,26.247216796875023,560.2,1.0,0.0,0.0,0.0,0.0,1994.0,0.9510565162951535,-5.46,-35.2,-6.041665077209473,-38.15882873535156
4.05,114.81,24.0,24.1,16.6,1.0,0.0,0.0,0.0,0.0,2010.0,-0.9275416835791965,-4.86,-27.97,-7.2436017990112305,-47.83527374267578
52.141,-106.6244,502.0,19.7,52.2,0.0,0.0,0.0,1.0,0.0,2001.0,-0.2135209154397959,-11.8,-94.0,-13.140548706054688,-95.30987548828125
76.76666667,-18.66666667,12.0,-14.5,7.0,0.0,0.0,0.0,0.0,1.0,1999.0,-0.9741004551724206,-24.39,-182.9,-19.37455940246582,-145.4980926513672
50.4972,9.9428,921.0,12.1,84.4,0.0,0.0,0.0,1.0,0.0,2013.0,0.29671281927349075,-9.06,-63.76,-7.589519500732422,-50.620155334472656
-22.66416667,-48.06,488.0,22.757928466796898,5.3,1.0,0.0,0.0,0.0,0.0,1998.0,-0.8758917051442433,-1.64,-1.9,-2.2612457275390625,-7.561514854431152
13.07176111,-59.48972222,50.0,28.1,193.0,1.0,0.0,0.0,0.0,0.0,1976.0,-0.970063921851507,-3.59,-16.2,-2.20641827583313,-7.084610939025879
39.46666667,-6.333333333,405.0,21.0,54.9,0.0,0.0,1.0,0.0,0.0,2007.0,0.29671281927349075,-4.55,-30.71,-4.116762161254883,-22.661998748779297
13.1,123.9,150.0,26.568872070312523,165.0,1.0,0.0,0.0,0.0,0.0,1993.0,0.9510565162951535,-2.15,-3.3,-2.5118155479431152,-9.741036415100098
51.93,-10.25,9.0,12.2,213.0,0.0,0.0,1.0,0.0,0.0,1990.0,-0.9741004551724206,-6.66,-44.4,-5.617310523986816,-34.74247360229492
41.02444444,40.52,136.0,10.123132324218773,0.0,0.0,0.0,1.0,0.0,0.0,2017.0,-0.7236440382959123,-11.32,-66.7,-7.292208194732666,-48.226585388183594
-20.67777778,139.4875,344.0,25.9,28.2,0.0,1.0,0.0,0.0,0.0,2010.0,-0.9741004551724206,-2.6,-7.8,-1.3257280588150024,0.5758609771728516
9.357072,-75.289167,198.0,26.8,125.7,1.0,0.0,0.0,0.0,0.0,2005.0,-0.2884824328806098,-7.47,-46.92,-5.0617804527282715,-30.270061492919922
-53.0,-70.833333,37.0,5.3,19.0,0.0,1.0,0.0,0.0,0.0,1994.0,-0.9741004551724206,-10.85,-81.0,-10.68698501586914,-75.55696105957031
34.57,69.21333333,1860.0,-2.8,31.0,0.0,1.0,0.0,0.0,0.0,1989.0,0.2386727660059501,-9.88,-56.7,-18.62567138671875,-139.46900939941406
39.95,32.88,902.0,12.2,21.0,0.0,1.0,0.0,0.0,0.0,2000.0,-0.970063921851507,-7.43,-49.05,-7.092014789581299,-46.614891052246094
50.92,5.78,111.0,5.6,97.0,0.0,0.0,1.0,0.0,0.0,1987.0,-0.7236440382959123,-9.38,-66.5,-7.91360330581665,-53.22926330566406
39.46666667,-6.333333333,405.0,22.4,11.5,0.0,0.0,1.0,0.0,0.0,2000.0,-0.9634705485641486,-3.08,-15.1,-3.9946274757385254,-21.678722381591797
10.31,-85.8,25.0,25.841241455078148,326.0,1.0,0.0,0.0,0.0,0.0,1990.0,-0.9587178169872964,-7.52,-48.6,-5.620054244995117,-34.76456069946289
-0.411,32.526,1240.0,21.600854492187523,12.201794609427452,1.0,0.0,0.0,0.0,0.0,2004.0,-0.27195815753410524,3.46,25.7,-1.576829433441162,-1.3971481323242188
18.19,79.44,259.0,26.016748046875023,286.0,1.0,0.0,0.0,0.0,0.0,1977.0,-0.2135209154397959,-2.16,-13.7,-4.521252632141113,-25.918434143066406
22.31666667,114.1666667,66.0,28.2,574.1,0.0,0.0,1.0,0.0,0.0,2022.0,-0.680773409477016,-9.76,-66.5,-7.868796348571777,-52.868534088134766
14.64,121.04,42.0,29.2,226.7,1.0,0.0,0.0,0.0,0.0,2021.0,0.29671281927349075,-9.1,-62.9,-4.980037689208984,-29.611976623535156
-30.08,-51.18,7.0,22.0,176.0,0.0,0.0,1.0,0.0,0.0,1968.0,0.9562348265919056,-8.63,-46.8,-6.087761402130127,-38.5264778137207
-1.68218,29.22716,1535.0,19.012536621093773,114.2,1.0,0.0,0.0,0.0,0.0,2017.0,0.7116566222817746,-0.555,13.5,-0.7972954511642456,4.658385276794434
-0.37,-78.55,3058.0,11.7,102.0,0.0,0.0,1.0,0.0,0.0,1993.0,-0.7236440382959123,-13.32,-94.7,-8.325603485107422,-56.54615020751953
36.15,-5.35,5.0,17.5,74.8,0.0,0.0,1.0,0.0,0.0,2020.0,-0.7116566222817751,-4.66,-27.2,-3.7535815238952637,-19.738134384155273
28.46344137,-16.2553441,35.0,19.8,29.7,0.0,1.0,0.0,0.0,0.0,2002.0,0.9760105506323683,-3.03,-18.6,-1.828611135482788,-3.7983474731445312
19.72,-155.07,9.0,24.7,244.0,1.0,0.0,0.0,0.0,0.0,1968.0,-0.6932812268869771,-2.33,-4.5,-2.680035352706909,-10.140554428100586
51.3,3.75,2.0,10.6,28.0,0.0,0.0,1.0,0.0,0.0,2004.0,0.9979171608653922,-6.14,-43.7,-6.495357513427734,-41.81137466430664
-34.05,115.0249,70.0,15.743798828125025,3.0,0.0,0.0,1.0,0.0,0.0,2013.0,0.9106046300942163,-3.47,-15.0,-3.206294059753418,-15.313936233520508
52.2914,10.4464,81.0,-0.3,22.9,0.0,0.0,1.0,0.0,0.0,2010.0,0.6994583270516471,-12.32,-94.7,-10.077781677246094,-70.65242767333984
-46.42,168.32,2.0,6.8,88.0,0.0,0.0,1.0,0.0,0.0,1988.0,-0.6932812268869771,-7.29,-47.3,-7.153810024261475,-47.11238479614258
-31.95,115.97,17.0,20.9,29.0,0.0,0.0,1.0,0.0,0.0,1964.0,-0.27195815753410524,-3.8,-16.8,-2.7652323246002197,-10.8544921875
24.91,91.84533333,20.0,27.0,229.0,0.0,0.0,1.0,0.0,0.0,2013.0,0.9760105506323683,-3.02,-21.6,-1.763972282409668,-2.564464569091797
25.51900833,-80.491375,1.0,22.912927246093773,66.8,1.0,0.0,0.0,0.0,0.0,2000.0,6.432490598706546e-16,-7.43,-42.9,-2.1591010093688965,-6.67303466796875
47.67,-124.48,21.0,6.055932617187523,279.0,0.0,0.0,1.0,0.0,0.0,1965.0,-0.9741004551724206,-7.0,-47.7,-7.594850063323975,-50.66307067871094
-2.53,140.72,3.0,27.338891601562523,0.0,1.0,0.0,0.0,0.0,0.0,1984.0,-0.9634705485641486,-3.18,-22.8,-4.793647289276123,-28.111400604248047
13.73,100.5,2.0,28.4,135.0,1.0,0.0,0.0,0.0,0.0,1978.0,-0.2135209154397959,-6.14,-36.4,-6.366549491882324,-40.77437973022461
34.71666667,10.68333333,23.0,20.9,16.0,0.0,1.0,0.0,0.0,0.0,1997.0,0.741222010848596,-8.69,-63.9,-2.253091812133789,-7.472573280334473
48.24861111,16.35638889,198.0,15.1,33.0,0.0,0.0,0.0,1.0,0.0,1979.0,-0.9587178169872964,-9.53,-55.3,-8.606976509094238,-58.811405181884766
43.04363014,-6.248618618,1355.0,6.788415527343773,11.07049291022122,0.0,0.0,1.0,0.0,0.0,2013.0,0.741222010848596,-9.54,-64.8,-8.887125015258789,-61.066795349121094
13.07176111,-59.48972222,50.0,27.197442626953148,106.0,1.0,0.0,0.0,0.0,0.0,1986.0,-0.9587178169872964,-3.05,-17.0,-2.403488874435425,-8.798782348632812
47.81666667,13.71777778,1618.0,15.820367431640648,23.9,0.0,0.0,0.0,1.0,0.0,2018.0,0.04302223300453059,-7.515,-45.38,-7.616174697875977,-50.83475112915039
19.53,-96.91,1390.0,24.617364501953148,545.6,0.0,0.0,1.0,0.0,0.0,2017.0,-0.9634705485641486,-10.734,-73.9,-3.946643352508545,-21.292417526245117
47.4828,11.0622,719.0,15.5,119.5,0.0,0.0,0.0,1.0,0.0,1984.0,-0.23030567023061196,-6.29,-39.9,-7.733460426330566,-51.77898406982422
48.24861111,16.35638889,198.0,1.3,25.0,0.0,0.0,0.0,1.0,0.0,1980.0,-0.27195815753410524,-15.07,-110.0,-12.745254516601562,-92.12747192382812
-21.2,-159.8,6.0,23.5,98.0,1.0,0.0,0.0,0.0,0.0,1989.0,0.29671281927349075,-3.37,-12.6,-4.201139450073242,-23.341293334960938
-34.05,115.0249,70.0,12.986779785156273,5.6,0.0,0.0,1.0,0.0,0.0,2012.0,-0.9886775902323404,-1.76,-0.4,-3.088730573654175,-14.385612487792969
-8.77,-63.92,105.0,24.1,187.0,1.0,0.0,0.0,0.0,0.0,1973.0,-0.9741004551724206,-5.74,-34.7,-1.8648927211761475,-4.11393404006958
48.545,13.3528,476.0,16.1,78.2,0.0,0.0,0.0,1.0,0.0,2005.0,-0.680773409477016,-8.88,-62.8,-7.783083438873291,-52.17848205566406
4.05,114.81,24.0,24.9,65.4,1.0,0.0,0.0,0.0,0.0,2008.0,-0.6994583270516471,-15.39,-108.82,-7.428642272949219,-49.32497787475586
-7.92,-14.42,15.0,28.6,14.2,0.0,1.0,0.0,0.0,0.0,2010.0,0.9510565162951535,-0.54,7.0,-0.3269226551055908,8.660269737243652
63.37,-135.52,504.0,-20.9,8.0,0.0,0.0,0.0,1.0,0.0,1986.0,-0.7236440382959123,-23.4,-178.0,-28.589792251586914,-219.687255859375
-34.05,115.0249,70.0,14.126794433593773,8.2,0.0,0.0,1.0,0.0,0.0,2016.0,-0.7856498550787144,-5.45,-35.0,-3.0420258045196533,-14.009605407714844
39.46666667,-6.333333333,405.0,7.3,52.0,0.0,0.0,1.0,0.0,0.0,2009.0,0.2386727660059501,-4.52,-25.21,-6.7226176261901855,-43.6409797668457
4.05,114.81,24.0,25.4,22.4,1.0,0.0,0.0,0.0,0.0,2008.0,0.9911140639934547,-6.16,-38.37,-6.300223350524902,-40.24040603637695
34.01937778,-6.838286111,75.0,14.7,18.9,0.0,0.0,1.0,0.0,0.0,2002.0,-0.35367612217637207,-5.73,-36.21,-3.9655556678771973,-21.44467544555664
64.13,-21.93,14.0,6.708184814453148,84.8,0.0,0.0,1.0,0.0,0.0,2017.0,0.7295575540864875,-2.894,-17.4,-7.709310054779053,-51.584556579589844
0.512102778,25.20643889,418.0,25.952752685546898,118.1,1.0,0.0,0.0,0.0,0.0,2015.0,0.2802306751992159,-1.051,7.5,-0.20534873008728027,10.543879508972168
49.7478,6.6581,265.0,2.5,25.3,0.0,0.0,1.0,0.0,0.0,2000.0,0.2386727660059501,-7.82,-52.45,-9.584476470947266,-66.68097686767578
41.02444444,40.52,136.0,10.9,141.7,0.0,0.0,1.0,0.0,0.0,2022.0,-0.2884824328806098,-8.55,-54.9,-6.461973190307617,-41.54261016845703
-2.6,-78.56666667,1720.0,13.802606201171898,330.0,0.0,0.0,1.0,0.0,0.0,1993.0,0.6994583270516471,-4.27,-21.1,-7.222776412963867,-47.6676139831543
41.78,-87.75,189.0,25.7,168.0,0.0,0.0,0.0,1.0,0.0,1966.0,-0.2135209154397959,-4.1,-24.2,-5.162489414215088,-31.080841064453125
51.93,-10.25,9.0,9.9,95.0,0.0,0.0,1.0,0.0,0.0,2021.0,-0.7236440382959123,-5.33,-31.2,-6.004234313964844,-37.857486724853516
51.6,-1.1,48.0,2.5,50.0,0.0,0.0,1.0,0.0,0.0,1996.0,0.6994583270516471,-10.5,-70.0,-7.695497989654541,-51.473358154296875
25.01666667,102.6833333,1892.0,13.302728271484398,1.3129413389833644,0.0,0.0,1.0,0.0,0.0,1992.0,0.9721181966290613,-3.91,-8.6,-3.5709481239318848,-18.267807006835938
-34.23583333,142.0866667,55.0,9.7,19.6,0.0,1.0,0.0,0.0,0.0,2008.0,-0.23030567023061196,-3.88,-18.0,-5.140195369720459,-30.90135955810547
49.7478,6.6581,265.0,7.6,26.4,0.0,0.0,1.0,0.0,0.0,1978.0,0.9760105506323683,-9.31,-67.0,-8.091020584106445,-54.6575927734375
38.7,-27.34,200.0,14.0,91.0,0.0,0.0,1.0,0.0,0.0,1999.0,0.9510565162951535,-3.775,-18.15,-3.4324898719787598,-17.153118133544922
49.0975,19.59,570.0,8.3,81.0,0.0,0.0,0.0,1.0,0.0,1998.0,-0.9741004551724206,-9.67,-68.3,-10.004619598388672,-70.06342315673828
52.1042,8.7519,135.0,13.6,103.1,0.0,0.0,1.0,0.0,0.0,2006.0,0.741222010848596,-6.78,-50.7,-6.863795280456543,-44.77756118774414
13.73,100.5,2.0,30.180932617187523,7.172104530036449,1.0,0.0,0.0,0.0,0.0,2022.0,-0.680773409477016,-8.34,-57.2,-6.291882514953613,-40.17325973510742
25.01666667,102.6833333,1892.0,15.4,98.0,0.0,0.0,1.0,0.0,0.0,1989.0,-0.9741004551724206,-11.25,-75.3,-8.17471694946289,-55.3314094543457
-22.94805556,17.1525,1685.0,20.9,113.0,0.0,1.0,0.0,0.0,0.0,1967.0,0.6994583270516471,-9.15,-60.0,-3.45162296295166,-17.13829803466797
-27.17,-109.43,41.0,17.7,33.8,1.0,0.0,0.0,0.0,0.0,2017.0,-0.2135209154397959,-1.55,5.1,-2.3481202125549316,-8.317172050476074
-2.883333333,-78.98333333,2510.0,15.6,30.0,0.0,0.0,1.0,0.0,0.0,1992.0,0.2802306751992159,-7.61,-51.5,-9.29491901397705,-64.34983825683594
-6.88,39.2,55.0,27.1,160.0,1.0,0.0,0.0,0.0,0.0,1961.0,0.9760105506323683,-1.0,-13.7,-3.3610267639160156,-16.486282348632812
41.733333,43.516667,1665.0,-4.030187988281227,45.0,0.0,0.0,0.0,1.0,0.0,2014.0,0.9510565162951535,-13.08,-93.1,-13.412734985351562,-97.50117492675781
13.1,123.9,150.0,27.781823730468773,0.0,1.0,0.0,0.0,0.0,0.0,1993.0,-0.2135209154397959,-8.57,-57.2,-4.680437088012695,-27.19997787475586
48.8281,9.2,314.0,7.1,64.2,0.0,0.0,1.0,0.0,0.0,1980.0,0.9721181966290613,-6.23,-48.4,-9.263047218322754,-64.0932388305664
