Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.0,0.4,-1.28,-14.0,-111.2,-16.830017,-107.47998
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-18.283554,-117.404724
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,4.754567e-05,0.7,-1.35,-14.2,-101.4,-18.759491,-120.65442
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,0.0,1.7,0.54,-13.1,-108.0,-17.447449,-111.6958
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,0.0,1.2,0.39,-17.3,-127.0,-17.280228,-110.554016
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,0.0,1.8,1.36,-30.1,-224.1,-17.601807,-112.749756
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,0.0,4.1,2.52,-27.3,-208.7,-22.348312,-145.15887
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,5.3495005e-06,1.8,1.17,-29.0,-218.7,-19.402649,-125.0459
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,1.175598e-05,0.8,0.42,-26.4,-207.4,-17.228775,-110.2027
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-17.073902,-109.26372
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,0.0,-0.1,-1.32,-13.0,-100.8,-17.691849,-113.36456
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-19.196838,-123.640625
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-18.888123,-121.532715
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.0,0.5,-2.06,-29.9,-225.5,-18.489365,-118.81
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.0,0.4,-0.58,-22.3,-165.9,-18.63086,-119.77612
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,0.0,-0.1,0.35,-29.2,-226.2,-17.884796,-114.68201
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,0.0,-0.4,-0.45,-30.7,-251.3,-17.717575,-113.54022
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,0.0,2.5,-1.61,-21.8,-169.2,-20.534607,-132.7749
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.0,0.4,0.69,-12.6,-86.7,-17.756165,-113.80371
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,0.0,1.3,0.57,-12.8,-103.1,-17.65326,-113.101074
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,0.0,2.0,0.52,-12.7,-99.7,-20.135849,-130.05219
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,0.0,1.3,0.67,-12.2,-103.6,-18.193512,-116.78992
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.0,0.3,0.97,-10.9,-86.0,-18.06488,-115.91162
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.0,0.5,0.24,-15.7,-117.2,-17.511765,-112.13495
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,0.0,-0.1,-1.28,-16.3,-120.7,-20.122986,-129.96436
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-18.63086,-119.77612
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,0.0,-1.4,1.79,-27.6,-215.2,-19.749954,-127.4173
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.0,0.4,1.32,-25.9,-211.2,-18.373596,-118.01953
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,0.0,-1.2,1.45,-21.7,-175.3,-19.672775,-126.89032
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,0.0,-0.1,0.73,-15.3,-112.3,-18.167786,-116.61426
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,0.0,-1.2,0.15,-10.7,-84.6,-18.669449,-120.03961
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,0.0,-0.9,-0.07,-14.3,-107.2,-18.823807,-121.09357
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,0.00010476876,-1.9,-3.18,-9.4,-61.8,-16.67239,-106.54659
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-19.029617,-122.49884
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,0.0,-2.7,-0.65,-16.3,-127.3,-19.402649,-125.0459
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,0.0,-2.8,0.44,-20.7,-158.7,-17.949112,-115.121155
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,0.0,-0.8,1.74,-21.3,-169.8,-18.399323,-118.19519
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,0.0,-0.9,2.24,-25.5,-201.8,-17.871933,-114.59418
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,0.0,-3.6,0.12,-33.8,-269.6,-23.96679,-156.23003
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,0.0,-3.2,1.58,-26.1,-209.1,-23.348076,-151.36331
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,0.0,-0.1,0.73,-26.0,-202.9,-18.167786,-116.61426
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,0.0,-2.0,0.38,-12.5,-102.1,-19.261154,-124.07977
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,0.0,0.7,-0.77,-16.4,-124.2,-16.817154,-107.39215
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,0.0,1.1,-0.43,-12.4,-103.6,-17.743301,-113.71588
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,0.0,0.7,-1.76,-10.9,-82.7,-16.75938,-107.05366
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,0.0,1.2,-1.65,-12.1,-89.8,-19.016754,-122.41101
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,6.515779e-05,2.0,0.61,-14.6,-109.1,-17.100143,-109.3244
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,3.4144956e-05,-0.4,0.41,-27.5,-202.8,-17.640396,-113.013245
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,0.0,-0.2,-0.16,-27.8,-210.5,-18.360733,-117.9317
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,4.3128384e-06,0.5,0.48,-26.4,-201.1,-17.769028,-113.89154
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,0.0,-1.0,0.17,-35.1,-262.7,-18.527954,-119.07349
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,0.0,1.5,0.74,-17.6,-126.8,-18.27069,-117.316895
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,0.0,-0.3,1.73,-20.9,-152.0,-18.79808,-120.91791
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,0.0,0.3,0.48,-30.3,-230.6,-17.717575,-113.54022
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,0.0,-0.1,1.0,-25.9,-194.9,-18.63086,-119.77612
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,0.0,-2.2,-0.29,-11.9,-88.50962751,-12.392227,-77.17877
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,0.0,2.0,-0.14,-9.88,-66.74413536,-12.93248,-80.867615
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,0.0,0.7,1.02,-9.69,-71.5587575,-11.22168,-69.18628
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,0.0001690366,-1.5,1.15,-6.1,-40.66799847,-10.443459,-63.87259
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,3.2743297e-05,1.7,0.19,-7.01,-50.25006643,-12.5401535,-78.18881
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,0.00010311205,-1.4,-0.89,-7.21,-53.83051048,-11.453217,-70.76721
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,0.00014510812,-0.8,1.13,-5.49,-34.72560691,-8.915958,-53.442825
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,0.0,-0.5,-0.48,-4.8,-31.50057387,-10.411301,-63.653015
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,0.0,-0.6,0.38,-4.92,-31.38678091,-9.034943,-54.25525
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,7.0730985e-06,-0.1,-1.1,-10.75,-76.42100974,-10.199059,-62.203827
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,0.0,-1.1,0.73,-10.49,-75.39648751,-10.314827,-62.994293
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,3.385527e-05,-1.3,1.21,-13.22,-98.71358212,-10.289101,-62.818634
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,0.00014786229,0.6,1.52,-6.66,-42.77138547,-10.134743,-61.76468
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,3.187112e-05,-5.2,-0.06,-15.78,-115.1328526,-16.752838,-106.953
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0,0,1,0,0,3.2876374e-05,0.5,-1.83,-8.02,-59.70485452,-10.790764,-66.24399
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,0,0,1,0,0,0.0,-1.0,-0.3,-8.51,-58.19910378,-10.115448,-61.632935
47.54260867,7.58371693,304.73438,2005,0.741222010848596,0,0,1,0,0,0.0,-1.3,-1.25,-6.95,-48.05079866,-11.176659,-68.878876
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,0,0,1,0,0,0.0,0.7,-0.05,-5.24,-32.64544918,-10.790764,-66.24399
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,0,0,1,0,0,0.0,0.3,-0.51,-5.67,-37.45673818,-8.237427,-48.809814
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,0,0,1,0,0,0.0,-0.6,0.37,-6.33,-43.03745941,-10.437027,-63.828674
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,0,0,1,0,0,8.993772e-05,0.6,0.63,-9.610421834,-68.63931346,-9.067101,-54.474823
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,0,0,1,0,0,0.0,2.0,-0.98,-6.38,-42.73606861,-10.166901,-61.984253
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,0,0,1,0,0,4.1183062e-05,-0.3,-0.31,-14.2,-103.3116898,-9.83889,-59.7446
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,0,0,1,0,0,8.7477296e-05,-0.0,-0.44,-10.79,-78.0619552,-9.063885,-54.452866
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,0,0,1,0,0,7.0151014e-05,2.7,1.27,-10.39,-75.03694923,-12.385796,-77.13486
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,0,0,1,0,0,3.0768017e-05,0.2,-0.51,-11.52,-90.29273588,-10.289101,-62.818634
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,0,0,1,0,0,4.9994796e-05,2.9,-1.28,-11.23849183,-82.68571664,-13.434143,-84.29297
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,0,0,1,0,0,0.0,1.8,1.24,-10.61,-76.08191291,-11.800522,-73.13861
47.54260867,7.58371693,304.73438,2006,0.741222010848596,0,0,1,0,0,0.00013877166,-0.8,-1.14,-8.47,-60.27743553,-10.179764,-62.072083
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,0,0,1,0,0,7.102581e-05,-0.4,0.84,-4.08,-26.00399436,-10.533501,-64.4874
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,0,0,1,0,0,5.6691508e-05,-1.0,0.9,-3.64,-26.43863597,-9.883911,-60.052002
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,0,0,1,0,0,3.7045822e-05,-1.7,-1.73,-8.43,-60.3623681,-11.826248,-73.31427
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,0,0,1,0,0,7.760747e-05,-1.0,-1.62,-7.78,-53.80678357,-10.018974,-60.974213
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,0,0,1,0,0,0.00011052796,-2.1,-2.24,-6.51,-49.6066388,-9.369385,-56.53882
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,0,0,1,0,0,0.0,0.1,0.44,-9.18,-67.40884533,-10.48848,-64.17999
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,0,0,1,0,0,0.0,-0.5,1.34,-11.11,-83.72738599,-10.578522,-64.7948
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,0,0,1,0,0,0.0,-1.3,0.22,-12.87,-93.4449454,-10.546364,-64.575226
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,0,0,1,0,0,1.2150103e-05,-0.1,-0.47,-9.46,-71.36453487,-10.070427,-61.32553
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,0,0,1,0,0,2.0590902e-05,0.3,1.44,-12.11,-89.32212676,-10.308395,-62.95038
47.54260867,7.58371693,304.73438,2007,0.741222010848596,0,0,1,0,0,3.0439389e-05,-0.2,0.66,-7.87,-56.86635214,-10.900101,-66.99054
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,0,0,1,0,0,0.0,0.9,-1.31,-6.28,-44.71481808,-9.211811,-55.462906
47.54260867,7.58371693,304.73438,2007,-0.2135209154397959,0,0,1,0,0,0.0,-0.5,-0.58,-6.05,-43.8169477,-8.941685,-53.618484
47.54260867,7.58371693,304.73438,2007,-0.680773409477016,0,0,1,0,0,0.0,0.7,-0.14,-6.87,-44.13363048,-10.12188,-61.67685
47.54260867,7.58371693,304.73438,2007,-0.9587178169872964,0,0,1,0,0,0.0,0.3,0.72,-6.87,-44.13363048,-9.433701,-56.977966
47.54260867,7.58371693,304.73438,2007,-0.9741004551724206,0,0,1,0,0,0.0,1.2,0.45,-8.99,-60.35032291,-9.768143,-59.261536
47.54260867,7.58371693,304.73438,2007,-0.7236440382959123,0,0,1,0,0,5.4964064e-05,1.4,0.58,-10.78,-79.00926983,-10.649269,-65.27786
47.54260867,7.58371693,304.73438,2007,-0.2884824328806098,0,0,1,0,0,0.0,2.7,0.34,-8.37,-57.9994607,-11.4766445,-68.93823
47.54260867,7.58371693,304.73438,2008,0.2386727660059501,0,0,1,0,0,0.0,2.9,0.89,-10.4,-82.10126519,-12.518251,-76.69005
47.54260867,7.58371693,304.73438,2008,0.6994583270516471,0,0,1,0,0,0.0,4.4,0.73,-8.5,-62.00643014,-12.494961,-75.37092
47.54260867,7.58371693,304.73438,2008,0.9562348265919056,0,0,1,0,0,7.351558e-05,2.4,0.08,-7.88,-58.24612426,-12.765259,-79.72583
47.54260867,7.58371693,304.73438,2008,0.9721181966290613,0,0,1,0,0,0.0,1.1,-1.07,-10.73,-81.57874164,-11.298859,-69.71326
47.54260867,7.58371693,304.73438,2008,0.7295575540864875,0,0,1,0,0,8.474604e-05,-0.1,-1.73,-6.26,-47.19478668,-9.620216,-58.251495
47.54260867,7.58371693,304.73438,2008,0.2802306751992159,0,0,1,0,0,0.0,1.0,-1.39,-6.51,-47.19496585,-8.899879,-53.33304
