Lat,Lon,Alt,Year,JulianDay_Sin,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,-14.0,-111.2,-14.228049,-114.574425
52.3,104.2833333,427.25,2011,-0.2135209154397959,-9.7,-74.1,-14.728736,-119.08321
52.3,104.2833333,427.25,2011,-0.680773409477016,-14.2,-101.4,-15.506118,-126.0837
52.3,104.2833333,427.25,2011,-0.9587178169872964,-13.1,-108.0,-13.813006,-110.836876
52.3,104.2833333,427.25,2011,-0.9741004551724206,-17.3,-127.0,-13.806418,-110.77755
52.3,104.2833333,427.25,2011,-0.7236440382959123,-30.1,-224.1,-14.992255,-121.45626
52.3,104.2833333,427.25,2011,-0.2884824328806098,-27.3,-208.7,-15.420474,-125.31246
52.3,104.2833333,427.25,2012,0.2386727660059501,-29.0,-218.7,-14.228049,-114.574425
52.3,104.2833333,427.25,2012,0.6994583270516471,-26.4,-207.4,-15.492942,-125.96505
52.3,104.2833333,427.25,2012,0.2802306751992159,-10.0,-91.8,-14.228049,-114.574425
52.3,104.2833333,427.25,2012,-0.23030567023061196,-13.0,-100.8,-14.8802595,-120.447716
52.3,104.2833333,427.25,2012,-0.6932812268869771,-11.0,-87.1,-15.387534,-125.01583
52.3,104.2833333,427.25,2012,-0.9634705485641486,-15.0,-107.9,-13.813006,-110.836876
52.3,104.2833333,427.25,2012,-0.970063921851507,-29.9,-225.5,-13.806418,-110.77755
52.3,104.2833333,427.25,2012,-0.7116566222817751,-22.3,-165.9,-15.156955,-122.939415
52.3,104.2833333,427.25,2013,0.2386727660059501,-29.2,-226.2,-14.221461,-114.5151
52.3,104.2833333,427.25,2013,0.6994583270516471,-30.7,-251.3,-15.519294,-126.202354
52.3,104.2833333,427.25,2013,0.9510565162951535,-21.8,-169.2,-16.230797,-132.60957
52.3,104.2833333,427.25,2013,0.9760105506323683,-12.6,-86.7,-16.224209,-132.55025
52.3,104.2833333,427.25,2013,0.741222010848596,-12.8,-103.1,-15.940925,-129.99922
52.3,104.2833333,427.25,2013,0.29671281927349075,-12.7,-99.7,-14.221461,-114.5151
52.3,104.2833333,427.25,2013,-0.2135209154397959,-12.2,-103.6,-14.735324,-119.14254
52.3,104.2833333,427.25,2013,-0.680773409477016,-10.9,-86.0,-15.492942,-125.96505
