Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-12.064306259155273,-86.48351287841797
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-2.06,-29.9,-225.5,-11.767751693725586,-84.11107635498047
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.0,0.0,1.0,0.0,0.0,0.4,-0.58,-22.3,-165.9,-13.30854606628418,-96.43743133544922
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.35,-29.2,-226.2,-15.06208610534668,-110.46575164794922
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,0.0,-0.4,-0.45,-30.7,-251.3,-14.80421257019043,-108.40276336669922
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,0.0,0.0,1.0,0.0,0.0,2.5,-1.61,-21.8,-169.2,-15.700323104858398,-115.57164764404297
52.3,104.2833333,427.25,2013.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.69,-12.6,-86.7,-15.120107650756836,-110.92992401123047
52.3,104.2833333,427.25,2013.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.57,-12.8,-103.1,-15.700323104858398,-115.57164764404297
52.3,104.2833333,427.25,2013.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.52,-12.7,-99.7,-16.76405143737793,-124.08147430419922
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.67,-12.2,-103.6,-15.403768539428711,-113.19921112060547
52.3,104.2833333,427.25,2013.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.97,-10.9,-86.0,-13.701803207397461,-99.58348846435547
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.24,-15.7,-117.2,-12.302839279174805,-88.39177703857422
52.3,104.2833333,427.25,2013.0,-0.9741004551724206,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,-1.28,-16.3,-120.7,-12.289945602416992,-88.28862762451172
52.3,104.2833333,427.25,2014.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-15.178129196166992,-111.39409637451172
52.3,104.2833333,427.25,2015.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,0.0,-1.4,1.79,-27.6,-215.2,-16.74471092224121,-123.92675018310547
52.3,104.2833333,427.25,2015.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.32,-25.9,-211.2,-15.03797721862793,-110.23461151123047
52.3,104.2833333,427.25,2015.0,0.9510565162951535,0.0,0.0,0.0,1.0,0.0,0.0,-1.2,1.45,-21.7,-175.3,-16.274091720581055,-120.16179656982422
52.3,104.2833333,427.25,2015.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.73,-15.3,-112.3,-14.875127792358398,-108.97008514404297
52.3,104.2833333,427.25,2015.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,0.0,-1.2,0.15,-10.7,-84.6,-16.06134605407715,-118.45983123779297
52.3,104.2833333,427.25,2015.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,0.0,-0.9,-0.07,-14.3,-107.2,-15.687429428100586,-115.46849822998047
52.3,104.2833333,427.25,2015.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,0.00010476876,-1.9,-3.18,-9.4,-61.8,-14.256231307983398,-104.01891326904297
52.3,104.2833333,427.25,2015.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-14.404508590698242,-105.20513153076172
52.3,104.2833333,427.25,2015.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,0.0,-2.7,-0.65,-16.3,-127.3,-13.940336227416992,-101.49175262451172
52.3,104.2833333,427.25,2015.0,-0.9741004551724206,0.0,0.0,0.0,1.0,0.0,0.0,-2.8,0.44,-20.7,-158.7,-13.450376510620117,-97.57207489013672
52.3,104.2833333,427.25,2015.0,-0.7236440382959123,0.0,0.0,0.0,1.0,0.0,0.0,-0.8,1.74,-21.3,-169.8,-12.74122428894043,-91.89885711669922
52.3,104.2833333,427.25,2015.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,0.0,-0.9,2.24,-25.5,-201.8,-14.829999923706055,-108.60906219482422
52.3,104.2833333,427.25,2016.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,0.0,-3.6,0.12,-33.8,-269.6,-17.731077194213867,-131.81768798828125
52.3,104.2833333,427.25,2016.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,0.0,-3.2,1.58,-26.1,-209.1,-17.69239616394043,-131.50823974609375
52.3,104.2833333,427.25,2016.0,0.9562348265919056,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.73,-26.0,-202.9,-14.797765731811523,-108.35118865966797
52.3,104.2833333,427.25,2016.0,0.9721181966290613,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.38,-12.5,-102.1,-16.48683738708496,-121.86376190185547
52.3,104.2833333,427.25,2016.0,0.7295575540864875,0.0,0.0,0.0,1.0,0.0,0.0,0.7,-0.77,-16.4,-124.2,-14.198209762573242,-103.55474090576172
52.3,104.2833333,427.25,2016.0,0.2802306751992159,0.0,0.0,0.0,1.0,0.0,0.0,1.1,-0.43,-12.4,-103.6,-14.591466903686523,-106.70079803466797
52.3,104.2833333,427.25,2016.0,-0.23030567023061196,0.0,0.0,0.0,1.0,0.0,0.0,0.7,-1.76,-10.9,-82.7,-13.482610702514648,-97.82994842529297
52.3,104.2833333,427.25,2016.0,-0.6932812268869771,0.0,0.0,0.0,1.0,0.0,0.0,1.2,-1.65,-12.1,-89.8,-12.986204147338867,-93.85869598388672
52.3,104.2833333,427.25,2016.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,6.515779e-05,2.0,0.61,-14.6,-109.1,-11.819326400756836,-84.52367401123047
52.3,104.2833333,427.25,2016.0,-0.970063921851507,0.0,0.0,0.0,1.0,0.0,3.4144956e-05,-0.4,0.41,-27.5,-202.8,-11.780645370483398,-84.21422576904297
52.3,104.2833333,427.25,2016.0,-0.7116566222817751,0.0,0.0,0.0,1.0,0.0,0.0,-0.2,-0.16,-27.8,-210.5,-12.837926864624023,-92.67247772216797
52.3,104.2833333,427.25,2016.0,-0.27195815753410524,0.0,0.0,0.0,1.0,0.0,4.3128384e-06,0.5,0.48,-26.4,-201.1,-14.275571823120117,-104.17363739013672
52.3,104.2833333,427.25,2012.0,-0.27195815753410524,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.17,-35.1,-262.7,-15.390874862670898,-113.09606170654297
52.3,104.2833333,427.25,2017.0,0.9510565162951535,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.74,-17.6,-126.8,-15.416662216186523,-113.30236053466797
52.3,104.2833333,427.25,2017.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,0.0,-0.3,1.73,-20.9,-152.0,-14.53360366821289,-106.12395477294922
52.3,104.2833333,427.25,2017.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.48,-30.3,-230.6,-14.733297348022461,-107.83544158935547
52.3,104.2833333,427.25,2017.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,1.0,-25.9,-194.9,-14.842893600463867,-108.71221160888672
47.54260867,7.58371693,304.73438,2004.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,0.0,-2.2,-0.29,-11.9,-88.50962751,-11.780645370483398,-84.21422576904297
47.54260867,7.58371693,304.73438,2004.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.14,-9.88,-66.74413536,-10.581533432006836,-74.62133026123047
47.54260867,7.58371693,304.73438,2004.0,0.9562348265919056,0.0,0.0,1.0,0.0,0.0,0.0,0.7,1.02,-9.69,-71.5587575,-9.875604629516602,-68.9738998413086
47.54260867,7.58371693,304.73438,2004.0,0.9721181966290613,0.0,0.0,1.0,0.0,0.0,0.0001690366,-1.5,1.15,-6.1,-40.66799847,-9.69087028503418,-64.57337188720703
47.54260867,7.58371693,304.73438,2004.0,0.7295575540864875,0.0,0.0,1.0,0.0,0.0,3.2743297e-05,1.7,0.19,-7.01,-50.25006643,-10.36878776550293,-72.91936492919922
47.54260867,7.58371693,304.73438,2004.0,0.2802306751992159,0.0,0.0,1.0,0.0,0.0,0.00010311205,-1.4,-0.89,-7.21,-53.83051048,-10.684682846069336,-75.44652557373047
47.54260867,7.58371693,304.73438,2004.0,-0.23030567023061196,0.0,0.0,1.0,0.0,0.0,0.00014510812,-0.8,1.13,-5.49,-34.72560691,-9.28571891784668,-64.25481414794922
47.54260867,7.58371693,304.73438,2004.0,-0.6932812268869771,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,-0.48,-4.8,-31.50057387,-8.815099716186523,-60.48986053466797
47.54260867,7.58371693,304.73438,2004.0,-0.9634705485641486,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.38,-4.92,-31.38678091,-7.947999477386475,-53.553062438964844
47.54260867,7.58371693,304.73438,2004.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,7.0730985e-06,-0.1,-1.1,-10.75,-76.42100974,-9.014951705932617,-62.08867645263672
47.54260867,7.58371693,304.73438,2004.0,-0.7116566222817751,0.0,0.0,1.0,0.0,0.0,0.0,-1.1,0.73,-10.49,-75.39648751,-9.05497932434082,-62.11201477050781
47.54260867,7.58371693,304.73438,2004.0,-0.27195815753410524,0.0,0.0,1.0,0.0,0.0,3.385527e-05,-1.3,1.21,-13.22,-98.71358212,-9.99532699584961,-68.3559341430664
47.54260867,7.58371693,304.73438,2005.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,0.00014786229,0.6,1.52,-6.66,-42.77138547,-9.008504867553711,-62.03710174560547
47.54260867,7.58371693,304.73438,2005.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,3.187112e-05,-5.2,-0.06,-15.78,-115.1328526,-12.889501571655273,-93.08507537841797
47.54260867,7.58371693,304.73438,2005.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,3.2876374e-05,0.5,-1.83,-8.02,-59.70485452,-7.467710018157959,-49.71074676513672
47.54260867,7.58371693,304.73438,2005.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.3,-8.51,-58.19910378,-8.911802291870117,-61.26348114013672
47.54260867,7.58371693,304.73438,2005.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,0.0,-1.3,-1.25,-6.95,-48.05079866,-10.330106735229492,-72.60991668701172
47.54260867,7.58371693,304.73438,2005.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,0.0,0.7,-0.05,-5.24,-32.64544918,-9.504911422729492,-66.00835418701172
47.54260867,7.58371693,304.73438,2005.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,0.0,0.3,-0.51,-5.67,-37.45673818,-8.96660041809082,-61.701866149902344
47.54260867,7.58371693,304.73438,2005.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.37,-6.33,-43.03745941,-8.763525009155273,-60.07726287841797
47.54260867,7.58371693,304.73438,2005.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,8.993772e-05,0.6,0.63,-9.610421834,-68.63931346,-7.828732967376709,-52.59893035888672
47.54260867,7.58371693,304.73438,2005.0,-0.9741004551724206,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.98,-6.38,-42.73606861,-8.093053817749023,-54.71349334716797
47.54260867,7.58371693,304.73438,2005.0,-0.7236440382959123,0.0,0.0,1.0,0.0,0.0,4.1183062e-05,-0.3,-0.31,-14.2,-103.3116898,-8.212320327758789,-55.667625427246094
47.54260867,7.58371693,304.73438,2005.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,8.7477296e-05,-0.0,-0.44,-10.79,-78.0619552,-8.641035079956055,-59.09734344482422
47.54260867,7.58371693,304.73438,2006.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,7.0151014e-05,2.7,1.27,-10.39,-75.03694923,-10.017435073852539,-70.1085433959961
47.54260867,7.58371693,304.73438,2006.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,3.0768017e-05,0.2,-0.51,-11.52,-90.29273588,-9.17289924621582,-63.352256774902344
47.54260867,7.58371693,304.73438,2006.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,4.9994796e-05,2.9,-1.28,-11.23849183,-82.68571664,-12.305732727050781,-88.43106842041016
47.54260867,7.58371693,304.73438,2006.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,0.0,1.8,1.24,-10.61,-76.08191291,-10.065786361694336,-70.49535369873047
47.54260867,7.58371693,304.73438,2006.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,0.00013877166,-0.8,-1.14,-8.47,-60.27743553,-8.586236953735352,-58.658958435058594
47.54260867,7.58371693,304.73438,2006.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,7.102581e-05,-0.4,0.84,-4.08,-26.00399436,-9.324399948120117,-64.56426239013672
47.54260867,7.58371693,304.73438,2006.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,5.6691508e-05,-1.0,0.9,-3.64,-26.43863597,-9.736997604370117,-67.86504364013672
47.54260867,7.58371693,304.73438,2006.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,3.7045822e-05,-1.7,-1.73,-8.43,-60.3623681,-9.546815872192383,-66.34358978271484
47.54260867,7.58371693,304.73438,2006.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,7.760747e-05,-1.0,-1.62,-7.78,-53.80678357,-9.072973251342773,-62.55284881591797
47.54260867,7.58371693,304.73438,2006.0,-0.9741004551724206,0.0,0.0,1.0,0.0,0.0,0.00011052796,-2.1,-2.24,-6.51,-49.6066388,-8.314424514770508,-57.27709197998047
47.54260867,7.58371693,304.73438,2006.0,-0.7236440382959123,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.44,-9.18,-67.40884533,-8.560449600219727,-58.452659606933594
47.54260867,7.58371693,304.73438,2006.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,1.34,-11.11,-83.72738599,-9.804689407348633,-68.40657806396484
47.54260867,7.58371693,304.73438,2007.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,0.0,-1.3,0.22,-12.87,-93.4449454,-9.830102920532227,-68.52949523925781
47.54260867,7.58371693,304.73438,2007.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,1.2150103e-05,-0.1,-0.47,-9.46,-71.36453487,-9.07942008972168,-62.60442352294922
47.54260867,7.58371693,304.73438,2007.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,2.0590902e-05,0.3,1.44,-12.11,-89.32212676,-9.282495498657227,-64.2290267944336
47.54260867,7.58371693,304.73438,2007.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,3.0439389e-05,-0.2,0.66,-7.87,-56.86635214,-9.488794326782227,-65.8794174194336
47.54260867,7.58371693,304.73438,2007.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,0.0,0.9,-1.31,-6.28,-44.71481808,-7.925435543060303,-53.37255096435547
47.54260867,7.58371693,304.73438,2007.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,-0.58,-6.05,-43.8169477,-8.621694564819336,-58.94261932373047
47.54260867,7.58371693,304.73438,2007.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,0.0,0.7,-0.14,-6.87,-44.13363048,-8.808652877807617,-60.43828582763672
47.54260867,7.58371693,304.73438,2007.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.72,-6.87,-44.13363048,-7.947999477386475,-53.553062438964844
47.54260867,7.58371693,304.73438,2007.0,-0.9741004551724206,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.45,-8.99,-60.35032291,-8.112394332885742,-54.86821746826172
47.54260867,7.58371693,304.73438,2007.0,-0.7236440382959123,0.0,0.0,1.0,0.0,0.0,5.4964064e-05,1.4,0.58,-10.78,-79.00926983,-8.91502571105957,-61.289268493652344
47.54260867,7.58371693,304.73438,2007.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,0.0,2.7,0.34,-8.37,-57.9994607,-9.985200881958008,-69.85066986083984
47.54260867,7.58371693,304.73438,2008.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,0.0,2.9,0.89,-10.4,-82.10126519,-10.362340927124023,-72.86779022216797
47.54260867,7.58371693,304.73438,2008.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,0.0,4.4,0.73,-8.5,-62.00643014,-10.362340927124023,-72.86779022216797
47.54260867,7.58371693,304.73438,2008.0,0.9562348265919056,0.0,0.0,1.0,0.0,0.0,7.351558e-05,2.4,0.08,-7.88,-58.24612426,-10.304319381713867,-72.40361785888672
47.54260867,7.58371693,304.73438,2008.0,0.9721181966290613,0.0,0.0,1.0,0.0,0.0,0.0,1.1,-1.07,-10.73,-81.57874164,-9.192239761352539,-63.506980895996094
47.54260867,7.58371693,304.73438,2008.0,0.7295575540864875,0.0,0.0,1.0,0.0,0.0,8.474604e-05,-0.1,-1.73,-6.26,-47.19478668,-6.726334571838379,-44.86251449584961
47.54260867,7.58371693,304.73438,2008.0,0.2802306751992159,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.39,-6.51,-47.19496585,-7.980233669281006,-53.810935974121094
47.54260867,7.58371693,304.73438,2008.0,-0.23030567023061196,0.0,0.0,1.0,0.0,0.0,3.541625e-05,0.5,-1.27,-4.36,-26.28930766,-6.903611660003662,-45.197959899902344
47.54260867,7.58371693,304.73438,2008.0,-0.6932812268869771,0.0,0.0,1.0,0.0,0.0,7.561996e-05,1.7,-1.16,-4.6,-29.45637813,-9.086380004882812,-62.69750213623047
47.54260867,7.58371693,304.73438,2008.0,-0.9634705485641486,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.02,-8.79,-61.24115279,-8.238107681274414,-55.873924255371094
47.54260867,7.58371693,304.73438,2008.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,0.0,2.1,-0.04,-12.8,-91.96888229,-8.441183090209961,-57.49852752685547
47.54260867,7.58371693,304.73438,2008.0,-0.7116566222817751,0.0,0.0,1.0,0.0,0.0,0.0001147301,2.2,-0.32,-12.09,-89.88374997,-8.937589645385742,-61.46977996826172
47.54260867,7.58371693,304.73438,2008.0,-0.27195815753410524,0.0,0.0,1.0,0.0,0.0,2.1500717e-05,2.4,-0.28,-17.57,-134.4502205,-9.785348892211914,-68.2518539428711
47.54260867,7.58371693,304.73438,2009.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,0.0,1.8,-0.01,-10.26,-78.8,-9.89494514465332,-69.12862396240234
47.54260867,7.58371693,304.73438,2009.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,6.977101e-05,3.1,0.06,-13.21,-99.3,-10.691129684448242,-75.49810028076172
47.54260867,7.58371693,304.73438,2009.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.57,-11.63,-84.9,-9.940073013305664,-69.4896469116211
47.54260867,7.58371693,304.73438,2009.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,0.0,1.3,-0.2,-6.23,-47.0,-9.84337043762207,-68.71602630615234
47.54260867,7.58371693,304.73438,2009.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,2.9940291e-05,-0.2,1.68,-4.26,-27.1,-9.311506271362305,-64.46111297607422
47.54260867,7.58371693,304.73438,2009.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,8.838454e-05,0.2,-1.21,-5.9,-44.9,-7.232400417327881,-47.828269958496094
47.54260867,7.58371693,304.73438,2009.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,0.0,0.4,-2.15,-4.42,-25.9,-5.0022430419921875,-33.57373809814453
47.54260867,7.58371693,304.73438,2009.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,0.0001388321,-0.3,-0.19,-6.51,-44.1,-8.589460372924805,-58.68474578857422
47.54260867,7.58371693,304.73438,2009.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.51,-5.48,-34.6,-8.064043045043945,-54.481407165527344
47.54260867,7.58371693,304.73438,2009.0,-0.9741004551724206,0.0,0.0,1.0,0.0,0.0,7.531765e-05,-2.0,-1.03,-7.89,-55.9,-8.802206039428711,-60.38671112060547
47.54260867,7.58371693,304.73438,2009.0,-0.7236440382959123,0.0,0.0,1.0,0.0,0.0,5.270402e-05,-1.0,-0.02,-13.82,-102.4,-9.074782371520996,-62.522117614746094
47.54260867,7.58371693,304.73438,2009.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,0.00015930833,-1.2,-1.93,-12.32,-90.3,-11.85195541381836,-85.50021362304688
47.54260867,7.58371693,304.73438,2010.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,0.0,-1.8,-1.11,-15.69,-117.4,-12.470457077026367,-89.73271942138672
47.54260867,7.58371693,304.73438,2010.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,8.406297e-06,-2.4,-1.98,-12.81,-99.3,-13.09164810180664,-94.98627471923828
47.54260867,7.58371693,304.73438,2010.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,3.4507124e-05,-1.1,-0.88,-12.5,-93.0,-9.662858963012695,-67.27193450927734
47.54260867,7.58371693,304.73438,2010.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.72,-8.52,-58.8,-9.972307205200195,-69.74752044677734
47.54260867,7.58371693,304.73438,2010.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,7.359458e-05,1.5,-1.49,-8.21,-58.2,-8.747407913208008,-59.948326110839844
47.54260867,7.58371693,304.73438,2010.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,6.482423e-05,0.6,-0.82,-8.71,-61.9,-7.938329219818115,-53.47570037841797
47.54260867,7.58371693,304.73438,2010.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,2.9140785e-05,3.0,-0.42,-5.8,-40.2,-10.030328750610352,-70.2116928100586
47.54260867,7.58371693,304.73438,2010.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,3.2071577e-05,3.0,-1.22,-8.4,-60.2,-9.355835914611816,-64.83705139160156
47.54260867,7.58371693,304.73438,2010.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,0.0,3.7,-0.79,-7.12,-48.8,-8.837663650512695,-60.670372009277344
47.54260867,7.58371693,304.73438,2010.0,-0.9741004551724206,0.0,0.0,1.0,0.0,0.0,0.0,2.9,-0.93,-10.1,-72.0,-8.418619155883789,-57.318016052246094
47.54260867,7.58371693,304.73438,2010.0,-0.7236440382959123,0.0,0.0,1.0,0.0,0.0,0.0,2.1,-1.62,-15.21,-112.6,-10.969316482543945,-77.80370330810547
47.54260867,7.58371693,304.73438,2010.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,0.00025984913,4.8,-1.85,-14.44,-105.9,-12.122142791748047,-86.95626831054688
47.54260867,7.58371693,304.73438,2011.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,2.486477e-05,3.8,-0.88,-10.25,-76.7,-12.12232780456543,-86.94768524169922
47.54260867,7.58371693,304.73438,2011.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,8.3853105e-05,4.5,0.7,-12.45,-92.0,-11.045705795288086,-78.33470916748047
47.54260867,7.58371693,304.73438,2011.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,0.0,4.2,0.61,-9.17,-69.4,-10.78138542175293,-76.22014617919922
47.54260867,7.58371693,304.73438,2011.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,4.2722277e-05,3.1,2.48,-5.43,-37.3,-9.95619010925293,-69.61858367919922
47.54260867,7.58371693,304.73438,2011.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,0.0,0.6,-0.06,-5.61,-36.5,-9.398538589477539,-65.1573715209961
47.54260867,7.58371693,304.73438,2011.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,0.0,0.4,-1.28,-5.81,-38.2,-7.400018215179443,-49.169212341308594
47.54260867,7.58371693,304.73438,2011.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,6.4256674e-05,1.6,-1.51,-6.6,-42.1,-7.077676296234131,-46.590476989746094
47.54260867,7.58371693,304.73438,2011.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,1.6929938e-05,0.7,-1.35,-5.64,-39.6,-6.36530065536499,-40.89147186279297
47.54260867,7.58371693,304.73438,2011.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,0.0,1.7,0.54,-5.39,-34.7,-8.260671615600586,-56.05443572998047
