Lat,Lon,Alt,Year,JulianDay_Sin,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,2.5,-1.61,-3.87,-22.8,-4.717607498168945,-28.372852325439453
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,1.3,1.26,-3.27,-22.2,-5.392979621887207,-33.68392562866211
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,-1.4,-0.89,-16.63,-130.9,-17.760499954223633,-136.71446228027344
48.22,11.59,494.59375,1995.0,-0.2135209154397959,0.7,-0.22,-4.96,-28.3,-6.117098808288574,-38.56451416015625
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,-0.5,-0.58,-2.04,-1.0,-2.9951283931732178,-13.252098083496094
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,0.8,-0.02,-11.09,-69.2,-9.54223918914795,-68.1307373046875
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,0.5,-0.2,-5.2,-40.9,-11.117849349975586,-79.09742736816406
51.83,6.25,9.5,1993.0,0.9510565162951535,-0.8,0.67,-6.74,-49.7,-5.308313369750977,-36.643516540527344
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,-0.7,-1.38,-19.18,-140.6,-15.203453063964844,-115.4483642578125
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,-0.1,-1.32,-5.75,-37.8,-6.178598403930664,-40.759315490722656
32.63333333,-16.9,0.0,2004.0,-0.970063921851507,-0.1,-1.1,-1.98,-10.6,-3.7586495876312256,-20.043529510498047
48.8281,9.2,313.79688,1983.0,-0.2884824328806098,0.0,0.29,-7.92,-64.0,-10.281803131103516,-74.17945098876953
33.96666667,-4.983333333,500.04688,2017.0,0.2386727660059501,0.3,0.48,-5.95,-26.4,-5.400562286376953,-34.24250411987305
43.73238889,7.423583333,8.8959961,2014.0,0.9510565162951535,-1.5,0.8,-7.43,-52.5,-5.7213592529296875,-36.391510009765625
39.46666667,-6.333333333,410.0,2021.0,0.9760105506323683,0.6,-1.43,-4.4,-26.4,-4.875612258911133,-29.730823516845703
76.76666667,-18.66666667,0.0,2010.0,0.9510565162951535,-1.1,-0.88,-23.37,-177.3,-19.364233016967773,-154.25320434570312
-33.11011944,-64.24918333,408.09375,2020.0,-0.970063921851507,0.8,-0.65,-2.38,-2.1,-2.6200387477874756,-9.720172882080078
46.95222563,7.439320571,542.53125,1986.0,-0.2884824328806098,-2.4,0.99,-11.0,-77.2,-13.008596420288086,-96.04855346679688
51.93,-10.25,33.068359,1980.0,-0.970063921851507,0.0,-1.77,-5.57,-36.2,-6.343393325805664,-42.34566116333008
36.83,10.23,0.0,1977.0,0.741222010848596,-0.8,-0.86,0.3,-4.5,-4.177579879760742,-23.48396110534668
45.46666667,13.61666667,0.5645752,2003.0,0.03442161162274574,-0.3,0.16,-3.57,-23.78,-12.577394485473633,-84.03254699707031
45.37,-63.27,12.535156,1982.0,0.6994583270516471,0.4,1.15,-12.3,-86.0,-11.132182121276855,-79.75837707519531
46.65772518,8.292706832,1061.3125,2006.0,-0.9587178169872964,-1.0,-1.62,-12.25,-90.04,-7.846517562866211,-55.26425552368164
50.06166667,19.84861111,356.8125,1991.0,0.741222010848596,-1.7,0.08,-9.07,-58.4,-10.344011306762695,-74.33622741699219
-33.95833333,18.46111111,109.49609,2001.0,0.6807734094770161,-0.8,-0.02,-1.22,1.0,-2.8956220149993896,-12.31512451171875
33.21722222,-87.54305556,64.535156,2007.0,-0.3697245428906732,2.7,0.34,-2.5,-11.5,-3.4350554943084717,-17.271215438842773
-46.42,168.32,-0.90939331,2014.0,-0.2884824328806098,-0.9,1.86,-5.82,-40.7,-5.405759811401367,-34.287174224853516
