Lat,Lon,Alt,Year,JulianDay_Sin,Temp,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,0.0,0.4,-1.28,-14.0,-111.2,-11.268564,-81.26038
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-9.288649,-65.09608
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,4.754567e-05,0.7,-1.35,-14.2,-101.4,-11.088961,-79.794075
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,0.0,1.7,0.54,-13.1,-108.0,-12.423159,-90.68665
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,0.0,1.2,0.39,-17.3,-127.0,-16.571146,-124.5514
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,0.0,1.8,1.36,-30.1,-224.1,-17.315218,-130.6261
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,0.0,4.1,2.52,-27.3,-208.7,-22.105886,-170.54889
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,5.3495005e-06,1.8,1.17,-29.0,-218.7,-18.700731,-141.93762
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,1.175598e-05,0.8,0.42,-26.4,-207.4,-21.403337,-164.00208
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-11.1488285,-80.282845
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,0.0,-0.1,-1.32,-13.0,-100.8,-9.9643,-70.61219
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-10.909357,-78.32777
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-12.602762,-92.15296
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,0.0,0.5,-2.06,-29.9,-225.5,-14.971819,-111.49427
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,0.0,0.4,-0.58,-22.3,-165.9,-21.027025,-160.92981
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,0.0,-0.1,0.35,-29.2,-226.2,-20.10335,-153.3888
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,0.0,-0.4,-0.45,-30.7,-251.3,-20.650713,-157.85754
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,0.0,2.5,-1.61,-21.8,-169.2,-15.801416,-118.26722
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,0.0,0.4,0.69,-12.6,-86.7,-15.493525,-115.75355
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,0.0,1.3,0.57,-12.8,-103.1,-10.276468,-73.160774
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,0.0,2.0,0.52,-12.7,-99.7,-9.810354,-69.355354
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,0.0,1.3,0.67,-12.2,-103.6,-9.844564,-69.63465
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,0.0,0.3,0.97,-10.9,-86.0,-11.294222,-81.46986
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,0.0,0.5,0.24,-15.7,-117.2,-13.167231,-96.76136
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,0.0,-0.1,-1.28,-16.3,-120.7,-15.809969,-118.33704
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-17.409296,-131.39417
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,0.0,-1.4,1.79,-27.6,-215.2,-19.325068,-147.03479
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,0.0,0.4,1.32,-25.9,-211.2,-19.846773,-151.29407
