Lat,Lon,Alt,Year,JulianDay_Sin,Temp,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,289.4898681640625,0.0,2.5,-1.61,-3.87,-22.8,-4.193605899810791,-23.8372802734375
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,297.6083679199219,4.415451621753164e-05,1.3,1.26,-3.27,-22.2,-5.988106727600098,-38.433074951171875
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,293.9618225097656,0.0,-1.4,-0.89,-16.63,-130.9,-17.972457885742188,-135.90927124023438
48.22,11.59,494.59375,1995.0,-0.2135209154397959,290.3919372558594,0.0,0.7,-0.22,-4.96,-28.3,-6.408333778381348,-41.851043701171875
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,288.12481689453125,4.889923002338037e-05,-0.5,-0.58,-2.04,-1.0,-2.618420362472534,-10.994136810302734
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,275.7855834960937,0.0,0.8,-0.02,-11.09,-69.2,-8.690691947937012,-60.414886474609375
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,288.6055603027344,0.0,0.5,-0.2,-5.2,-40.9,-6.870583534240723,-45.610809326171875
51.83,6.25,9.5,1993.0,0.9510565162951535,279.7039489746094,6.891664270369802e-06,-0.8,0.67,-6.74,-49.7,-7.889634132385254,-53.899383544921875
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,269.9031066894531,0.0,-0.7,-1.38,-19.18,-140.6,-12.772147178649902,-93.61190795898438
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,291.5385437011719,1.950140540429857e-05,-0.1,-1.32,-5.75,-37.8,-6.5501604080200195,-43.004608154296875
32.63333333,-16.9,0.0,2004.0,-0.970063921851507,290.4496154785156,0.0,-0.1,-1.1,-1.98,-10.6,-3.7202045917510986,-19.986312866210938
48.8281,9.2,313.79688,1983.0,-0.2884824328806098,274.1112976074219,4.063042069901712e-05,0.0,0.29,-7.92,-64.0,-10.303313255310059,-73.53134155273438
33.96666667,-4.983333333,500.04688,2017.0,0.2386727660059501,280.8715209960937,0.0002190735831391,0.3,0.48,-5.95,-26.4,-5.85941219329834,-37.386322021484375
43.73238889,7.423583333,8.8959961,2014.0,0.9510565162951535,282.3019714355469,0.0,-1.5,0.8,-7.43,-52.5,-5.977601051330566,-38.347625732421875
39.46666667,-6.333333333,410.0,2021.0,0.9760105506323683,290.2076416015625,0.0,0.6,-1.43,-4.4,-26.4,-4.731365203857422,-28.211212158203125
76.76666667,-18.66666667,0.0,2010.0,0.9510565162951535,250.54205322265625,0.0,-1.1,-0.88,-23.37,-177.3,-20.724945068359375,-158.29696655273438
-33.11011944,-64.24918333,408.09375,2020.0,-0.970063921851507,292.9140014648437,0.0,0.8,-0.65,-2.38,-2.1,-2.3265697956085205,-8.088244438171387
