Lat,Lon,Alt,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,469.0,2011.0,0.29671281927349075,-14.0,-111.2,-14.326583862304688,-109.6030502319336
52.3,104.2833333,469.0,2011.0,-0.2135209154397959,-9.7,-74.1,-11.006956100463867,-90.65331268310547
52.3,104.2833333,469.0,2011.0,-0.680773409477016,-14.2,-101.4,-11.605428695678711,-94.9951400756836
52.3,104.2833333,469.0,2011.0,-0.9587178169872964,-13.1,-108.0,-14.345739364624023,-115.14537811279297
52.3,104.2833333,469.0,2011.0,-0.9741004551724206,-17.3,-127.0,-16.41207504272461,-130.06651306152344
52.3,104.2833333,469.0,2011.0,-0.7236440382959123,-30.1,-224.1,-25.90317726135254,-199.51455688476562
52.3,104.2833333,469.0,2011.0,-0.2884824328806098,-27.3,-208.7,-27.35271644592285,-212.86685180664062
52.3,104.2833333,469.0,2012.0,0.2386727660059501,-29.0,-218.7,-30.256372451782227,-235.9405517578125
52.3,104.2833333,469.0,2012.0,0.6994583270516471,-26.4,-207.4,-24.25370216369629,-186.51023864746094
52.3,104.2833333,469.0,2012.0,0.2802306751992159,-10.0,-91.8,-14.64567756652832,-112.11966705322266
52.3,104.2833333,469.0,2012.0,-0.23030567023061196,-13.0,-100.8,-10.65939712524414,-88.9289779663086
52.3,104.2833333,469.0,2012.0,-0.6932812268869771,-11.0,-87.1,-14.261468887329102,-113.6039047241211
52.3,104.2833333,469.0,2012.0,-0.9634705485641486,-15.0,-107.9,-15.158346176147461,-120.89830780029297
52.3,104.2833333,469.0,2012.0,-0.970063921851507,-29.9,-225.5,-16.073991775512695,-127.51473236083984
52.3,104.2833333,469.0,2012.0,-0.7116566222817751,-22.3,-165.9,-22.863069534301758,-176.60292053222656
52.3,104.2833333,469.0,2013.0,0.2386727660059501,-29.2,-226.2,-30.10088539123535,-234.73291015625
52.3,104.2833333,469.0,2013.0,0.6994583270516471,-30.7,-251.3,-24.180009841918945,-186.0068817138672
52.3,104.2833333,469.0,2013.0,0.9510565162951535,-21.8,-169.2,-17.7477970123291,-134.03311157226562
52.3,104.2833333,469.0,2013.0,0.9760105506323683,-12.6,-86.7,-18.060983657836914,-136.54776000976562
52.3,104.2833333,469.0,2013.0,0.741222010848596,-12.8,-103.1,-18.524499893188477,-140.26943969726562
