Lat,Lon,Alt,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
53.8713,8.7058,5.0,2001.0,0.6994583270516471,-8.15,-57.0,-6.973015308380127,-48.31807327270508
48.18427778,16.389575,196.0,2002.0,0.6287628145958344,-6.36,-44.8,-8.249810218811035,-59.73445510864258
51.116535,17.029468,118.0,2005.0,0.9844738167520922,-9.86775,-69.64094925,-8.564723014831543,-62.65967559814453
-65.07944444,-63.9775,20.0,1987.0,0.2386727660059501,-14.94,-123.3,-9.683426856994629,-79.71638488769531
46.49722222,28.3,156.0,2013.0,-0.2135209154397959,-9.1,-59.9,-9.361174583435059,-68.44828796386719
50.4972,9.9428,921.0,2008.0,-0.6932812268869771,-8.69,-56.85,-8.613994598388672,-58.451988220214844
50.12,-104.42,580.0,2006.0,0.741222010848596,-9.27,-69.5,-16.23474884033203,-127.0258560180664
-65.07944444,-63.9775,20.0,2001.0,0.2386727660059501,-5.6,-60.7,-8.957143783569336,-73.73876953125
53.23,6.55,1.0,1979.0,-0.7236440382959123,-7.69,-46.4,-6.786163806915283,-46.26180648803711
45.8,28.2,113.0,2007.0,-0.7236440382959123,-11.77,-80.95,-7.75924015045166,-53.22862243652344
-53.0,-70.833333,37.0,2007.0,-0.2135209154397959,-8.76,-63.5,-9.479562759399414,-74.40010833740234
54.5275,9.5486,43.0,2001.0,0.9760105506323683,-9.95,-72.55,-7.351949214935303,-51.42477035522461
51.387367,-0.325697,10.0,2021.0,0.6354323008901774,-6.86,-38.0,-5.487559795379639,-35.64595031738281
47.81666667,13.71777778,1618.0,2019.0,0.6680638642135335,-15.344,-113.31,-10.72919750213623,-77.72579193115234
46.49143367,9.898180888,1724.0,1996.0,-0.23030567023061196,-8.25,-60.1,-12.871546745300293,-93.86923217773438
47.59583333,7.594444444,249.0,2000.0,0.6994583270516471,-8.29,-60.05,-8.217730522155762,-59.610164642333984
48.24861111,16.35638889,198.0,1982.0,-0.680773409477016,-5.45,-39.8,-8.649581909179688,-62.3233757019043
50.3119,11.8758,565.0,2000.0,0.7295575540864875,-7.22,-50.85,-8.814353942871094,-62.71147537231445
-54.78,-68.28,10.0,1982.0,-0.9587178169872964,-10.0,-118.0,-10.858057975769043,-84.0053939819336
48.4042,2.6965,79.0,2022.0,0.9510565162951535,-7.4,-47.1,-5.385210037231445,-34.942420959472656
47.81666667,13.71777778,1618.0,2001.0,-0.23867276600594997,-10.1,-76.1,-11.191710472106934,-80.63069915771484
52.2914,10.4464,81.0,1987.0,0.29671281927349075,-8.51,-63.8,-7.747426986694336,-55.64620590209961
45.3738,-75.6862,80.0,2021.0,-0.7236440382959123,-11.68,-76.0,-9.350780487060547,-64.1279067993164
51.67,-110.2,707.0,2003.0,0.6994583270516471,-27.14,-208.3,-19.421064376831055,-152.69036865234375
-54.78,-68.28,10.0,2000.0,0.9562348265919056,-9.7,-69.0,-9.193134307861328,-72.58645629882812
-75.58333333,-20.56666667,30.0,1976.0,0.9721181966290613,-30.18,-223.1,-17.677845001220703,-139.45675659179688
51.6,-1.1,48.0,2017.0,0.2386727660059501,-8.98,-60.8,-6.329432010650635,-42.480079650878906
50.62,-96.98,223.0,1979.0,0.741222010848596,-12.6,-92.0,-17.024532318115234,-133.31365966796875
49.0422,12.1019,365.0,1982.0,-0.7236440382959123,-14.7,-107.6,-8.555535316467285,-60.97570037841797
46.64833333,14.31833333,450.0,2001.0,-0.680773409477016,-5.61,-34.4,-8.008587837219238,-54.852317810058594
71.3,-156.78,7.0,1965.0,-0.9587178169872964,-20.5,-144.0,-15.08573055267334,-116.62694549560547
52.1042,8.7519,135.0,1998.0,-0.2135209154397959,-4.62,-28.5,-7.435270309448242,-52.62559127807617
48.24861111,16.35638889,198.0,2008.0,0.7295575540864875,-8.43,-58.82,-9.024276733398438,-66.45993041992188
52.2914,10.4464,81.0,2006.0,-0.680773409477016,-9.23,-67.25,-7.306978702545166,-51.02478790283203
46.22030867,7.33848445,482.0,2010.0,-0.9587178169872964,-5.81,-43.7,-8.722855567932129,-62.20378112792969
81.6,-16.67,35.0,1966.0,-0.9741004551724206,-31.02,-230.1,-20.63307762145996,-161.75485229492188
47.74305556,16.84333333,120.0,2019.0,-0.7236440382959123,-9.86,-65.2,-8.603593826293945,-61.58200454711914
48.8281,9.2,314.0,2010.0,0.6994583270516471,-12.65,-98.15,-9.213541030883789,-68.67156982421875
47.8008,11.0108,977.0,1989.0,-0.680773409477016,-7.61,-50.2,-10.34477710723877,-74.07794189453125
46.98141401,6.607999655,1042.0,2022.0,-0.2135209154397959,-3.87,-20.8,-9.401505470275879,-65.85623931884766
53.5483,13.1931,81.0,1998.0,0.9760105506323683,-12.06,-88.4,-7.807827949523926,-55.66110610961914
55.677,12.56,6.0,2017.0,0.29671281927349075,-6.08,-39.9,-8.403292655944824,-60.63042068481445
52.4672,13.4019,48.0,2002.0,-0.9741004551724206,-10.7,-79.15,-8.013157844543457,-57.50876235961914
48.15,15.15,252.0,1967.0,0.2386727660059501,-13.44,-92.6,-9.6282958984375,-72.07239532470703
52.1,5.18,2.0,2007.0,-0.0859647987374467,-6.27,-38.24,-6.658510208129883,-45.529415130615234
47.81666667,13.71777778,1618.0,2020.0,-0.6870527672236675,-18.065,-133.11,-10.904088973999023,-77.71131896972656
45.32,-75.67,114.0,2004.0,0.2802306751992159,-12.29,-87.5,-11.445536613464355,-84.48771667480469
48.24861111,16.35638889,198.0,1967.0,-0.680773409477016,-4.45,-42.2,-9.23128604888916,-67.17960357666016
