Lat,Lon,Alt,Year,JulianDay_Sin,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0.4,-1.28,-14.0,-111.2,-13.436552,-98.030914
52.3,104.2833333,427.25,2011,-0.2135209154397959,1.6,-1.51,-9.7,-74.1,-6.7453637,-46.50364
52.3,104.2833333,427.25,2011,-0.680773409477016,0.7,-1.35,-14.2,-101.4,-15.685545,-116.24075
52.3,104.2833333,427.25,2011,-0.9587178169872964,1.7,0.54,-13.1,-108.0,-11.668226,-83.71298
52.3,104.2833333,427.25,2011,-0.9741004551724206,1.2,0.39,-17.3,-127.0,-11.196379,-79.89249
52.3,104.2833333,427.25,2011,-0.7236440382959123,1.8,1.36,-30.1,-224.1,-15.641447,-115.8837
52.3,104.2833333,427.25,2011,-0.2884824328806098,4.1,2.52,-27.3,-208.7,-14.621122,-119.74701
52.3,104.2833333,427.25,2012,0.2386727660059501,1.8,1.17,-29.0,-218.7,-22.344328,-170.15616
52.3,104.2833333,427.25,2012,0.6994583270516471,0.8,0.42,-26.4,-207.4,-24.60214,-188.43741
52.3,104.2833333,427.25,2012,0.2802306751992159,-0.7,-2.53,-10.0,-91.8,-9.507429,-66.217255
52.3,104.2833333,427.25,2012,-0.23030567023061196,-0.1,-1.32,-13.0,-100.8,-6.914473,-45.22238
52.3,104.2833333,427.25,2012,-0.6932812268869771,-0.3,-0.98,-11.0,-87.1,-18.216764,-136.73575
52.3,104.2833333,427.25,2012,-0.9634705485641486,0.4,-0.59,-15.0,-107.9,-12.342924,-89.175934
52.3,104.2833333,427.25,2012,-0.970063921851507,0.5,-2.06,-29.9,-225.5,-13.992186,-102.529816
52.3,104.2833333,427.25,2012,-0.7116566222817751,0.4,-0.58,-22.3,-165.9,-22.203215,-169.01358
52.3,104.2833333,427.25,2013,0.2386727660059501,-0.1,0.35,-29.2,-226.2,-23.79074,-181.86758
52.3,104.2833333,427.25,2013,0.6994583270516471,-0.4,-0.45,-30.7,-251.3,-14.962339,-110.38504
52.3,104.2833333,427.25,2013,0.9510565162951535,2.5,-1.61,-21.8,-169.2,-22.432524,-170.87027
52.3,104.2833333,427.25,2013,0.9760105506323683,0.4,0.69,-12.6,-86.7,-17.05258,-127.30948
52.3,104.2833333,427.25,2013,0.741222010848596,1.3,0.57,-12.8,-103.1,-24.672697,-189.0087
52.3,104.2833333,427.25,2013,0.29671281927349075,2.0,0.52,-12.7,-99.7,-18.340239,-137.7355
52.3,104.2833333,427.25,2013,-0.2135209154397959,1.3,0.67,-12.2,-103.6,-9.463331,-65.8602
52.3,104.2833333,427.25,2013,-0.680773409477016,0.3,0.97,-10.9,-86.0,-8.464514,-57.77289
52.3,104.2833333,427.25,2013,-0.9587178169872964,0.5,0.24,-15.7,-117.2,-12.63838,-91.56821
52.3,104.2833333,427.25,2013,-0.9741004551724206,-0.1,-1.28,-16.3,-120.7,-15.288664,-113.02725
52.3,104.2833333,427.25,2014,-0.2884824328806098,-0.9,1.86,-29.6,-230.5,-19.125181,-144.0911
52.3,104.2833333,427.25,2015,0.2386727660059501,-1.4,1.79,-27.6,-215.2,-21.771055,-165.51443
52.3,104.2833333,427.25,2015,0.6994583270516471,0.4,1.32,-25.9,-211.2,-18.128569,-136.02164
52.3,104.2833333,427.25,2015,0.9510565162951535,-1.2,1.45,-21.7,-175.3,-13.736418,-100.45889
52.3,104.2833333,427.25,2015,0.9760105506323683,-0.1,0.73,-15.3,-112.3,-14.748377,-109.879135
52.3,104.2833333,427.25,2015,0.741222010848596,-1.2,0.15,-10.7,-84.6,-13.070539,-95.06735
52.3,104.2833333,427.25,2015,0.29671281927349075,-0.9,-0.07,-14.3,-107.2,-11.253706,-80.35666
52.3,104.2833333,427.25,2015,-0.2135209154397959,-1.9,-3.18,-9.4,-61.8,-6.45583,-46.59677
52.3,104.2833333,427.25,2015,-0.680773409477016,-2.4,-0.76,-12.1,-85.6,-13.044081,-94.85312
52.3,104.2833333,427.25,2015,-0.9587178169872964,-2.7,-0.65,-16.3,-127.3,-22.185575,-168.87076
52.3,104.2833333,427.25,2015,-0.9741004551724206,-2.8,0.44,-20.7,-158.7,-17.26425,-129.02335
52.3,104.2833333,427.25,2015,-0.7236440382959123,-0.8,1.74,-21.3,-169.8,-17.325987,-129.52322
52.3,104.2833333,427.25,2015,-0.2884824328806098,-0.9,2.24,-25.5,-201.8,-16.170622,-120.168365
52.3,104.2833333,427.25,2016,0.2386727660059501,-3.6,0.12,-33.8,-269.6,-20.439299,-154.73135
52.3,104.2833333,427.25,2016,0.6994583270516471,-3.2,1.58,-26.1,-209.1,-24.125883,-184.5812
