Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.0,0.4,-1.28,-14.0,-111.2,-15.92955,-122.56346
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-14.923735,-113.85614
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,4.754567e-05,0.7,-1.35,-14.2,-101.4,-13.064801,-97.17485
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,0.0,1.7,0.54,-13.1,-108.0,-11.824536,-88.14822
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,0.0,1.2,0.39,-17.3,-127.0,-11.846054,-88.32053
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,0.0,1.8,1.36,-30.1,-224.1,-12.148655,-90.787506
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,0.0,4.1,2.52,-27.3,-208.7,-18.816376,-146.77992
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,5.3495005e-06,1.8,1.17,-29.0,-218.7,-14.193571,-108.12152
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,1.175598e-05,0.8,0.42,-26.4,-207.4,-14.280569,-108.867714
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-14.943903,-114.32123
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,0.0,-0.1,-1.32,-13.0,-100.8,-15.123032,-115.844124
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-13.417895,-99.28189
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-12.081075,-90.21308
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.0,0.5,-2.06,-29.9,-225.5,-13.064801,-97.17485
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.0,0.4,-0.58,-22.3,-165.9,-13.334994,-98.76216
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,0.0,-0.1,0.35,-29.2,-226.2,-14.916548,-114.31643
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,0.0,-0.4,-0.45,-30.7,-251.3,-15.527301,-119.39734
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,0.0,2.5,-1.61,-21.8,-169.2,-17.827335,-138.30455
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.0,0.4,0.69,-12.6,-86.7,-14.549932,-111.17585
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,0.0,1.3,0.57,-12.8,-103.1,-14.496976,-110.641
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,0.0,2.0,0.52,-12.7,-99.7,-15.176586,-116.25667
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,0.0,1.3,0.67,-12.2,-103.6,-14.056101,-106.68881
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.0,0.3,0.97,-10.9,-86.0,-13.706384,-102.62265
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.0,0.5,0.24,-15.7,-117.2,-11.928407,-88.98313
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,0.0,-0.1,-1.28,-16.3,-120.7,-13.064801,-97.17485
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-15.013856,-115.14956
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,0.0,-1.4,1.79,-27.6,-215.2,-15.891597,-122.67795
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.0,0.4,1.32,-25.9,-211.2,-14.515914,-110.88416
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,0.0,-1.2,1.45,-21.7,-175.3,-15.643249,-120.54808
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,0.0,-0.1,0.73,-15.3,-112.3,-14.81566,-113.451035
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,0.0,-1.2,0.15,-10.7,-84.6,-15.753894,-121.498955
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,0.0,-0.9,-0.07,-14.3,-107.2,-15.466403,-119.02961
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,0.00010476876,-1.9,-3.18,-9.4,-61.8,-7.8828363,-55.71417
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-14.180159,-108.004524
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,0.0,-2.7,-0.65,-16.3,-127.3,-14.394571,-109.84538
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,0.0,-2.8,0.44,-20.7,-158.7,-14.507374,-110.81119
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,0.0,-0.8,1.74,-21.3,-169.8,-13.978358,-105.786644
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,0.0,-0.9,2.24,-25.5,-201.8,-15.536166,-119.63051
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,0.0,-3.6,0.12,-33.8,-269.6,-17.101711,-133.06332
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,0.0,-3.2,1.58,-26.1,-209.1,-17.235638,-134.21158
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,0.0,-0.1,0.73,-26.0,-202.9,-14.809542,-113.39786
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,0.0,-2.0,0.38,-12.5,-102.1,-16.37317,-126.81407
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,0.0,0.7,-0.77,-16.4,-124.2,-15.601886,-119.82816
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,0.0,1.1,-0.43,-12.4,-103.6,-15.196727,-116.43898
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,0.0,0.7,-1.76,-10.9,-82.7,-14.968296,-114.34205
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,0.0,1.2,-1.65,-12.1,-89.8,-13.064801,-97.17485
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,6.515779e-05,2.0,0.61,-14.6,-109.1,-11.388375,-84.65189
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,3.4144956e-05,-0.4,0.41,-27.5,-202.8,-11.802223,-87.96797
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,0.0,-0.2,-0.16,-27.8,-210.5,-13.675929,-102.272606
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,4.3128384e-06,0.5,0.48,-26.4,-201.1,-14.050448,-106.617905
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,0.0,-1.0,0.17,-35.1,-262.7,-15.145295,-116.27693
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,0.0,1.5,0.74,-17.6,-126.8,-14.405912,-109.84908
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,0.0,-0.3,1.73,-20.9,-152.0,-14.953985,-114.63689
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,0.0,0.3,0.48,-30.3,-230.6,-14.573428,-111.3776
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,0.0,-0.1,1.0,-25.9,-194.9,-14.792363,-113.251976
