Lat,Lon,Alt,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,469.0,2011.0,0.29671281927349075,-14.0,-111.2,-23.589515686035156,-179.00149536132812
52.3,104.2833333,469.0,2011.0,-0.2135209154397959,-9.7,-74.1,-18.939918518066406,-142.01272583007812
52.3,104.2833333,469.0,2011.0,-0.680773409477016,-14.2,-101.4,-17.513816833496094,-130.91043090820312
52.3,104.2833333,469.0,2011.0,-0.9587178169872964,-13.1,-108.0,-17.66516876220703,-132.10842895507812
52.3,104.2833333,469.0,2011.0,-0.9741004551724206,-17.3,-127.0,-17.589492797851562,-131.50942993164062
52.3,104.2833333,469.0,2011.0,-0.7236440382959123,-30.1,-224.1,-18.238143920898438,-136.64370727539062
52.3,104.2833333,469.0,2011.0,-0.2884824328806098,-27.3,-208.7,-25.855182647705078,-193.79876708984375
52.3,104.2833333,469.0,2012.0,0.2386727660059501,-29.0,-218.7,-26.076011657714844,-198.68289184570312
52.3,104.2833333,469.0,2012.0,0.6994583270516471,-26.4,-207.4,-21.427345275878906,-161.88723754882812
52.3,104.2833333,469.0,2012.0,0.2802306751992159,-10.0,-91.8,-24.48681640625,-186.10391235351562
52.3,104.2833333,469.0,2012.0,-0.23030567023061196,-13.0,-100.8,-22.308929443359375,-168.23818969726562
52.3,104.2833333,469.0,2012.0,-0.6932812268869771,-11.0,-87.1,-17.55706024169922,-131.25271606445312
52.3,104.2833333,469.0,2012.0,-0.9634705485641486,-15.0,-107.9,-17.967872619628906,-134.50442504882812
52.3,104.2833333,469.0,2012.0,-0.970063921851507,-29.9,-225.5,-17.946250915527344,-134.33328247070312
52.3,104.2833333,469.0,2012.0,-0.7116566222817751,-22.3,-165.9,-17.881385803222656,-133.81985473632812
52.3,104.2833333,469.0,2013.0,0.2386727660059501,-29.2,-226.2,-26.238174438476562,-199.96646118164062
52.3,104.2833333,469.0,2013.0,0.6994583270516471,-30.7,-251.3,-21.45977783203125,-162.14395141601562
52.3,104.2833333,469.0,2013.0,0.9510565162951535,-21.8,-169.2,-17.438140869140625,-130.31143188476562
52.3,104.2833333,469.0,2013.0,0.9760105506323683,-12.6,-86.7,-16.95165252685547,-126.46072387695312
52.3,104.2833333,469.0,2013.0,0.741222010848596,-12.8,-103.1,-20.919235229492188,-157.86538696289062
52.3,104.2833333,469.0,2013.0,0.29671281927349075,-12.7,-99.7,-23.88140869140625,-181.31192016601562
