Lat,Lon,Alt,Year,JulianDay_Sin,Temp,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,0.0,-14.0,-111.2,-12.491814,-89.51903
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,2.2211607e-05,-9.7,-74.1,-10.554993,-74.0858
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,4.754567e-05,-14.2,-101.4,-11.904022,-84.83531
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,0.0,-13.1,-108.0,-15.103149,-110.32701
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,0.0,-17.3,-127.0,-22.754074,-171.2921
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,0.0,-30.1,-224.1,-23.02388,-173.442
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,0.0,-27.3,-208.7,-24.979973,-189.0288
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,5.3495005e-06,-29.0,-218.7,-20.769073,-155.47496
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,1.175598e-05,-26.4,-207.4,-19.12133,-142.3452
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,2.3862134e-05,-10.0,-91.8,-12.3858185,-88.67442
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,0.0,-13.0,-100.8,-11.730576,-83.45323
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,2.9586212e-05,-11.0,-87.1,-10.694714,-75.19914
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,1.6699816e-05,-15.0,-107.9,-16.721985,-123.226425
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,0.0,-29.9,-225.5,-21.992836,-165.2263
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,0.0,-22.3,-165.9,-24.517448,-185.34325
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,0.0,-29.2,-226.2,-20.354729,-152.17332
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,0.0,-30.7,-251.3,-19.227325,-143.1898
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,0.0,-21.8,-169.2,-15.584946,-114.16612
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,0.0,-12.6,-86.7,-14.765892,-107.63963
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,0.0,-12.8,-103.1,-11.4800415,-81.456894
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,0.0,-12.7,-99.7,-11.764301,-83.72197
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,0.0,-12.2,-103.6,-11.643852,-82.76219
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,0.0,-10.9,-86.0,-11.17651,-79.03825
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,0.0,-15.7,-117.2,-17.068878,-125.990585
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,0.0,-16.3,-120.7,-22.734802,-171.13853
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,1.1362139e-05,-29.6,-230.5,-20.865433,-156.24278
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,0.0,-27.6,-215.2,-19.709122,-147.02892
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,0.0,-25.9,-211.2,-19.208054,-143.03624
52.3,104.2833333,427.25,2015,0.9510565162951535,264.8988,0.0,-21.7,-175.3,-17.955383,-133.05455
52.3,104.2833333,427.25,2015,0.9760105506323683,274.89346,0.0,-15.3,-112.3,-14.139557,-102.64879
52.3,104.2833333,427.25,2015,0.741222010848596,284.80615,0.0,-10.7,-84.6,-12.40509,-88.82799
