Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.0,0.4,-1.28,-14.0,-111.2,-12.123358,-89.10032
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-11.518236,-83.88445
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,4.754567e-05,0.7,-1.35,-14.2,-101.4,-12.179876,-88.6607
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,0.0,1.7,0.54,-13.1,-108.0,-12.401413,-90.64541
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,0.0,1.2,0.39,-17.3,-127.0,-12.359206,-90.21657
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,0.0,1.8,1.36,-30.1,-224.1,-12.858902,-94.54454
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,0.0,4.1,2.52,-27.3,-208.7,-19.394178,-146.96304
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,5.3495005e-06,1.8,1.17,-29.0,-218.7,-14.666271,-109.75369
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,1.175598e-05,0.8,0.42,-26.4,-207.4,-14.784294,-110.58739
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-13.215969,-97.765
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,0.0,-0.1,-1.32,-13.0,-100.8,-12.633703,-92.51203
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-12.670522,-92.55335
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-12.405177,-90.38221
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.0,0.5,-2.06,-29.9,-225.5,-12.453558,-90.64904
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.0,0.4,-0.58,-22.3,-165.9,-12.553011,-91.73785
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,0.0,-0.1,0.35,-29.2,-226.2,-13.952086,-103.61805
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,0.0,-0.4,-0.45,-30.7,-251.3,-13.67032,-101.32036
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,0.0,2.5,-1.61,-21.8,-169.2,-16.513742,-120.97372
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.0,0.4,0.69,-12.6,-86.7,-15.533023,-116.59633
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,0.0,1.3,0.57,-12.8,-103.1,-15.29958,-114.847206
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,0.0,2.0,0.52,-12.7,-99.7,-14.5526705,-108.805534
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,0.0,1.3,0.67,-12.2,-103.6,-13.398573,-99.16392
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.0,0.3,0.97,-10.9,-86.0,-12.840156,-94.267654
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.0,0.5,0.24,-15.7,-117.2,-12.502782,-91.3175
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,0.0,-0.1,-1.28,-16.3,-120.7,-12.548719,-91.4049
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-13.682841,-101.1708
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,0.0,-1.4,1.79,-27.6,-215.2,-14.826097,-110.652
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.0,0.4,1.32,-25.9,-211.2,-15.452065,-115.97962
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,0.0,-1.2,1.45,-21.7,-175.3,-16.009666,-120.20338
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,0.0,-0.1,0.73,-15.3,-112.3,-15.541287,-116.55221
