Lat,Lon,Alt,Year,JulianDay_Sin,Temp,Precip,O18 A,H2 A,O18 P,H2 P
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,289.4898681640625,0.0,-3.87,-22.8,-4.043807029724121,-22.845287322998047
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,297.6083679199219,4.415451621753164e-05,-3.27,-22.2,-3.630255937576294,-19.373149871826172
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,293.9618225097656,0.0,-16.63,-130.9,-16.748775482177734,-129.51498413085938
48.22,11.59,494.59375,1995.0,-0.2135209154397959,290.3919372558594,0.0,-4.96,-28.3,-7.208033561706543,-49.41183090209961
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,288.12481689453125,4.889923002338037e-05,-2.04,-1.0,-2.8083136081695557,-11.599902153015137
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,275.7855834960937,0.0,-11.09,-69.2,-8.227381706237793,-57.97018051147461
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,288.6055603027344,0.0,-5.2,-40.9,-6.673769950866699,-44.926204681396484
51.83,6.25,9.5,1993.0,0.9510565162951535,279.7039489746094,6.891664270369802e-06,-6.74,-49.7,-7.592524528503418,-52.63998031616211
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,269.9031066894531,0.0,-19.18,-140.6,-12.367365837097168,-92.72908782958984
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,291.5385437011719,1.950140540429857e-05,-5.75,-37.8,-6.591059684753418,-44.23177719116211
32.63333333,-16.9,0.0,2004.0,-0.970063921851507,290.4496154785156,0.0,-1.98,-10.6,-3.4631588459014893,-17.970218658447266
48.8281,9.2,313.79688,1983.0,-0.2884824328806098,274.1112976074219,4.063042069901712e-05,-7.92,-64.0,-9.787699699401855,-71.0704574584961
33.96666667,-4.983333333,500.04688,2017.0,0.2386727660059501,280.8715209960937,0.0002190735831391,-5.95,-26.4,-5.685717582702637,-36.630611419677734
43.73238889,7.423583333,8.8959961,2014.0,0.9510565162951535,282.3019714355469,0.0,-7.43,-52.5,-5.8712568283081055,-38.18838119506836
39.46666667,-6.333333333,410.0,2021.0,0.9760105506323683,290.2076416015625,0.0,-4.4,-26.4,-4.568011283874512,-27.246456146240234
76.76666667,-18.66666667,0.0,2010.0,0.9510565162951535,250.54205322265625,0.0,-23.37,-177.3,-21.273250579833984,-167.50204467773438
-33.11011944,-64.24918333,408.09375,2020.0,-0.970063921851507,292.9140014648437,0.0,-2.38,-2.1,-3.0371756553649902,-14.412360191345215
46.95222563,7.439320571,542.53125,1986.0,-0.2884824328806098,270.1028137207031,4.848729804507457e-05,-11.0,-77.2,-13.359889030456543,-101.06221771240234
51.93,-10.25,33.068359,1980.0,-0.970063921851507,286.6293640136719,0.000149682367919,-5.57,-36.2,-5.187220573425293,-32.44527816772461
36.83,10.23,0.0,1977.0,0.741222010848596,296.5929260253906,0.0,0.3,-4.5,-2.3472468852996826,-8.706768989562988
45.46666667,13.61666667,0.5645752,2003.0,0.03442161162274574,278.73394775390625,0.0,-3.57,-23.78,-8.24079418182373,-58.08279037475586
45.37,-63.27,12.535156,1982.0,0.6994583270516471,272.5054016113281,4.434667062014341e-05,-12.3,-86.0,-12.725031852722168,-95.73201751708984
46.65772518,8.292706832,1061.3125,2006.0,-0.9587178169872964,284.7343139648437,0.0002205022174166,-12.25,-90.04,-9.863703727722168,-71.70858001708984
50.06166667,19.84861111,356.8125,1991.0,0.741222010848596,289.7830810546875,0.0001755660341586,-9.07,-58.4,-7.8652448654174805,-54.92971420288086
