Lat,Lon,Alt,Year,JulianDay_Sin,Temp,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,283.98486,-14.0,-111.2,-9.497322082519531,-72.23958587646484
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,296.2911,-9.7,-74.1,-9.303123474121094,-70.51412200927734
52.3,104.2833333,427.25,2011.0,-0.680773409477016,289.3462,-14.2,-101.4,-9.351673126220703,-70.94548797607422
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,285.0388,-13.1,-108.0,-10.22998046875,-78.7492904663086
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,270.80997,-17.3,-127.0,-14.82012939453125,-119.5329818725586
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,267.4311,-30.1,-224.1,-18.16564178466797,-149.25802612304688
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,245.5639,-27.3,-208.7,-19.710403442382812,-162.98330688476562
52.3,104.2833333,427.25,2012.0,0.2386727660059501,261.34137,-29.0,-218.7,-18.5628662109375,-152.78738403320312
52.3,104.2833333,427.25,2012.0,0.6994583270516471,252.67146,-26.4,-207.4,-18.430458068847656,-151.61093139648438
52.3,104.2833333,427.25,2012.0,0.2802306751992159,285.04517,-10.0,-91.8,-9.50173568725586,-72.27880096435547
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,288.55252,-13.0,-100.8,-9.342845916748047,-70.86705780029297
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,293.38803,-11.0,-87.1,-9.303123474121094,-70.51412200927734
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,282.70758,-15.0,-107.9,-10.680168151855469,-82.74922943115234
52.3,104.2833333,427.25,2012.0,-0.970063921851507,273.24136,-29.9,-225.5,-14.369941711425781,-115.53304290771484
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,259.9701,-22.3,-165.9,-18.501075744628906,-152.23837280273438
52.3,104.2833333,427.25,2013.0,0.2386727660059501,255.33873,-29.2,-226.2,-18.77471923828125,-154.66970825195312
52.3,104.2833333,427.25,2013.0,0.6994583270516471,262.44476,-30.7,-251.3,-17.57421875,-144.00320434570312
52.3,104.2833333,427.25,2013.0,0.9510565162951535,272.0206,-21.8,-169.2,-13.849136352539062,-110.9056625366211
52.3,104.2833333,427.25,2013.0,0.9760105506323683,273.59277,-12.6,-86.7,-13.12530517578125,-104.4743881225586
52.3,104.2833333,427.25,2013.0,0.741222010848596,290.72104,-12.8,-103.1,-9.537044525146484,-72.59252166748047
