Lat,Lon,Alt,Year,JulianDay_Sin,Temp,Precip,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,283.98486,0.0,-14.0,-111.2,-10.082003,-77.55289
52.3,104.2833333,427.25,2011,-0.2135209154397959,296.2911,2.2211607e-05,-9.7,-74.1,-7.7844863,-56.831486
52.3,104.2833333,427.25,2011,-0.680773409477016,289.3462,4.754567e-05,-14.2,-101.4,-8.4029255,-62.409214
52.3,104.2833333,427.25,2011,-0.9587178169872964,285.0388,0.0,-13.1,-108.0,-11.41501,-89.57535
52.3,104.2833333,427.25,2011,-0.9741004551724206,270.80997,0.0,-17.3,-127.0,-13.369661,-107.20444
52.3,104.2833333,427.25,2011,-0.7236440382959123,267.4311,0.0,-30.1,-224.1,-18.156954,-150.38126
52.3,104.2833333,427.25,2011,-0.2884824328806098,245.5639,0.0,-27.3,-208.7,-19.759127,-164.83133
52.3,104.2833333,427.25,2012,0.2386727660059501,261.34137,5.3495005e-06,-29.0,-218.7,-18.067232,-149.57205
52.3,104.2833333,427.25,2012,0.6994583270516471,252.67146,1.175598e-05,-26.4,-207.4,-21.668917,-182.05582
52.3,104.2833333,427.25,2012,0.2802306751992159,285.04517,2.3862134e-05,-10.0,-91.8,-9.832064,-75.298676
52.3,104.2833333,427.25,2012,-0.23030567023061196,288.55252,0.0,-13.0,-100.8,-9.11429,-68.82504
52.3,104.2833333,427.25,2012,-0.6932812268869771,293.38803,2.9586212e-05,-11.0,-87.1,-7.7203994,-56.253483
52.3,104.2833333,427.25,2012,-0.9634705485641486,282.70758,1.6699816e-05,-15.0,-107.9,-11.049715,-86.28073
52.3,104.2833333,427.25,2012,-0.970063921851507,273.24136,0.0,-29.9,-225.5,-12.6390705,-100.615204
52.3,104.2833333,427.25,2012,-0.7116566222817751,259.9701,0.0,-22.3,-165.9,-16.259981,-133.27237
52.3,104.2833333,427.25,2013,0.2386727660059501,255.33873,0.0,-29.2,-226.2,-16.426607,-134.77518
52.3,104.2833333,427.25,2013,0.6994583270516471,262.44476,0.0,-30.7,-251.3,-20.912691,-175.23538
52.3,104.2833333,427.25,2013,0.9510565162951535,272.0206,0.0,-21.8,-169.2,-16.003633,-130.96036
52.3,104.2833333,427.25,2013,0.9760105506323683,273.59277,0.0,-12.6,-86.7,-14.8821125,-120.84531
52.3,104.2833333,427.25,2013,0.741222010848596,290.72104,0.0,-12.8,-103.1,-9.146334,-69.114044
52.3,104.2833333,427.25,2013,0.29671281927349075,288.98105,0.0,-12.7,-99.7,-9.075838,-68.47824
52.3,104.2833333,427.25,2013,-0.2135209154397959,288.6188,0.0,-12.2,-103.6,-9.088655,-68.59384
52.3,104.2833333,427.25,2013,-0.680773409477016,291.16858,0.0,-10.9,-86.0,-8.040834,-59.143497
52.3,104.2833333,427.25,2013,-0.9587178169872964,282.2556,0.0,-15.7,-117.2,-10.966402,-85.52933
52.3,104.2833333,427.25,2013,-0.9741004551724206,270.29587,0.0,-16.3,-120.7,-13.27994,-106.39523
52.3,104.2833333,427.25,2014,-0.2884824328806098,266.30817,1.1362139e-05,-29.6,-230.5,-18.092867,-149.80325
52.3,104.2833333,427.25,2015,0.2386727660059501,254.0976,0.0,-27.6,-215.2,-16.721407,-137.43399
52.3,104.2833333,427.25,2015,0.6994583270516471,255.59766,0.0,-25.9,-211.2,-21.84836,-183.67422
52.3,104.2833333,427.25,2015,0.9510565162951535,264.8988,0.0,-21.7,-175.3,-19.143892,-159.2825
52.3,104.2833333,427.25,2015,0.9760105506323683,274.89346,0.0,-15.3,-112.3,-13.946444,-112.40646
52.3,104.2833333,427.25,2015,0.741222010848596,284.80615,0.0,-10.7,-84.6,-9.626986,-73.449066
52.3,104.2833333,427.25,2015,0.29671281927349075,289.6717,0.0,-14.3,-107.2,-9.037386,-68.13144
52.3,104.2833333,427.25,2015,-0.2135209154397959,292.13568,0.00010476876,-9.4,-61.8,-8.108126,-59.7504
52.3,104.2833333,427.25,2015,-0.680773409477016,286.79733,5.4737215e-05,-12.1,-85.6,-8.806673,-66.05063
52.3,104.2833333,427.25,2015,-0.9587178169872964,279.96805,0.0,-16.3,-127.3,-10.722872,-83.33292
52.3,104.2833333,427.25,2015,-0.9741004551724206,278.67822,0.0,-20.7,-158.7,-10.812593,-84.14212
52.3,104.2833333,427.25,2015,-0.7236440382959123,271.8202,0.0,-21.3,-169.8,-17.97751,-148.76285
52.3,104.2833333,427.25,2015,-0.2884824328806098,261.45505,0.0,-25.5,-201.8,-16.41379,-134.65958
52.3,104.2833333,427.25,2016,0.2386727660059501,237.81444,0.0,-33.8,-269.6,-24.578463,-208.29715
52.3,104.2833333,427.25,2016,0.6994583270516471,256.34158,0.0,-26.1,-209.1,-21.720186,-182.51822
52.3,104.2833333,427.25,2016,0.9562348265919056,273.4593,0.0,-26.0,-202.9,-15.13846,-123.15732
52.3,104.2833333,427.25,2016,0.9721181966290613,276.23322,0.0,-12.5,-102.1,-12.927462,-103.21622
52.3,104.2833333,427.25,2016,0.7295575540864875,285.2303,0.0,-16.4,-124.2,-9.550081,-72.75546
52.3,104.2833333,427.25,2016,0.2802306751992159,295.30023,0.0,-12.4,-103.6,-8.034426,-59.085697
52.3,104.2833333,427.25,2016,-0.23030567023061196,295.5241,0.0,-10.9,-82.7,-7.7940993,-56.918186
52.3,104.2833333,427.25,2016,-0.6932812268869771,291.53262,0.0,-12.1,-89.8,-7.7940993,-56.918186
52.3,104.2833333,427.25,2016,-0.9634705485641486,281.7547,6.515779e-05,-14.6,-109.1,-10.83182,-84.31552
52.3,104.2833333,427.25,2016,-0.970063921851507,278.09888,3.4144956e-05,-27.5,-202.8,-10.83182,-84.31552
52.3,104.2833333,427.25,2016,-0.7116566222817751,266.15433,0.0,-27.8,-210.5,-18.938814,-157.43289
52.3,104.2833333,427.25,2016,-0.27195815753410524,254.54556,4.3128384e-06,-26.4,-201.1,-16.272799,-133.38797
52.3,104.2833333,427.25,2012,-0.27195815753410524,256.0939,0.0,-35.1,-262.7,-16.054903,-131.42276
52.3,104.2833333,427.25,2017,0.9510565162951535,260.47137,0.0,-17.6,-126.8,-19.425875,-161.82571
52.3,104.2833333,427.25,2017,0.9760105506323683,270.12485,0.0,-20.9,-152.0,-17.105928,-140.90201
52.3,104.2833333,427.25,2017,0.2386727660059501,256.59677,0.0,-30.3,-230.6,-16.042086,-131.30716
52.3,104.2833333,427.25,2017,0.6994583270516471,260.36813,0.0,-25.9,-194.9,-21.040865,-176.39139
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,274.69434,0.0,-11.9,-88.50962751,-10.447298,-80.8475
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,276.20032,0.0,-9.88,-66.74413536,-10.5626545,-81.88791
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,279.2048,0.0,-9.69,-71.5587575,-8.768221,-65.70383
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,284.02167,0.0001690366,-6.1,-40.66799847,-8.659273,-64.72122
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,288.99155,3.2743297e-05,-7.01,-50.25006643,-7.095552,-50.617954
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,283.889,0.00010311205,-7.21,-53.83051048,-6.4354568,-44.664524
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,294.9553,0.00014510812,-5.49,-34.72560691,-5.8106093,-39.028996
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,292.1178,0.0,-4.8,-31.50057387,-5.861879,-39.491398
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,289.50723,0.0,-4.92,-31.38678091,-6.8968825,-48.826145
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,282.97815,7.0730985e-06,-10.75,-76.42100974,-7.6082473,-55.241978
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,282.98523,0.0,-10.49,-75.39648751,-9.844881,-75.414276
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,279.3189,3.385527e-05,-13.22,-98.71358212,-10.363985,-80.0961
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,279.46838,0.00014786229,-6.66,-42.77138547,-9.928194,-76.16568
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,280.56467,3.187112e-05,-15.78,-115.1328526,-8.912416,-67.00433
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,280.88824,3.2876374e-05,-8.02,-59.70485452,-8.867556,-66.59973
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,288.3,0.0,-8.51,-58.19910378,-9.0149555,-67.92914
47.54260867,7.58371693,304.73438,2005,0.741222010848596,293.8865,0.0,-6.95,-48.05079866,-7.169252,-51.282658
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,293.25107,0.0,-5.24,-32.64544918,-5.9051375,-39.88155
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,290.88892,0.0,-5.67,-37.45673818,-5.714479,-38.16199
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,295.45166,0.0,-6.33,-43.03745941,-5.7080703,-38.10419
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,284.0055,8.993772e-05,-9.610421834,-68.63931346,-7.6018386,-55.184177
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,294.28342,0.0,-6.38,-42.73606861,-6.7494826,-47.49674
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,278.78088,4.1183062e-05,-14.2,-103.3116898,-9.819246,-75.183075
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,278.93994,8.7477296e-05,-10.79,-78.0619552,-10.287081,-79.4025
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,278.52188,7.0151014e-05,-10.39,-75.03694923,-10.203768,-78.65109
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,275.58633,3.0768017e-05,-11.52,-90.29273588,-10.857454,-84.54672
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,285.73444,4.9994796e-05,-11.23849183,-82.68571664,-8.84833,-66.42633
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,281.24936,0.0,-10.61,-76.08191291,-8.889986,-66.80203
47.54260867,7.58371693,304.73438,2006,0.741222010848596,288.51483,0.00013877166,-8.47,-60.27743553,-7.3871474,-53.247868
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,291.37796,7.102581e-05,-4.08,-26.00399436,-5.9499984,-40.28615
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,285.97202,5.6691508e-05,-3.64,-26.43863597,-5.817018,-39.086796
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,292.36548,3.7045822e-05,-8.43,-60.3623681,-5.789781,-38.841145
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,292.78403,7.760747e-05,-7.78,-53.80678357,-6.8327956,-48.248142
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,285.12756,0.00011052796,-6.51,-49.6066388,-7.5249343,-54.490574
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,278.76965,0.0,-9.18,-67.40884533,-9.723116,-74.31607
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,273.5797,0.0,-11.11,-83.72738599,-10.690828,-83.043915
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,273.4394,0.0,-12.87,-93.4449454,-11.280428,-88.36154
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,278.91876,1.2150103e-05,-9.46,-71.36453487,-10.626741,-82.46591
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,281.7634,2.0590902e-05,-12.11,-89.32212676,-8.752199,-65.559326
47.54260867,7.58371693,304.73438,2007,0.741222010848596,284.9263,3.0439389e-05,-7.87,-56.86635214,-7.3679214,-53.074467
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,290.7206,0.0,-6.28,-44.71481808,-5.909944,-39.9249
47.54260867,7.58371693,304.73438,2007,-0.2135209154397959,294.66248,0.0,-6.05,-43.8169477,-5.7096725,-38.11864
47.54260867,7.58371693,304.73438,2007,-0.680773409477016,287.81866,0.0,-6.87,-44.13363048,-5.8202224,-39.115696
47.54260867,7.58371693,304.73438,2007,-0.9587178169872964,290.62912,0.0,-6.87,-44.13363048,-6.7302566,-47.323338
47.54260867,7.58371693,304.73438,2007,-0.9741004551724206,282.2629,0.0,-8.99,-60.35032291,-7.752443,-56.542484
47.54260867,7.58371693,304.73438,2007,-0.7236440382959123,276.48398,5.4964064e-05,-10.78,-79.00926983,-9.306551,-70.55905
47.54260867,7.58371693,304.73438,2007,-0.2884824328806098,270.57297,0.0,-8.37,-57.9994607,-10.472933,-81.078705
47.54260867,7.58371693,304.73438,2008,0.2386727660059501,274.82385,0.0,-10.4,-82.10126519,-10.78055,-83.85312
47.54260867,7.58371693,304.73438,2008,0.6994583270516471,274.47092,0.0,-8.5,-62.00643014,-11.0817585,-86.56973
47.54260867,7.58371693,304.73438,2008,0.9562348265919056,277.44467,7.351558e-05,-7.88,-58.24612426,-8.886782,-66.77313
47.54260867,7.58371693,304.73438,2008,0.9721181966290613,279.4423,0.0,-10.73,-81.57874164,-8.845125,-66.39743
47.54260867,7.58371693,304.73438,2008,0.7295575540864875,283.20355,8.474604e-05,-6.26,-47.19478668,-7.8870254,-57.75629
47.54260867,7.58371693,304.73438,2008,0.2802306751992159,285.68536,0.0,-6.51,-47.19496585,-6.092592,-41.57221
47.54260867,7.58371693,304.73438,2008,-0.23030567023061196,292.66156,3.541625e-05,-4.36,-26.28930766,-5.8138137,-39.057896
47.54260867,7.58371693,304.73438,2008,-0.6932812268869771,291.2346,7.561996e-05,-4.6,-29.45637813,-5.8779006,-39.6359
47.54260867,7.58371693,304.73438,2008,-0.9634705485641486,287.47824,0.0,-8.79,-61.24115279,-6.948152,-49.288548
47.54260867,7.58371693,304.73438,2008,-0.970063921851507,281.09518,0.0,-12.8,-91.96888229,-7.9607253,-58.420994
47.54260867,7.58371693,304.73438,2008,-0.7116566222817751,283.60846,0.0001147301,-12.09,-89.88374997,-8.979708,-67.61124
47.54260867,7.58371693,304.73438,2008,-0.27195815753410524,281.56534,2.1500717e-05,-17.57,-134.4502205,-9.921785,-76.10788
47.54260867,7.58371693,304.73438,2009,0.2386727660059501,273.00406,0.0,-10.26,-78.8,-11.184298,-87.49454
47.54260867,7.58371693,304.73438,2009,0.6994583270516471,274.93643,6.977101e-05,-13.21,-99.3,-10.979219,-85.64493
47.54260867,7.58371693,304.73438,2009,0.9510565162951535,279.04745,0.0,-11.63,-84.9,-8.84833,-66.42633
47.54260867,7.58371693,304.73438,2009,0.9760105506323683,282.61984,0.0,-6.23,-47.0,-8.873964,-66.65753
47.54260867,7.58371693,304.73438,2009,0.741222010848596,285.68463,2.9940291e-05,-4.26,-27.1,-7.355104,-52.958866
47.54260867,7.58371693,304.73438,2009,0.29671281927349075,292.5345,8.838454e-05,-5.9,-44.9,-6.0637527,-41.312107
47.54260867,7.58371693,304.73438,2009,-0.2135209154397959,294.64438,0.0,-4.42,-25.9,-5.7481246,-38.465443
47.54260867,7.58371693,304.73438,2009,-0.680773409477016,290.16885,0.0001388321,-6.51,-44.1,-5.9692245,-40.459553
47.54260867,7.58371693,304.73438,2009,-0.9587178169872964,293.65814,0.0,-5.48,-34.6,-6.364961,-44.02872
47.54260867,7.58371693,304.73438,2009,-0.9741004551724206,280.7311,7.531765e-05,-7.89,-55.9,-8.329226,-61.74451
47.54260867,7.58371693,304.73438,2009,-0.7236440382959123,277.01514,5.270402e-05,-13.82,-102.4,-10.261446,-79.171295
47.54260867,7.58371693,304.73438,2009,-0.2884824328806098,276.80103,0.00015930833,-12.32,-90.3,-10.979219,-85.64493
47.54260867,7.58371693,304.73438,2010,0.2386727660059501,269.0238,0.0,-15.69,-117.4,-10.761324,-83.67972
47.54260867,7.58371693,304.73438,2010,0.6994583270516471,279.15158,8.406297e-06,-12.81,-99.3,-10.569063,-81.94571
47.54260867,7.58371693,304.73438,2010,0.9510565162951535,271.09546,3.4507124e-05,-12.5,-93.0,-9.896151,-75.87668
47.54260867,7.58371693,304.73438,2010,0.9760105506323683,281.8738,0.0,-8.52,-58.8,-8.902803,-66.91763
47.54260867,7.58371693,304.73438,2010,0.741222010848596,286.53043,7.359458e-05,-8.21,-58.2,-7.419191,-53.53687
47.54260867,7.58371693,304.73438,2010,0.29671281927349075,293.40024,6.482423e-05,-8.71,-61.9,-6.0605483,-41.283207
47.54260867,7.58371693,304.73438,2010,-0.2135209154397959,289.93668,2.9140785e-05,-5.8,-40.2,-5.882707,-39.67925
