Lat,Lon,Alt,Year,JulianDay_Sin,Precip,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,-14.0,-111.2,-23.700782775878906,-187.19497680664062
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,2.2211607e-05,-9.7,-74.1,-13.991073608398438,-103.47555541992188
52.3,104.2833333,427.25,2011.0,-0.680773409477016,4.754567e-05,-14.2,-101.4,-16.2943115234375,-122.38858032226562
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,-13.1,-108.0,-12.443073272705078,-91.89404296875
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,-17.3,-127.0,-12.73585319519043,-94.38862609863281
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,-30.1,-224.1,-18.45293426513672,-142.25863647460938
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,-27.3,-208.7,-16.90496826171875,-127.40298461914062
52.3,104.2833333,427.25,2012.0,0.2386727660059501,5.3495005e-06,-29.0,-218.7,-24.309284210205078,-192.3037109375
52.3,104.2833333,427.25,2012.0,0.6994583270516471,1.175598e-05,-26.4,-207.4,-21.351398468017578,-165.46160888671875
52.3,104.2833333,427.25,2012.0,0.2802306751992159,2.3862134e-05,-10.0,-91.8,-21.827835083007812,-171.54000854492188
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,-13.0,-100.8,-15.404876708984375,-115.08499145507812
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,2.9586212e-05,-11.0,-87.1,-15.8695068359375,-118.90029907226562
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,1.6699816e-05,-15.0,-107.9,-11.672000885009766,-85.4527587890625
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,-29.9,-225.5,-12.555130004882812,-92.8302001953125
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,-22.3,-165.9,-17.833538055419922,-136.522705078125
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,-29.2,-226.2,-24.874637603759766,-197.112548828125
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,-30.7,-251.3,-21.667951583862305,-168.06898498535156
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,-21.8,-169.2,-22.44472885131836,-173.61007690429688
52.3,104.2833333,427.25,2013.0,0.9760105506323683,0.0,-12.6,-86.7,-22.588382720947266,-174.86370849609375
52.3,104.2833333,427.25,2013.0,0.741222010848596,0.0,-12.8,-103.1,-21.88081932067871,-169.45765686035156
52.3,104.2833333,427.25,2013.0,0.29671281927349075,0.0,-12.7,-99.7,-23.28887939453125,-183.57577514648438
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,0.0,-12.2,-103.6,-13.911422729492188,-102.82150268554688
52.3,104.2833333,427.25,2013.0,-0.680773409477016,0.0,-10.9,-86.0,-15.78985595703125,-118.24624633789062
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,0.0,-15.7,-117.2,-12.43878173828125,-91.810791015625
52.3,104.2833333,427.25,2013.0,-0.9741004551724206,0.0,-16.3,-120.7,-12.62155532836914,-93.3780517578125
52.3,104.2833333,427.25,2014.0,-0.2884824328806098,1.1362139e-05,-29.6,-230.5,-16.02880859375,-120.20840454101562
52.3,104.2833333,427.25,2015.0,0.2386727660059501,0.0,-27.6,-215.2,-24.623577117919922,-195.10858154296875
52.3,104.2833333,427.25,2015.0,0.6994583270516471,0.0,-25.9,-211.2,-22.38932991027832,-173.5604705810547
52.3,104.2833333,427.25,2015.0,0.9510565162951535,0.0,-21.7,-175.3,-22.970190048217773,-178.00611877441406
52.3,104.2833333,427.25,2015.0,0.9760105506323683,0.0,-15.3,-112.3,-23.161548614501953,-179.68548583984375
52.3,104.2833333,427.25,2015.0,0.741222010848596,0.0,-10.7,-84.6,-22.411556243896484,-173.47491455078125
52.3,104.2833333,427.25,2015.0,0.29671281927349075,0.0,-14.3,-107.2,-23.024356842041016,-181.34283447265625
52.3,104.2833333,427.25,2015.0,-0.2135209154397959,0.00010476876,-9.4,-61.8,-12.099365234375,-87.94180297851562
52.3,104.2833333,427.25,2015.0,-0.680773409477016,5.4737215e-05,-12.1,-85.6,-13.40032958984375,-98.62466430664062
52.3,104.2833333,427.25,2015.0,-0.9587178169872964,0.0,-16.3,-127.3,-12.506965637207031,-92.35067749023438
52.3,104.2833333,427.25,2015.0,-0.9741004551724206,0.0,-20.7,-158.7,-12.549619674682617,-92.73133850097656
52.3,104.2833333,427.25,2015.0,-0.7236440382959123,0.0,-21.3,-169.8,-19.048728942871094,-147.50949096679688
52.3,104.2833333,427.25,2015.0,-0.2884824328806098,0.0,-25.5,-201.8,-16.91529083251953,-127.65599060058594
52.3,104.2833333,427.25,2016.0,0.2386727660059501,0.0,-33.8,-269.6,-24.473838806152344,-193.91421508789062
52.3,104.2833333,427.25,2016.0,0.6994583270516471,0.0,-26.1,-209.1,-22.627071380615234,-175.39825439453125
52.3,104.2833333,427.25,2016.0,0.9562348265919056,0.0,-26.0,-202.9,-23.1649169921875,-179.71554565429688
52.3,104.2833333,427.25,2016.0,0.9721181966290613,0.0,-12.5,-102.1,-23.32147979736328,-181.08438110351562
52.3,104.2833333,427.25,2016.0,0.7295575540864875,0.0,-16.4,-124.2,-22.664905548095703,-175.55609130859375
52.3,104.2833333,427.25,2016.0,0.2802306751992159,0.0,-12.4,-103.6,-22.413131713867188,-176.07730102539062
52.3,104.2833333,427.25,2016.0,-0.23030567023061196,0.0,-10.9,-82.7,-12.404693603515625,-90.44900512695312
52.3,104.2833333,427.25,2016.0,-0.6932812268869771,0.0,-12.1,-89.8,-13.40032958984375,-98.62466430664062
52.3,104.2833333,427.25,2016.0,-0.9634705485641486,6.515779e-05,-14.6,-109.1,-11.81104564666748,-86.2772445678711
52.3,104.2833333,427.25,2016.0,-0.970063921851507,3.4144956e-05,-27.5,-202.8,-11.41010856628418,-82.96174621582031
52.3,104.2833333,427.25,2016.0,-0.7116566222817751,0.0,-27.8,-210.5,-17.35350799560547,-132.25765991210938
52.3,104.2833333,427.25,2016.0,-0.27195815753410524,4.3128384e-06,-26.4,-201.1,-16.734485626220703,-127.471435546875
52.3,104.2833333,427.25,2012.0,-0.27195815753410524,0.0,-35.1,-262.7,-16.858505249023438,-127.02145385742188
52.3,104.2833333,427.25,2017.0,0.9510565162951535,0.0,-17.6,-126.8,-23.308788299560547,-181.00897216796875
52.3,104.2833333,427.25,2017.0,0.9760105506323683,0.0,-20.9,-152.0,-23.553831100463867,-183.15797424316406
52.3,104.2833333,427.25,2017.0,0.2386727660059501,0.0,-30.3,-230.6,-24.248550415039062,-192.08346557617188
52.3,104.2833333,427.25,2017.0,0.6994583270516471,0.0,-25.9,-194.9,-22.91649055480957,-177.75401306152344
47.54260867,7.58371693,304.73438,2004.0,0.2386727660059501,0.0,-11.9,-88.50962751,-10.768396377563477,-78.26167297363281
47.54260867,7.58371693,304.73438,2004.0,0.6994583270516471,0.0,-9.88,-66.74413536,-10.35281753540039,-75.07758331298828
47.54260867,7.58371693,304.73438,2004.0,0.9562348265919056,0.0,-9.69,-71.5587575,-9.186330795288086,-64.63719177246094
47.54260867,7.58371693,304.73438,2004.0,0.9721181966290613,0.0001690366,-6.1,-40.66799847,-8.696352005004883,-60.18162536621094
47.54260867,7.58371693,304.73438,2004.0,0.7295575540864875,3.2743297e-05,-7.01,-50.25006643,-7.65385103225708,-51.4374885559082
47.54260867,7.58371693,304.73438,2004.0,0.2802306751992159,0.00010311205,-7.21,-53.83051048,-6.884945869445801,-46.486351013183594
