Date,Lat,Lon,O18,H2,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,Temperature,Precipitation,Alt
1980-01-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.7,-0.75,256.44244,6.3207415e-05,427.25
1980-01-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.7,-0.75,270.38358,0.0,304.73438
1980-01-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.7,-0.75,281.18393,0.0,2246.375
1980-01-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.7,-0.75,239.2081,0.0,0.0
1980-01-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.7,-0.75,299.0029,0.0,0.0
1980-01-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,0.7,-0.75,297.25803,0.00017963421,490.46875
1980-01-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.7,-0.75,,,11.128906
1980-01-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.7,-0.75,252.48723,0.0,427.09375
1980-01-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.7,-0.75,277.194,0.0,3735.25
1980-01-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,0.7,-0.75,291.13696,0.0,1782.5
1980-01-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.7,-0.75,296.59473,0.0,0.0
1980-02-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.5,0.05,262.05746,5.282245e-05,427.25
1980-02-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.5,0.05,278.2163,0.00011638496,304.73438
1980-02-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.5,0.05,285.15924,0.0,2246.375
1980-02-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.5,0.05,237.44687,0.0,0.0
