Date,Lat,Lon,O18,H2,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,Temperature,Precipitation,Alt
2020-01-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.3,1.34,260.98978,0.0,427.25
2020-01-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.3,1.34,273.62463,2.6919028e-05,304.73438
2020-01-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.3,1.34,285.49847,0.0,2246.375
2020-01-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.3,1.34,248.43533,0.0,0.0
2020-01-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.3,1.34,299.6743,0.0,0.0
2020-01-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,0.3,1.34,299.37173,4.4279037e-05,490.46875
2020-01-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.3,1.34,,,11.128906
2020-01-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.3,1.34,261.71832,0.0,427.09375
2020-01-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.3,1.34,273.60718,0.0,3735.25
2020-01-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,0.3,1.34,292.91803,0.0,1782.5
2020-01-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.3,1.34,299.01212,0.0,0.0
2020-02-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,-0.1,1.26,256.8369,0.0,427.25
2020-02-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,-0.1,1.26,276.9424,1.8446854e-05,304.73438
2020-02-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,-0.1,1.26,286.74115,0.0,2246.375
2020-02-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,-0.1,1.26,237.88344,0.0,0.0
2020-02-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,-0.1,1.26,300.196,1.3538602e-05,0.0
2020-02-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,-0.1,1.26,299.00858,1.51222175e-05,490.46875
2020-02-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,-0.1,1.26,,,11.128906
2020-02-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,-0.1,1.26,262.96768,1.0692536e-05,427.09375
2020-02-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,-0.1,1.26,278.72403,0.0,3735.25
2020-02-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,-0.1,1.26,292.23572,0.0,1782.5
2020-02-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,-0.1,1.26,300.8858,0.0,0.0
2020-03-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,-0.2,1.01,270.1056,0.0,427.25
2020-03-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,-0.2,1.01,277.16116,3.7312122e-05,304.73438
2020-03-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,-0.2,1.01,284.18484,0.0,2246.375
2020-03-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,-0.2,1.01,253.70914,6.2286867e-06,0.0
2020-03-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,-0.2,1.01,299.79785,8.5987565e-05,0.0
2020-03-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,-0.2,1.01,294.53482,9.3792034e-05,490.46875
2020-03-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,-0.2,1.01,,,11.128906
2020-03-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,-0.2,1.01,276.4644,0.0,427.09375
2020-03-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,-0.2,1.01,281.50342,0.0,3735.25
2020-03-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,-0.2,1.01,294.3527,0.0,1782.5
2020-03-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,-0.2,1.01,302.1425,6.402789e-06,0.0
2020-04-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.3,-1.02,281.29465,0.0,427.25
2020-04-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.3,-1.02,284.31482,0.0,304.73438
2020-04-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.3,-1.02,298.45013,0.0,2246.375
2020-04-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.3,-1.02,248.54977,0.0,0.0
2020-04-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.3,-1.02,300.13342,6.948215e-05,0.0
2020-04-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,0.3,-1.02,300.14798,0.0,490.46875
2020-04-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.3,-1.02,,,11.128906
2020-04-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.3,-1.02,274.27832,4.3114414e-05,427.09375
2020-04-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.3,-1.02,286.50653,0.0,3735.25
2020-04-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,0.3,-1.02,292.6895,9.916264e-05,1782.5
2020-04-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.3,-1.02,303.6676,0.0,0.0
2020-05-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.7,-0.41,283.41922,0.0,427.25
2020-05-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.7,-0.41,287.2566,1.4533639e-05,304.73438
2020-05-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.7,-0.41,297.43774,0.0,2246.375
2020-05-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.7,-0.41,262.61667,0.0,0.0
2020-05-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.7,-0.41,299.30145,0.00014653864,0.0
2020-05-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,0.7,-0.41,296.24298,0.0,490.46875
2020-05-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.7,-0.41,,,11.128906
2020-05-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.7,-0.41,275.72473,0.0,427.09375
2020-05-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.7,-0.41,287.3705,7.974557e-06,3735.25
2020-05-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,0.7,-0.41,292.77335,3.2020806e-05,1782.5
2020-05-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.7,-0.41,304.6414,0.0,0.0
2020-06-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,-0.6,-0.15,285.04977,1.6654247e-05,427.25
2020-06-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,-0.6,-0.15,285.7634,4.0615418e-05,304.73438
2020-06-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,-0.6,-0.15,301.41666,0.0,2246.375
2020-06-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,-0.6,-0.15,269.5857,0.0,0.0
2020-06-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,-0.6,-0.15,295.99667,0.00050631043,0.0
2020-06-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,-0.6,-0.15,291.2355,8.801331e-05,490.46875
2020-06-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,-0.6,-0.15,,,11.128906
2020-06-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,-0.6,-0.15,293.65527,1.5214022e-05,427.09375
2020-06-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,-0.6,-0.15,289.58618,4.051405e-05,3735.25
2020-06-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,-0.6,-0.15,295.83987,4.272869e-06,1782.5
2020-06-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,-0.6,-0.15,301.35193,8.689388e-05,0.0
2020-07-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.7,-1.23,295.16376,0.0,427.25
2020-07-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.7,-1.23,292.6996,6.770547e-05,304.73438
2020-07-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.7,-1.23,300.7512,0.0,2246.375
2020-07-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.7,-1.23,284.7451,0.0,0.0
2020-07-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.7,-1.23,297.08878,0.0,0.0
2020-07-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,0.7,-1.23,294.5253,0.0,490.46875
2020-07-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.7,-1.23,,,11.128906
2020-07-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.7,-1.23,294.93668,0.0,427.09375
2020-07-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.7,-1.23,295.1862,0.00013895278,3735.25
2020-07-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,0.7,-1.23,293.89328,0.0,1782.5
2020-07-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.7,-1.23,301.25427,0.00015802578,0.0
2020-08-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,1.8,0.12,282.55533,2.3621915e-05,427.25
2020-08-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,1.8,0.12,293.22806,0.0,304.73438
2020-08-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,1.8,0.12,299.26688,0.0,2246.375
2020-08-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,1.8,0.12,281.18274,0.0,0.0
2020-08-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,1.8,0.12,298.4802,0.0,0.0
2020-08-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,1.8,0.12,294.52277,0.0,490.46875
2020-08-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,1.8,0.12,,,11.128906
2020-08-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,1.8,0.12,292.64984,0.00016705671,427.09375
2020-08-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,1.8,0.12,290.92886,0.00010355801,3735.25
2020-08-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,1.8,0.12,296.38937,9.047702e-05,1782.5
2020-08-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,1.8,0.12,301.25638,3.5894976e-05,0.0
2020-09-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,1.5,0.98,285.20355,9.691433e-06,427.25
2020-09-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,1.5,0.98,288.76733,0.0,304.73438
2020-09-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,1.5,0.98,299.4766,0.0,2246.375
2020-09-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,1.5,0.98,274.7091,5.4006887e-05,0.0
2020-09-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,1.5,0.98,297.23712,2.6640828e-05,0.0
2020-09-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,1.5,0.98,300.18375,0.0,490.46875
2020-09-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,1.5,0.98,,,11.128906
2020-09-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,1.5,0.98,279.32764,0.0,427.09375
2020-09-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,1.5,0.98,291.02255,0.0,3735.25
2020-09-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,1.5,0.98,295.8543,3.1422023e-05,1782.5
2020-09-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,1.5,0.98,300.57333,2.4729554e-05,0.0
2020-10-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.8,-0.65,274.46,5.0632825e-05,427.25
2020-10-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.8,-0.65,286.79373,1.7328746e-05,304.73438
2020-10-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.8,-0.65,295.7395,0.0,2246.375
2020-10-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.8,-0.65,270.5758,5.1549637e-06,0.0
2020-10-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.8,-0.65,298.63068,4.466374e-06,0.0
2020-10-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,0.8,-0.65,303.5882,1.3024548e-05,490.46875
2020-10-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.8,-0.65,,,11.128906
2020-10-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.8,-0.65,282.21298,4.811384e-05,427.09375
2020-10-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.8,-0.65,287.78998,1.6907989e-05,3735.25
2020-10-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,0.8,-0.65,293.8713,0.0,1782.5
2020-10-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.8,-0.65,302.01248,0.0,0.0
2020-11-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,1.1,2.54,260.65076,0.0,427.25
2020-11-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,1.1,2.54,276.53613,0.0,304.73438
2020-11-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,1.1,2.54,287.87497,0.0,2246.375
2020-11-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,1.1,2.54,249.46623,4.511391e-05,0.0
2020-11-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,1.1,2.54,298.18802,8.382768e-05,0.0
2020-11-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,1.1,2.54,297.25162,0.0,490.46875
2020-11-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,1.1,2.54,,,11.128906
2020-11-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,1.1,2.54,278.39053,0.0,427.09375
2020-11-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,1.1,2.54,279.29025,0.0,3735.25
2020-11-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,1.1,2.54,296.02646,0.0,1782.5
