Date,Lat,Lon,O18,H2,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,Temperature,Precipitation,Alt
2000-01-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,1.1,0.6,260.08392,0.0,427.25
2000-01-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,1.1,0.6,277.0807,0.0,304.73438
2000-01-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,1.1,0.6,281.05408,0.0,2246.375
2000-01-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,1.1,0.6,249.39452,0.0,0.0
2000-01-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,1.1,0.6,298.03595,7.612433e-05,0.0
2000-01-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,1.1,0.6,295.21115,9.0760725e-05,490.46875
2000-01-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,1.1,0.6,,,11.128906
2000-01-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,1.1,0.6,261.08627,2.0728508e-05,427.09375
2000-01-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,1.1,0.6,273.89902,0.0,3735.25
2000-01-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,1.1,0.6,290.41214,0.0,1782.5
2000-01-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,1.1,0.6,296.80423,0.0,0.0
2000-02-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,2.7,1.7,259.91962,6.8042773e-06,427.25
2000-02-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,2.7,1.7,268.8981,0.0,304.73438
2000-02-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,2.7,1.7,283.34103,0.0,2246.375
2000-02-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,2.7,1.7,238.47069,0.0,0.0
2000-02-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,2.7,1.7,300.09894,1.9768762e-05,0.0
2000-02-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,2.7,1.7,296.94504,0.00018733669,490.46875
2000-02-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,2.7,1.7,,,11.128906
2000-02-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,2.7,1.7,270.4062,0.0,427.09375
2000-02-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,2.7,1.7,277.04733,0.0,3735.25
2000-02-15 00:00:00+00:00,12.54194444,39.76972222,,,0,1,0,0,0,2.7,1.7,292.60687,0.0,1782.5
2000-02-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,2.7,1.7,299.1603,0.0,0.0
2000-03-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,2.2,0.77,260.7584,0.0,427.25
2000-03-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,2.2,0.77,279.29398,5.4533226e-05,304.73438
2000-03-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,2.2,0.77,285.69778,0.0,2246.375
2000-03-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,2.2,0.77,236.27382,0.0,0.0
2000-03-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,2.2,0.77,298.0152,0.00016909564,0.0
2000-03-15 00:00:00+00:00,-22.66416667,-48.06,,,1,0,0,0,0,2.2,0.77,299.39398,0.0,490.46875
2000-03-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,2.2,0.77,,,11.128906
2000-03-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,2.2,0.77,271.71844,0.0,427.09375
2000-03-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,2.2,0.77,280.66,0.0,3735.25
