Date,Lat,Lon,O18,H2,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,Temperature,Precipitation,Alt
1960-01-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.2,-1.29,247.97194,0.0,427.25
1960-01-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.2,-1.29,274.1672,0.0,304.73438
1960-01-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.2,-1.29,278.51965,0.0,2246.375
1960-01-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.2,-1.29,242.83832,0.0,0.0
1960-01-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.2,-1.29,298.46426,1.7642758e-05,0.0
1960-01-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,0.2,-1.29,296.47153,0.00017141184,490.46875
1960-01-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.2,-1.29,,,11.128906
1960-01-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.2,-1.29,245.97557,9.670268e-06,427.09375
1960-01-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.2,-1.29,274.58514,0.0,3735.25
1960-01-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,0.2,-1.29,288.66965,0.0,1782.5
1960-01-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.2,-1.29,294.6011,0.0,0.0
1960-02-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.2,-1.89,268.2879,0.0,427.25
1960-02-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.2,-1.89,275.1952,0.0,304.73438
1960-02-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.2,-1.89,287.61224,0.0,2246.375
1960-02-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.2,-1.89,243.57881,0.0,0.0
1960-02-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.2,-1.89,299.12698,2.8264263e-05,0.0
1960-02-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,0.2,-1.89,297.09805,4.358417e-05,490.46875
1960-02-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.2,-1.89,,,11.128906
1960-02-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.2,-1.89,251.20265,0.0,427.09375
1960-02-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.2,-1.89,275.54666,0.0,3735.25
1960-02-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,0.2,-1.89,291.55978,0.0,1782.5
1960-02-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.2,-1.89,299.21024,0.0,0.0
1960-03-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,1.7,-0.5,268.2093,0.0,427.25
1960-03-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,1.7,-0.5,283.07132,0.0,304.73438
1960-03-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,1.7,-0.5,285.0952,0.0,2246.375
1960-03-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,1.7,-0.5,235.57524,0.0,0.0
1960-03-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,1.7,-0.5,299.15448,5.0375256e-05,0.0
1960-03-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,1.7,-0.5,297.01422,0.000105388586,490.46875
1960-03-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,1.7,-0.5,,,11.128906
1960-03-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,1.7,-0.5,261.99738,0.0,427.09375
1960-03-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,1.7,-0.5,280.90054,0.0,3735.25
1960-03-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,1.7,-0.5,293.12704,0.0,1782.5
1960-03-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,1.7,-0.5,302.26328,0.0,0.0
1960-04-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,1.3,1.36,267.11975,0.0,427.25
1960-04-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,1.3,1.36,274.34412,0.0,304.73438
1960-04-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,1.3,1.36,292.07184,0.0,2246.375
1960-04-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,1.3,1.36,254.78355,0.0,0.0
1960-04-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,1.3,1.36,299.7511,0.0,0.0
1960-04-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,1.3,1.36,294.8728,2.7066844e-05,490.46875
1960-04-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,1.3,1.36,,,11.128906
1960-04-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,1.3,1.36,280.26825,0.0,427.09375
1960-04-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,1.3,1.36,282.18036,0.0,3735.25
1960-04-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,1.3,1.36,292.21716,0.0,1782.5
1960-04-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,1.3,1.36,299.75473,0.0,0.0
1960-05-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.9,0.45,283.819,0.0,427.25
1960-05-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.9,0.45,280.33664,0.0,304.73438
1960-05-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.9,0.45,295.02786,0.0,2246.375
1960-05-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.9,0.45,260.91415,5.9760437e-06,0.0
1960-05-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.9,0.45,297.19226,8.7807166e-05,0.0
1960-05-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,0.9,0.45,294.72748,0.0,490.46875
1960-05-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.9,0.45,,,11.128906
1960-05-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.9,0.45,283.86786,0.0,427.09375
1960-05-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.9,0.45,283.37552,0.0,3735.25
1960-05-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,0.9,0.45,295.726,0.0,1782.5
1960-05-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.9,0.45,303.509,0.0,0.0
1960-06-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.2,-0.21,285.53375,0.0,427.25
1960-06-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.2,-0.21,288.82043,0.0,304.73438
1960-06-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.2,-0.21,296.82455,6.146198e-06,2246.375
1960-06-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.2,-0.21,273.3545,0.0,0.0
1960-06-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.2,-0.21,296.83023,0.0,0.0
1960-06-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,0.2,-0.21,293.47296,0.0,490.46875
1960-06-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.2,-0.21,,,11.128906
1960-06-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.2,-0.21,290.1649,6.3514606e-05,427.09375
1960-06-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.2,-0.21,292.4858,0.0,3735.25
1960-06-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,0.2,-0.21,294.48456,0.0,1782.5
1960-06-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.2,-0.21,300.93536,0.0002867988,0.0
1960-07-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.8,0.35,294.1166,0.0,427.25
1960-07-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.8,0.35,291.75177,4.5551646e-05,304.73438
1960-07-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.8,0.35,296.638,0.0,2246.375
1960-07-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.8,0.35,287.45444,0.0,0.0
1960-07-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.8,0.35,294.84467,3.379987e-06,0.0
1960-07-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,0.8,0.35,292.1109,0.0,490.46875
1960-07-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.8,0.35,,,11.128906
1960-07-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.8,0.35,290.25168,1.0714474e-05,427.09375
1960-07-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.8,0.35,291.88205,3.402545e-05,3735.25
1960-07-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,0.8,0.35,291.55453,0.00012113333,1782.5
1960-07-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,0.8,0.35,299.8981,0.00023569712,0.0
1960-08-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,1.3,-1.4,285.5162,0.0,427.25
1960-08-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,1.3,-1.4,285.70755,0.00016445076,304.73438
1960-08-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,1.3,-1.4,300.2681,0.0,2246.375
1960-08-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,1.3,-1.4,279.11215,4.4235476e-06,0.0
1960-08-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,1.3,-1.4,295.28745,4.297311e-06,0.0
1960-08-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,1.3,-1.4,295.16837,0.0,490.46875
1960-08-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,1.3,-1.4,,,11.128906
1960-08-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,1.3,-1.4,292.14865,2.5126754e-05,427.09375
1960-08-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,1.3,-1.4,291.76874,2.2579155e-05,3735.25
1960-08-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,1.3,-1.4,294.07404,8.8335604e-05,1782.5
1960-08-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,1.3,-1.4,299.42624,0.00021512846,0.0
1960-09-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,1.1,0.39,275.60352,2.0347446e-05,427.25
1960-09-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,1.1,0.39,288.1343,0.0,304.73438
1960-09-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,1.1,0.39,298.38217,0.0,2246.375
1960-09-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,1.1,0.39,275.0393,6.5693716e-06,0.0
1960-09-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,1.1,0.39,296.7663,7.58684e-06,0.0
1960-09-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,1.1,0.39,292.56833,8.719466e-05,490.46875
1960-09-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,1.1,0.39,,,11.128906
1960-09-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,1.1,0.39,282.30637,0.0,427.09375
1960-09-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,1.1,0.39,288.52295,0.0,3735.25
1960-09-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,1.1,0.39,295.62433,0.0,1782.5
1960-09-15 00:00:00+00:00,18.9,72.82,,,1,0,0,0,0,1.1,0.39,301.71466,0.0,0.0
1960-10-15 00:00:00+00:00,52.3,104.2833333,,,0,0,0,1,0,0.2,-1.73,274.62946,0.0,427.25
1960-10-15 00:00:00+00:00,47.54260867,7.58371693,,,0,0,1,0,0,0.2,-1.73,284.1889,0.0,304.73438
1960-10-15 00:00:00+00:00,23.27,5.6,,,0,1,0,0,0,0.2,-1.73,293.28238,0.0,2246.375
1960-10-15 00:00:00+00:00,69.1,-105.1166667,,,0,0,0,0,1,0.2,-1.73,260.31558,0.0,0.0
1960-10-15 00:00:00+00:00,0.38,6.72,,,1,0,0,0,0,0.2,-1.73,297.1555,2.877495e-05,0.0
1960-10-15 00:00:00+00:00,-22.66416667,-48.06,,,0,0,1,0,0,0.2,-1.73,292.99213,0.0,490.46875
1960-10-15 00:00:00+00:00,-67.57,-68.13,,,0,0,0,0,1,0.2,-1.73,,,11.128906
1960-10-15 00:00:00+00:00,49.67,-93.72,,,0,0,0,1,0,0.2,-1.73,272.05035,0.0,427.09375
1960-10-15 00:00:00+00:00,29.7,91.13333333,,,0,0,0,0,1,0.2,-1.73,283.8549,0.0,3735.25
1960-10-15 00:00:00+00:00,12.54194444,39.76972222,,,0,0,1,0,0,0.2,-1.73,292.36185,0.0,1782.5
