Lat,Lon,Alt,Year,JulianDay_Sin,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,-14.0,-111.2,-15.790902,-115.11356
52.3,104.2833333,427.25,2011,-0.2135209154397959,-9.7,-74.1,-15.818528,-115.33512
52.3,104.2833333,427.25,2011,-0.680773409477016,-14.2,-101.4,-16.278961,-119.02775
52.3,104.2833333,427.25,2011,-0.9587178169872964,-13.1,-108.0,-15.054208,-109.20536
52.3,104.2833333,427.25,2011,-0.9741004551724206,-17.3,-127.0,-14.888452,-107.876015
52.3,104.2833333,427.25,2011,-0.7236440382959123,-30.1,-224.1,-16.242126,-118.73234
52.3,104.2833333,427.25,2011,-0.2884824328806098,-27.3,-208.7,-15.855363,-115.63053
52.3,104.2833333,427.25,2012,0.2386727660059501,-29.0,-218.7,-15.772485,-114.96586
52.3,104.2833333,427.25,2012,0.6994583270516471,-26.4,-207.4,-15.892198,-115.92594
52.3,104.2833333,427.25,2012,0.2802306751992159,-10.0,-91.8,-15.772485,-114.96586
52.3,104.2833333,427.25,2012,-0.23030567023061196,-13.0,-100.8,-15.836946,-115.48283
52.3,104.2833333,427.25,2012,-0.6932812268869771,-11.0,-87.1,-16.315796,-119.32316
52.3,104.2833333,427.25,2012,-0.9634705485641486,-15.0,-107.9,-14.787156,-107.06364
52.3,104.2833333,427.25,2012,-0.970063921851507,-29.9,-225.5,-14.713487,-106.47282
52.3,104.2833333,427.25,2012,-0.7116566222817751,-22.3,-165.9,-16.297379,-119.17545
52.3,104.2833333,427.25,2013,0.2386727660059501,-29.2,-226.2,-15.726441,-114.596596
52.3,104.2833333,427.25,2013,0.6994583270516471,-30.7,-251.3,-15.698815,-114.37504
52.3,104.2833333,427.25,2013,0.9510565162951535,-21.8,-169.2,-16.70256,-122.424965
52.3,104.2833333,427.25,2013,0.9760105506323683,-12.6,-86.7,-16.813065,-123.311195
52.3,104.2833333,427.25,2013,0.741222010848596,-12.8,-103.1,-15.800111,-115.187416
52.3,104.2833333,427.25,2013,0.29671281927349075,-12.7,-99.7,-15.717233,-114.52274
52.3,104.2833333,427.25,2013,-0.2135209154397959,-12.2,-103.6,-15.836946,-115.48283
52.3,104.2833333,427.25,2013,-0.680773409477016,-10.9,-86.0,-16.334213,-119.47086
52.3,104.2833333,427.25,2013,-0.9587178169872964,-15.7,-117.2,-14.6214,-105.73429
52.3,104.2833333,427.25,2013,-0.9741004551724206,-16.3,-120.7,-14.464852,-104.4788
52.3,104.2833333,427.25,2014,-0.2884824328806098,-29.6,-230.5,-15.919824,-116.1475
52.3,104.2833333,427.25,2015,0.2386727660059501,-27.6,-215.2,-15.52385,-112.97184
52.3,104.2833333,427.25,2015,0.6994583270516471,-25.9,-211.2,-15.52385,-112.97184
52.3,104.2833333,427.25,2015,0.9510565162951535,-21.7,-175.3,-16.398674,-119.98783
52.3,104.2833333,427.25,2015,0.9760105506323683,-15.3,-112.3,-16.546013,-121.16947
52.3,104.2833333,427.25,2015,0.741222010848596,-10.7,-84.6,-15.5791025,-113.414955
52.3,104.2833333,427.25,2015,0.29671281927349075,-14.3,-107.2,-15.477807,-112.60258
52.3,104.2833333,427.25,2015,-0.2135209154397959,-9.4,-61.8,-15.855363,-115.63053
52.3,104.2833333,427.25,2015,-0.680773409477016,-12.1,-85.6,-16.260544,-118.88004
52.3,104.2833333,427.25,2015,-0.9587178169872964,-16.3,-127.3,-14.308305,-103.223305
52.3,104.2833333,427.25,2015,-0.9741004551724206,-20.7,-158.7,-14.197801,-102.337074
52.3,104.2833333,427.25,2015,-0.7236440382959123,-21.3,-169.8,-16.168457,-118.14152
52.3,104.2833333,427.25,2015,-0.2884824328806098,-25.5,-201.8,-15.94745,-116.36906
52.3,104.2833333,427.25,2016,0.2386727660059501,-33.8,-269.6,-15.376512,-111.7902
52.3,104.2833333,427.25,2016,0.6994583270516471,-26.1,-209.1,-15.514642,-112.89799
52.3,104.2833333,427.25,2016,0.9562348265919056,-26.0,-202.9,-16.297379,-119.17545
52.3,104.2833333,427.25,2016,0.9721181966290613,-12.5,-102.1,-16.380257,-119.840126
52.3,104.2833333,427.25,2016,0.7295575540864875,-16.4,-124.2,-15.5514765,-113.1934
52.3,104.2833333,427.25,2016,0.2802306751992159,-12.4,-103.6,-15.348886,-111.56864
52.3,104.2833333,427.25,2016,-0.23030567023061196,-10.9,-82.7,-15.864572,-115.704384
52.3,104.2833333,427.25,2016,-0.6932812268869771,-12.1,-89.8,-16.122414,-117.772255
52.3,104.2833333,427.25,2016,-0.9634705485641486,-14.6,-109.1,-14.188592,-102.26322
52.3,104.2833333,427.25,2016,-0.970063921851507,-27.5,-202.8,-14.151757,-101.96781
52.3,104.2833333,427.25,2016,-0.7116566222817751,-27.8,-210.5,-16.085579,-117.476845
52.3,104.2833333,427.25,2016,-0.27195815753410524,-26.4,-201.1,-15.938241,-116.295204
52.3,104.2833333,427.25,2012,-0.27195815753410524,-35.1,-262.7,-15.864572,-115.704384
52.3,104.2833333,427.25,2017,0.9510565162951535,-17.6,-126.8,-16.159248,-118.067665
52.3,104.2833333,427.25,2017,0.9760105506323683,-20.9,-152.0,-16.28817,-119.1016
52.3,104.2833333,427.25,2017,0.2386727660059501,-30.3,-230.6,-15.256799,-110.83012
52.3,104.2833333,427.25,2017,0.6994583270516471,-25.9,-194.9,-15.487016,-112.67643
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,-11.9,-88.50962751,-9.703965,-66.297035
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,-9.88,-66.74413536,-9.6349,-65.74314
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,-9.69,-71.5587575,-9.70857,-66.33396
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,-6.1,-40.66799847,-9.726987,-66.48167
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,-7.01,-50.25006643,-9.630296,-65.706215
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,-7.21,-53.83051048,-9.703965,-66.297035
