Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,0.4,-1.28,-14.0,-111.2,-12.435401916503906,-98.8170394897461
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,1.6,-1.51,-9.7,-74.1,-12.277243614196777,-93.32521057128906
52.3,104.2833333,427.25,2011.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,0.7,-1.35,-14.2,-101.4,-8.803844451904297,-66.59786987304688
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,1.7,0.54,-13.1,-108.0,-17.944881439208984,-142.53152465820312
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,0.0,0.0,1.0,0.0,1.2,0.39,-17.3,-127.0,-17.92138671875,-142.4088134765625
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,0.0,0.0,1.0,0.0,1.8,1.36,-30.1,-224.1,-23.868404388427734,-192.7740020751953
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,4.1,2.52,-27.3,-208.7,-22.475475311279297,-180.8230743408203
52.3,104.2833333,427.25,2012.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,1.8,1.17,-29.0,-218.7,-16.417339324951172,-128.8460235595703
52.3,104.2833333,427.25,2012.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,0.8,0.42,-26.4,-207.4,-16.107799530029297,-126.19026184082031
52.3,104.2833333,427.25,2012.0,0.2802306751992159,0.0,0.0,0.0,1.0,0.0,-0.7,-2.53,-10.0,-91.8,-11.189598083496094,-86.96162414550781
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,0.0,0.0,1.0,0.0,-0.1,-1.32,-13.0,-100.8,-10.069954872131348,-74.99591064453125
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,0.0,0.0,0.0,1.0,0.0,-0.3,-0.98,-11.0,-87.1,-9.079849243164062,-68.71771240234375
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,0.4,-0.59,-15.0,-107.9,-18.44866180419922,-146.59298706054688
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.0,0.0,1.0,0.0,0.5,-2.06,-29.9,-225.5,-17.184558868408203,-136.41390991210938
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.0,0.0,1.0,0.0,0.4,-0.58,-22.3,-165.9,-22.85134506225586,-184.0479278564453
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,-0.1,0.35,-29.2,-226.2,-15.422389030456543,-120.30964660644531
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,-0.4,-0.45,-30.7,-251.3,-14.377692222595215,-111.34645080566406
