Lat,Lon,Alt,Date,H2,O18,geometry
0.512102778,25.20643889,418.0,2020-10-15T00:00:00.0000000+02:00,-30.8,-5.29,POINT (25.20643889 0.512102778)
49.19472222,-123.0172222,4.3,2020-10-15T00:00:00.0000000+02:00,-68.9,-9.91,POINT (-123.0172222 49.19472222)
39.55339029,2.625298143,3.0,2000-06-15T00:00:00.0000000+02:00,-27.3,-6.16,POINT (2.625298143 39.55339029)
19.28,166.65,3.0,1965-12-15T00:00:00.0000000+01:00,12.5,-0.6,POINT (166.65 19.28)
38.43055556,27.15111111,120.0,2015-02-15T00:00:00.0000000+01:00,-36.1,-6.36,POINT (27.15111111 38.43055556)
37.1644591,-5.611393166,87.0,2010-11-15T00:00:00.0000000+01:00,-52.42,-8.2,POINT (-5.611393166 37.1644591)
-24.11,-65.19,1300.0,1988-09-15T00:00:00.0000000+02:00,13.0,0.9,POINT (-65.19 -24.11)
34.57,69.21333333,1860.0,1968-10-15T00:00:00.0000000+02:00,-26.9,-6.9,POINT (69.21333333 34.57)
-34.05,115.0249,70.0,2014-03-30T09:00:00.0000000+02:00,-16.3,-3.72,POINT (115.0249 -34.05)
28.46344137,-16.2553441,35.0,2001-04-15T00:00:00.0000000+02:00,-6.9,-2.05,POINT (-16.2553441 28.46344137)
-12.43,130.87,26.0,2003-02-15T00:00:00.0000000+01:00,-6.1,0.7,POINT (130.87 -12.43)
-37.82,144.97,28.0,2012-08-15T00:00:00.0000000+02:00,-31.1,-5.56,POINT (144.97 -37.82)
11.15,124.64,400.0,1991-09-15T00:00:00.0000000+02:00,-52.6,-8.07,POINT (124.64 11.15)
1.685556,33.616389,1038.0,2018-04-15T00:00:00.0000000+02:00,-49.8,-7.68,POINT (33.616389 1.685556)
-22.94805556,17.1525,1685.0,1962-12-15T00:00:00.0000000+01:00,-16.8,-2.4,POINT (17.1525 -22.94805556)
46.60305556,13.67138889,2156.0,1974-09-15T00:00:00.0000000+02:00,-73.4,-10.95,POINT (13.67138889 46.60305556)
52.8911,11.7294,21.0,1997-12-15T00:00:00.0000000+01:00,-71.7,-9.24,POINT (11.7294 52.8911)
36.15,-5.35,5.0,2012-09-15T00:00:00.0000000+02:00,-9.8,-2.68,POINT (-5.35 36.15)
28.50444444,-16.30333333,580.0,2009-01-13T00:00:00.0000000+01:00,1.49,-2.34,POINT (-16.30333333 28.50444444)
32.2361,-110.9439,753.0,1996-08-15T00:00:00.0000000+02:00,-55.89205298,-6.047019868,POINT (-110.9439 32.2361)
43.49111613,-3.800555816,52.0,2014-02-15T00:00:00.0000000+01:00,-51.7,-7.68,POINT (-3.800555816 43.49111613)
-4.62,55.45,1.0,1963-04-15T00:00:00.0000000+02:00,-13.0,-3.3,POINT (55.45 -4.62)
46.60305556,13.67138889,2156.0,2001-10-24T00:00:00.0000000+02:00,-125.7,-16.04,POINT (13.67138889 46.60305556)
47.81666667,13.71777778,1618.0,2022-08-13T07:00:00.0000000+02:00,-39.85,-6.052,POINT (13.71777778 47.81666667)
47.54260867,7.58371693,316.0,2009-08-15T00:00:00.0000000+02:00,-44.1,-6.51,POINT (7.58371693 47.54260867)
0.453055556,33.195,1181.0,2016-06-15T00:00:00.0000000+02:00,52.5,6.01,POINT (33.195 0.453055556)
-6.18,106.83,8.0,1985-09-15T00:00:00.0000000+02:00,-10.9,-3.03,POINT (106.83 -6.18)
40.80638889,-104.7547222,1641.0,1997-06-21T00:00:00.0000000+02:00,-57.0,-7.6,POINT (-104.7547222 40.80638889)
60.78,-161.8,41.0,1965-10-15T00:00:00.0000000+02:00,-64.5,-8.6,POINT (-161.8 60.78)
47.6772,9.19,443.0,1991-08-15T00:00:00.0000000+02:00,-34.0,-5.44,POINT (9.19 47.6772)
44.42,8.85,2.0,1964-08-15T00:00:00.0000000+02:00,-13.0,-2.0,POINT (8.85 44.42)
41.13333333,-8.6,93.0,1989-02-15T00:00:00.0000000+01:00,-38.0,-6.42,POINT (-8.6 41.13333333)
10.86,0.2,315.0,2017-01-17T04:15:00.0000000+01:00,14.22,1.025,POINT (0.2 10.86)
47.47051111,21.49041944,110.0,2008-05-18T00:00:00.0000000+02:00,-25.45,-3.24,POINT (21.49041944 47.47051111)
52.1,5.18,2.0,1984-07-15T00:00:00.0000000+02:00,-36.8,-5.52,POINT (5.18 52.1)
46.22030867,7.33848445,482.0,2000-04-15T00:00:00.0000000+02:00,-87.6262455,-11.33,POINT (7.33848445 46.22030867)
-21.2,-159.8,6.0,1988-01-15T00:00:00.0000000+01:00,-29.5,-4.98,POINT (-159.8 -21.2)
-2.53,140.72,3.0,1977-05-15T00:00:00.0000000+02:00,-39.6,-6.32,POINT (140.72 -2.53)
35.13,-111.67,2137.0,1969-03-15T00:00:00.0000000+01:00,-75.1,-8.83,POINT (-111.67 35.13)
37.13333333,79.93333333,1375.0,1989-05-15T00:00:00.0000000+02:00,-31.5,-4.48,POINT (79.93333333 37.13333333)
47.07777778,15.44888889,366.0,1989-07-15T00:00:00.0000000+02:00,-37.2,-6.12,POINT (15.44888889 47.07777778)
18.483,-69.917,14.0,2021-09-15T00:00:00.0000000+02:00,-5.6,-1.85,POINT (-69.917 18.483)
33.27722222,44.38765833,43.93,2018-05-09T00:00:00.0000000+03:00,-9.08,-2.35,POINT (44.38765833 33.27722222)
38.98916547,-3.920273851,628.0,2002-01-15T00:00:00.0000000+01:00,-49.04,-7.25,POINT (-3.920273851 38.98916547)
22.31666667,114.1666667,66.0,2013-11-15T00:00:00.0000000+01:00,-14.5,-3.55,POINT (114.1666667 22.31666667)
48.22,11.59,489.0,1997-04-15T00:00:00.0000000+02:00,-59.3,-7.88,POINT (11.59 48.22)
6.417169444,2.329255556,14.0,2011-07-15T00:00:00.0000000+02:00,-18.43719876,-3.696955432,POINT (2.329255556 6.417169444)
-22.94916667,-46.54916667,864.0,1998-10-10T00:00:00.0000000+02:00,-17.09,-4.74,POINT (-46.54916667 -22.94916667)
0.966666667,-79.63333333,30.0,1993-08-15T00:00:00.0000000+02:00,-3.0,-1.4,POINT (-79.63333333 0.966666667)
41.733333,43.516667,1665.0,2019-09-15T00:00:00.0000000+02:00,-38.7,-7.55,POINT (43.516667 41.733333)
38.28,21.79,100.0,2008-02-15T00:00:00.0000000+01:00,-7.94,-3.32,POINT (21.79 38.28)
48.15,15.15,252.0,1967-09-15T00:00:00.0000000+02:00,-65.1,-9.93,POINT (15.15 48.15)
28.50444444,-16.30333333,580.0,2011-04-30T00:00:00.0000000+02:00,-4.88,-2.72,POINT (-16.30333333 28.50444444)
50.3381,7.6,85.0,1988-02-15T00:00:00.0000000+01:00,-74.2,-9.59,POINT (7.6 50.3381)
47.81666667,13.71777778,1618.0,2021-01-20T07:00:00.0000000+01:00,-92.72,-12.551,POINT (13.71777778 47.81666667)
45.6,13.93333333,497.0,2000-10-11T00:00:00.0000000+02:00,-82.13,-12.23,POINT (13.93333333 45.6)
33.21722222,-87.54305556,65.0,2006-11-27T00:00:00.0000000+01:00,6.0,-1.1,POINT (-87.54305556 33.21722222)
32.63333333,-16.9,58.0,1994-02-15T00:00:00.0000000+01:00,-9.5,-2.09,POINT (-16.9 32.63333333)
-27.17,-109.43,41.0,1994-10-15T00:00:00.0000000+02:00,-21.1,-3.17,POINT (-109.43 -27.17)
32.36666667,35.75,1150.0,1990-10-15T00:00:00.0000000+02:00,-15.3,-4.84,POINT (35.75 32.36666667)
51.1622,14.9506,238.0,2005-01-15T00:00:00.0000000+01:00,-58.1,-8.59,POINT (14.9506 51.1622)
47.42692898,9.400776879,779.0,2010-07-15T00:00:00.0000000+02:00,-51.08976722,-7.84,POINT (9.400776879 47.42692898)
46.095,14.597,282.0,1984-06-15T00:00:00.0000000+02:00,-68.0,-9.94,POINT (14.597 46.095)
37.1644591,-5.611393166,87.0,2003-05-15T00:00:00.0000000+02:00,-30.35,-4.49,POINT (-5.611393166 37.1644591)
81.6,-16.67,35.0,1963-03-15T00:00:00.0000000+01:00,-171.9,-22.6,POINT (-16.67 81.6)
48.545,13.3528,476.0,2009-08-15T00:00:00.0000000+02:00,-38.3,-6.01,POINT (13.3528 48.545)
34.72,113.65,110.0,1986-12-15T00:00:00.0000000+01:00,-42.3,-6.94,POINT (113.65 34.72)
-2.53,140.72,3.0,1961-12-15T00:00:00.0000000+01:00,-55.1,-7.1,POINT (140.72 -2.53)
78.91666667,11.93333333,7.0,2012-01-15T00:00:00.0000000+01:00,-80.9,-10.47,POINT (11.93333333 78.91666667)
22.7,90.36,10.0,2014-07-15T00:00:00.0000000+02:00,-36.9,-5.79,POINT (90.36 22.7)
46.39864119,6.233803787,436.0,1995-05-15T00:00:00.0000000+02:00,-68.5,-9.13,POINT (6.233803787 46.39864119)
3.783333333,103.3333333,1.0,2015-08-15T00:00:00.0000000+02:00,-42.0,-6.73,POINT (103.3333333 3.783333333)
14.168625,-91.103443,60.0,2020-09-15T00:00:00.0000000+02:00,-33.2,-5.87,POINT (-91.103443 14.168625)
64.58,40.5,13.0,1982-03-15T00:00:00.0000000+01:00,-116.0,-14.6,POINT (40.5 64.58)
48.24861111,16.35638889,198.0,1984-01-15T00:00:00.0000000+01:00,-93.0,-12.39,POINT (16.35638889 48.24861111)
50.92,5.78,111.0,2006-07-10T00:00:00.0000000+02:00,-32.88,-4.54,POINT (5.78 50.92)
17.975,-67.05,5.0,2015-10-15T00:00:00.0000000+02:00,-4.4,-2.16,POINT (-67.05 17.975)
39.03,141.81,260.0,2003-01-15T00:00:00.0000000+01:00,-71.4,-11.3,POINT (141.81 39.03)
11.11,124.65,420.0,1991-07-15T00:00:00.0000000+02:00,-62.3,-9.45,POINT (124.65 11.11)
78.91666667,11.93333333,7.0,1992-11-15T00:00:00.0000000+01:00,-80.1,-12.01,POINT (11.93333333 78.91666667)
46.65772518,8.292706832,1055.0,2004-03-15T00:00:00.0000000+01:00,-129.62,-17.29,POINT (8.292706832 46.65772518)
58.26388889,26.46138889,70.0,2022-08-15T00:00:00.0000000+02:00,-62.5,-8.95,POINT (26.46138889 58.26388889)
-65.07944444,-63.9775,20.0,1969-09-15T00:00:00.0000000+02:00,-101.2,-13.35,POINT (-63.9775 -65.07944444)
47.8008,11.0108,977.0,1981-02-15T00:00:00.0000000+01:00,-99.6,-13.81,POINT (11.0108 47.8008)
52.4672,13.4019,48.0,1985-05-15T00:00:00.0000000+02:00,-59.0,-8.2,POINT (13.4019 52.4672)
44.13333333,6.333333333,851.0,2015-11-15T00:00:00.0000000+01:00,-51.4,-7.78,POINT (6.333333333 44.13333333)
1.6,103.6666667,35.0,2018-08-15T00:00:00.0000000+02:00,-23.7,-4.32,POINT (103.6666667 1.6)
10.00036389,-84.10913333,1173.0,2017-07-20T00:00:00.0000000+02:00,-26.655833,-4.05449875,POINT (-84.10913333 10.00036389)
9.0,38.73,2360.0,1961-05-15T00:00:00.0000000+02:00,38.5,2.5,POINT (38.73 9)
48.8281,9.2,314.0,2010-06-15T00:00:00.0000000+02:00,-37.83,-5.8,POINT (9.2 48.8281)
55.67,12.3,28.0,1969-04-15T00:00:00.0000000+02:00,-68.5,-10.12,POINT (12.3 55.67)
-7.92,-14.42,15.0,1992-06-15T00:00:00.0000000+02:00,10.6,-0.23,POINT (-14.42 -7.92)
-20.3625,57.48555556,573.0,1994-04-15T00:00:00.0000000+02:00,-15.3,-3.67,POINT (57.48555556 -20.3625)
52.8911,11.7294,21.0,2010-10-15T00:00:00.0000000+02:00,-43.3,-6.78,POINT (11.7294 52.8911)
43.78,87.62,918.0,1996-10-15T00:00:00.0000000+02:00,-87.6,-13.56,POINT (87.62 43.78)
4.05,114.81,24.0,2006-11-16T00:00:00.0000000+01:00,-19.52,-4.13,POINT (114.81 4.05)
4.365694444,18.58725,386.0,2017-05-15T00:00:00.0000000+02:00,-3.8,-2.47,POINT (18.58725 4.365694444)
-0.743055556,-90.30222222,2.0,2012-10-31T06:00:00.0000000+01:00,2.517499268,-0.558263265,POINT (-90.30222222 -0.743055556)
-75.58333333,-20.56666667,30.0,2009-08-15T00:00:00.0000000+02:00,-216.2,-28.02,POINT (-20.56666667 -75.58333333)
53.8713,8.7058,5.0,1982-05-15T00:00:00.0000000+02:00,-38.0,-5.4,POINT (8.7058 53.8713)
53.32,-60.42,46.0,2000-05-15T00:00:00.0000000+02:00,-102.6,-13.68,POINT (-60.42 53.32)
31.99730278,34.81616111,39.0,1972-12-15T00:00:00.0000000+01:00,-25.1,-5.32,POINT (34.81616111 31.99730278)
32.2361,-110.9439,753.0,1992-12-15T00:00:00.0000000+01:00,-57.3797942,-9.790084191,POINT (-110.9439 32.2361)
60.78,-161.8,41.0,1964-09-15T00:00:00.0000000+02:00,-78.1,-9.3,POINT (-161.8 60.78)
-7.92,-14.42,15.0,1995-02-15T00:00:00.0000000+01:00,-1.0,-1.19,POINT (-14.42 -7.92)
45.32,-75.67,114.0,2002-02-15T00:00:00.0000000+01:00,-93.4,-11.7,POINT (-75.67 45.32)
55.677,12.56,6.0,2019-09-15T00:00:00.0000000+02:00,-55.7,-8.62,POINT (12.56 55.677)
42.85,-80.27,240.0,1978-07-15T00:00:00.0000000+02:00,-39.0,-6.9,POINT (-80.27 42.85)
31.99730278,34.81616111,39.0,1969-04-15T00:00:00.0000000+02:00,-10.3,-3.1,POINT (34.81616111 31.99730278)
37.77,-25.65,175.0,2017-09-15T00:00:00.0000000+02:00,-11.6,-2.74,POINT (-25.65 37.77)
9.0,38.73,2360.0,1982-07-15T00:00:00.0000000+02:00,15.4,0.2,POINT (38.73 9)
-65.07944444,-63.9775,20.0,1975-04-15T00:00:00.0000000+02:00,-55.2,-6.59,POINT (-63.9775 -65.07944444)
4.317,118.121,15.0,2008-10-15T00:00:00.0000000+02:00,-75.96,-10.97,POINT (118.121 4.317)
18.47,-70.02,60.0,2001-05-15T00:00:00.0000000+02:00,5.2,-1.12,POINT (-70.02 18.47)
-1.43,-48.48,24.0,1972-12-15T00:00:00.0000000+01:00,-8.6,-1.03,POINT (-48.48 -1.43)
53.8713,8.7058,5.0,1978-01-15T00:00:00.0000000+01:00,-99.0,-14.08,POINT (8.7058 53.8713)
47.54260867,7.58371693,316.0,2009-05-15T00:00:00.0000000+02:00,-27.1,-4.26,POINT (7.58371693 47.54260867)
58.65,49.61666667,164.0,1996-07-15T00:00:00.0000000+02:00,-86.9,-11.1,POINT (49.61666667 58.65)
23.82611111,78.7625,551.0,2003-07-15T00:00:00.0000000+02:00,-32.8,-5.25,POINT (78.7625 23.82611111)
-46.42,168.32,2.0,2013-06-15T00:00:00.0000000+02:00,-48.5,-7.89,POINT (168.32 -46.42)
46.98141401,6.607999655,1042.0,2006-09-15T00:00:00.0000000+02:00,-51.39021037,-7.63,POINT (6.607999655 46.98141401)
-33.94638889,151.1730556,3.0,2013-03-15T00:00:00.0000000+01:00,-15.2,-3.26,POINT (151.1730556 -33.94638889)
18.47,-70.02,60.0,2004-02-15T00:00:00.0000000+01:00,7.6,-0.78,POINT (-70.02 18.47)
49.0975,19.59,570.0,2005-12-15T00:00:00.0000000+01:00,-126.68,-17.16,POINT (19.59 49.0975)
40.8203002,0.493333172,50.0,2021-03-15T00:00:00.0000000+01:00,-28.2,-4.16,POINT (0.493333172 40.8203002)
12.37861111,-1.503111111,298.0,2004-10-15T00:00:00.0000000+02:00,-29.28,-4.81,POINT (-1.503111111 12.37861111)
43.49111613,-3.800555816,52.0,2007-06-15T00:00:00.0000000+02:00,-24.45,-3.87,POINT (-3.800555816 43.49111613)
8.983333333,79.9,5.0,1983-09-15T00:00:00.0000000+02:00,-22.0,-3.68,POINT (79.9 8.983333333)
42.58834633,-5.651107617,912.0,2002-12-15T00:00:00.0000000+01:00,-65.02,-9.68,POINT (-5.651107617 42.58834633)
46.095,14.597,282.0,1991-02-15T00:00:00.0000000+01:00,-106.0,-14.4,POINT (14.597 46.095)
4.463,117.923,844.0,2008-07-15T00:00:00.0000000+02:00,-63.71,-9.77,POINT (117.923 4.463)
39.28333333,-7.416666667,597.0,1992-06-15T00:00:00.0000000+02:00,-40.5,-6.86,POINT (-7.416666667 39.28333333)
51.35,12.43,125.0,2005-12-15T00:00:00.0000000+01:00,-68.0,-9.91,POINT (12.43 51.35)
10.10808333,-84.12208333,2260.0,1990-11-15T00:00:00.0000000+01:00,-54.2,-8.09,POINT (-84.12208333 10.10808333)
13.03,123.92,600.0,1993-02-15T00:00:00.0000000+01:00,-8.8,-3.1,POINT (123.92 13.03)
22.31666667,114.1666667,66.0,2008-11-15T00:00:00.0000000+01:00,-20.84,-4.07,POINT (114.1666667 22.31666667)
36.79444444,34.08333333,1400.0,1991-01-15T00:00:00.0000000+01:00,-78.1,-11.74,POINT (34.08333333 36.79444444)
47.59583333,7.594444444,249.0,2006-04-15T00:00:00.0000000+02:00,-74.05,-9.83,POINT (7.594444444 47.59583333)
47.6772,9.19,443.0,1985-03-15T00:00:00.0000000+01:00,-168.2,-21.8,POINT (9.19 47.6772)
41.67805556,26.55916667,48.0,2014-11-15T00:00:00.0000000+01:00,-42.2,-7.14,POINT (26.55916667 41.67805556)
45.68,126.62,172.0,1996-07-15T00:00:00.0000000+02:00,-63.3,-8.11,POINT (126.62 45.68)
7.198611111,-72.97388889,2660.0,2006-11-15T00:00:00.0000000+01:00,-50.24,-8.1,POINT (-72.97388889 7.198611111)
22.31666667,114.1666667,66.0,1984-02-15T00:00:00.0000000+01:00,13.8,0.27,POINT (114.1666667 22.31666667)
43.49111613,-3.800555816,52.0,2021-01-15T00:00:00.0000000+01:00,-53.0,-9.03,POINT (-3.800555816 43.49111613)
53.23,6.55,1.0,2011-05-15T00:00:00.0000000+02:00,-24.13,-3.113875509,POINT (6.55 53.23)
40.40725278,-3.686133333,638.0,2002-10-08T00:00:00.0000000+02:00,-46.3,-7.61,POINT (-3.686133333 40.40725278)
-65.07944444,-63.9775,20.0,1985-03-15T00:00:00.0000000+01:00,-36.3,-4.3,POINT (-63.9775 -65.07944444)
49.7703,9.9578,268.0,1998-07-15T00:00:00.0000000+02:00,-34.7,-4.83,POINT (9.9578 49.7703)
49.0422,12.1019,365.0,2004-02-15T00:00:00.0000000+01:00,-81.55,-10.9,POINT (12.1019 49.0422)
28.46344137,-16.2553441,35.0,2021-03-15T00:00:00.0000000+01:00,4.0,-0.29,POINT (-16.2553441 28.46344137)
-31.95,115.97,17.0,2008-12-15T00:00:00.0000000+01:00,-8.4,-2.47,POINT (115.97 -31.95)
23.05,-82.21666667,137.0,2015-09-15T00:00:00.0000000+02:00,-9.1,-1.43,POINT (-82.21666667 23.05)
-20.9731,-66.33189,4340.0,2011-11-15T00:00:00.0000000+01:00,-6.8,-3.24,POINT (-66.33189 -20.9731)
0.31524,9.44157,69.0,2018-11-15T00:00:00.0000000+01:00,-20.4,-3.92,POINT (9.44157 0.31524)
44.12,15.24,5.0,2000-10-15T00:00:00.0000000+02:00,-40.6,-6.29,POINT (15.24 44.12)
49.0422,12.1019,365.0,2011-01-15T00:00:00.0000000+01:00,-86.29,-11.04,POINT (12.1019 49.0422)
36.55530278,126.635925,62.0,2018-07-15T00:00:00.0000000+02:00,-74.8,-10.69,POINT (126.635925 36.55530278)
48.24861111,16.35638889,198.0,2020-05-15T00:00:00.0000000+02:00,-44.9,-6.28,POINT (16.35638889 48.24861111)
50.92,5.78,111.0,2006-09-18T00:00:00.0000000+02:00,-50.44,-7.71,POINT (5.78 50.92)
0.453055556,33.195,1181.0,2020-04-15T00:00:00.0000000+02:00,-37.1,-5.98,POINT (33.195 0.453055556)
-34.38,-58.28,5.0,1999-01-15T00:00:00.0000000+01:00,-33.0,-5.8,POINT (-58.28 -34.38)
54.5275,9.5486,43.0,2000-07-15T00:00:00.0000000+02:00,-58.75,-8.26,POINT (9.5486 54.5275)
54.35333333,-6.648333333,64.0,2020-07-15T00:00:00.0000000+02:00,-43.6,-6.29,POINT (-6.648333333 54.35333333)
47.37233597,8.083138245,397.0,2021-01-15T00:00:00.0000000+01:00,-90.24,-12.7,POINT (8.083138245 47.37233597)
47.81666667,13.71777778,1618.0,2021-05-28T07:00:00.0000000+02:00,-68.02,-9.949,POINT (13.71777778 47.81666667)
46.49722222,28.3,156.0,2019-04-15T00:00:00.0000000+02:00,-68.7,-9.68,POINT (28.3 46.49722222)
48.78,-123.13,178.0,2005-04-15T00:00:00.0000000+02:00,-71.7,-9.76,POINT (-123.13 48.78)
47.37233597,8.083138245,397.0,2009-03-15T00:00:00.0000000+01:00,-86.35850222,-11.92,POINT (8.083138245 47.37233597)
30.72916667,78.44666667,1140.0,2004-12-15T00:00:00.0000000+01:00,-13.0,-4.1,POINT (78.44666667 30.72916667)
0.05,32.45,1155.0,1966-09-15T00:00:00.0000000+02:00,-0.6,-0.38,POINT (32.45 0.05)
-27.43,153.08,4.0,1976-09-15T00:00:00.0000000+02:00,2.4,-2.02,POINT (153.08 -27.43)
49.7478,6.6581,265.0,1998-07-15T00:00:00.0000000+02:00,-38.3,-5.53,POINT (6.6581 49.7478)
50.92,5.78,111.0,2005-04-04T00:00:00.0000000+02:00,-58.16,-8.17,POINT (5.78 50.92)
44.73805556,-0.774722222,59.0,2018-07-15T00:00:00.0000000+02:00,-41.9,-6.01,POINT (-0.774722222 44.73805556)
-34.93,138.58,43.0,1976-02-15T00:00:00.0000000+01:00,-40.5,-6.3,POINT (138.58 -34.93)
47.54260867,7.58371693,316.0,2017-07-15T00:00:00.0000000+02:00,-28.8,-4.01,POINT (7.58371693 47.54260867)
50.06166667,19.84861111,205.0,2021-01-15T00:00:00.0000000+01:00,-114.5,-15.66,POINT (19.84861111 50.06166667)
7.102222222,-73.06944444,1532.0,2004-10-15T00:00:00.0000000+02:00,-79.46,-11.25,POINT (-73.06944444 7.102222222)
40.67,109.85,1067.0,1990-01-15T00:00:00.0000000+01:00,-79.6,-10.96,POINT (109.85 40.67)
9.0,38.73,2360.0,2021-10-15T00:00:00.0000000+02:00,6.1,-1.12,POINT (38.73 9)
25.07,110.08,170.0,1989-04-15T00:00:00.0000000+02:00,-9.1,-3.61,POINT (110.08 25.07)
28.276976,84.30961,2103.0,2016-07-22T08:00:00.0000000+02:00,-45.82223504,-6.709346622,POINT (84.30961 28.276976)
-6.289166667,106.6714167,45.0,1998-02-15T00:00:00.0000000+01:00,-34.5,-6.1,POINT (106.6714167 -6.289166667)
-37.82,144.97,28.0,1998-05-15T00:00:00.0000000+02:00,-42.9,-6.86,POINT (144.97 -37.82)
43.49111613,-3.800555816,52.0,2019-04-15T00:00:00.0000000+02:00,-29.6,-5.54,POINT (-3.800555816 43.49111613)
54.5283,11.0603,3.0,2002-09-15T00:00:00.0000000+02:00,-77.7,-11.8,POINT (11.0603 54.5283)
-34.38,-58.28,5.0,2002-09-15T00:00:00.0000000+02:00,-12.0,-3.8,POINT (-58.28 -34.38)
44.73805556,-0.774722222,59.0,2015-01-15T00:00:00.0000000+01:00,-32.0,-6.04,POINT (-0.774722222 44.73805556)
10.00036389,-84.10913333,1173.0,2015-04-30T00:00:00.0000000+02:00,-0.1204098,-0.71708064,POINT (-84.10913333 10.00036389)
4.7,-74.13,2547.0,1975-11-15T00:00:00.0000000+01:00,-92.1,-12.96,POINT (-74.13 4.7)
54.6789,13.4342,42.0,2001-03-15T00:00:00.0000000+01:00,-94.8,-12.96,POINT (13.4342 54.6789)
47.6772,9.19,443.0,2013-09-15T00:00:00.0000000+02:00,-46.91,-6.79,POINT (9.19 47.6772)
14.64,121.04,42.0,2022-02-15T00:00:00.0000000+01:00,7.3,1.92,POINT (121.04 14.64)
41.733333,43.516667,1665.0,2020-06-15T00:00:00.0000000+02:00,-35.9,-6.37,POINT (43.516667 41.733333)
45.32,-75.67,114.0,2008-06-15T00:00:00.0000000+02:00,-74.43,-10.57,POINT (-75.67 45.32)
48.22,11.59,489.0,1998-02-15T00:00:00.0000000+01:00,-80.9,-11.08,POINT (11.59 48.22)
23.05,-82.21666667,137.0,2019-06-15T00:00:00.0000000+02:00,-10.5,-2.38,POINT (-82.21666667 23.05)
41.15305556,-96.49277778,352.0,1994-05-07T00:00:00.0000000+02:00,-52.0,-8.3,POINT (-96.49277778 41.15305556)
28.63,-106.07,1423.0,1979-06-15T00:00:00.0000000+02:00,9.9,-0.32,POINT (-106.07 28.63)
-36.79744444,-73.03333333,11.0,1989-08-15T00:00:00.0000000+02:00,-15.0,-2.0,POINT (-73.03333333 -36.79744444)
32.09194444,35.77694444,700.0,1990-10-15T00:00:00.0000000+02:00,-24.7,-5.19,POINT (35.77694444 32.09194444)
-54.78,-68.28,10.0,1984-02-15T00:00:00.0000000+01:00,-82.0,-9.0,POINT (-68.28 -54.78)
-35.07,173.28,76.0,1991-10-15T00:00:00.0000000+02:00,-17.1,-3.61,POINT (173.28 -35.07)
38.7,-27.34,200.0,1999-01-15T00:00:00.0000000+01:00,-20.0,-4.15,POINT (-27.34 38.7)
7.08,38.48,1750.0,2000-10-15T00:00:00.0000000+02:00,-2.2,-1.63,POINT (38.48 7.08)
37.97,23.72,107.0,2009-04-15T00:00:00.0000000+02:00,-39.43,-5.77,POINT (23.72 37.97)
-27.43,153.08,4.0,1978-07-15T00:00:00.0000000+02:00,-40.8,-7.64,POINT (153.08 -27.43)
22.31666667,114.1666667,66.0,2000-08-15T00:00:00.0000000+02:00,-48.0,-7.45,POINT (114.1666667 22.31666667)
44.73805556,-0.774722222,59.0,2014-09-15T00:00:00.0000000+02:00,-33.7,-4.49,POINT (-0.774722222 44.73805556)
51.6,-1.1,48.0,1998-05-15T00:00:00.0000000+02:00,-26.1,-2.85,POINT (-1.1 51.6)
43.49111613,-3.800555816,52.0,2001-12-15T00:00:00.0000000+01:00,-55.6,-7.62,POINT (-3.800555816 43.49111613)
18.27694444,-65.78583333,616.0,2006-06-22T00:00:00.0000000+02:00,-9.1,-2.8,POINT (-65.78583333 18.27694444)
35.15,33.28,224.0,1964-03-15T00:00:00.0000000+01:00,-16.5,-2.52,POINT (33.28 35.15)
4.365694444,18.58725,386.0,2016-04-15T00:00:00.0000000+02:00,14.4,1.28,POINT (18.58725 4.365694444)
42.85,-80.27,240.0,1979-11-15T00:00:00.0000000+01:00,-50.0,-8.3,POINT (-80.27 42.85)
47.81666667,13.71777778,1618.0,2019-12-22T07:00:00.0000000+01:00,-99.21,-13.554,POINT (13.71777778 47.81666667)
46.39864119,6.233803787,436.0,2013-12-15T00:00:00.0000000+01:00,-121.39,-15.96,POINT (6.233803787 46.39864119)
36.98,35.3,73.0,1983-12-15T00:00:00.0000000+01:00,-20.0,-5.18,POINT (35.3 36.98)
45.8,28.2,113.0,2009-07-15T00:00:00.0000000+02:00,-35.46,-4.82,POINT (28.2 45.8)
46.96666667,28.9,125.0,2013-02-15T00:00:00.0000000+01:00,-62.26,-9.33,POINT (28.9 46.96666667)
22.31666667,114.1666667,66.0,2008-06-15T00:00:00.0000000+02:00,-55.35,-8.33,POINT (114.1666667 22.31666667)
10.00036389,-84.10913333,1173.0,2018-05-24T00:00:00.0000000+02:00,-100.2661976,-14.34398755,POINT (-84.10913333 10.00036389)
46.25,48.03,-18.0,1983-07-15T00:00:00.0000000+02:00,-30.0,-2.6,POINT (48.03 46.25)
60.18008889,24.83286111,30.0,2008-10-15T00:00:00.0000000+02:00,-71.5,-10.47,POINT (24.83286111 60.18008889)
47.37233597,8.083138245,397.0,2006-01-15T00:00:00.0000000+01:00,-96.63112536,-13.05,POINT (8.083138245 47.37233597)
51.93,-10.25,9.0,1991-02-15T00:00:00.0000000+01:00,-50.7,-6.31,POINT (-10.25 51.93)
7.208333333,-72.93805556,2660.0,2006-06-15T00:00:00.0000000+02:00,-44.03,-6.68,POINT (-72.93805556 7.208333333)
8.04,79.825,2.0,1994-03-15T00:00:00.0000000+01:00,-18.0,-3.7,POINT (79.825 8.04)
