Lat,Lon,Alt,Date,H2,O18,geometry
-75.58333333,-20.56666667,30.0,1980-10-15T00:00:00.0000000+02:00,-174.1,-23.64,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1980-11-15T00:00:00.0000000+01:00,-134.1,-18.41,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1980-12-15T00:00:00.0000000+01:00,-96.6,-13.57,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1982-02-15T00:00:00.0000000+01:00,-97.1,-13.28,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1982-03-15T00:00:00.0000000+01:00,-147.4,-19.74,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1982-04-15T00:00:00.0000000+02:00,-148.2,-19.68,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-01-15T00:00:00.0000000+01:00,-121.4,-15.26,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-02-15T00:00:00.0000000+01:00,-103.9,-13.4,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-03-15T00:00:00.0000000+01:00,-119.6,-15.2,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-04-15T00:00:00.0000000+02:00,-138.2,-18.06,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-05-15T00:00:00.0000000+02:00,-177.3,-21.97,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-06-15T00:00:00.0000000+02:00,-210.0,-26.03,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-07-15T00:00:00.0000000+02:00,-241.4,-30.0,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-08-15T00:00:00.0000000+02:00,-198.8,-24.73,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-09-15T00:00:00.0000000+02:00,-210.1,-25.91,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-10-15T00:00:00.0000000+02:00,-211.2,-25.68,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-11-15T00:00:00.0000000+01:00,-173.6,-21.4,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1983-12-15T00:00:00.0000000+01:00,-128.3,-16.01,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-01-15T00:00:00.0000000+01:00,-185.5,-23.13,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-02-15T00:00:00.0000000+01:00,-186.2,-23.23,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-03-15T00:00:00.0000000+01:00,-131.4,-17.33,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-04-15T00:00:00.0000000+02:00,-172.9,-21.98,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-05-15T00:00:00.0000000+02:00,-207.3,-26.17,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-06-15T00:00:00.0000000+02:00,-218.2,-27.97,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-07-15T00:00:00.0000000+02:00,-207.7,-26.38,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-08-15T00:00:00.0000000+02:00,-232.3,-29.3,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-09-15T00:00:00.0000000+02:00,-223.9,-28.06,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-10-15T00:00:00.0000000+02:00,-236.1,-29.95,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-11-15T00:00:00.0000000+01:00,-188.6,-23.85,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1984-12-15T00:00:00.0000000+01:00,-141.2,-17.62,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-01-15T00:00:00.0000000+01:00,-116.0,-15.17,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-02-15T00:00:00.0000000+01:00,-112.9,-14.54,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-03-15T00:00:00.0000000+01:00,-133.6,-17.07,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-04-15T00:00:00.0000000+02:00,-81.1,-12.51,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-05-15T00:00:00.0000000+02:00,-179.0,-23.08,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-06-15T00:00:00.0000000+02:00,-195.8,-24.93,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-07-15T00:00:00.0000000+02:00,-238.0,-30.3,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-08-15T00:00:00.0000000+02:00,-173.1,-22.29,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-09-15T00:00:00.0000000+02:00,-204.7,-26.41,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-10-15T00:00:00.0000000+02:00,-212.2,-27.45,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-11-15T00:00:00.0000000+01:00,-199.8,-25.41,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1985-12-15T00:00:00.0000000+01:00,-193.5,-25.07,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-01-15T00:00:00.0000000+01:00,-100.6,-13.63,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-02-15T00:00:00.0000000+01:00,-112.3,-15.13,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-03-15T00:00:00.0000000+01:00,-129.1,-17.93,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-04-15T00:00:00.0000000+02:00,-159.5,-21.59,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-05-15T00:00:00.0000000+02:00,-156.3,-21.31,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-06-15T00:00:00.0000000+02:00,-197.4,-25.81,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-07-15T00:00:00.0000000+02:00,-179.6,-23.52,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-08-15T00:00:00.0000000+02:00,-216.0,-28.52,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-09-15T00:00:00.0000000+02:00,-255.7,-33.96,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-10-15T00:00:00.0000000+02:00,-276.0,-35.53,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-11-15T00:00:00.0000000+01:00,-191.2,-25.26,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1986-12-15T00:00:00.0000000+01:00,-152.2,-19.26,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1987-01-15T00:00:00.0000000+01:00,-128.1,-16.99,POINT (-20.56666667 -75.58333333)
-75.58333333,-20.56666667,30.0,1987-03-15T00:00:00.0000000+01:00,-128.5,-18.14,POINT (-20.56666667 -75.58333333)
