Lat,Lon,Alt,Year,JulianDay_Sin,Temp,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,283.98486,0.4,-1.28,-14.0,-111.2,-13.163103103637695,-99.61677551269531
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,296.2911,1.6,-1.51,-9.7,-74.1,-12.891546249389648,-94.6039810180664
52.3,104.2833333,427.25,2011.0,-0.680773409477016,289.3462,0.7,-1.35,-14.2,-101.4,-13.714494705200195,-103.82588958740234
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,285.0388,1.7,0.54,-13.1,-108.0,-13.292596817016602,-100.55819702148438
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,270.80997,1.2,0.39,-17.3,-127.0,-17.751022338867188,-137.6237030029297
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,267.4311,1.8,1.36,-30.1,-224.1,-19.761640548706055,-153.50607299804688
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,245.5639,4.1,2.52,-27.3,-208.7,-38.84056854248047,-320.7976379394531
52.3,104.2833333,427.25,2012.0,0.2386727660059501,261.34137,1.8,1.17,-29.0,-218.7,-23.913156509399414,-187.81028747558594
52.3,104.2833333,427.25,2012.0,0.6994583270516471,252.67146,0.8,0.42,-26.4,-207.4,-22.33421516418457,-176.15525817871094
52.3,104.2833333,427.25,2012.0,0.2802306751992159,285.04517,-0.7,-2.53,-10.0,-91.8,-12.683530807495117,-92.82610321044922
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,288.55252,-0.1,-1.32,-13.0,-100.8,-13.814830780029297,-110.33551788330078
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,293.38803,-0.3,-0.98,-11.0,-87.1,-13.912660598754883,-106.01199340820312
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,282.70758,0.4,-0.59,-15.0,-107.9,-14.439720153808594,-110.3001937866211
52.3,104.2833333,427.25,2012.0,-0.970063921851507,273.24136,0.5,-2.06,-29.9,-225.5,-18.321687698364258,-142.27085876464844
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,259.9701,0.4,-0.58,-22.3,-165.9,-26.279691696166992,-208.51580810546875
52.3,104.2833333,427.25,2013.0,0.2386727660059501,255.33873,-0.1,0.35,-29.2,-226.2,-24.991559982299805,-197.7813720703125
52.3,104.2833333,427.25,2013.0,0.6994583270516471,262.44476,-0.4,-0.45,-30.7,-251.3,-20.390703201293945,-160.42849731445312
52.3,104.2833333,427.25,2013.0,0.9510565162951535,272.0206,2.5,-1.61,-21.8,-169.2,-17.076791763305664,-131.3602294921875
52.3,104.2833333,427.25,2013.0,0.9760105506323683,273.59277,0.4,0.69,-12.6,-86.7,-15.063478469848633,-114.67919158935547
52.3,104.2833333,427.25,2013.0,0.741222010848596,290.72104,1.3,0.57,-12.8,-103.1,-9.815601348876953,-68.27926635742188
52.3,104.2833333,427.25,2013.0,0.29671281927349075,288.98105,2.0,0.52,-12.7,-99.7,-12.368051528930664,-91.87157440185547
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,288.6188,1.3,0.67,-12.2,-103.6,-14.055923461914062,-106.42361450195312
52.3,104.2833333,427.25,2013.0,-0.680773409477016,291.16858,0.3,0.97,-10.9,-86.0,-13.433263778686523,-100.38409423828125
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,282.2556,0.5,0.24,-15.7,-117.2,-14.482154846191406,-110.421875
52.3,104.2833333,427.25,2013.0,-0.9741004551724206,270.29587,-0.1,-1.28,-16.3,-120.7,-18.05034637451172,-140.1072235107422
52.3,104.2833333,427.25,2014.0,-0.2884824328806098,266.30817,-0.9,1.86,-29.6,-230.5,-26.12869644165039,-204.0308074951172
52.3,104.2833333,427.25,2015.0,0.2386727660059501,254.0976,-1.4,1.79,-27.6,-215.2,-27.237022399902344,-215.94602966308594
52.3,104.2833333,427.25,2015.0,0.6994583270516471,255.59766,0.4,1.32,-25.9,-211.2,-21.075342178344727,-165.2429962158203
52.3,104.2833333,427.25,2015.0,0.9510565162951535,264.8988,-1.2,1.45,-21.7,-175.3,-21.412826538085938,-167.8563995361328
52.3,104.2833333,427.25,2015.0,0.9760105506323683,274.89346,-0.1,0.73,-15.3,-112.3,-15.463020324707031,-118.07090759277344
52.3,104.2833333,427.25,2015.0,0.741222010848596,284.80615,-1.2,0.15,-10.7,-84.6,-11.803518295288086,-86.31037139892578
52.3,104.2833333,427.25,2015.0,0.29671281927349075,289.6717,-0.9,-0.07,-14.3,-107.2,-11.763328552246094,-85.6076431274414
52.3,104.2833333,427.25,2015.0,-0.2135209154397959,292.13568,-1.9,-3.18,-9.4,-61.8,-14.801013946533203,-105.80906677246094
52.3,104.2833333,427.25,2015.0,-0.680773409477016,286.79733,-2.4,-0.76,-12.1,-85.6,-14.220430374145508,-110.5771255493164
52.3,104.2833333,427.25,2015.0,-0.9587178169872964,279.96805,-2.7,-0.65,-16.3,-127.3,-16.39767837524414,-125.72321319580078
52.3,104.2833333,427.25,2015.0,-0.9741004551724206,278.67822,-2.8,0.44,-20.7,-158.7,-17.92510223388672,-138.8410186767578
52.3,104.2833333,427.25,2015.0,-0.7236440382959123,271.8202,-0.8,1.74,-21.3,-169.8,-20.756460189819336,-158.8386688232422
52.3,104.2833333,427.25,2015.0,-0.2884824328806098,261.45505,-0.9,2.24,-25.5,-201.8,-30.660686492919922,-243.8215789794922
52.3,104.2833333,427.25,2016.0,0.2386727660059501,237.81444,-3.6,0.12,-33.8,-269.6,-32.03983688354492,-255.57113647460938
52.3,104.2833333,427.25,2016.0,0.6994583270516471,256.34158,-3.2,1.58,-26.1,-209.1,-22.077632904052734,-173.4842987060547
52.3,104.2833333,427.25,2016.0,0.9562348265919056,273.4593,-0.1,0.73,-26.0,-202.9,-16.20022964477539,-124.29084777832031
52.3,104.2833333,427.25,2016.0,0.9721181966290613,276.23322,-2.0,0.38,-12.5,-102.1,-16.37038230895996,-125.73491668701172
52.3,104.2833333,427.25,2016.0,0.7295575540864875,285.2303,0.7,-0.77,-16.4,-124.2,-12.579940795898438,-93.94816589355469
52.3,104.2833333,427.25,2016.0,0.2802306751992159,295.30023,1.1,-0.43,-12.4,-103.6,-11.86689567565918,-86.1705551147461
52.3,104.2833333,427.25,2016.0,-0.23030567023061196,295.5241,0.7,-1.76,-10.9,-82.7,-15.02845573425293,-114.72599029541016
52.3,104.2833333,427.25,2016.0,-0.6932812268869771,291.53262,1.2,-1.65,-12.1,-89.8,-14.546682357788086,-110.20285034179688
52.3,104.2833333,427.25,2016.0,-0.9634705485641486,281.7547,2.0,0.61,-14.6,-109.1,-14.790201187133789,-112.99830627441406
52.3,104.2833333,427.25,2016.0,-0.970063921851507,278.09888,-0.4,0.41,-27.5,-202.8,-17.697376251220703,-137.14187622070312
52.3,104.2833333,427.25,2016.0,-0.7116566222817751,266.15433,-0.2,-0.16,-27.8,-210.5,-23.032726287841797,-181.70640563964844
52.3,104.2833333,427.25,2016.0,-0.27195815753410524,254.54556,0.5,0.48,-26.4,-201.1,-29.725265502929688,-236.88931274414062
52.3,104.2833333,427.25,2012.0,-0.27195815753410524,256.0939,-1.0,0.17,-35.1,-262.7,-28.413774490356445,-226.0453643798828
52.3,104.2833333,427.25,2017.0,0.9510565162951535,260.47137,1.5,0.74,-17.6,-126.8,-21.882152557373047,-171.99131774902344
52.3,104.2833333,427.25,2017.0,0.9760105506323683,270.12485,-0.3,1.73,-20.9,-152.0,-17.521909713745117,-135.05030822753906
52.3,104.2833333,427.25,2017.0,0.2386727660059501,256.59677,0.3,0.48,-30.3,-230.6,-26.23231315612793,-208.28179931640625
52.3,104.2833333,427.25,2017.0,0.6994583270516471,260.36813,-0.1,1.0,-25.9,-194.9,-20.79775619506836,-163.1481475830078
47.54260867,7.58371693,304.73438,2004.0,0.2386727660059501,274.69434,-2.2,-0.29,-11.9,-88.50962751,-12.316543579101562,-93.43989562988281
47.54260867,7.58371693,304.73438,2004.0,0.6994583270516471,276.20032,2.0,-0.14,-9.88,-66.74413536,-12.307092666625977,-92.48771667480469
47.54260867,7.58371693,304.73438,2004.0,0.9562348265919056,279.2048,0.7,1.02,-9.69,-71.5587575,-9.706901550292969,-70.29386901855469
47.54260867,7.58371693,304.73438,2004.0,0.9721181966290613,284.02167,-1.5,1.15,-6.1,-40.66799847,-9.064081192016602,-64.86097717285156
47.54260867,7.58371693,304.73438,2004.0,0.7295575540864875,288.99155,1.7,0.19,-7.01,-50.25006643,-8.660457611083984,-60.70354080200195
47.54260867,7.58371693,304.73438,2004.0,0.2802306751992159,283.889,-1.4,-0.89,-7.21,-53.83051048,-7.147221088409424,-51.3285026550293
47.54260867,7.58371693,304.73438,2004.0,-0.23030567023061196,294.9553,-0.8,1.13,-5.49,-34.72560691,-5.563224792480469,-36.15795135498047
47.54260867,7.58371693,304.73438,2004.0,-0.6932812268869771,292.1178,-0.5,-0.48,-4.8,-31.50057387,-5.818377494812012,-38.94831848144531
47.54260867,7.58371693,304.73438,2004.0,-0.9634705485641486,289.50723,-0.6,0.38,-4.92,-31.38678091,-6.02587366104126,-39.91073226928711
47.54260867,7.58371693,304.73438,2004.0,-0.970063921851507,282.97815,-0.1,-1.1,-10.75,-76.42100974,-8.847736358642578,-62.38492202758789
47.54260867,7.58371693,304.73438,2004.0,-0.7116566222817751,282.98523,-1.1,0.73,-10.49,-75.39648751,-9.89784049987793,-72.23348236083984
47.54260867,7.58371693,304.73438,2004.0,-0.27195815753410524,279.3189,-1.3,1.21,-13.22,-98.71358212,-11.391716003417969,-84.32550811767578
47.54260867,7.58371693,304.73438,2005.0,0.2386727660059501,279.46838,0.6,1.52,-6.66,-42.77138547,-9.042924880981445,-63.917877197265625
47.54260867,7.58371693,304.73438,2005.0,0.6994583270516471,280.56467,-5.2,-0.06,-15.78,-115.1328526,-13.286369323730469,-104.3098373413086
47.54260867,7.58371693,304.73438,2005.0,0.9510565162951535,280.88824,0.5,-1.83,-8.02,-59.70485452,-9.440895080566406,-67.69524383544922
47.54260867,7.58371693,304.73438,2005.0,0.9760105506323683,288.3,-1.0,-0.3,-8.51,-58.19910378,-8.213569641113281,-57.49996566772461
47.54260867,7.58371693,304.73438,2005.0,0.741222010848596,293.8865,-1.3,-1.25,-6.95,-48.05079866,-7.147546768188477,-49.12702941894531
47.54260867,7.58371693,304.73438,2005.0,0.29671281927349075,293.25107,0.7,-0.05,-5.24,-32.64544918,-6.185365676879883,-41.9286003112793
47.54260867,7.58371693,304.73438,2005.0,-0.2135209154397959,290.88892,0.3,-0.51,-5.67,-37.45673818,-5.785594940185547,-38.68192672729492
47.54260867,7.58371693,304.73438,2005.0,-0.680773409477016,295.45166,-0.6,0.37,-6.33,-43.03745941,-5.992170810699463,-40.35957336425781
47.54260867,7.58371693,304.73438,2005.0,-0.9587178169872964,284.0055,0.6,0.63,-9.610421834,-68.63931346,-7.489488124847412,-51.94706344604492
47.54260867,7.58371693,304.73438,2005.0,-0.9741004551724206,294.28342,2.0,-0.98,-6.38,-42.73606861,-7.572391510009766,-53.695899963378906
47.54260867,7.58371693,304.73438,2005.0,-0.7236440382959123,278.78088,-0.3,-0.31,-14.2,-103.3116898,-12.289377212524414,-93.03318786621094
47.54260867,7.58371693,304.73438,2005.0,-0.2884824328806098,278.93994,-0.0,-0.44,-10.79,-78.0619552,-11.759986877441406,-88.3759536743164
47.54260867,7.58371693,304.73438,2006.0,0.2386727660059501,278.52188,2.7,1.27,-10.39,-75.03694923,-11.391576766967773,-86.6960678100586
47.54260867,7.58371693,304.73438,2006.0,0.6994583270516471,275.58633,0.2,-0.51,-11.52,-90.29273588,-11.77614974975586,-88.9539566040039
47.54260867,7.58371693,304.73438,2006.0,0.9510565162951535,285.73444,2.9,-1.28,-11.23849183,-82.68571664,-12.174911499023438,-92.8546371459961
47.54260867,7.58371693,304.73438,2006.0,0.9760105506323683,281.24936,1.8,1.24,-10.61,-76.08191291,-8.194547653198242,-56.11955642700195
47.54260867,7.58371693,304.73438,2006.0,0.741222010848596,288.51483,-0.8,-1.14,-8.47,-60.27743553,-6.696002006530762,-45.264549255371094
47.54260867,7.58371693,304.73438,2006.0,0.29671281927349075,291.37796,-0.4,0.84,-4.08,-26.00399436,-5.6022443771362305,-36.57734298706055
47.54260867,7.58371693,304.73438,2006.0,-0.2135209154397959,285.97202,-1.0,0.9,-3.64,-26.43863597,-5.6301093101501465,-36.473209381103516
47.54260867,7.58371693,304.73438,2006.0,-0.680773409477016,292.36548,-1.7,-1.73,-8.43,-60.3623681,-8.180908203125,-56.99222946166992
47.54260867,7.58371693,304.73438,2006.0,-0.9587178169872964,292.78403,-1.0,-1.62,-7.78,-53.80678357,-7.155644416809082,-47.43808364868164
47.54260867,7.58371693,304.73438,2006.0,-0.9741004551724206,285.12756,-2.1,-2.24,-6.51,-49.6066388,-7.265248775482178,-47.9689826965332
47.54260867,7.58371693,304.73438,2006.0,-0.7236440382959123,278.76965,0.1,0.44,-9.18,-67.40884533,-11.689994812011719,-87.10131072998047
47.54260867,7.58371693,304.73438,2006.0,-0.2884824328806098,273.5797,-0.5,1.34,-11.11,-83.72738599,-12.058563232421875,-89.70555877685547
47.54260867,7.58371693,304.73438,2007.0,0.2386727660059501,273.4394,-1.3,0.22,-12.87,-93.4449454,-11.521377563476562,-86.32417297363281
47.54260867,7.58371693,304.73438,2007.0,0.6994583270516471,278.91876,-0.1,-0.47,-9.46,-71.36453487,-9.42629623413086,-69.15428161621094
47.54260867,7.58371693,304.73438,2007.0,0.9510565162951535,281.7634,0.3,1.44,-12.11,-89.32212676,-9.183666229248047,-65.64962768554688
47.54260867,7.58371693,304.73438,2007.0,0.741222010848596,284.9263,-0.2,0.66,-7.87,-56.86635214,-6.472046852111816,-43.44045639038086
47.54260867,7.58371693,304.73438,2007.0,0.29671281927349075,290.7206,0.9,-1.31,-6.28,-44.71481808,-6.407489776611328,-41.30950927734375
47.54260867,7.58371693,304.73438,2007.0,-0.2135209154397959,294.66248,-0.5,-0.58,-6.05,-43.8169477,-5.976866722106934,-39.936893463134766
47.54260867,7.58371693,304.73438,2007.0,-0.680773409477016,287.81866,0.7,-0.14,-6.87,-44.13363048,-5.8107709884643555,-38.88657760620117
47.54260867,7.58371693,304.73438,2007.0,-0.9587178169872964,290.62912,0.3,0.72,-6.87,-44.13363048,-6.367876052856445,-42.46879577636719
47.54260867,7.58371693,304.73438,2007.0,-0.9741004551724206,282.2629,1.2,0.45,-8.99,-60.35032291,-7.878270149230957,-55.462921142578125
47.54260867,7.58371693,304.73438,2007.0,-0.7236440382959123,276.48398,1.4,0.58,-10.78,-79.00926983,-10.471921920776367,-76.43158721923828
47.54260867,7.58371693,304.73438,2007.0,-0.2884824328806098,270.57297,2.7,0.34,-8.37,-57.9994607,-11.309619903564453,-83.82917785644531
47.54260867,7.58371693,304.73438,2008.0,0.2386727660059501,274.82385,2.9,0.89,-10.4,-82.10126519,-11.323478698730469,-85.40825653076172
47.54260867,7.58371693,304.73438,2008.0,0.6994583270516471,274.47092,4.4,0.73,-8.5,-62.00643014,-10.236160278320312,-73.73094940185547
47.54260867,7.58371693,304.73438,2008.0,0.9562348265919056,277.44467,2.4,0.08,-7.88,-58.24612426,-9.604711532592773,-70.10142517089844
47.54260867,7.58371693,304.73438,2008.0,0.9721181966290613,279.4423,1.1,-1.07,-10.73,-81.57874164,-9.268796920776367,-67.57636260986328
47.54260867,7.58371693,304.73438,2008.0,0.7295575540864875,283.20355,-0.1,-1.73,-6.26,-47.19478668,-7.18747615814209,-49.39020538330078
47.54260867,7.58371693,304.73438,2008.0,0.2802306751992159,285.68536,1.0,-1.39,-6.51,-47.19496585,-6.783782958984375,-43.93646240234375
47.54260867,7.58371693,304.73438,2008.0,-0.23030567023061196,292.66156,0.5,-1.27,-4.36,-26.28930766,-5.854259490966797,-38.53049850463867
47.54260867,7.58371693,304.73438,2008.0,-0.6932812268869771,291.2346,1.7,-1.16,-4.6,-29.45637813,-7.059398651123047,-48.489776611328125
47.54260867,7.58371693,304.73438,2008.0,-0.9634705485641486,287.47824,2.0,1.02,-8.79,-61.24115279,-7.384217262268066,-51.608802795410156
47.54260867,7.58371693,304.73438,2008.0,-0.970063921851507,281.09518,2.1,-0.04,-12.8,-91.96888229,-8.398980140686035,-60.1314811706543
47.54260867,7.58371693,304.73438,2008.0,-0.7116566222817751,283.60846,2.2,-0.32,-12.09,-89.88374997,-10.812479019165039,-80.43161010742188
47.54260867,7.58371693,304.73438,2008.0,-0.27195815753410524,281.56534,2.4,-0.28,-17.57,-134.4502205,-11.664058685302734,-87.670654296875
47.54260867,7.58371693,304.73438,2009.0,0.2386727660059501,273.00406,1.8,-0.01,-10.26,-78.8,-12.378820419311523,-92.85370635986328
47.54260867,7.58371693,304.73438,2009.0,0.6994583270516471,274.93643,3.1,0.06,-13.21,-99.3,-12.80819320678711,-98.54705047607422
47.54260867,7.58371693,304.73438,2009.0,0.9510565162951535,279.04745,0.7,0.57,-11.63,-84.9,-9.850858688354492,-71.62738037109375
47.54260867,7.58371693,304.73438,2009.0,0.9760105506323683,282.61984,1.3,-0.2,-6.23,-47.0,-10.15588092803955,-73.62079620361328
47.54260867,7.58371693,304.73438,2009.0,0.741222010848596,285.68463,-0.2,1.68,-4.26,-27.1,-6.989782810211182,-47.33242416381836
47.54260867,7.58371693,304.73438,2009.0,0.29671281927349075,292.5345,0.2,-1.21,-5.9,-44.9,-6.019084453582764,-40.06306457519531
47.54260867,7.58371693,304.73438,2009.0,-0.2135209154397959,294.64438,0.4,-2.15,-4.42,-25.9,-5.826303005218506,-39.981483459472656
47.54260867,7.58371693,304.73438,2009.0,-0.680773409477016,290.16885,-0.3,-0.19,-6.51,-44.1,-5.439340114593506,-35.27163314819336
47.54260867,7.58371693,304.73438,2009.0,-0.9587178169872964,293.65814,0.5,1.51,-5.48,-34.6,-6.391292572021484,-42.263572692871094
47.54260867,7.58371693,304.73438,2009.0,-0.9741004551724206,280.7311,-2.0,-1.03,-7.89,-55.9,-8.423402786254883,-55.70317077636719
47.54260867,7.58371693,304.73438,2009.0,-0.7236440382959123,277.01514,-1.0,-0.02,-13.82,-102.4,-12.967536926269531,-99.06990051269531
47.54260867,7.58371693,304.73438,2009.0,-0.2884824328806098,276.80103,-1.2,-1.93,-12.32,-90.3,-13.04294204711914,-98.15001678466797
47.54260867,7.58371693,304.73438,2010.0,0.2386727660059501,269.0238,-1.8,-1.11,-15.69,-117.4,-13.985584259033203,-108.9635238647461
47.54260867,7.58371693,304.73438,2010.0,0.6994583270516471,279.15158,-2.4,-1.98,-12.81,-99.3,-14.210159301757812,-107.29529571533203
47.54260867,7.58371693,304.73438,2010.0,0.9510565162951535,271.09546,-1.1,-0.88,-12.5,-93.0,-12.116447448730469,-92.50875091552734
47.54260867,7.58371693,304.73438,2010.0,0.9760105506323683,281.8738,2.0,-0.72,-8.52,-58.8,-10.298580169677734,-70.19388580322266
47.54260867,7.58371693,304.73438,2010.0,0.741222010848596,286.53043,1.5,-1.49,-8.21,-58.2,-9.259462356567383,-66.63978576660156
47.54260867,7.58371693,304.73438,2010.0,0.29671281927349075,293.40024,0.6,-0.82,-8.71,-61.9,-6.1395158767700195,-41.07129669189453
47.54260867,7.58371693,304.73438,2010.0,-0.2135209154397959,289.93668,3.0,-0.42,-5.8,-40.2,-7.024796962738037,-44.96684646606445
47.54260867,7.58371693,304.73438,2010.0,-0.680773409477016,286.29962,3.0,-1.22,-8.4,-60.2,-8.854601860046387,-59.280914306640625
47.54260867,7.58371693,304.73438,2010.0,-0.9587178169872964,290.54236,3.7,-0.79,-7.12,-48.8,-8.019302368164062,-56.92099380493164
47.54260867,7.58371693,304.73438,2010.0,-0.9741004551724206,285.28217,2.9,-0.93,-10.1,-72.0,-8.802026748657227,-62.99577713012695
47.54260867,7.58371693,304.73438,2010.0,-0.7236440382959123,279.07886,2.1,-1.62,-15.21,-112.6,-13.6610107421875,-103.34780883789062
47.54260867,7.58371693,304.73438,2010.0,-0.2884824328806098,276.81036,4.8,-1.85,-14.44,-105.9,-15.346487045288086,-115.7385482788086
47.54260867,7.58371693,304.73438,2011.0,0.2386727660059501,279.7453,3.8,-0.88,-10.25,-76.7,-10.344915390014648,-73.70317840576172
47.54260867,7.58371693,304.73438,2011.0,0.6994583270516471,277.4473,4.5,0.7,-12.45,-92.0,-10.236310958862305,-72.81511688232422
47.54260867,7.58371693,304.73438,2011.0,0.9510565162951535,276.94107,4.2,0.61,-9.17,-69.4,-9.661202430725098,-68.22306060791016
47.54260867,7.58371693,304.73438,2011.0,0.9760105506323683,282.91943,3.1,2.48,-5.43,-37.3,-5.5176849365234375,-39.66777038574219
47.54260867,7.58371693,304.73438,2011.0,0.741222010848596,282.51248,0.6,-0.06,-5.61,-36.5,-8.019672393798828,-56.25363540649414
47.54260867,7.58371693,304.73438,2011.0,0.29671281927349075,290.45352,0.4,-1.28,-5.81,-38.2,-6.078309059143066,-39.700286865234375
47.54260867,7.58371693,304.73438,2011.0,-0.2135209154397959,285.43524,1.6,-1.51,-6.6,-42.1,-7.605188846588135,-48.49235153198242
47.54260867,7.58371693,304.73438,2011.0,-0.680773409477016,294.61743,0.7,-1.35,-5.64,-39.6,-5.61245059967041,-36.703941345214844
47.54260867,7.58371693,304.73438,2011.0,-0.9587178169872964,284.4807,1.7,0.54,-5.39,-34.7,-7.637458801269531,-53.62443542480469
47.54260867,7.58371693,304.73438,2011.0,-0.9741004551724206,279.6588,1.2,0.39,-9.76,-69.2,-8.158422470092773,-57.774105072021484
47.54260867,7.58371693,304.73438,2011.0,-0.2884824328806098,274.69153,4.1,2.52,-9.34,-65.6,-11.219697952270508,-79.46713256835938
47.54260867,7.58371693,304.73438,2012.0,0.2386727660059501,278.16486,1.8,1.17,-10.04,-70.4,-10.883859634399414,-80.57903289794922
47.54260867,7.58371693,304.73438,2012.0,0.6994583270516471,275.4526,0.8,0.42,-15.68,-117.5,-11.883817672729492,-88.45130920410156
47.54260867,7.58371693,304.73438,2012.0,0.9562348265919056,278.16702,1.2,1.27,-9.38,-68.4,-9.22069263458252,-64.58696746826172
47.54260867,7.58371693,304.73438,2012.0,0.9721181966290613,283.52618,-0.4,0.47,-8.08,-56.7,-8.02664566040039,-56.385501861572266
47.54260867,7.58371693,304.73438,2012.0,0.7295575540864875,288.38907,0.1,-0.91,-6.23,-44.0,-6.228466987609863,-41.934085845947266
47.54260867,7.58371693,304.73438,2012.0,0.2802306751992159,287.7204,-0.7,-2.53,-6.6,-46.2,-5.547954082489014,-36.0434684753418
47.54260867,7.58371693,304.73438,2012.0,-0.23030567023061196,295.00336,-0.1,-1.32,-5.32,-32.6,-5.936296463012695,-39.7556037902832
47.54260867,7.58371693,304.73438,2012.0,-0.6932812268869771,293.85825,-0.3,-0.98,-5.84,-37.5,-5.950131893157959,-39.716854095458984
47.54260867,7.58371693,304.73438,2012.0,-0.9634705485641486,290.492,0.4,-0.59,-5.62,-37.2,-7.527310848236084,-52.96464920043945
47.54260867,7.58371693,304.73438,2012.0,-0.970063921851507,282.7762,0.5,-2.06,-10.79,-77.4,-10.240462303161621,-74.33159637451172
47.54260867,7.58371693,304.73438,2012.0,-0.7116566222817751,278.44324,0.4,-0.58,-12.91,-96.4,-12.417465209960938,-94.89073944091797
47.54260867,7.58371693,304.73438,2013.0,0.2386727660059501,273.96695,-0.1,0.35,-13.28,-99.0,-11.371925354003906,-84.61310577392578
47.54260867,7.58371693,304.73438,2013.0,0.6994583270516471,273.27716,-0.4,-0.45,-13.94,-101.5,-12.904041290283203,-98.27556610107422
47.54260867,7.58371693,304.73438,2013.0,0.9510565162951535,280.58615,2.5,-1.61,-13.26,-97.4,-15.122333526611328,-120.22099304199219
47.54260867,7.58371693,304.73438,2013.0,0.9760105506323683,277.658,0.4,0.69,-8.88,-64.1,-9.691408157348633,-70.36557006835938
47.54260867,7.58371693,304.73438,2013.0,0.741222010848596,288.3504,1.3,0.57,-9.26,-67.8,-8.427974700927734,-59.159671783447266
47.54260867,7.58371693,304.73438,2013.0,0.29671281927349075,288.8097,2.0,0.52,-7.45,-50.8,-6.626887321472168,-44.66823959350586
47.54260867,7.58371693,304.73438,2013.0,-0.2135209154397959,289.23734,1.3,0.67,-6.98,-49.4,-6.0674967765808105,-40.971378326416016
47.54260867,7.58371693,304.73438,2013.0,-0.680773409477016,289.8206,0.3,0.97,-5.54,-34.8,-5.396200180053711,-34.580902099609375
47.54260867,7.58371693,304.73438,2013.0,-0.9587178169872964,291.52792,0.5,0.24,-6.81,-43.0,-6.448366165161133,-43.42898941040039
47.54260867,7.58371693,304.73438,2013.0,-0.9741004551724206,284.88974,-0.1,-1.28,-8.19,-59.0,-8.81770133972168,-63.17103958129883
47.54260867,7.58371693,304.73438,2013.0,-0.7236440382959123,277.7871,1.2,0.9,-13.15,-96.3,-9.807649612426758,-70.28910827636719
47.54260867,7.58371693,304.73438,2013.0,-0.2884824328806098,269.7188,0.1,0.95,-17.77,-137.7,-12.196889877319336,-91.14193725585938
47.54260867,7.58371693,304.73438,2014.0,0.2386727660059501,277.30194,2.4,0.29,-11.27,-85.7,-12.632532119750977,-96.61819458007812
