O18 KGE,H2 KGE,O18 RMSE,H2 RMSE
0.8455458092296,0.8675285638232904,2.3447444263282304,18.343769640001135
0.2461892685303042,0.3085026213125598,2.6813988067026013,17.116405359231127
0.18308749033563665,0.22416111447148956,2.915581045280357,19.477860307626514
-0.4989895923848209,-0.3655272902271829,3.8084550718918315,32.36138244017396
-0.22227593349363373,-0.2087478657365438,1.5486851275402538,11.380234921214296
0.011722642937171734,0.08436665962937584,3.48874287796895,22.481188139061327
0.2688980898810951,0.2780807769206356,1.8276431985623316,12.046588392036025
0.0387607826786156,0.08011651530748198,2.4597846628071935,16.44871505021254
-0.05267896938770944,-0.06222378477426904,2.1142391152838975,16.884206572135483
-0.41142847383253467,-0.5010564335257071,1.874844812585453,15.992836173569843
-1.0948094445614576,-1.157060151582098,0.8214948586655215,8.346240282981354
0.25110337006875627,0.1846065006458083,1.000237898681515,8.705294173337837
0.04339052455007031,-0.018427300952981618,1.524765877205379,12.55952180072937
0.5721430972026157,0.6304994874834208,1.936451865315321,14.943460433322246
-0.4476385107255514,-0.35493990266609066,2.857131198287774,22.60424666842459
0.32759825110331287,0.432948521874024,1.930285558867481,12.053394873674023
-1.0214334953052324,-1.0812381624536789,2.7049846365660053,27.663488690930727
0.4041904998184458,0.31887809012214996,2.276284993434917,19.365827734493713
0.30360551291832794,0.39518863522388614,1.696291796616146,10.49076347432296
0.030201273607506796,-0.003511268442463855,1.1338904291270848,9.016776488433365
-0.16160265609449898,-0.03484618048769317,1.3506597939140346,10.6040378155654
0.19106686579500953,0.172096964755872,2.9509381181204217,23.72615211152086
0.5200427283801625,0.5746546986495813,1.7165531918550236,12.229074106533927
0.5014319047645737,0.5476100004852811,1.3502573100394366,9.7938201151894
0.31049596408403357,0.3942309612321071,1.4972133829273482,10.46275382397775
,,3.406887,19.62225
0.0694055940494901,0.016180001278900624,2.499637296672597,17.494856445133937
0.40208294309267734,0.49239277304960183,1.577368192466613,12.064158816728227
0.10574323284272724,0.24601471357716997,1.6644931483964318,8.598288905920855
0.08579899467082075,0.28965541005812634,1.3623463100669893,9.05368615139436
0.2139515430995167,0.27916356552047605,2.271738304260761,17.840016155039248
0.4585203818374769,0.3833903838396041,1.9543135204516817,16.179911128527856
0.39972036508911757,0.3650117099941974,1.625519600579978,13.067959437439779
0.34893524402001985,0.3523556422022587,2.1714796529030354,17.014872289866947
0.43359160618908155,0.5039911770508259,1.3397144178864184,10.02071823973611
0.6409607219244422,0.6154497815232678,1.4019084184996,9.760021870738827
0.5469253840589157,0.5517739329538269,1.5873436425146183,13.21737921425917
0.7906042720653756,0.7831536815102362,0.8905386415826647,6.29870519384758
0.632381820008151,0.5728526434269829,1.831440015616332,15.76513605505922
-0.1610925538691672,-0.15568111561560727,2.5582952698082044,21.11410610098526
0.30863899784118876,0.28635958454865484,2.423288193049443,17.983780754962506
-0.01080296023314542,-0.0375543449761635,1.749166915419377,13.261005611382284
0.17263851608102188,0.20483656173181952,2.735738147801631,20.78155467790164
0.14655838194958637,0.12151483270685637,1.7224196223703676,11.533974016303029
0.12166446067615322,0.1597282757336449,1.7906974883820896,9.479791906655489
0.3331740574522959,0.10316408345706707,1.5954924426461223,14.230926811115664
-0.09582429118024338,-0.4266158856378972,0.799449429895056,10.342492362097632
0.16998041917621576,0.4464200644688494,2.063767802042461,13.022311800469812
0.07017483716362505,0.017702714541359965,2.8635956447924555,24.41752002613016
0.14326242875851858,0.20317707268355767,2.3574458202175337,18.681628351661267
0.1325886484276516,0.3956590456580844,1.2798697671627102,7.817305840488461
0.41525471126171065,0.46865446214984474,2.595691331438063,17.95356454013621
0.09617975080213648,0.05032753608657925,1.4360953069641667,10.959630280364868
0.16600812076438276,0.11333595593415047,1.4103686795222332,9.246316127055747
0.35468447870272135,0.36463880151771366,1.933124551684316,15.665514553474011
0.295447610174152,0.265818145027786,2.955416709789378,22.5741541407086
-0.24492808659473142,-0.13470951813290055,4.153136322670873,27.838299068664146
-3.0356676798835025,-1.7126609324492743,4.683403809515136,17.930450688148596
-0.237246395593957,-0.6031760916048694,2.816922393225428,21.99418661535158
-0.30560199129283916,-0.16840268665029812,2.282718567477947,16.61910102125789
0.527383335182795,0.5775643913176509,1.4480661560003611,11.00354981628431
-0.2588862054354901,-0.2724668753416102,1.7400667356736914,14.379194679951931
0.38406256445821585,0.39198766462656165,3.449577487205356,19.980975044177146
0.36116654893928146,0.386882978455541,2.523194042018439,18.90396291568119
,,3.0111076999999997,24.465266
0.1687721362977691,0.180971465351359,2.130689495479401,15.681425183335957
0.014401366094921375,0.10009037748973715,1.8272725840250827,11.481472770831104
0.13407831170394546,-0.158177530374499,1.7501151801318497,17.162204429685296
0.17608449512888347,0.07861136393424817,3.2206749652403754,25.20195488129293
0.2607952248643832,-1.617710838858509,2.35174084408639,18.308594628477948
0.1464460473339405,0.08899187601357794,2.272988480304075,15.984689545918304
,,4.4380434,35.522674
0.6958469437343685,0.5867652431437524,1.5994628688284527,16.483486018406772
0.06141706276902159,0.19983794786501874,2.36254306906279,14.113540595649596
0.39915815792627674,0.3494949047208581,2.765688411590716,25.170038256407988
0.17426728148493076,0.20708050480973306,3.289168617119613,25.615452190173425
-0.11323998331817586,-0.6620815176081682,3.8011424321616922,25.625612940023196
