Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.0,0.4,-1.28,-14.0,-111.2,-11.757987,-81.924934
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-12.187891,-85.0901
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,4.754567e-05,0.7,-1.35,-14.2,-101.4,-12.744083,-89.01463
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,0.0,1.7,0.54,-13.1,-108.0,-14.747952,-104.90333
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,0.0,1.2,0.39,-17.3,-127.0,-14.189696,-100.53291
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,0.0,1.8,1.36,-30.1,-224.1,-15.551426,-110.885445
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,0.0,4.1,2.52,-27.3,-208.7,-19.708824,-143.74983
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,5.3495005e-06,1.8,1.17,-29.0,-218.7,-15.134807,-107.17428
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,1.175598e-05,0.8,0.42,-26.4,-207.4,-13.955265,-98.550186
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-10.067958,-70.875046
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,0.0,-0.1,-1.32,-13.0,-100.8,-11.892162,-83.37461
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-12.820398,-89.32123
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-12.963196,-90.85528
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.0,0.5,-2.06,-29.9,-225.5,-11.887088,-85.63999
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,0.0,0.4,-0.58,-22.3,-165.9,-13.019485,-90.96793
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,0.0,-0.1,0.35,-29.2,-226.2,-13.46395,-94.55553
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,0.0,-0.4,-0.45,-30.7,-251.3,-13.025143,-91.81787
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,0.0,2.5,-1.61,-21.8,-169.2,-13.222479,-93.75497
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,0.0,0.4,0.69,-12.6,-86.7,-14.277616,-101.347946
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,0.0,1.3,0.57,-12.8,-103.1,-14.22498,-100.74302
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,0.0,2.0,0.52,-12.7,-99.7,-14.598254,-103.17338
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,0.0,1.3,0.67,-12.2,-103.6,-14.184601,-100.065895
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,0.0,0.3,0.97,-10.9,-86.0,-14.036816,-99.042274
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,0.0,0.5,0.24,-15.7,-117.2,-13.602434,-95.83798
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,0.0,-0.1,-1.28,-16.3,-120.7,-12.76525,-90.24478
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-14.522904,-103.018875
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,0.0,-1.4,1.79,-27.6,-215.2,-15.029856,-107.30636
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,0.0,0.4,1.32,-25.9,-211.2,-14.777216,-104.951935
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,0.0,-1.2,1.45,-21.7,-175.3,-15.14338,-108.72367
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,0.0,-0.1,0.73,-15.3,-112.3,-14.324556,-101.832054
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,0.0,-1.2,0.15,-10.7,-84.6,-13.947272,-99.65021
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,0.0,-0.9,-0.07,-14.3,-107.2,-13.024585,-91.63164
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,0.00010476876,-1.9,-3.18,-9.4,-61.8,-7.686797,-51.78964
