Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,0.0,0.4,-1.28,-14.0,-111.2,-12.415894,-94.53603
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-13.3439865,-102.56722
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,4.754567e-05,0.7,-1.35,-14.2,-101.4,-12.23431,-92.964714
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,0.0,1.7,0.54,-13.1,-108.0,-13.20948,-101.40328
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,0.0,1.2,0.39,-17.3,-127.0,-12.812687,-97.96966
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,0.0,1.8,1.36,-30.1,-224.1,-14.238453,-110.30743
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,0.0,4.1,2.52,-27.3,-208.7,-18.065155,-143.42154
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,5.3495005e-06,1.8,1.17,-29.0,-218.7,-14.736126,-114.614006
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,1.175598e-05,0.8,0.42,-26.4,-207.4,-12.819412,-98.027855
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-11.682835,-88.19256
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,0.0,-0.1,-1.32,-13.0,-100.8,-12.462971,-94.94341
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-12.059452,-91.45159
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-12.066177,-91.50979
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,0.0,0.5,-2.06,-29.9,-225.5,-11.763538,-88.89092
