Lat,Lon,Date,Alt,Precip (mm),Temp (°C),O18 (‰),H2 (‰),KPN_A,KPN_B,KPN_C,KPN_D,KPN_E
43.49111613,-3.800555816,2003-12-14 23:00:00+00:00,52.0,181.0,11.2,-7.53,-40.25,0,0,1,0,0
11.25,75.78,2006-04-14 22:00:00+00:00,20.0,48.8,30.4,-2.61,-15.3,1,0,0,0,0
71.3,-156.78,1969-08-14 22:00:00+00:00,7.0,22.0,-0.1,-20.16,-157.6,0,0,0,0,1
41.15305556,-96.49277778,1992-03-20 23:00:00+00:00,352.0,8.0,4.1,-8.7,-59.0,0,0,0,1,0
43.73238889,7.423583333,2016-11-14 23:00:00+00:00,2.0,139.5,11.533563232421898,-5.15,-30.0,0,0,1,0,0
49.7703,9.9578,1983-03-14 23:00:00+00:00,268.0,30.4,5.1,-8.98,-70.9,0,0,0,1,0
17.46,106.62,2021-04-14 22:00:00+00:00,1.0,247.8,26.3,-3.35,-14.1,1,0,0,0,0
-45.35,-72.07,1992-05-14 22:00:00+00:00,310.0,87.0,3.6,-12.65,-93.0,0,0,1,0,0
49.0392,8.365,1984-01-14 23:00:00+00:00,112.0,121.1,3.2,-8.9,-63.8,0,0,1,0,0
52.1,5.18,1986-11-14 23:00:00+00:00,2.0,89.0,7.9,-7.95,-52.9,0,0,1,0,0
38.98916547,-3.920273851,2018-02-14 23:00:00+00:00,628.0,0.0,10.002587890625025,-8.96,-59.9,0,1,0,0,0
47.81666667,13.71777778,2019-02-07 06:00:00+00:00,1618.0,4.4,-4.537939453124977,-15.411,-114.07,0,0,0,1,0
76.76666667,-18.66666667,1994-08-14 22:00:00+00:00,12.0,6.0,3.5,-17.09,-135.7,0,0,0,0,1
22.2,92.2,2018-09-14 22:00:00+00:00,24.0,11.447882233187556,29.093347167968773,-4.83,-28.7,1,0,0,0,0
36.83,10.23,1976-10-14 22:00:00+00:00,4.0,113.0,19.9,-4.57,-18.9,0,0,1,0,0
50.9,14.8,2013-06-14 22:00:00+00:00,240.0,265.0,16.8,-8.77,-59.9,0,0,0,1,0
36.15,-5.35,2015-01-15 00:00:00+00:00,5.0,39.4,12.731591796875025,-6.436,-38.9,0,0,1,0,0
58.38277778,21.81416667,2018-04-14 22:00:00+00:00,6.0,28.9,5.3,-12.51,-94.5,0,0,0,1,0
42.58834633,-5.651107617,2013-02-14 23:00:00+00:00,912.0,40.6,3.7,-10.8,-75.9,0,0,1,0,0
-20.299175,57.47873889,2018-05-14 22:00:00+00:00,402.0,70.9,21.7,-0.6,8.0,1,0,0,0,0
-0.37,-78.55,1974-04-14 22:00:00+00:00,3058.0,173.0,11.6,-11.0,-74.4,0,0,1,0,0
34.57,69.21333333,1967-12-14 23:00:00+00:00,1860.0,39.0,-0.1,-14.56,-91.1,0,1,0,0,0
-17.97472,-67.08,2013-02-14 23:00:00+00:00,3718.0,97.5,12.4,-14.5,-98.6,0,1,0,0,0
-46.42,168.32,1977-09-14 22:00:00+00:00,2.0,118.0,6.7,-7.37,-45.5,0,0,1,0,0
-20.901,55.484,2007-12-14 23:00:00+00:00,70.0,119.6,23.866052246093773,-5.11,-32.21,0,0,1,0,0
0.73,32.53,1999-12-14 23:00:00+00:00,1150.0,2.5345110276248306,22.346520996093773,-2.39,-4.46,1,0,0,0,0
3.416666667,12.66666667,1994-11-08 23:00:00+00:00,617.0,11.0,22.398706054687523,-1.76,-4.7,1,0,0,0,0
0.05,32.45,2003-09-14 22:00:00+00:00,1155.0,12.0,21.574578857421898,-2.36,-5.6,1,0,0,0,0
4.036666667,9.734166667,2019-07-14 22:00:00+00:00,18.0,0.0,27.522576904296898,-3.08,-15.7,1,0,0,0,0
10.10808333,-84.12208333,1990-04-14 22:00:00+00:00,2260.0,48.0,25.438653564453148,-3.25,-14.5,0,0,1,0,0
46.65772518,8.292706832,2017-11-14 23:00:00+00:00,1055.0,6.0671159299090505,-0.8484863281249773,-16.99,-124.0,0,0,0,0,1
46.17378583,8.788556051,2014-04-14 22:00:00+00:00,379.0,0.0,13.723229980468773,-13.31,-101.3,0,0,1,0,0
22.31666667,114.1666667,1978-05-14 22:00:00+00:00,66.0,300.0,25.0,-3.98,-21.6,0,0,1,0,0
51.83,6.25,2000-01-14 23:00:00+00:00,43.0,49.0,4.0,-7.16,-49.3,0,0,1,0,0
50.4972,9.9428,2011-12-14 23:00:00+00:00,921.0,181.1,-0.4,-11.88,-82.03,0,0,0,1,0
-22.71,-46.46583333,1996-11-19 23:00:00+00:00,545.0,42.0,17.037042236328148,-12.2,-88.9,0,0,1,0,0
-0.743055556,-90.30222222,2015-05-05 04:00:00+00:00,2.0,0.7,24.563684082031276,-1.759750435,-5.4646266,1,0,0,0,0
10.00036389,-84.10913333,2017-11-09 23:00:00+00:00,1173.0,8.63,24.355401611328148,-2.53936884,-6.088430938,1,0,0,0,0
47.4828,11.0622,1999-03-14 23:00:00+00:00,719.0,78.5,3.5,-14.85,-112.4,0,0,0,1,0
47.47051111,21.49041944,2005-06-22 22:00:00+00:00,110.0,2.2,20.3,-2.45,-29.34,0,0,0,1,0
-46.42,168.32,2007-03-14 23:00:00+00:00,2.0,146.0,14.1,-6.75,-45.4,0,0,1,0,0
46.98141401,6.607999655,2001-09-14 22:00:00+00:00,1042.0,0.0,22.212091064453148,-8.43,-56.3,0,0,0,1,0
22.31666667,114.1666667,1993-11-14 23:00:00+00:00,66.0,145.0,21.7,-2.68,-14.7,0,0,1,0,0
53.32,-60.42,2004-05-14 22:00:00+00:00,46.0,0.0,8.166772460937523,-11.86,-89.4,0,0,0,1,0
50.3119,11.8758,2003-11-14 23:00:00+00:00,565.0,18.0,4.1,-8.87,-59.3,0,0,0,1,0
62.89179444,27.62542222,2006-12-14 23:00:00+00:00,116.0,86.6,1.1,-12.29,-89.0,0,0,0,1,0
6.9506,79.8795,2018-10-15 00:00:00+00:00,5.0,539.7,26.969628906250023,-7.575,-49.4,1,0,0,0,0
44.81666667,14.98333333,2001-11-14 23:00:00+00:00,1594.0,256.4,-1.5,-13.2,-78.3,0,0,1,0,0
47.7,27.88333333,2018-05-14 22:00:00+00:00,231.0,36.3,18.5,-9.22,-64.7,0,0,0,1,0
52.1,5.18,1984-06-14 22:00:00+00:00,2.0,63.0,13.8,-7.4,-50.9,0,0,1,0,0
-21.2,-159.8,1979-10-14 22:00:00+00:00,6.0,53.0,23.8,-2.59,-5.7,1,0,0,0,0
46.95222563,7.439320571,2003-09-14 22:00:00+00:00,511.0,50.0,14.7,-8.88,-61.34,0,0,1,0,0
45.37,-63.27,1978-07-14 22:00:00+00:00,40.0,61.0,16.9,-8.9,-55.0,0,0,0,1,0
38.28,21.79,2010-04-14 22:00:00+00:00,100.0,3.6,17.3,-0.438618888,-9.379020394,0,0,1,0,0
46.39864119,6.233803787,2003-03-14 23:00:00+00:00,436.0,0.0,6.741967773437523,-11.23,-86.44713676,0,0,1,0,0
39.55339029,2.625298143,2013-06-14 22:00:00+00:00,3.0,1.8,21.4,-5.47,-32.3,0,1,0,0,0
45.80666667,15.97,1980-06-14 22:00:00+00:00,165.0,66.0,18.0,-5.73,-39.3,0,0,0,1,0
7.334444444,80.62638889,2018-02-14 23:00:00+00:00,477.0,39.5,25.0,-3.89,-20.0,1,0,0,0,0
4.05,114.81,2008-03-20 23:00:00+00:00,24.0,5.0,23.3,-11.53,-88.81,1,0,0,0,0
-22.399288,-47.543743,2022-09-14 22:00:00+00:00,614.49694,99.8,19.7,0.08,12.3,1,0,0,0,0
47.81666667,13.71777778,2001-12-10 23:00:00+00:00,1618.0,7.2,6.710870361328148,-11.3,-81.4,0,0,0,1,0
0.512102778,25.20643889,2015-04-15 00:00:00+00:00,418.0,134.8,25.713677978515648,-3.37,-12.1,1,0,0,0,0
41.8,-6.733333333,1988-06-14 22:00:00+00:00,690.0,113.0,16.1,-7.42,-47.2,0,0,1,0,0
47.81666667,13.71777778,2002-12-05 23:00:00+00:00,1618.0,0.5,1.4623046875000227,-15.7,-112.9,0,0,0,1,0
25.01666667,102.6833333,1996-03-14 23:00:00+00:00,1892.0,39.0,14.7,-6.83,-37.2,0,0,1,0,0
4.332,117.977,2008-06-14 22:00:00+00:00,588.0,136.3,26.804895019531276,-8.42,-52.76,1,0,0,0,0
49.81666667,23.95,1983-10-14 22:00:00+00:00,329.0,47.0,7.7,-10.0,-65.0,0,0,0,1,0
4.332,117.977,2008-12-14 23:00:00+00:00,588.0,183.1,28.337335205078148,-9.64,-62.93,1,0,0,0,0
46.095,14.597,2007-04-14 22:00:00+00:00,282.0,5.0,6.651422119140648,-5.54,-36.7,0,0,1,0,0
-13.8,-171.78,1973-10-14 22:00:00+00:00,2.0,579.0,25.6,-4.21,-20.7,1,0,0,0,0
-23.0,-47.13333333,1998-03-22 23:00:00+00:00,661.0,39.0,25.877038574218773,-9.08,-61.53,0,0,1,0,0
8.92,-79.6,1973-11-14 23:00:00+00:00,13.0,420.0,26.8,-9.47,-67.9,1,0,0,0,0
19.27116389,-99.20359444,2012-07-17 22:00:00+00:00,2580.0,0.0,16.758874511718773,-9.43,-65.5,0,0,1,0,0
7.933333333,38.71666667,1995-07-14 22:00:00+00:00,1638.0,102.0,17.628686523437523,-2.38,-3.1,1,0,0,0,0
13.05,123.97,1992-06-14 22:00:00+00:00,475.0,276.0,26.168847656250023,-4.97,-26.5,1,0,0,0,0
52.4672,13.4019,1992-03-14 23:00:00+00:00,48.0,79.3,5.5,-8.61,-65.9,0,0,1,0,0
50.8325,15.14777778,2009-05-14 22:00:00+00:00,823.0,178.2,9.5,-6.62,-51.4,0,0,0,1,0
58.65,49.61666667,2000-12-14 23:00:00+00:00,164.0,42.0,-13.0,-20.3,-155.9,0,0,0,1,0
-36.62,-64.29,2019-06-14 22:00:00+00:00,180.0,29.5,13.662988281250025,-5.45,-29.9,0,0,1,0,0
-33.97,18.6,2011-09-14 22:00:00+00:00,44.0,23.8,14.1,-1.587927498,-1.487577524,0,0,1,0,0
-37.82,144.97,2010-10-14 22:00:00+00:00,28.0,131.2,13.9,-5.95,-33.7,0,0,1,0,0
-0.166666667,-78.48333333,2002-01-30 23:00:00+00:00,2789.0,29.8,15.2,-6.07,-36.7,0,0,1,0,0
49.82,-74.97,2006-05-14 22:00:00+00:00,381.1,0.0,6.153497314453148,-11.65,-84.9,0,0,0,1,0
49.0975,19.59,1999-12-14 23:00:00+00:00,570.0,38.0,-2.2,-16.895,-129.4,0,0,0,1,0
-12.43,130.87,2000-11-14 23:00:00+00:00,26.0,75.0,29.4,-8.04,-53.5,1,0,0,0,0
12.13,15.03,2016-08-15 00:00:00+00:00,300.0,200.6,26.794244384765648,-3.809,-21.3,0,1,0,0,0
-0.743055556,-90.30222222,2015-11-14 23:00:00+00:00,2.0,27.1,22.241845703125023,-1.11440937,0.230762262,1,0,0,0,0
38.79,-27.19,1999-01-14 23:00:00+00:00,70.0,152.0,14.5,-3.945,-20.65,0,0,1,0,0
10.88,-74.78,1976-05-14 22:00:00+00:00,14.0,61.0,27.8,-2.25,-10.9,1,0,0,0,0
-34.90416667,-56.16666667,2015-07-14 22:00:00+00:00,37.0,0.0,5.982080078125023,-1.26,5.3,0,0,1,0,0
54.35333333,-6.648333333,2016-01-15 00:00:00+00:00,64.0,131.9,6.105554199218773,-10.159,-71.1,0,0,1,0,0
44.13333333,6.333333333,2012-10-14 22:00:00+00:00,851.0,79.0,10.59118157,-8.86,-63.82,0,0,1,0,0
43.73238889,7.423583333,2002-03-14 23:00:00+00:00,2.0,30.0,21.0,-2.58,-19.2,0,0,1,0,0
31.62,25.95,1995-02-14 23:00:00+00:00,24.0,62.4,13.8,-4.51,-19.9,0,1,0,0,0
46.49143367,9.898180888,2008-01-14 23:00:00+00:00,1724.0,0.0,-2.2116760253906023,-17.19,-130.4957862,0,0,0,0,1
-34.05,115.0249,2017-07-30 07:00:00+00:00,70.0,5.8,10.014245605468773,-4.62,-18.5,0,0,1,0,0
48.78,-123.13,2002-09-14 22:00:00+00:00,178.0,3.689053177367896,14.449792480468773,-6.2,-42.5,0,0,1,0,0
42.29055556,-85.58444444,1993-02-22 23:00:00+00:00,236.0,2.5,3.1236511230468977,-19.8,-114.0,0,0,0,1,0
-9.55,16.37,1973-11-14 23:00:00+00:00,1139.0,274.0,21.3,-5.21,-31.5,1,0,0,0,0
36.55530278,126.635925,2018-10-14 22:00:00+00:00,62.0,140.0,21.0270935058594,-13.11,-94.7,0,0,0,1,0
45.32,-75.67,2005-07-14 22:00:00+00:00,114.0,106.2,22.1,-7.08,-50.9,0,0,0,1,0
78.91666667,11.93333333,1990-12-14 23:00:00+00:00,7.0,34.7,-8.1,-14.23,-97.9,0,0,0,0,1
49.0392,8.365,1995-04-14 22:00:00+00:00,112.0,64.1,11.2,-7.79,-54.8,0,0,1,0,0
36.15,-5.35,1998-01-14 23:00:00+00:00,5.0,75.0,14.1,-3.73,-20.3,0,0,1,0,0
10.30944444,-84.8075,2003-07-04 22:00:00+00:00,1460.0,9.782486921176314,25.464776611328148,-9.2,-65.0,1,0,0,0,0
6.166666667,102.2833333,1995-08-14 22:00:00+00:00,7.0,318.9,27.773828125000023,-9.14,-62.25,1,0,0,0,0
10.36512,0.46944,2019-06-23 10:00:00+00:00,168.0,91.2,29.126031494140648,-3.278,-14.17,1,0,0,0,0
-31.95,115.97,2010-08-14 22:00:00+00:00,17.0,60.0,12.7,-3.52,-10.3,0,0,1,0,0
18.9,72.82,1976-09-14 22:00:00+00:00,10.0,399.0,27.3,-0.32,6.5,1,0,0,0,0
-3.12,-60.02,1989-12-30 23:00:00+00:00,72.0,177.0,26.448175048828148,-2.79,-7.9,1,0,0,0,0
37.77,-25.65,2012-03-14 23:00:00+00:00,175.0,98.0,15.7,-4.38,-21.8,0,0,1,0,0
45.80666667,15.97,2003-03-31 22:00:00+00:00,165.0,2.7,6.696313476562523,-6.55,-47.2,0,0,1,0,0
1.35,103.9,1973-09-14 22:00:00+00:00,32.0,257.0,25.9,-10.5,-71.6,1,0,0,0,0
43.97455,10.27266,2020-03-31 22:00:00+00:00,660.0,421.0,8.66,-5.4,-33.5,0,0,1,0,0
52.98,158.65,1997-10-14 22:00:00+00:00,24.0,166.0,7.2,-10.5,-75.4,0,0,0,1,0
-12.43,130.87,1982-11-14 23:00:00+00:00,26.0,184.0,29.253778076171898,1.73,11.7,1,0,0,0,0
52.8911,11.7294,2000-11-14 23:00:00+00:00,21.0,23.3,6.4,-9.49,-68.0,0,0,1,0,0
46.65772518,8.292706832,2014-12-14 23:00:00+00:00,1055.0,0.0,-2.0133117675781023,-15.64,-113.6,0,0,0,0,1
-12.43,130.87,1981-02-14 23:00:00+00:00,26.0,214.0,27.246209716796898,-4.76,-31.4,1,0,0,0,0
47.6772,9.19,2002-07-14 22:00:00+00:00,443.0,89.0,18.9,-6.2,-43.45,0,0,1,0,0
53.23,6.55,1989-12-14 23:00:00+00:00,1.0,95.0,5.1,-10.36,-71.6,0,0,1,0,0
64.13,-21.93,2016-11-14 23:00:00+00:00,14.0,127.4,3.5,-8.67,-60.2,0,0,1,0,0
13.52,2.09,2015-09-14 22:00:00+00:00,220.0,10.619583819061518,29.101983642578148,-2.44,-9.5,0,1,0,0,0
40.6308324,22.9570337,2018-10-15 00:00:00+00:00,200.0,1.3,21.365441894531276,-1.297,-10.8,0,1,0,0,0
48.15,15.15,1968-09-14 22:00:00+00:00,252.0,50.0,11.042840576171898,-8.7,-59.1,0,0,0,1,0
47.74305556,16.84333333,2020-04-14 22:00:00+00:00,120.0,3.524614067282528,8.627099609375023,-4.99,-38.4,0,0,1,0,0
50.4972,9.9428,2005-07-14 22:00:00+00:00,921.0,122.3,14.5,-7.3,-47.3,0,0,0,1,0
47.81666667,13.71777778,2019-05-21 05:00:00+00:00,1618.0,30.3,10.229974365234398,-14.406,-108.39,0,0,0,1,0
47.37233597,8.083138245,2014-02-14 23:00:00+00:00,397.0,5.012971011456102,-1.7423461914062273,-13.02,-96.6,0,0,1,0,0
36.88,30.7,1968-01-14 23:00:00+00:00,49.0,164.0,9.2,-6.0,-23.8,0,0,1,0,0
38.98916547,-3.920273851,2013-10-14 22:00:00+00:00,628.0,18.2,17.2,-4.52,-25.9,0,1,0,0,0
31.99730278,34.81616111,1972-12-14 23:00:00+00:00,39.0,94.0,11.5,-5.32,-25.1,0,0,1,0,0
18.483,-69.917,2021-09-14 22:00:00+00:00,14.0,63.2,29.6,-1.85,-5.6,1,0,0,0,0
32.97,35.5,1979-02-14 23:00:00+00:00,964.0,37.0,9.4,-8.55,-51.2,0,0,1,0,0
9.93,-84.1,2018-09-15 00:00:00+00:00,1150.0,310.7,26.314416503906276,-8.205,-54.7,1,0,0,0,0
10.25,-67.65,1964-08-14 22:00:00+00:00,442.0,134.0,24.4,-1.0,-6.2,1,0,0,0,0
22.31666667,114.1666667,1983-09-14 22:00:00+00:00,66.0,447.0,28.3,-9.64,-70.0,0,0,1,0,0
48.24861111,16.35638889,2015-09-15 00:00:00+00:00,198.0,50.0,18.656304931640648,-4.899,-34.0,0,0,1,0,0
12.05,8.53,1962-07-14 22:00:00+00:00,476.0,190.0,26.6,-3.9,-19.9,0,1,0,0,0
-0.743055556,-90.30222222,2015-12-20 05:00:00+00:00,2.0,3.0,23.420617675781276,-0.051501203,0.087356598,1,0,0,0,0
34.01937778,-6.838286111,2000-11-15 23:00:00+00:00,75.0,0.0,17.396875000000023,-6.08,-27.64,0,0,1,0,0
48.24861111,16.35638889,2022-01-14 23:00:00+00:00,198.0,34.0,3.2,-8.31,-63.7,0,0,1,0,0
45.37,-63.27,1979-11-14 23:00:00+00:00,40.0,180.0,4.7,-9.3,-65.0,0,0,0,1,0
47.67,-124.48,1965-03-14 23:00:00+00:00,21.0,75.0,7.071832275390648,-9.4,-67.6,0,0,1,0,0
39.95,32.88,1980-08-14 22:00:00+00:00,902.0,6.0,22.5,-4.0,-34.6,0,1,0,0,0
4.575530556,-74.166525,1999-04-14 22:00:00+00:00,2665.0,66.3,15.517388916015648,-12.64,-92.15,0,0,1,0,0
33.21722222,-87.54305556,2006-06-11 22:00:00+00:00,65.0,13.1,26.405480957031276,-1.7,1.6,0,0,1,0,0
-15.85,-47.93,1974-12-14 23:00:00+00:00,1061.0,186.0,20.7,-5.96,-39.9,1,0,0,0,0
38.05011111,23.866675,2001-12-14 23:00:00+00:00,498.0,202.8,4.9,-10.69,-66.09,0,0,1,0,0
-22.71,-46.46583333,1998-07-25 22:00:00+00:00,545.0,6.8,13.336175537109398,-3.04,-5.25,0,0,1,0,0
-40.35,-9.88,1974-09-14 22:00:00+00:00,54.0,367.0,8.9,-5.56,-38.6,0,0,1,0,0
52.1042,8.7519,2004-11-14 23:00:00+00:00,135.0,106.7,4.8,-9.53,-65.3,0,0,1,0,0
50.92,5.78,2001-12-04 23:00:00+00:00,111.0,68.5,7.128198242187523,-10.839,-73.18,0,0,1,0,0
4.05,114.81,2008-11-17 23:00:00+00:00,24.0,16.4,25.4,-9.58,-64.96,1,0,0,0,0
-0.37,-78.55,1996-02-14 23:00:00+00:00,3058.0,202.0,11.1,-11.93,-84.5,0,0,1,0,0
45.68,126.62,1987-09-14 22:00:00+00:00,172.0,144.0,13.7,-12.94,-79.8,0,0,0,1,0
55.47,10.33,1963-03-14 23:00:00+00:00,17.0,20.0,-0.1,-7.99,-65.0,0,0,1,0,0
0.38,6.72,1964-11-14 23:00:00+00:00,8.0,82.0,25.0,-2.9,-8.1,1,0,0,0,0
42.025,35.15833333,2009-09-14 22:00:00+00:00,32.0,96.8,20.4,-7.88,-48.31,0,0,1,0,0
51.93,-10.25,1993-11-14 23:00:00+00:00,9.0,183.0,9.2,-7.16,-41.9,0,0,1,0,0
12.05,8.53,1961-08-14 22:00:00+00:00,476.0,340.0,24.7,-7.7,-53.9,0,1,0,0,0
46.57248471,8.332719621,2022-02-14 23:00:00+00:00,1950.0,0.6455571172409691,-1.2768005371093525,-10.46,-75.4,0,0,0,1,0
-65.07944444,-63.9775,1999-09-14 22:00:00+00:00,20.0,37.0,-9.0,-14.79,-121.1,0,0,0,0,1
51.83,6.25,2002-07-14 22:00:00+00:00,43.0,117.0,26.425988769531276,-6.3,-44.65,0,0,1,0,0
28.22,-177.37,1976-12-14 23:00:00+00:00,13.0,111.0,21.2,-1.33,-1.2,1,0,0,0,0
-30.08,-51.18,1982-07-14 22:00:00+00:00,7.0,141.0,14.7,-4.17,-20.2,0,0,1,0,0
-34.05,115.0249,2011-08-24 07:00:00+00:00,70.0,8.0,15.597528076171898,-2.95,-5.1,0,0,1,0,0
7.789855,-76.650846,2018-06-14 22:00:00+00:00,30.0,387.7,24.1,-10.54,-77.6,1,0,0,0,0
46.60305556,13.67138889,1997-07-14 22:00:00+00:00,2156.0,150.2,17.611657714843773,-9.06,-59.3,0,0,0,1,0
-46.42,168.32,2005-10-14 22:00:00+00:00,2.0,48.0,9.8,-6.5,-40.6,0,0,1,0,0
41.66056063,-1.004162565,2009-05-14 22:00:00+00:00,249.0,18.8,20.3,-0.36,-2.45,0,1,0,0,0
-33.62,-78.83,1989-10-14 22:00:00+00:00,6.0,12.0,13.0,-2.3,-7.0,0,0,1,0,0
38.00194982,-1.170837424,2015-09-14 22:00:00+00:00,61.0,77.4,24.4,-3.95,-14.6,0,1,0,0,0
-0.166666667,-78.48333333,2019-03-14 23:00:00+00:00,2789.0,3.08729246025905,11.244958496093773,-8.48,-57.0,0,0,1,0,0
-27.17,-109.43,1993-07-14 22:00:00+00:00,41.0,263.0,18.3,-1.72,-7.4,1,0,0,0,0
-75.58333333,-20.56666667,1974-12-14 23:00:00+00:00,30.0,1.0,-4.6,-14.37,-104.9,0,0,0,0,1
36.15,-5.35,2016-03-14 23:00:00+00:00,5.0,18.0,15.0,-3.06,-18.0,0,0,1,0,0
0.05,-51.07,1989-09-29 22:00:00+00:00,17.0,0.0,27.695367431640648,-2.7,-8.2,1,0,0,0,0
-27.17,-109.43,2015-11-15 00:00:00+00:00,41.0,58.6,20.494042968750023,-1.783,-1.6,1,0,0,0,0
-21.02823729,55.47161911,2018-01-17 23:00:00+00:00,1184.0,724.8,23.675866699218773,-7.59,-51.19,0,0,1,0,0
4.036666667,9.734166667,2020-12-14 23:00:00+00:00,18.0,6.8,28.5,0.97,5.5,1,0,0,0,0
48.8281,9.2,1995-07-14 22:00:00+00:00,314.0,110.4,21.8,-4.64,-32.4,0,0,1,0,0
19.2,-96.13,1967-09-14 22:00:00+00:00,16.0,365.0,27.2,-9.95,-62.0,1,0,0,0,0
-20.3625,57.48555556,1992-07-14 22:00:00+00:00,573.0,0.2424435959255788,19.536035156250023,-1.55,4.6,1,0,0,0,0
53.23,6.55,1976-01-14 23:00:00+00:00,1.0,110.0,3.6,-8.39,-54.6,0,0,1,0,0
43.91281944,4.888775,2007-06-14 22:00:00+00:00,33.0,106.0,21.3,-6.26,-39.95,0,0,1,0,0
42.54633333,-6.590833333,2003-05-14 22:00:00+00:00,555.0,3.615073557011783,11.920526123046898,-2.6,-20.14,0,0,1,0,0
-40.68,144.69,1986-09-14 22:00:00+00:00,90.0,76.0,10.4,-4.06,-22.7,0,0,1,0,0
50.3119,11.8758,1984-07-14 22:00:00+00:00,565.0,107.8,14.2,-9.71,-68.6,0,0,0,1,0
-11.40438889,-76.32505556,2007-04-14 22:00:00+00:00,4477.0,76.9,5.2,-19.03,-136.6,0,0,0,0,1
-33.11011944,-64.24918333,2016-03-14 23:00:00+00:00,435.0,0.0,20.049768066406276,-6.7,-39.9,0,0,1,0,0
69.1,-105.1166667,1992-08-14 22:00:00+00:00,27.0,11.0,5.4,-15.93,-130.3,0,0,0,0,1
-20.47583333,57.63944444,1992-06-14 22:00:00+00:00,63.0,0.214851012424333,20.812127685546898,-1.33,4.2,1,0,0,0,0
31.62,-97.22,1963-11-14 23:00:00+00:00,156.0,82.0,15.3,-4.2,-16.8,0,0,1,0,0
6.9506,79.8795,2010-04-14 22:00:00+00:00,5.0,240.2,29.0,-3.740042186,-16.48728163,1,0,0,0,0
47.07777778,15.44888889,1987-07-14 22:00:00+00:00,366.0,150.0,21.920587158203148,-7.31,-48.9,0,0,0,1,0
24.91,91.84533333,2009-06-14 22:00:00+00:00,20.0,512.0,28.5,-1.234693712,1.778671407,0,0,1,0,0
14.53,-4.1,2017-08-14 22:00:00+00:00,270.0,0.0,29.342126464843773,-4.17,-29.4,0,1,0,0,0
41.733333,43.516667,2018-10-14 22:00:00+00:00,1665.0,51.1,9.4,-16.13,-113.1,0,0,0,1,0
48.24861111,16.35638889,1990-09-14 22:00:00+00:00,198.0,69.0,13.8,-7.95,-56.7,0,0,0,1,0
-33.95833333,18.46111111,2004-08-14 22:00:00+00:00,105.0,342.0,14.2,-2.67,-10.0,0,0,1,0,0
20.83085,-156.225,1997-09-08 22:00:00+00:00,957.0,2285.0,22.489770507812523,-3.5,-14.0,1,0,0,0,0
52.8,5.05,2007-01-27 23:00:00+00:00,-4.0,10.4,5.5,-3.29,-11.99,0,0,1,0,0
14.64,121.04,2016-12-14 23:00:00+00:00,42.0,125.6,27.6,-5.6,-37.9,1,0,0,0,0
68.96666667,33.05,1990-03-14 23:00:00+00:00,46.0,19.0,-3.8,-12.3,-92.0,0,0,0,1,0
-33.11011944,-64.24918333,2011-11-14 23:00:00+00:00,435.0,162.4,22.769189453125023,-4.4,-17.0,0,0,1,0,0
44.42,8.85,1984-08-14 22:00:00+00:00,2.0,210.0,21.1,-6.62,-39.4,0,0,1,0,0
22.31666667,114.1666667,1975-04-14 22:00:00+00:00,66.0,345.0,24.2,-5.44,-33.0,0,0,1,0,0
60.18008889,24.83286111,2018-11-15 00:00:00+00:00,30.0,25.0,6.435418701171898,-8.999,-58.9,0,0,0,1,0
47.67,-124.48,1965-05-14 22:00:00+00:00,21.0,85.0,10.504388427734398,-6.9,-49.0,0,0,1,0,0
49.7478,6.6581,1990-07-14 22:00:00+00:00,265.0,41.5,18.1,-3.09,-24.6,0,0,1,0,0
-46.88,37.87,1965-02-14 23:00:00+00:00,26.0,317.0,6.8,-5.1,-28.6,0,0,0,0,1
51.18,8.4889,2012-06-14 22:00:00+00:00,839.0,121.9,10.6,-6.37,-43.3,0,0,0,1,0
44.42,8.85,1984-05-14 22:00:00+00:00,2.0,197.0,13.5,-5.31,-34.8,0,0,1,0,0
28.276976,84.30961,2016-07-23 06:00:00+00:00,2103.0,36.8,20.28191667,-10.05671857,-73.31321089,0,0,1,0,0
-7.315277778,72.42805556,1972-07-14 22:00:00+00:00,1.0,118.0,26.1,0.82,-0.7,1,0,0,0,0
32.81333333,130.7291667,2016-01-14 23:00:00+00:00,26.0,67.4,6.2,-9.23,-56.7,0,0,1,0,0
34.3,108.93,1985-10-14 22:00:00+00:00,397.0,94.0,13.3,-9.96,-57.1,0,0,1,0,0
43.83758,10.35235,2012-01-14 23:00:00+00:00,0.0,31.21,6.86,-9.27,-61.07,0,0,1,0,0
32.63333333,-16.9,1991-11-14 23:00:00+00:00,58.0,60.0,19.3,-5.47,-31.2,0,0,1,0,0
44.42,8.85,1987-07-14 22:00:00+00:00,2.0,95.0,25.2,-4.13,-28.5,0,0,1,0,0
52.2914,10.4464,2005-08-14 22:00:00+00:00,81.0,52.5,16.2,-7.93,-59.8,0,0,1,0,0
28.22,-177.37,1982-06-14 22:00:00+00:00,13.0,7.0,22.0,0.44,5.9,1,0,0,0,0
-21.54022,-64.69846,2009-03-14 23:00:00+00:00,1884.0,109.8,19.2,-8.2,-52.9,0,0,1,0,0
38.03333333,114.4166667,2002-05-14 22:00:00+00:00,80.0,40.8,21.6,-5.45,-42.5,0,1,0,0,0
22.31666667,114.1666667,2016-06-14 22:00:00+00:00,66.0,344.3,28.9,-6.3,-38.1,0,0,1,0,0
