Lat,Lon,Alt,Date,H2,O18,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E
10.00036389,-84.10913333,1173.0,2017-12-05 23:00:00+00:00,-20.76366333,-3.581183203,1,0,0,0,0
53.23,6.55,1.0,1972-10-14 22:00:00+00:00,-36.8,-6.7,0,0,1,0,0
33.65694444,73.26611111,575.0,1992-09-14 22:00:00+00:00,-49.59,-7.35,0,0,1,0,0
50.4972,9.9428,921.0,2006-02-14 23:00:00+00:00,-83.9,-11.6,0,0,0,1,0
22.31666667,114.1666667,66.0,1984-03-14 23:00:00+00:00,2.6,-1.19,0,0,1,0,0
76.76666667,-18.66666667,12.0,1991-12-14 23:00:00+00:00,-118.4,-15.69,0,0,0,0,1
48.78,-123.13,178.0,2000-10-14 22:00:00+00:00,-51.7,-7.39,0,0,1,0,0
53.5483,13.1931,81.0,2001-01-14 23:00:00+00:00,-101.3,-13.52,0,0,1,0,0
11.25,75.78,20.0,2004-11-14 23:00:00+00:00,-92.07,-12.75,1,0,0,0,0
11.18,124.66,800.0,1997-12-14 23:00:00+00:00,-1.7,-2.43,1,0,0,0,0
18.21,-67.14,10.0,2013-08-14 22:00:00+00:00,-1.2,-0.78,1,0,0,0,0
38.66038889,-27.22009444,74.0,1999-05-09 22:00:00+00:00,-69.05,-9.535,0,0,1,0,0
52.8,5.05,-4.0,2008-08-16 22:00:00+00:00,-57.87,-8.11,0,0,1,0,0
25.51900833,-80.491375,1.0,1999-07-02 22:00:00+00:00,-15.4,-3.39,1,0,0,0,0
-34.93,138.58,43.0,2011-10-14 22:00:00+00:00,-12.2,-2.76,0,1,0,0,0
-1.43,-48.48,24.0,1983-05-14 22:00:00+00:00,-9.6,-2.66,1,0,0,0,0
51.35,12.43,125.0,1991-08-14 22:00:00+00:00,-32.9,-5.0,0,0,1,0,0
47.81666667,13.71777778,1618.0,2002-12-31 23:00:00+00:00,-44.8,-6.21,0,0,0,1,0
0.05,32.45,1155.0,2013-12-14 23:00:00+00:00,12.08,0.1,1,0,0,0,0
28.31,-16.5,2365.0,2010-09-18 22:00:00+00:00,-75.85,-11.14,0,0,1,0,0
49.1823,-119.559,333.0,2009-03-23 23:00:00+00:00,-93.58,-10.86,0,1,0,0,0
52.98,158.65,24.0,1998-08-14 22:00:00+00:00,-97.9,-13.6,0,0,0,1,0
9.0,38.73,2360.0,1994-11-14 23:00:00+00:00,-45.0,-5.2,0,0,1,0,0
46.64833333,14.31833333,450.0,1983-02-14 23:00:00+00:00,-146.0,-19.55,0,0,0,1,0
41.9,12.5,66.0,2002-04-12 22:00:00+00:00,-52.7,-8.23,0,0,1,0,0
59.96666667,30.3,4.0,1982-02-14 23:00:00+00:00,-124.0,-17.2,0,0,0,1,0
36.98,35.3,73.0,1990-04-14 22:00:00+00:00,-12.7,-3.65,0,0,1,0,0
-34.35,-56.71,41.0,2003-12-14 23:00:00+00:00,-28.2,-5.31,0,0,1,0,0
46.37222222,6.470833333,385.0,2018-08-14 22:00:00+00:00,-29.7,-4.66,0,0,1,0,0
8.35,80.38333333,81.0,1984-04-14 22:00:00+00:00,-27.0,-4.85,1,0,0,0,0
51.1622,14.9506,238.0,2007-08-14 22:00:00+00:00,-44.7,-6.08,0,0,0,1,0
76.76666667,-18.66666667,12.0,2000-07-14 22:00:00+00:00,-107.5,-13.71,0,0,0,0,1
43.933,-60.007,2.0,2022-01-15 04:00:00+00:00,-37.52,-6.577,0,0,0,1,0
63.52,-116.0,241.0,2003-02-14 23:00:00+00:00,-240.9,-30.82,0,0,0,1,0
-1.68218,29.22716,1535.0,2018-02-14 23:00:00+00:00,15.3,0.04,1,0,0,0,0
39.46666667,-6.333333333,405.0,2002-09-14 22:00:00+00:00,-33.37,-5.62,0,0,1,0,0
-16.346,-68.12,5200.0,1984-01-14 23:00:00+00:00,-125.8,-17.88,0,0,0,0,1
50.9,14.8,240.0,2019-12-14 23:00:00+00:00,-70.6,-9.71,0,0,0,1,0
55.67,12.3,28.0,1967-01-14 23:00:00+00:00,-62.0,-9.12,0,0,0,1,0
58.26388889,26.46138889,70.0,2018-09-14 22:00:00+00:00,-56.4,-7.95,0,0,0,1,0
1.6,103.6666667,35.0,2015-05-14 22:00:00+00:00,-27.6,-4.61,1,0,0,0,0
54.5275,9.5486,43.0,2012-09-14 22:00:00+00:00,-31.68925,-5.806583333,0,0,1,0,0
-27.17,-109.43,41.0,2001-10-14 22:00:00+00:00,3.15,0.3,1,0,0,0,0
12.69325,-7.995494444,381.0,1991-10-14 22:00:00+00:00,-15.8,-4.3,1,0,0,0,0
-29.89805556,-71.2425,146.0,2001-08-14 22:00:00+00:00,-45.3,-7.26,0,1,0,0,0
11.48527778,-3.5225,330.0,2005-08-14 22:00:00+00:00,-26.14,-5.06,1,0,0,0,0
-34.82175,-58.57258333,11.41,2021-10-14 22:00:00+00:00,10.9,-1.11,0,0,1,0,0
46.06666667,14.51666667,299.0,2000-11-15 23:00:00+00:00,-44.63,-6.52,0,0,1,0,0
-0.37,-78.55,3058.0,1980-06-14 22:00:00+00:00,-78.6,-11.14,0,0,1,0,0
39.55339029,2.625298143,3.0,2008-03-14 23:00:00+00:00,-54.77,-7.68,0,1,0,0,0
43.365884,-8.421399,58.0,2016-03-14 23:00:00+00:00,-29.8,-5.2,0,0,1,0,0
41.91172742,2.763346411,129.0,2001-04-14 22:00:00+00:00,-37.6,-6.13,0,0,1,0,0
51.88,-176.65,4.0,1966-12-14 23:00:00+00:00,-76.5,-11.21,0,0,0,0,1
48.8281,9.2,314.0,2007-09-14 22:00:00+00:00,-58.45,-8.53,0,0,1,0,0
28.58,77.2,212.0,1980-02-14 23:00:00+00:00,28.4,3.11,0,1,0,0,0
-1.43,-48.48,24.0,1969-04-14 22:00:00+00:00,-25.2,-3.74,1,0,0,0,0
19.31396667,-99.3094,2880.0,2009-07-01 22:00:00+00:00,-99.5,-14.23,0,0,1,0,0
47.4,28.49166667,78.0,2012-11-14 23:00:00+00:00,-69.22,-11.24,0,0,0,1,0
28.31,-16.5,2365.0,2010-10-01 22:00:00+00:00,-52.08,-7.72,0,0,1,0,0
-7.92,-14.42,15.0,1962-10-14 22:00:00+00:00,15.0,1.1,0,1,0,0,0
61.22,-48.12,27.0,1962-12-14 23:00:00+00:00,-100.9,-13.4,0,0,0,0,1
25.7325,-80.16323611,1.0,2005-08-22 22:00:00+00:00,-14.0,-3.42,1,0,0,0,0
47.37233597,8.083138245,397.0,2004-11-14 23:00:00+00:00,-58.51702408,-8.69,0,0,1,0,0
-0.166666667,-78.48333333,2789.0,2001-06-14 22:00:00+00:00,-85.7,-11.56,0,0,1,0,0
39.95,32.88,902.0,2004-10-14 22:00:00+00:00,-46.6,-7.69,0,1,0,0,0
47.37233597,8.083138245,397.0,2017-09-14 22:00:00+00:00,-58.3,-8.52,0,0,1,0,0
10.3,1.38,440.0,2016-07-14 22:00:00+00:00,-8.5,-2.45,1,0,0,0,0
49.0422,12.1019,365.0,1999-04-14 22:00:00+00:00,-71.15,-9.04,0,0,0,1,0
78.91666667,11.93333333,7.0,2003-02-14 23:00:00+00:00,-86.9,-12.07,0,0,0,0,1
52.4672,13.4019,48.0,1996-01-14 23:00:00+00:00,-79.1,-10.74,0,0,1,0,0
48.24861111,16.35638889,198.0,1969-03-14 23:00:00+00:00,-94.7,-12.76,0,0,0,1,0
25.01666667,102.6833333,1892.0,1987-11-14 23:00:00+00:00,-84.4,-13.46,0,0,1,0,0
4.469205556,-74.36964167,3780.0,1999-04-14 22:00:00+00:00,-116.7,-16.93,0,0,1,0,0
49.0975,19.59,570.0,2007-11-14 23:00:00+00:00,-104.59,-14.85,0,0,0,1,0
46.49143367,9.898180888,1724.0,2008-06-14 22:00:00+00:00,-97.12371874,-12.85,0,0,0,0,1
51.116535,17.029468,118.0,2008-06-30 22:00:00+00:00,-15.09239944,-3.05397446,0,0,0,1,0
24.91,91.84533333,20.0,2015-01-14 23:00:00+00:00,-32.2,-4.96,0,0,1,0,0
46.22030867,7.33848445,482.0,2010-12-14 23:00:00+00:00,-108.5,-14.78,0,0,1,0,0
8.35,81.01666667,52.0,1987-12-14 23:00:00+00:00,-32.0,-5.34,1,0,0,0,0
-7.66,-72.65,170.0,1990-04-14 22:00:00+00:00,-66.4,-10.2,1,0,0,0,0
0.512102778,25.20643889,418.0,2015-11-14 23:00:00+00:00,-21.0,-4.44,1,0,0,0,0
44.73805556,-0.774722222,59.0,2009-12-14 23:00:00+00:00,-41.63,-7.05,0,0,1,0,0
55.7,37.51666667,195.0,2018-05-14 22:00:00+00:00,-43.3,-7.22,0,0,0,1,0
-65.07944444,-63.9775,20.0,1986-01-14 23:00:00+00:00,-80.5,-9.4,0,0,0,0,1
40.40725278,-3.686133333,638.0,2002-11-23 23:00:00+00:00,-39.6,-7.01,0,1,0,0,0
22.74527778,88.49583333,6.0,2004-07-01 22:00:00+00:00,-18.37,-3.37,1,0,0,0,0
50.7311,13.7514,877.0,2010-09-14 22:00:00+00:00,-77.1,-11.85,0,0,0,1,0
22.31666667,114.1666667,66.0,1978-02-14 23:00:00+00:00,6.4,-0.97,0,0,1,0,0
48.18427778,16.389575,196.0,2003-04-06 22:00:00+00:00,-26.8,-4.33,0,0,1,0,0
39.03,141.81,260.0,1983-08-14 22:00:00+00:00,-43.2,-6.19,0,0,1,0,0
42.025,35.15833333,32.0,2010-07-14 22:00:00+00:00,-38.69115373,-6.485503631,0,0,1,0,0
47.07777778,15.44888889,366.0,1989-03-14 23:00:00+00:00,-49.3,-7.4,0,0,0,1,0
23.05,-82.21666667,137.0,2006-01-14 23:00:00+00:00,2.88,-1.61,1,0,0,0,0
13.73,100.5,2.0,2012-11-14 23:00:00+00:00,-52.2,-7.67,1,0,0,0,0
56.9,35.9,31.0,1984-01-14 23:00:00+00:00,-133.0,-18.8,0,0,0,1,0
45.6,13.93333333,497.0,2000-12-29 23:00:00+00:00,-120.92,-16.12,0,0,1,0,0
44.42,8.85,2.0,1962-03-14 23:00:00+00:00,-49.6,-7.8,0,0,1,0,0
41.75,44.766667,427.0,2021-11-14 23:00:00+00:00,-57.5,-8.74,0,1,0,0,0
7.02,125.23,1265.0,1998-09-14 22:00:00+00:00,-54.7,-9.19,1,0,0,0,0
7.72,81.73,5.0,1984-03-14 23:00:00+00:00,-7.3,-2.31,1,0,0,0,0
0.31524,9.44157,69.0,2017-01-14 23:00:00+00:00,4.0,-1.63,1,0,0,0,0
54.5275,9.5486,43.0,2006-11-14 23:00:00+00:00,-48.8,-7.535,0,0,1,0,0
46.095,14.597,282.0,1989-12-14 23:00:00+00:00,-43.0,-6.02,0,0,0,1,0
47.47051111,21.49041944,110.0,2002-08-10 22:00:00+00:00,-39.1,-4.58,0,0,0,1,0
10.36512,0.46944,168.0,2019-09-22 10:00:00+00:00,-42.88,-6.494,1,0,0,0,0
46.37222222,6.470833333,385.0,1992-11-14 23:00:00+00:00,-75.0,-10.27,0,0,1,0,0
-0.331666667,31.76111111,1306.0,2015-06-14 22:00:00+00:00,21.6,1.03,1,0,0,0,0
44.73805556,-0.774722222,59.0,2009-04-14 22:00:00+00:00,-42.05,-6.37,0,0,1,0,0
50.8325,15.14777778,823.0,2008-01-14 23:00:00+00:00,-71.59,-10.28,0,0,0,1,0
46.72738634,8.186782163,632.0,2002-05-14 22:00:00+00:00,-106.0,-13.96,0,0,0,1,0
35.67805556,-106.3547222,2380.0,1990-05-29 22:00:00+00:00,-87.9,-12.48,0,1,0,0,0
46.20239,7.84117,1550.0,2016-05-14 22:00:00+00:00,-99.3,-13.71,0,0,0,1,0
49.38,-82.12,245.0,2004-01-14 23:00:00+00:00,-194.3,-25.52,0,0,0,1,0
50.3119,11.8758,565.0,2008-12-14 23:00:00+00:00,-90.3,-11.97,0,0,0,1,0
60.02,-111.97,203.0,1963-06-14 22:00:00+00:00,-121.2,-13.0,0,0,0,1,0
40.37,-81.8,344.0,1968-02-14 23:00:00+00:00,-59.4,-8.49,0,0,0,1,0
43.71,10.4,12.0,1995-02-14 23:00:00+00:00,-27.5,-4.26,0,0,1,0,0
-23.75,-65.5,2400.0,2000-03-14 23:00:00+00:00,-45.0,-6.4,0,0,1,0,0
47.47051111,21.49041944,110.0,2003-06-28 22:00:00+00:00,-45.9,-6.16,0,0,0,1,0
1.53,110.34,15.0,2015-09-14 22:00:00+00:00,-20.4,-4.41,1,0,0,0,0
6.166666667,102.2833333,7.0,2020-10-14 22:00:00+00:00,-42.9,-6.8,1,0,0,0,0
43.365884,-8.421399,58.0,2003-02-14 23:00:00+00:00,-21.72,-3.9,0,0,1,0,0
12.98861111,80.25777778,7.0,2003-10-14 22:00:00+00:00,-75.6,-11.1,1,0,0,0,0
39.95,32.88,902.0,1970-02-14 23:00:00+00:00,-70.2,-10.62,0,1,0,0,0
78.91666667,11.93333333,7.0,2021-03-14 23:00:00+00:00,-96.3,-13.44,0,0,0,0,1
39.03,141.81,260.0,1998-03-14 23:00:00+00:00,-49.2,-7.13,0,0,1,0,0
48.545,13.3528,476.0,2011-11-14 23:00:00+00:00,-49.1,-7.88,0,0,0,1,0
51.35,12.43,125.0,1988-02-14 23:00:00+00:00,-82.7,-12.4,0,0,0,1,0
39.46666667,-6.333333333,405.0,2019-12-14 23:00:00+00:00,-32.1,-5.06,0,0,1,0,0
47.4828,11.0622,719.0,2009-04-14 22:00:00+00:00,-57.45,-7.96,0,0,0,1,0
47.59583333,7.594444444,249.0,1998-09-14 22:00:00+00:00,-50.4,-7.06,0,0,1,0,0
39.03,141.81,260.0,1981-08-14 22:00:00+00:00,-92.3,-12.76,0,0,1,0,0
41.75,44.766667,427.0,2018-10-14 22:00:00+00:00,-15.4,-2.44,0,1,0,0,0
28.276976,84.30961,2103.0,2017-07-20 06:00:00+00:00,-90.92902692,-12.49446332,0,0,1,0,0
52.1,5.18,2.0,2000-02-15 23:00:00+00:00,-56.0,-7.93,0,0,1,0,0
38.93,100.43,1483.0,1988-11-14 23:00:00+00:00,-67.6,-9.64,0,1,0,0,0
-45.35,-72.07,310.0,1995-09-14 22:00:00+00:00,-81.0,-10.17,0,0,1,0,0
7.789855,-76.650846,30.0,2017-09-14 22:00:00+00:00,-50.7,-7.66,1,0,0,0,0
-27.43,153.08,4.0,1997-07-14 22:00:00+00:00,-15.7,-4.47,0,0,1,0,0
45.32,-75.67,114.0,1994-07-14 22:00:00+00:00,-49.7,-8.2,0,0,0,1,0
53.5483,13.1931,81.0,1997-10-14 22:00:00+00:00,-50.4,-7.76,0,0,1,0,0
10.59,-85.62,60.0,1990-05-14 22:00:00+00:00,-38.7,-6.11,1,0,0,0,0
48.15,15.15,252.0,1970-07-14 22:00:00+00:00,-49.7,-5.27,0,0,0,1,0
4.83,-52.37,8.0,1973-06-14 22:00:00+00:00,-16.5,-3.16,1,0,0,0,0
48.78,-123.13,178.0,1999-11-14 23:00:00+00:00,-84.2,-11.2,0,0,1,0,0
47.8008,11.0108,977.0,1997-07-14 22:00:00+00:00,-61.84,-9.19,0,0,0,1,0
52.98,158.65,24.0,1999-10-14 22:00:00+00:00,-102.0,-14.0,0,0,0,1,0
-46.42,168.32,2.0,1985-05-14 22:00:00+00:00,-36.5,-6.42,0,0,1,0,0
48.22,11.59,489.0,1993-03-14 23:00:00+00:00,-80.8,-10.85,0,0,1,0,0
47.81666667,13.71777778,1618.0,2021-04-09 05:00:00+00:00,-29.79,-7.688,0,0,0,1,0
43.45,5.45,215.0,1998-03-14 23:00:00+00:00,-19.7,-4.39,0,0,1,0,0
49.0422,12.1019,365.0,1979-02-14 23:00:00+00:00,-95.4,-12.17,0,0,0,1,0
54.5283,11.0603,3.0,2012-09-14 22:00:00+00:00,-58.5,-9.01,0,0,1,0,0
39.28333333,-7.416666667,597.0,1988-07-14 22:00:00+00:00,-54.2,-8.11,0,0,1,0,0
50.9,14.8,240.0,2017-01-14 23:00:00+00:00,-86.3,-12.18,0,0,0,1,0
45.03527778,24.28416667,237.0,2014-01-14 23:00:00+00:00,-105.3,-14.5,0,0,0,1,0
-19.70027778,-68.88333333,4100.0,1986-01-14 23:00:00+00:00,-93.0,-12.8,0,1,0,0,0
13.07,123.91,285.0,1993-04-14 22:00:00+00:00,-1.5,-1.83,1,0,0,0,0
22.31666667,114.1666667,66.0,2008-02-14 23:00:00+00:00,-14.76,-3.42,0,0,1,0,0
36.15,-5.35,5.0,2013-11-14 23:00:00+00:00,-37.3,-6.05,0,0,1,0,0
50.8325,15.14777778,823.0,2006-05-14 22:00:00+00:00,-79.83,-11.11,0,0,0,1,0
44.42,8.85,2.0,2000-04-14 22:00:00+00:00,-23.7,-4.14,0,0,1,0,0
53.23,6.55,1.0,1993-10-14 22:00:00+00:00,-53.7,-8.19,0,0,1,0,0
56.9,35.9,31.0,1982-01-14 23:00:00+00:00,-204.0,-26.1,0,0,0,1,0
51.6,-1.1,48.0,2013-02-14 23:00:00+00:00,-85.8,-11.78,0,0,1,0,0
-65.07944444,-63.9775,20.0,2020-05-14 22:00:00+00:00,-110.6,-14.06,0,0,0,0,1
-34.05,115.0249,70.0,2013-06-30 07:00:00+00:00,1.9,-1.68,0,0,1,0,0
46.49143367,9.898180888,1724.0,2003-05-14 22:00:00+00:00,-62.21403396,-9.07,0,0,0,0,1
46.17378583,8.788556051,379.0,1984-06-14 22:00:00+00:00,-48.0,-6.66,0,0,1,0,0
47.4828,11.0622,719.0,2012-06-14 22:00:00+00:00,-65.46,-9.04,0,0,0,1,0
10.00036389,-84.10913333,1173.0,2014-08-03 22:00:00+00:00,-21.02410974,-3.3105896,1,0,0,0,0
72.58,-38.4799,3200.0,2012-04-06 09:15:00+00:00,-232.8350911,-29.72673407,0,0,0,0,1
43.58333056,16.6,295.0,2008-04-14 22:00:00+00:00,-28.56,-2.59,0,0,1,0,0
50.7311,13.7514,877.0,2011-09-14 22:00:00+00:00,-49.8,-7.63,0,0,0,1,0
37.77,-25.65,175.0,1973-12-14 23:00:00+00:00,1.8,-0.9,0,0,1,0,0
55.7,37.51666667,195.0,2018-10-14 22:00:00+00:00,-85.9,-12.76,0,0,0,1,0
26.58333333,106.7166667,1071.0,1991-08-14 22:00:00+00:00,-61.0,-8.09,0,0,1,0,0
44.42,8.85,2.0,1990-11-14 23:00:00+00:00,-41.7,-6.52,0,0,1,0,0
-22.94805556,17.1525,1685.0,1966-09-14 22:00:00+00:00,-11.2,-4.09,0,1,0,0,0
46.57248471,8.332719621,1950.0,2008-07-14 22:00:00+00:00,-63.1,-9.32,0,0,0,1,0
-22.399288,-47.543743,614.49694,2020-01-14 23:00:00+00:00,-34.0,-5.88,1,0,0,0,0
47.47051111,21.49041944,110.0,2005-07-18 22:00:00+00:00,-14.99,-2.15,0,0,0,1,0
48.24861111,16.35638889,198.0,1990-07-14 22:00:00+00:00,-29.7,-4.06,0,0,0,1,0
6.9506,79.8795,5.0,2013-09-14 22:00:00+00:00,-5.46,-2.12,1,0,0,0,0
28.22,-177.37,13.0,1980-11-14 23:00:00+00:00,14.1,-1.19,1,0,0,0,0
-7.92,-14.42,15.0,2006-08-14 22:00:00+00:00,16.52,0.39,0,1,0,0,0
46.72738634,8.186782163,632.0,2003-12-14 23:00:00+00:00,-102.83,-14.24,0,0,0,1,0
2.883333333,101.7833306,26.0,2009-11-14 23:00:00+00:00,-59.6,-8.89,1,0,0,0,0
28.58,77.2,212.0,2003-03-14 23:00:00+00:00,-44.8,-6.56,0,1,0,0,0
28.276976,84.30961,2103.0,2016-09-02 06:00:00+00:00,-86.52035562,-11.20985507,0,0,1,0,0
46.49143367,9.898180888,1724.0,2004-10-14 22:00:00+00:00,-86.11223979,-11.99,0,0,0,0,1
52.1042,8.7519,135.0,1993-01-14 23:00:00+00:00,-64.9,-8.7,0,0,1,0,0
36.88,30.7,49.0,2010-02-14 23:00:00+00:00,-26.38926442,-5.734154658,0,0,1,0,0
-34.05,115.0249,70.0,2015-05-04 07:00:00+00:00,-15.2,-4.66,0,0,1,0,0
36.55530278,126.635925,62.0,2024-05-14 15:00:00+00:00,-39.01,-6.4,0,0,0,1,0
12.69325,-7.995494444,381.0,1964-09-14 22:00:00+00:00,-34.1,-4.6,1,0,0,0,0
13.73,100.5,2.0,1978-06-14 22:00:00+00:00,-35.3,-6.21,1,0,0,0,0
52.8,5.05,-4.0,1994-05-14 22:00:00+00:00,-38.1,-6.01,0,0,1,0,0
13.50277778,-88.51805556,1020.0,1998-09-13 22:00:00+00:00,-44.0,-6.9,1,0,0,0,0
29.0814,-110.9706,154.0,2018-12-14 23:00:00+00:00,-46.5,-6.49,0,1,0,0,0
52.09444444,23.70583333,136.0,1982-10-14 22:00:00+00:00,-75.0,-11.0,0,0,0,1,0
39.46666667,-6.333333333,405.0,2016-05-14 22:00:00+00:00,-54.9,-7.92,0,0,1,0,0
47.59583333,7.594444444,249.0,1999-08-14 22:00:00+00:00,-36.4,-5.34,0,0,1,0,0
50.8325,15.14777778,823.0,2012-02-14 23:00:00+00:00,-69.4,-10.08,0,0,0,1,0
-6.18,106.83,8.0,1963-03-14 23:00:00+00:00,-44.6,-7.3,1,0,0,0,0
54.5283,11.0603,3.0,2000-07-14 22:00:00+00:00,-48.8,-6.95,0,0,1,0,0
-41.47,-72.93,13.0,2013-04-14 22:00:00+00:00,-64.4,-9.21,0,0,1,0,0
-30.92,-62.67,72.0,1996-02-14 23:00:00+00:00,-35.0,-4.8,0,0,1,0,0
69.2666,-53.469,80.0,2021-05-14 22:00:00+00:00,-79.0,-10.71,0,0,0,0,1
47.59583333,7.594444444,249.0,2009-08-14 22:00:00+00:00,-34.3,-5.13,0,0,1,0,0
14.64,121.04,42.0,2012-05-14 22:00:00+00:00,-24.8,-4.46,1,0,0,0,0
50.06166667,19.84861111,205.0,1998-11-14 23:00:00+00:00,-119.1,-16.28,0,0,0,1,0
51.116535,17.029468,118.0,2005-12-04 23:00:00+00:00,-121.7149898,-17.73248573,0,0,0,1,0
38.05011111,23.866675,498.0,2002-03-14 23:00:00+00:00,-51.95,-7.83,0,0,1,0,0
-1.65,-78.68,2820.0,2018-09-14 22:00:00+00:00,-82.5,-10.91,0,0,1,0,0
47.37233597,8.083138245,397.0,2012-08-14 22:00:00+00:00,-34.28,-5.32,0,0,1,0,0
47.07777778,15.44888889,366.0,1982-09-14 22:00:00+00:00,-52.9,-7.85,0,0,0,1,0
37.77,-25.65,175.0,1973-02-14 23:00:00+00:00,1.4,-1.11,0,0,1,0,0
50.8325,15.14777778,823.0,2019-09-14 22:00:00+00:00,-56.6,-8.91,0,0,0,1,0
26.08333333,119.2833333,16.0,1991-10-14 22:00:00+00:00,-16.7,-4.14,0,0,1,0,0
-35.07,173.28,76.0,1973-07-14 22:00:00+00:00,-28.6,-4.92,0,0,1,0,0
2.883333333,101.7833306,26.0,2011-12-14 23:00:00+00:00,-44.05,-6.38,1,0,0,0,0
51.116535,17.029468,118.0,2005-07-21 22:00:00+00:00,-21.5026128,-3.981938489,0,0,0,1,0
46.65772518,8.292706832,1055.0,2016-08-14 22:00:00+00:00,-39.12,-6.66,0,0,0,0,1
41.818399,46.266606,432.0,2017-09-14 22:00:00+00:00,-54.7,-8.39,0,0,1,0,0
48.545,13.3528,476.0,2007-05-14 22:00:00+00:00,-69.3,-9.36,0,0,0,1,0
12.13,15.03,294.0,1969-06-14 22:00:00+00:00,13.6,0.34,0,1,0,0,0
-26.41388889,146.2558333,306.0,2007-01-14 23:00:00+00:00,-18.1,-3.58,0,1,0,0,0
4.036666667,9.734166667,18.0,2020-03-14 23:00:00+00:00,-6.3,-2.25,1,0,0,0,0
30.87,34.79,500.0,1978-01-16 23:00:00+00:00,9.8,3.43,0,1,0,0,0
-37.82,144.97,28.0,1995-06-14 22:00:00+00:00,-18.8,-3.94,0,0,1,0,0
47.59583333,7.594444444,249.0,2000-12-14 23:00:00+00:00,-74.0,-9.78,0,0,1,0,0
14.330962,-91.055468,300.0,2019-02-14 23:00:00+00:00,1.5,-1.15,1,0,0,0,0
-22.71,-46.46583333,545.0,1997-05-27 22:00:00+00:00,-40.4,-5.9,0,0,1,0,0
44.038,10.18,765.0,2019-06-30 22:00:00+00:00,-20.07,-3.67,0,0,1,0,0
-3.72,-38.55,27.0,1975-10-14 22:00:00+00:00,5.5,-0.42,1,0,0,0,0
28.276976,84.30961,2103.0,2016-07-17 06:00:00+00:00,-90.85778125,-12.36519233,0,0,1,0,0
46.49143367,9.898180888,1724.0,2016-08-14 22:00:00+00:00,-56.27,-8.3,0,0,0,0,1
74.72,-94.98,67.0,1991-11-14 23:00:00+00:00,-242.8,-32.31,0,0,0,0,1
2.933333333,9.9,18.0,1994-08-19 22:00:00+00:00,2.5,-0.68,1,0,0,0,0
4.7,-74.13,2547.0,1980-06-14 22:00:00+00:00,-69.8,-9.01,0,0,1,0,0
52.4672,13.4019,48.0,1996-12-14 23:00:00+00:00,-89.9,-11.77,0,0,1,0,0
71.3,-156.78,7.0,1964-12-14 23:00:00+00:00,-178.6,-22.6,0,0,0,0,1
31.62,-97.22,156.0,1965-10-14 22:00:00+00:00,-35.4,-5.64,0,0,1,0,0
58.38277778,21.81416667,6.0,2018-07-14 22:00:00+00:00,-65.6,-9.59,0,0,0,1,0
47.98,-55.82,22.9,2004-05-14 22:00:00+00:00,-90.4,-11.97,0,0,0,1,0
0.453055556,33.195,1181.0,2005-06-14 22:00:00+00:00,10.21,-0.1,1,0,0,0,0
-23.0,-47.13333333,661.0,1998-09-27 22:00:00+00:00,-10.66,-2.99,0,0,1,0,0
4.05,114.81,24.0,2007-01-26 23:00:00+00:00,-16.34,-3.05,1,0,0,0,0
-19.87086111,-43.96733333,857.0,2016-12-14 23:00:00+00:00,-32.5,-5.65,1,0,0,0,0
47.81666667,13.71777778,1618.0,2020-10-14 05:00:00+00:00,-96.38,-13.815,0,0,0,1,0
32.2361,-110.9439,753.0,2000-10-14 22:00:00+00:00,-65.90402477,-9.750154799,0,1,0,0,0
33.46555556,126.9333333,25.0,1996-06-20 22:00:00+00:00,-71.0,-10.8,0,0,1,0,0
40.008,-105.2682583,1660.0,2014-06-14 22:00:00+00:00,-54.6,-7.88,0,1,0,0,0
0.065481835,18.31282815,315.0,2021-10-06 23:00:00+00:00,-17.41136147,-3.992109196,1,0,0,0,0
48.65,-123.43,20.0,1981-01-14 23:00:00+00:00,-81.0,-10.8,0,0,1,0,0
-34.05,115.0249,70.0,2009-08-28 07:00:00+00:00,-11.1,-3.74,0,0,1,0,0
44.13333333,6.333333333,851.0,2011-10-14 22:00:00+00:00,-48.9,-7.49,0,0,1,0,0
49.7478,6.6581,265.0,2010-06-14 22:00:00+00:00,-34.78,-4.61,0,0,1,0,0
50.92,5.78,111.0,1999-08-14 22:00:00+00:00,-46.1,-6.8,0,0,1,0,0
46.60305556,13.67138889,2156.0,2017-03-10 06:00:00+00:00,-90.45,-12.366,0,0,0,1,0
47.47051111,21.49041944,110.0,2007-05-31 22:00:00+00:00,-34.71,-5.11,0,0,0,1,0
78.91666667,11.93333333,7.0,2001-04-14 22:00:00+00:00,-86.1,-11.96,0,0,0,0,1
39.95,32.88,902.0,1966-04-14 22:00:00+00:00,-36.0,-4.76,0,1,0,0,0
46.72738634,8.186782163,632.0,2008-10-14 22:00:00+00:00,-68.77,-9.93,0,0,0,1,0
28.63,-106.07,1423.0,1986-07-14 22:00:00+00:00,-36.2,-5.73,0,1,0,0,0
15.88055556,74.49333333,747.0,2004-08-14 22:00:00+00:00,9.1,-1.2,1,0,0,0,0
41.64083945,-4.754446679,735.0,2006-11-14 23:00:00+00:00,-59.2,-8.12,0,1,0,0,0
22.31666667,114.1666667,66.0,1977-08-14 22:00:00+00:00,-40.9,-6.52,0,0,1,0,0
50.9,14.8,240.0,2016-09-14 22:00:00+00:00,-51.0,-7.25,0,0,0,1,0
