#Data produced with Piso.AI v1.2020 and downloaded on 2026-06-01.
#Please cite Nelson Basler Kahmen; PNAS 2021 Vol. 118 No. 26 e2024107118 when using these data. 
#Prediction errors: d18O +/- 1.7  d2H +/- 13
"","Site","Date","Latitude","Longitude","Elevation","d18O.Piso.AI","d2H.Piso.AI"
"725","Piso.AI.Site",2010-05-15,47.5,7.6,281,-7.7,-55
"726","Piso.AI.Site",2010-06-15,47.5,7.6,281,-7.6,-54
"727","Piso.AI.Site",2010-07-15,47.5,7.6,281,-5.3,-34
"728","Piso.AI.Site",2010-08-15,47.5,7.6,281,-7.2,-50
"729","Piso.AI.Site",2010-09-15,47.5,7.6,281,-7.3,-49
"730","Piso.AI.Site",2010-10-15,47.5,7.6,281,-9.6,-70
"731","Piso.AI.Site",2010-11-15,47.5,7.6,281,-12.7,-104
"732","Piso.AI.Site",2010-12-15,47.5,7.6,281,-12.3,-95
"733","Piso.AI.Site",2011-01-15,47.5,7.6,281,-9.9,-74
"734","Piso.AI.Site",2011-02-15,47.5,7.6,281,-10.5,-81
"735","Piso.AI.Site",2011-03-15,47.5,7.6,281,-8.8,-62
"736","Piso.AI.Site",2011-04-15,47.5,7.6,281,-6.5,-47
"737","Piso.AI.Site",2011-05-15,47.5,7.6,281,-6.2,-39
"738","Piso.AI.Site",2011-06-15,47.5,7.6,281,-6.1,-41
"739","Piso.AI.Site",2011-07-15,47.5,7.6,281,-7.2,-47
"740","Piso.AI.Site",2011-08-15,47.5,7.6,281,-4.8,-36
"741","Piso.AI.Site",2011-09-15,47.5,7.6,281,-6.2,-38
"742","Piso.AI.Site",2011-10-15,47.5,7.6,281,-7.3,-51
"743","Piso.AI.Site",2011-11-15,47.5,7.6,281,-7.8,-52
"744","Piso.AI.Site",2011-12-15,47.5,7.6,281,-8.7,-70
"745","Piso.AI.Site",2012-01-15,47.5,7.6,281,-9,-69
"746","Piso.AI.Site",2012-02-15,47.5,7.6,281,-11.3,-90
"747","Piso.AI.Site",2012-03-15,47.5,7.6,281,-8.2,-55
"748","Piso.AI.Site",2012-04-15,47.5,7.6,281,-8.7,-64
"749","Piso.AI.Site",2012-05-15,47.5,7.6,281,-6.9,-48
"750","Piso.AI.Site",2012-06-15,47.5,7.6,281,-6.3,-43
"751","Piso.AI.Site",2012-07-15,47.5,7.6,281,-4.9,-32
"752","Piso.AI.Site",2012-08-15,47.5,7.6,281,-5.3,-33
"753","Piso.AI.Site",2012-09-15,47.5,7.6,281,-7.2,-47
"754","Piso.AI.Site",2012-10-15,47.5,7.6,281,-8.8,-64
"755","Piso.AI.Site",2012-11-15,47.5,7.6,281,-11.8,-90
"756","Piso.AI.Site",2012-12-15,47.5,7.6,281,-10.5,-83
"757","Piso.AI.Site",2013-01-15,47.5,7.6,281,-12,-88
"758","Piso.AI.Site",2013-02-15,47.5,7.6,281,-12.2,-97
"759","Piso.AI.Site",2013-03-15,47.5,7.6,281,-13.1,-96
"760","Piso.AI.Site",2013-04-15,47.5,7.6,281,-8.5,-59
"761","Piso.AI.Site",2013-05-15,47.5,7.6,281,-9.3,-73
"762","Piso.AI.Site",2013-06-15,47.5,7.6,281,-7.2,-56
"763","Piso.AI.Site",2013-07-15,47.5,7.6,281,-6.8,-49
"764","Piso.AI.Site",2013-08-15,47.5,7.6,281,-5.9,-39
"765","Piso.AI.Site",2013-09-15,47.5,7.6,281,-6.7,-44
"766","Piso.AI.Site",2013-10-15,47.5,7.6,281,-7.9,-58
"767","Piso.AI.Site",2013-11-15,47.5,7.6,281,-12.1,-89
"768","Piso.AI.Site",2013-12-15,47.5,7.6,281,-14,-107
"769","Piso.AI.Site",2014-01-15,47.5,7.6,281,-13.1,-101
"770","Piso.AI.Site",2014-02-15,47.5,7.6,281,-11.5,-88
"771","Piso.AI.Site",2014-03-15,47.5,7.6,281,-9.5,-75
"772","Piso.AI.Site",2014-04-15,47.5,7.6,281,-8.6,-64
"773","Piso.AI.Site",2014-05-15,47.5,7.6,281,-6.9,-50
"774","Piso.AI.Site",2014-06-15,47.5,7.6,281,-5.4,-36
"775","Piso.AI.Site",2014-07-15,47.5,7.6,281,-8.1,-53
"776","Piso.AI.Site",2014-08-15,47.5,7.6,281,-6.4,-42
"777","Piso.AI.Site",2014-09-15,47.5,7.6,281,-6.4,-41
"778","Piso.AI.Site",2014-10-15,47.5,7.6,281,-6.3,-46
"779","Piso.AI.Site",2014-11-15,47.5,7.6,281,-15.2,-118
"780","Piso.AI.Site",2014-12-15,47.5,7.6,281,-10.3,-82
"781","Piso.AI.Site",2015-01-15,47.5,7.6,281,-10.2,-80
"782","Piso.AI.Site",2015-02-15,47.5,7.6,281,-12.1,-90
"783","Piso.AI.Site",2015-03-15,47.5,7.6,281,-8.7,-62
"784","Piso.AI.Site",2015-04-15,47.5,7.6,281,-8.2,-58
"785","Piso.AI.Site",2015-05-15,47.5,7.6,281,-6.7,-51
"786","Piso.AI.Site",2015-06-15,47.5,7.6,281,-5.7,-38
"787","Piso.AI.Site",2015-07-15,47.5,7.6,281,-4,-26
"788","Piso.AI.Site",2015-08-15,47.5,7.6,281,-6.1,-39
"789","Piso.AI.Site",2015-09-15,47.5,7.6,281,-6.8,-45
"790","Piso.AI.Site",2015-10-15,47.5,7.6,281,-9.3,-69
"791","Piso.AI.Site",2015-11-15,47.5,7.6,281,-9,-67
"792","Piso.AI.Site",2015-12-15,47.5,7.6,281,-7.6,-51
"793","Piso.AI.Site",2016-01-15,47.5,7.6,281,-10.5,-78
"794","Piso.AI.Site",2016-02-15,47.5,7.6,281,-10.5,-80
"795","Piso.AI.Site",2016-03-15,47.5,7.6,281,-10.3,-83
"796","Piso.AI.Site",2016-04-15,47.5,7.6,281,-8.5,-58
"797","Piso.AI.Site",2016-05-15,47.5,7.6,281,-8.9,-64
"798","Piso.AI.Site",2016-06-15,47.5,7.6,281,-7.6,-55
"799","Piso.AI.Site",2016-07-15,47.5,7.6,281,-4.5,-28
"800","Piso.AI.Site",2016-08-15,47.5,7.6,281,-5.4,-37
"801","Piso.AI.Site",2016-09-15,47.5,7.6,281,-7.3,-52
"802","Piso.AI.Site",2016-10-15,47.5,7.6,281,-8.1,-60
"803","Piso.AI.Site",2016-11-15,47.5,7.6,281,-10.6,-80
"804","Piso.AI.Site",2016-12-15,47.5,7.6,281,-9,-67
"805","Piso.AI.Site",2017-01-15,47.5,7.6,281,-11.8,-89
"806","Piso.AI.Site",2017-02-15,47.5,7.6,281,-9.2,-71
"807","Piso.AI.Site",2017-03-15,47.5,7.6,281,-7.3,-55
"808","Piso.AI.Site",2017-04-15,47.5,7.6,281,-7,-51
"809","Piso.AI.Site",2017-05-15,47.5,7.6,281,-7.6,-54
"810","Piso.AI.Site",2017-06-15,47.5,7.6,281,-4.9,-34
"811","Piso.AI.Site",2017-07-15,47.5,7.6,281,-5.2,-35
"812","Piso.AI.Site",2017-08-15,47.5,7.6,281,-5.6,-36
"813","Piso.AI.Site",2017-09-15,47.5,7.6,281,-7,-57
"814","Piso.AI.Site",2017-10-15,47.5,7.6,281,-6.3,-43
"815","Piso.AI.Site",2017-11-15,47.5,7.6,281,-10.3,-78
"816","Piso.AI.Site",2017-12-15,47.5,7.6,281,-10.6,-83
"817","Piso.AI.Site",2018-01-15,47.5,7.6,281,-9.1,-73
"818","Piso.AI.Site",2018-02-15,47.5,7.6,281,-13.1,-102
"819","Piso.AI.Site",2018-03-15,47.5,7.6,281,-11.2,-87
"820","Piso.AI.Site",2018-04-15,47.5,7.6,281,-7.1,-56
"821","Piso.AI.Site",2018-05-15,47.5,7.6,281,-7.9,-59
"822","Piso.AI.Site",2018-06-15,47.5,7.6,281,-6.1,-40
"823","Piso.AI.Site",2018-07-15,47.5,7.6,281,-5.3,-35
"824","Piso.AI.Site",2018-08-15,47.5,7.6,281,-6.1,-39
"825","Piso.AI.Site",2018-09-15,47.5,7.6,281,-5.5,-37
"826","Piso.AI.Site",2018-10-15,47.5,7.6,281,-8.2,-51
"827","Piso.AI.Site",2018-11-15,47.5,7.6,281,-11.4,-91
"828","Piso.AI.Site",2018-12-15,47.5,7.6,281,-8.8,-72
"829","Piso.AI.Site",2019-01-15,47.5,7.6,281,-10.2,-75
"830","Piso.AI.Site",2019-02-15,47.5,7.6,281,-8.9,-73
"831","Piso.AI.Site",2019-03-15,47.5,7.6,281,-7.2,-49
"832","Piso.AI.Site",2019-04-15,47.5,7.6,281,-9.4,-70
"833","Piso.AI.Site",2019-05-15,47.5,7.6,281,-8.2,-57
"834","Piso.AI.Site",2019-06-15,47.5,7.6,281,-4.9,-33
"835","Piso.AI.Site",2019-07-15,47.5,7.6,281,-5.3,-34
"836","Piso.AI.Site",2019-08-15,47.5,7.6,281,-5.8,-37
"837","Piso.AI.Site",2019-09-15,47.5,7.6,281,-6.4,-43
"838","Piso.AI.Site",2019-10-15,47.5,7.6,281,-7.1,-50
"839","Piso.AI.Site",2019-11-15,47.5,7.6,281,-12.8,-104
"840","Piso.AI.Site",2019-12-15,47.5,7.6,281,-9.8,-76
"841","Piso.AI.Site",2020-01-15,47.5,7.6,281,-9.9,-76
"842","Piso.AI.Site",2020-02-15,47.5,7.6,281,-6.7,-56
"843","Piso.AI.Site",2020-03-15,47.5,7.6,281,-9.1,-63
"844","Piso.AI.Site",2020-04-15,47.5,7.6,281,-7.9,-52
"845","Piso.AI.Site",2020-05-15,47.5,7.6,281,-5.9,-46
"846","Piso.AI.Site",2020-06-15,47.5,7.6,281,-7.4,-55
"847","Piso.AI.Site",2020-07-15,47.5,7.6,281,-3.7,-31
"848","Piso.AI.Site",2020-08-15,47.5,7.6,281,-5.7,-40
"849","Piso.AI.Site",2020-09-15,47.5,7.6,281,-6.7,-50
"850","Piso.AI.Site",2020-10-15,47.5,7.6,281,-9.7,-69
"851","Piso.AI.Site",2020-11-15,47.5,7.6,281,-9,-69
"852","Piso.AI.Site",2020-12-15,47.5,7.6,281,-13,-102
