#Data produced with Piso.AI v1.2020 and downloaded on 2026-06-01.
#Please cite Nelson Basler Kahmen; PNAS 2021 Vol. 118 No. 26 e2024107118 when using these data. 
#Prediction errors: d18O +/- 1.7  d2H +/- 13
"","Site","Date","Latitude","Longitude","Elevation","d18O.Piso.AI","d2H.Piso.AI"
"359","Piso.AI.Site",1979-11-15,47.5,7.6,281,-10.1,-78
"360","Piso.AI.Site",1979-12-15,47.5,7.6,281,-9.8,-75
"361","Piso.AI.Site",1980-01-15,47.5,7.6,281,-11.6,-85
"362","Piso.AI.Site",1980-02-15,47.5,7.6,281,-8.9,-69
"363","Piso.AI.Site",1980-03-15,47.5,7.6,281,-11,-83
"364","Piso.AI.Site",1980-04-15,47.5,7.6,281,-8.2,-63
"365","Piso.AI.Site",1980-05-15,47.5,7.6,281,-8.9,-65
"366","Piso.AI.Site",1980-06-15,47.5,7.6,281,-7.6,-54
"367","Piso.AI.Site",1980-07-15,47.5,7.6,281,-6.9,-46
"368","Piso.AI.Site",1980-08-15,47.5,7.6,281,-6.1,-43
"369","Piso.AI.Site",1980-09-15,47.5,7.6,281,-5.2,-39
"370","Piso.AI.Site",1980-10-15,47.5,7.6,281,-10.8,-78
"371","Piso.AI.Site",1980-11-15,47.5,7.6,281,-11.3,-90
"372","Piso.AI.Site",1980-12-15,47.5,7.6,281,-10.2,-76
"373","Piso.AI.Site",1981-01-15,47.5,7.6,281,-10,-74
"374","Piso.AI.Site",1981-02-15,47.5,7.6,281,-10.7,-84
"375","Piso.AI.Site",1981-03-15,47.5,7.6,281,-8.8,-70
"376","Piso.AI.Site",1981-04-15,47.5,7.6,281,-8.6,-64
"377","Piso.AI.Site",1981-05-15,47.5,7.6,281,-9.5,-73
"378","Piso.AI.Site",1981-06-15,47.5,7.6,281,-6.3,-47
"379","Piso.AI.Site",1981-07-15,47.5,7.6,281,-7.2,-49
"380","Piso.AI.Site",1981-08-15,47.5,7.6,281,-5.7,-40
"381","Piso.AI.Site",1981-09-15,47.5,7.6,281,-7.7,-53
"382","Piso.AI.Site",1981-10-15,47.5,7.6,281,-9.3,-64
"383","Piso.AI.Site",1981-11-15,47.5,7.6,281,-9.1,-66
"384","Piso.AI.Site",1981-12-15,47.5,7.6,281,-11.7,-84
"385","Piso.AI.Site",1982-01-15,47.5,7.6,281,-9.9,-78
"386","Piso.AI.Site",1982-02-15,47.5,7.6,281,-11.1,-83
"387","Piso.AI.Site",1982-03-15,47.5,7.6,281,-8.9,-65
"388","Piso.AI.Site",1982-04-15,47.5,7.6,281,-6.8,-51
"389","Piso.AI.Site",1982-05-15,47.5,7.6,281,-7.4,-50
"390","Piso.AI.Site",1982-06-15,47.5,7.6,281,-7.2,-50
"391","Piso.AI.Site",1982-07-15,47.5,7.6,281,-6.4,-43
"392","Piso.AI.Site",1982-08-15,47.5,7.6,281,-6.3,-39
"393","Piso.AI.Site",1982-09-15,47.5,7.6,281,-6.4,-45
"394","Piso.AI.Site",1982-10-15,47.5,7.6,281,-11.5,-89
"395","Piso.AI.Site",1982-11-15,47.5,7.6,281,-10.3,-83
"396","Piso.AI.Site",1982-12-15,47.5,7.6,281,-11.3,-87
"397","Piso.AI.Site",1983-01-15,47.5,7.6,281,-8.9,-69
"398","Piso.AI.Site",1983-02-15,47.5,7.6,281,-11.9,-86
"399","Piso.AI.Site",1983-03-15,47.5,7.6,281,-9.3,-72
"400","Piso.AI.Site",1983-04-15,47.5,7.6,281,-8.6,-68
"401","Piso.AI.Site",1983-05-15,47.5,7.6,281,-9.4,-68
"402","Piso.AI.Site",1983-06-15,47.5,7.6,281,-6.7,-47
"403","Piso.AI.Site",1983-07-15,47.5,7.6,281,-5.4,-38
"404","Piso.AI.Site",1983-08-15,47.5,7.6,281,-5.9,-37
"405","Piso.AI.Site",1983-09-15,47.5,7.6,281,-6.2,-37
"406","Piso.AI.Site",1983-10-15,47.5,7.6,281,-6.1,-40
"407","Piso.AI.Site",1983-11-15,47.5,7.6,281,-8.1,-60
"408","Piso.AI.Site",1983-12-15,47.5,7.6,281,-10.3,-77
"409","Piso.AI.Site",1984-01-15,47.5,7.6,281,-10.3,-76
"410","Piso.AI.Site",1984-02-15,47.5,7.6,281,-11.2,-79
"411","Piso.AI.Site",1984-03-15,47.5,7.6,281,-11.9,-85
"412","Piso.AI.Site",1984-04-15,47.5,7.6,281,-8.5,-63
"413","Piso.AI.Site",1984-05-15,47.5,7.6,281,-9.9,-76
"414","Piso.AI.Site",1984-06-15,47.5,7.6,281,-6.6,-49
"415","Piso.AI.Site",1984-07-15,47.5,7.6,281,-5.4,-39
"416","Piso.AI.Site",1984-08-15,47.5,7.6,281,-6.9,-43
"417","Piso.AI.Site",1984-09-15,47.5,7.6,281,-8.5,-58
"418","Piso.AI.Site",1984-10-15,47.5,7.6,281,-9,-66
"419","Piso.AI.Site",1984-11-15,47.5,7.6,281,-10.7,-83
"420","Piso.AI.Site",1984-12-15,47.5,7.6,281,-12.1,-93
"421","Piso.AI.Site",1985-01-15,47.5,7.6,281,-13.8,-105
"422","Piso.AI.Site",1985-02-15,47.5,7.6,281,-11.2,-81
"423","Piso.AI.Site",1985-03-15,47.5,7.6,281,-11.2,-87
"424","Piso.AI.Site",1985-04-15,47.5,7.6,281,-7.4,-58
"425","Piso.AI.Site",1985-05-15,47.5,7.6,281,-9.4,-72
"426","Piso.AI.Site",1985-06-15,47.5,7.6,281,-6.3,-43
"427","Piso.AI.Site",1985-07-15,47.5,7.6,281,-4.6,-32
"428","Piso.AI.Site",1985-08-15,47.5,7.6,281,-5.3,-38
"429","Piso.AI.Site",1985-09-15,47.5,7.6,281,-5.4,-37
"430","Piso.AI.Site",1985-10-15,47.5,7.6,281,-6.2,-48
"431","Piso.AI.Site",1985-11-15,47.5,7.6,281,-11,-85
"432","Piso.AI.Site",1985-12-15,47.5,7.6,281,-10.2,-79
"433","Piso.AI.Site",1986-01-15,47.5,7.6,281,-10.5,-73
"434","Piso.AI.Site",1986-02-15,47.5,7.6,281,-15.5,-112
"435","Piso.AI.Site",1986-03-15,47.5,7.6,281,-9.1,-65
"436","Piso.AI.Site",1986-04-15,47.5,7.6,281,-10.1,-72
"437","Piso.AI.Site",1986-05-15,47.5,7.6,281,-7,-52
"438","Piso.AI.Site",1986-06-15,47.5,7.6,281,-7.9,-53
"439","Piso.AI.Site",1986-07-15,47.5,7.6,281,-5.6,-38
"440","Piso.AI.Site",1986-08-15,47.5,7.6,281,-5.8,-37
"441","Piso.AI.Site",1986-09-15,47.5,7.6,281,-6.3,-41
"442","Piso.AI.Site",1986-10-15,47.5,7.6,281,-7.9,-55
"443","Piso.AI.Site",1986-11-15,47.5,7.6,281,-9,-68
"444","Piso.AI.Site",1986-12-15,47.5,7.6,281,-9.7,-70
"445","Piso.AI.Site",1987-01-15,47.5,7.6,281,-11.5,-81
"446","Piso.AI.Site",1987-02-15,47.5,7.6,281,-12.1,-93
"447","Piso.AI.Site",1987-03-15,47.5,7.6,281,-9.5,-68
"448","Piso.AI.Site",1987-04-15,47.5,7.6,281,-8.2,-62
"449","Piso.AI.Site",1987-05-15,47.5,7.6,281,-8.4,-63
"450","Piso.AI.Site",1987-06-15,47.5,7.6,281,-7.8,-55
"451","Piso.AI.Site",1987-07-15,47.5,7.6,281,-6.8,-49
"452","Piso.AI.Site",1987-08-15,47.5,7.6,281,-5.4,-35
"453","Piso.AI.Site",1987-09-15,47.5,7.6,281,-8.5,-56
"454","Piso.AI.Site",1987-10-15,47.5,7.6,281,-8.5,-59
"455","Piso.AI.Site",1987-11-15,47.5,7.6,281,-9.7,-76
"456","Piso.AI.Site",1987-12-15,47.5,7.6,281,-10.1,-78
"457","Piso.AI.Site",1988-01-15,47.5,7.6,281,-10.7,-83
"458","Piso.AI.Site",1988-02-15,47.5,7.6,281,-11,-80
"459","Piso.AI.Site",1988-03-15,47.5,7.6,281,-9.8,-71
"460","Piso.AI.Site",1988-04-15,47.5,7.6,281,-8.4,-65
"461","Piso.AI.Site",1988-05-15,47.5,7.6,281,-7.4,-53
"462","Piso.AI.Site",1988-06-15,47.5,7.6,281,-8,-52
"463","Piso.AI.Site",1988-07-15,47.5,7.6,281,-5.7,-36
"464","Piso.AI.Site",1988-08-15,47.5,7.6,281,-5.2,-35
"465","Piso.AI.Site",1988-09-15,47.5,7.6,281,-7.9,-53
"466","Piso.AI.Site",1988-10-15,47.5,7.6,281,-8.1,-56
"467","Piso.AI.Site",1988-11-15,47.5,7.6,281,-10.2,-80
"468","Piso.AI.Site",1988-12-15,47.5,7.6,281,-9.5,-73
"469","Piso.AI.Site",1989-01-15,47.5,7.6,281,-9.9,-84
"470","Piso.AI.Site",1989-02-15,47.5,7.6,281,-9.7,-74
"471","Piso.AI.Site",1989-03-15,47.5,7.6,281,-6.8,-49
"472","Piso.AI.Site",1989-04-15,47.5,7.6,281,-11,-84
"473","Piso.AI.Site",1989-05-15,47.5,7.6,281,-5.3,-37
"474","Piso.AI.Site",1989-06-15,47.5,7.6,281,-5.8,-42
"475","Piso.AI.Site",1989-07-15,47.5,7.6,281,-5.7,-41
"476","Piso.AI.Site",1989-08-15,47.5,7.6,281,-5.1,-35
"477","Piso.AI.Site",1989-09-15,47.5,7.6,281,-6.8,-47
"478","Piso.AI.Site",1989-10-15,47.5,7.6,281,-7.7,-56
"479","Piso.AI.Site",1989-11-15,47.5,7.6,281,-9.8,-73
"480","Piso.AI.Site",1989-12-15,47.5,7.6,281,-8.8,-65
"481","Piso.AI.Site",1990-01-15,47.5,7.6,281,-8.4,-58
"482","Piso.AI.Site",1990-02-15,47.5,7.6,281,-6.6,-51
"483","Piso.AI.Site",1990-03-15,47.5,7.6,281,-7.6,-55
"484","Piso.AI.Site",1990-04-15,47.5,7.6,281,-9.5,-65
"485","Piso.AI.Site",1990-05-15,47.5,7.6,281,-5.6,-33
"486","Piso.AI.Site",1990-06-15,47.5,7.6,281,-6.6,-43
"487","Piso.AI.Site",1990-07-15,47.5,7.6,281,-5.2,-36
"488","Piso.AI.Site",1990-08-15,47.5,7.6,281,-5.8,-39
"489","Piso.AI.Site",1990-09-15,47.5,7.6,281,-6.4,-41
"490","Piso.AI.Site",1990-10-15,47.5,7.6,281,-8.9,-63
"491","Piso.AI.Site",1990-11-15,47.5,7.6,281,-11.2,-82
"492","Piso.AI.Site",1990-12-15,47.5,7.6,281,-11.6,-86
"493","Piso.AI.Site",1991-01-15,47.5,7.6,281,-9.7,-73
"494","Piso.AI.Site",1991-02-15,47.5,7.6,281,-12.1,-94
"495","Piso.AI.Site",1991-03-15,47.5,7.6,281,-9.4,-69
"496","Piso.AI.Site",1991-04-15,47.5,7.6,281,-8,-63
"497","Piso.AI.Site",1991-05-15,47.5,7.6,281,-8.1,-59
"498","Piso.AI.Site",1991-06-15,47.5,7.6,281,-6.8,-51
"499","Piso.AI.Site",1991-07-15,47.5,7.6,281,-5.9,-42
"500","Piso.AI.Site",1991-08-15,47.5,7.6,281,-3.4,-21
"501","Piso.AI.Site",1991-09-15,47.5,7.6,281,-7.8,-56
"502","Piso.AI.Site",1991-10-15,47.5,7.6,281,-9,-66
"503","Piso.AI.Site",1991-11-15,47.5,7.6,281,-10.5,-82
"504","Piso.AI.Site",1991-12-15,47.5,7.6,281,-7.3,-57
"505","Piso.AI.Site",1992-01-15,47.5,7.6,281,-10.3,-84
"506","Piso.AI.Site",1992-02-15,47.5,7.6,281,-9.5,-75
"507","Piso.AI.Site",1992-03-15,47.5,7.6,281,-8.1,-61
"508","Piso.AI.Site",1992-04-15,47.5,7.6,281,-8.1,-65
"509","Piso.AI.Site",1992-05-15,47.5,7.6,281,-7,-50
"510","Piso.AI.Site",1992-06-15,47.5,7.6,281,-9.5,-66
"511","Piso.AI.Site",1992-07-15,47.5,7.6,281,-7.6,-55
"512","Piso.AI.Site",1992-08-15,47.5,7.6,281,-5,-37
"513","Piso.AI.Site",1992-09-15,47.5,7.6,281,-6,-43
"514","Piso.AI.Site",1992-10-15,47.5,7.6,281,-10.1,-78
"515","Piso.AI.Site",1992-11-15,47.5,7.6,281,-9,-65
"516","Piso.AI.Site",1992-12-15,47.5,7.6,281,-11,-84
"517","Piso.AI.Site",1993-01-15,47.5,7.6,281,-7.8,-65
"518","Piso.AI.Site",1993-02-15,47.5,7.6,281,-8.2,-63
"519","Piso.AI.Site",1993-03-15,47.5,7.6,281,-6.3,-53
"520","Piso.AI.Site",1993-04-15,47.5,7.6,281,-7.2,-53
"521","Piso.AI.Site",1993-05-15,47.5,7.6,281,-7,-50
"522","Piso.AI.Site",1993-06-15,47.5,7.6,281,-5.8,-39
"523","Piso.AI.Site",1993-07-15,47.5,7.6,281,-5.9,-41
"524","Piso.AI.Site",1993-08-15,47.5,7.6,281,-5.6,-32
"525","Piso.AI.Site",1993-09-15,47.5,7.6,281,-7.5,-52
"526","Piso.AI.Site",1993-10-15,47.5,7.6,281,-9.3,-71
"527","Piso.AI.Site",1993-11-15,47.5,7.6,281,-11.2,-85
"528","Piso.AI.Site",1993-12-15,47.5,7.6,281,-9.7,-72
"529","Piso.AI.Site",1994-01-15,47.5,7.6,281,-9.8,-74
"530","Piso.AI.Site",1994-02-15,47.5,7.6,281,-11.5,-88
"531","Piso.AI.Site",1994-03-15,47.5,7.6,281,-7,-43
"532","Piso.AI.Site",1994-04-15,47.5,7.6,281,-9.9,-73
"533","Piso.AI.Site",1994-05-15,47.5,7.6,281,-7.1,-49
"534","Piso.AI.Site",1994-06-15,47.5,7.6,281,-5.6,-38
"535","Piso.AI.Site",1994-07-15,47.5,7.6,281,-3.8,-27
"536","Piso.AI.Site",1994-08-15,47.5,7.6,281,-4.8,-30
"537","Piso.AI.Site",1994-09-15,47.5,7.6,281,-7.4,-49
"538","Piso.AI.Site",1994-10-15,47.5,7.6,281,-8.1,-62
"539","Piso.AI.Site",1994-11-15,47.5,7.6,281,-9.5,-73
"540","Piso.AI.Site",1994-12-15,47.5,7.6,281,-9.8,-81
"541","Piso.AI.Site",1995-01-15,47.5,7.6,281,-9.3,-78
"542","Piso.AI.Site",1995-02-15,47.5,7.6,281,-9,-71
"543","Piso.AI.Site",1995-03-15,47.5,7.6,281,-9.6,-72
"544","Piso.AI.Site",1995-04-15,47.5,7.6,281,-7.4,-58
"545","Piso.AI.Site",1995-05-15,47.5,7.6,281,-8.3,-60
"546","Piso.AI.Site",1995-06-15,47.5,7.6,281,-6.8,-49
"547","Piso.AI.Site",1995-07-15,47.5,7.6,281,-5.1,-32
"548","Piso.AI.Site",1995-08-15,47.5,7.6,281,-6.2,-40
"549","Piso.AI.Site",1995-09-15,47.5,7.6,281,-7.8,-57
"550","Piso.AI.Site",1995-10-15,47.5,7.6,281,-6.6,-49
"551","Piso.AI.Site",1995-11-15,47.5,7.6,281,-9.4,-78
"552","Piso.AI.Site",1995-12-15,47.5,7.6,281,-12.1,-93
"553","Piso.AI.Site",1996-01-15,47.5,7.6,281,-11.8,-87
"554","Piso.AI.Site",1996-02-15,47.5,7.6,281,-12.3,-94
"555","Piso.AI.Site",1996-03-15,47.5,7.6,281,-8.2,-58
"556","Piso.AI.Site",1996-04-15,47.5,7.6,281,-8.3,-61
"557","Piso.AI.Site",1996-05-15,47.5,7.6,281,-7,-49
"558","Piso.AI.Site",1996-06-15,47.5,7.6,281,-6.4,-44
"559","Piso.AI.Site",1996-07-15,47.5,7.6,281,-6.9,-49
"560","Piso.AI.Site",1996-08-15,47.5,7.6,281,-6.7,-52
"561","Piso.AI.Site",1996-09-15,47.5,7.6,281,-8,-62
"562","Piso.AI.Site",1996-10-15,47.5,7.6,281,-8.4,-63
"563","Piso.AI.Site",1996-11-15,47.5,7.6,281,-11.9,-90
"564","Piso.AI.Site",1996-12-15,47.5,7.6,281,-13,-98
"565","Piso.AI.Site",1997-01-15,47.5,7.6,281,-13.5,-99
"566","Piso.AI.Site",1997-02-15,47.5,7.6,281,-6.8,-52
"567","Piso.AI.Site",1997-03-15,47.5,7.6,281,-6.5,-47
"568","Piso.AI.Site",1997-04-15,47.5,7.6,281,-6.6,-52
"569","Piso.AI.Site",1997-05-15,47.5,7.6,281,-6.3,-43
"570","Piso.AI.Site",1997-06-15,47.5,7.6,281,-7.9,-58
"571","Piso.AI.Site",1997-07-15,47.5,7.6,281,-6.4,-43
"572","Piso.AI.Site",1997-08-15,47.5,7.6,281,-5.6,-38
"573","Piso.AI.Site",1997-09-15,47.5,7.6,281,-5.6,-36
"574","Piso.AI.Site",1997-10-15,47.5,7.6,281,-7.2,-47
"575","Piso.AI.Site",1997-11-15,47.5,7.6,281,-12.5,-100
"576","Piso.AI.Site",1997-12-15,47.5,7.6,281,-11,-86
"577","Piso.AI.Site",1998-01-15,47.5,7.6,281,-10.1,-80
"578","Piso.AI.Site",1998-02-15,47.5,7.6,281,-10,-75
"579","Piso.AI.Site",1998-03-15,47.5,7.6,281,-6.9,-52
"580","Piso.AI.Site",1998-04-15,47.5,7.6,281,-10,-78
"581","Piso.AI.Site",1998-05-15,47.5,7.6,281,-7.9,-56
"582","Piso.AI.Site",1998-06-15,47.5,7.6,281,-5.8,-42
"583","Piso.AI.Site",1998-07-15,47.5,7.6,281,-5.4,-36
"584","Piso.AI.Site",1998-08-15,47.5,7.6,281,-5.8,-39
"585","Piso.AI.Site",1998-09-15,47.5,7.6,281,-8.1,-58
"586","Piso.AI.Site",1998-10-15,47.5,7.6,281,-7.7,-56
"587","Piso.AI.Site",1998-11-15,47.5,7.6,281,-9.5,-70
"588","Piso.AI.Site",1998-12-15,47.5,7.6,281,-9.5,-74
"589","Piso.AI.Site",1999-01-15,47.5,7.6,281,-9.8,-79
"590","Piso.AI.Site",1999-02-15,47.5,7.6,281,-9.7,-73
"591","Piso.AI.Site",1999-03-15,47.5,7.6,281,-10.9,-84
"592","Piso.AI.Site",1999-04-15,47.5,7.6,281,-8,-60
"593","Piso.AI.Site",1999-05-15,47.5,7.6,281,-6.1,-43
"594","Piso.AI.Site",1999-06-15,47.5,7.6,281,-6,-37
"595","Piso.AI.Site",1999-07-15,47.5,7.6,281,-6.8,-49
"596","Piso.AI.Site",1999-08-15,47.5,7.6,281,-5.5,-37
"597","Piso.AI.Site",1999-09-15,47.5,7.6,281,-7.2,-48
"598","Piso.AI.Site",1999-10-15,47.5,7.6,281,-7.5,-53
"599","Piso.AI.Site",1999-11-15,47.5,7.6,281,-10.7,-82
"600","Piso.AI.Site",1999-12-15,47.5,7.6,281,-10.3,-77
"601","Piso.AI.Site",2000-01-15,47.5,7.6,281,-8.7,-65
"602","Piso.AI.Site",2000-02-15,47.5,7.6,281,-8,-64
"603","Piso.AI.Site",2000-03-15,47.5,7.6,281,-7.6,-61
"604","Piso.AI.Site",2000-04-15,47.5,7.6,281,-8.4,-63
"605","Piso.AI.Site",2000-05-15,47.5,7.6,281,-5.5,-42
"606","Piso.AI.Site",2000-06-15,47.5,7.6,281,-4.8,-37
"607","Piso.AI.Site",2000-07-15,47.5,7.6,281,-7.1,-49
"608","Piso.AI.Site",2000-08-15,47.5,7.6,281,-5.2,-32
"609","Piso.AI.Site",2000-09-15,47.5,7.6,281,-7.2,-52
"610","Piso.AI.Site",2000-10-15,47.5,7.6,281,-8.9,-70
"611","Piso.AI.Site",2000-11-15,47.5,7.6,281,-12.6,-102
"612","Piso.AI.Site",2000-12-15,47.5,7.6,281,-10.2,-80
"613","Piso.AI.Site",2001-01-15,47.5,7.6,281,-11.5,-88
"614","Piso.AI.Site",2001-02-15,47.5,7.6,281,-8.2,-66
"615","Piso.AI.Site",2001-03-15,47.5,7.6,281,-10.2,-82
"616","Piso.AI.Site",2001-04-15,47.5,7.6,281,-8.2,-61
"617","Piso.AI.Site",2001-05-15,47.5,7.6,281,-6.4,-47
"618","Piso.AI.Site",2001-06-15,47.5,7.6,281,-6.2,-42
"619","Piso.AI.Site",2001-07-15,47.5,7.6,281,-6.3,-44
"620","Piso.AI.Site",2001-08-15,47.5,7.6,281,-5,-30
"621","Piso.AI.Site",2001-09-15,47.5,7.6,281,-7.5,-50
"622","Piso.AI.Site",2001-10-15,47.5,7.6,281,-7.5,-50
"623","Piso.AI.Site",2001-11-15,47.5,7.6,281,-10.2,-79
"624","Piso.AI.Site",2001-12-15,47.5,7.6,281,-9.3,-72
"625","Piso.AI.Site",2002-01-15,47.5,7.6,281,-8.4,-67
"626","Piso.AI.Site",2002-02-15,47.5,7.6,281,-8,-67
"627","Piso.AI.Site",2002-03-15,47.5,7.6,281,-8.2,-62
"628","Piso.AI.Site",2002-04-15,47.5,7.6,281,-7.1,-51
"629","Piso.AI.Site",2002-05-15,47.5,7.6,281,-9.2,-70
"630","Piso.AI.Site",2002-06-15,47.5,7.6,281,-4.8,-32
"631","Piso.AI.Site",2002-07-15,47.5,7.6,281,-5.7,-41
"632","Piso.AI.Site",2002-08-15,47.5,7.6,281,-7.9,-54
"633","Piso.AI.Site",2002-09-15,47.5,7.6,281,-9.7,-60
"634","Piso.AI.Site",2002-10-15,47.5,7.6,281,-7.8,-56
"635","Piso.AI.Site",2002-11-15,47.5,7.6,281,-11.1,-88
"636","Piso.AI.Site",2002-12-15,47.5,7.6,281,-9.7,-76
"637","Piso.AI.Site",2003-01-15,47.5,7.6,281,-10.6,-76
"638","Piso.AI.Site",2003-02-15,47.5,7.6,281,-12.2,-92
"639","Piso.AI.Site",2003-03-15,47.5,7.6,281,-8.6,-62
"640","Piso.AI.Site",2003-04-15,47.5,7.6,281,-7.8,-58
"641","Piso.AI.Site",2003-05-15,47.5,7.6,281,-5.3,-35
"642","Piso.AI.Site",2003-06-15,47.5,7.6,281,-3.5,-21
"643","Piso.AI.Site",2003-07-15,47.5,7.6,281,-4.6,-30
"644","Piso.AI.Site",2003-08-15,47.5,7.6,281,-5.2,-34
"645","Piso.AI.Site",2003-09-15,47.5,7.6,281,-7.4,-52
"646","Piso.AI.Site",2003-10-15,47.5,7.6,281,-9.7,-73
"647","Piso.AI.Site",2003-11-15,47.5,7.6,281,-11.8,-98
"648","Piso.AI.Site",2003-12-15,47.5,7.6,281,-9.5,-71
"649","Piso.AI.Site",2004-01-15,47.5,7.6,281,-11,-83
"650","Piso.AI.Site",2004-02-15,47.5,7.6,281,-9.9,-72
"651","Piso.AI.Site",2004-03-15,47.5,7.6,281,-9.1,-70
"652","Piso.AI.Site",2004-04-15,47.5,7.6,281,-7.6,-53
"653","Piso.AI.Site",2004-05-15,47.5,7.6,281,-8,-62
"654","Piso.AI.Site",2004-06-15,47.5,7.6,281,-6.4,-46
"655","Piso.AI.Site",2004-07-15,47.5,7.6,281,-4.8,-31
"656","Piso.AI.Site",2004-08-15,47.5,7.6,281,-5.8,-35
"657","Piso.AI.Site",2004-09-15,47.5,7.6,281,-5,-32
"658","Piso.AI.Site",2004-10-15,47.5,7.6,281,-8,-57
"659","Piso.AI.Site",2004-11-15,47.5,7.6,281,-9,-66
"660","Piso.AI.Site",2004-12-15,47.5,7.6,281,-10.9,-86
"661","Piso.AI.Site",2005-01-15,47.5,7.6,281,-7.7,-58
"662","Piso.AI.Site",2005-02-15,47.5,7.6,281,-10.1,-79
"663","Piso.AI.Site",2005-03-15,47.5,7.6,281,-7.8,-60
"664","Piso.AI.Site",2005-04-15,47.5,7.6,281,-8.5,-60
"665","Piso.AI.Site",2005-05-15,47.5,7.6,281,-6.6,-44
"666","Piso.AI.Site",2005-06-15,47.5,7.6,281,-5.8,-38
"667","Piso.AI.Site",2005-07-15,47.5,7.6,281,-5.1,-36
"668","Piso.AI.Site",2005-08-15,47.5,7.6,281,-5.7,-42
"669","Piso.AI.Site",2005-09-15,47.5,7.6,281,-6.6,-45
"670","Piso.AI.Site",2005-10-15,47.5,7.6,281,-7.5,-55
"671","Piso.AI.Site",2005-11-15,47.5,7.6,281,-10.2,-79
"672","Piso.AI.Site",2005-12-15,47.5,7.6,281,-10.5,-76
"673","Piso.AI.Site",2006-01-15,47.5,7.6,281,-12.1,-92
"674","Piso.AI.Site",2006-02-15,47.5,7.6,281,-10.6,-84
"675","Piso.AI.Site",2006-03-15,47.5,7.6,281,-10.4,-78
"676","Piso.AI.Site",2006-04-15,47.5,7.6,281,-7.4,-60
"677","Piso.AI.Site",2006-05-15,47.5,7.6,281,-7.4,-56
"678","Piso.AI.Site",2006-06-15,47.5,7.6,281,-4.6,-34
"679","Piso.AI.Site",2006-07-15,47.5,7.6,281,-4.6,-30
"680","Piso.AI.Site",2006-08-15,47.5,7.6,281,-7.6,-52
"681","Piso.AI.Site",2006-09-15,47.5,7.6,281,-8.7,-59
"682","Piso.AI.Site",2006-10-15,47.5,7.6,281,-7.2,-53
"683","Piso.AI.Site",2006-11-15,47.5,7.6,281,-8.6,-64
"684","Piso.AI.Site",2006-12-15,47.5,7.6,281,-9.7,-71
"685","Piso.AI.Site",2007-01-15,47.5,7.6,281,-8.9,-73
"686","Piso.AI.Site",2007-02-15,47.5,7.6,281,-10,-78
"687","Piso.AI.Site",2007-03-15,47.5,7.6,281,-9.8,-77
"688","Piso.AI.Site",2007-04-15,47.5,7.6,281,-7.2,-50
"689","Piso.AI.Site",2007-05-15,47.5,7.6,281,-8.6,-58
"690","Piso.AI.Site",2007-06-15,47.5,7.6,281,-7.2,-50
"691","Piso.AI.Site",2007-07-15,47.5,7.6,281,-5.6,-40
"692","Piso.AI.Site",2007-08-15,47.5,7.6,281,-7,-46
"693","Piso.AI.Site",2007-09-15,47.5,7.6,281,-6.2,-43
"694","Piso.AI.Site",2007-10-15,47.5,7.6,281,-7.6,-43
"695","Piso.AI.Site",2007-11-15,47.5,7.6,281,-9.2,-69
"696","Piso.AI.Site",2007-12-15,47.5,7.6,281,-9.6,-64
"697","Piso.AI.Site",2008-01-15,47.5,7.6,281,-9.8,-78
"698","Piso.AI.Site",2008-02-15,47.5,7.6,281,-8.3,-67
"699","Piso.AI.Site",2008-03-15,47.5,7.6,281,-8.9,-61
"700","Piso.AI.Site",2008-04-15,47.5,7.6,281,-9,-66
"701","Piso.AI.Site",2008-05-15,47.5,7.6,281,-6.6,-48
"702","Piso.AI.Site",2008-06-15,47.5,7.6,281,-6.8,-44
"703","Piso.AI.Site",2008-07-15,47.5,7.6,281,-5.2,-32
"704","Piso.AI.Site",2008-08-15,47.5,7.6,281,-5.7,-38
"705","Piso.AI.Site",2008-09-15,47.5,7.6,281,-7.9,-52
"706","Piso.AI.Site",2008-10-15,47.5,7.6,281,-9.5,-68
"707","Piso.AI.Site",2008-11-15,47.5,7.6,281,-9.7,-73
"708","Piso.AI.Site",2008-12-15,47.5,7.6,281,-13.1,-103
"709","Piso.AI.Site",2009-01-15,47.5,7.6,281,-11.8,-87
"710","Piso.AI.Site",2009-02-15,47.5,7.6,281,-11.9,-88
"711","Piso.AI.Site",2009-03-15,47.5,7.6,281,-10,-78
"712","Piso.AI.Site",2009-04-15,47.5,7.6,281,-9,-64
"713","Piso.AI.Site",2009-05-15,47.5,7.6,281,-6,-41
"714","Piso.AI.Site",2009-06-15,47.5,7.6,281,-5.5,-37
"715","Piso.AI.Site",2009-07-15,47.5,7.6,281,-5.6,-35
"716","Piso.AI.Site",2009-08-15,47.5,7.6,281,-5.1,-30
"717","Piso.AI.Site",2009-09-15,47.5,7.6,281,-6,-39
"718","Piso.AI.Site",2009-10-15,47.5,7.6,281,-7.2,-55
"719","Piso.AI.Site",2009-11-15,47.5,7.6,281,-12,-90
"720","Piso.AI.Site",2009-12-15,47.5,7.6,281,-12,-92
"721","Piso.AI.Site",2010-01-15,47.5,7.6,281,-13.6,-105
"722","Piso.AI.Site",2010-02-15,47.5,7.6,281,-12.6,-97
"723","Piso.AI.Site",2010-03-15,47.5,7.6,281,-9.8,-75
"724","Piso.AI.Site",2010-04-15,47.5,7.6,281,-8.2,-58
