Lat,Lon,Alt,Temp,Precip,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
45.81666667,15.98333333,157,13.4,58,1999,0.976010551,-6.94,-53.1,-6.8171716,-47.445286
31.95765,35.84828333,900,12.74089966,3,2018,0.951056516,0.79,20.2,-3.513792,-18.672073
7.773861111,-76.66575,30,27.79235229,255.3,2016,0.263665493,-8.288,-57.7,-7.648099,-53.486504
33.96666667,-4.983333333,571,13.1,81.6,2021,0.951056516,-6.38,-38.1,-4.342307,-24.218153
-20.01666667,-68.85,2700,8.675653076,3.5,1985,-0.288482433,-4.4,-18,-6.5876045,-38.363216
21.5,39.2,11,24.5,5,1970,-0.288482433,0.88,12.6,-0.28374088,5.4349833
-40.68,144.69,90,15.8,52,1991,0.238672766,-4.14,-25.1,-3.8702912,-18.757223
46.37222222,6.470833333,385,11.5,46,1997,-0.974100455,-6.93,-49.3,-8.247503,-58.175606
48.545,13.3528,476,18.5,160.8,2001,-0.680773409,-6.8,-44,-7.448061,-51.728977
36.05,103.88,1517,15.7,49,1987,0.741222011,-6.04,-44.6,-4.1147957,-22.982447
-40.35,-9.88,54,9.5,485,1970,0.296712819,-5.19,-27,-3.939735,-22.989908
42.5859,10.07945,19,27.1,3,2018,-0.680773409,-3.51,-16.9,-2.9969578,-16.068544
49.7478,6.6581,265,2.3,149.7,1978,-0.288482433,-8.87,-61.3,-9.131281,-66.2579
45.6,13.93333333,497,14.59960327,6.9,2002,-0.927541684,-4.87,-26.28,-6.362835,-43.266685
52.4672,13.4019,48,1.7,39.7,1998,-0.723644038,-13.37,-98.3,-10.664638,-78.585045
-31.95,115.97,17,28.5,46,1976,0.699458327,-5.14,-28.3,-3.0590954,-13.520527
38.00194982,-1.170837424,61,10.9,9.1,2011,0.238672766,-7.12,-46.5,-5.738653,-37.260098
46.49143367,9.898180888,1724,0.601556396,0,2017,0.699458327,-17.26,-133.4,-17.222198,-131.61537
19.72,-155.07,9,22.2,403,1963,0.951056516,-2.7,-5.6,-1.957477,-5.8664446
55.677,12.56,6,7.509637451,1.646090322,2014,-0.723644038,-10.94,-72,-8.030874,-57.14064
58.01,56.18,161,0.2,90,1982,-0.974100455,-12.1,-85,-14.234679,-106.117165
32.2361,-110.9439,753,29.45340502,99.8,1992,-0.693281227,-9.024448898,-62.82865731,-5.234535,-31.352997
-17.97472,-67.08,3718,13.2,69.6,2012,-0.271958158,-17.02,-124,-11.771065,-82.80214
32.55,35.85,616,18.76165161,0,2001,0.741222011,-2.42,-12.3,-3.0946212,-14.634226
32.2361,-110.9439,753,19.46296296,9.398,2009,0.976010551,-6.4,-39,-7.804044,-52.932568
36.88,30.7,49,14.1,82,1970,0.951056516,-6.14,-31.8,-4.655569,-26.370388
34.01937778,-6.838286111,75,17.66283569,5,2000,-0.154308821,-6.97,-47.55,-3.1647425,-16.233465
6.329722222,99.73,31,27.975,136.8,1988,0.956234827,-3.69,-13.2,-6.0224094,-38.93261
-23.8,133.88,546,29.3,15,2009,0.238672766,-2.71,-12.7,-2.9564881,-12.618202
45.80666667,15.97,165,12.5,90,1990,-0.974100455,-7.35,-50,-7.7090645,-54.64838
-12.43,130.87,26,27.2,708,2000,0.699458327,-8.06,-53.6,-7.1950645,-45.222347
-41.47,-72.93,13,7.4,105,1989,-0.958717817,-7.8,-42,-7.0356493,-45.89645
46.96666667,28.9,125,21.3,73.1,2017,0.296712819,-4.98,-30.2,-5.7145534,-38.386555
51.93,-10.25,9,11.5,87,1962,-0.974100455,-5.5,-31.6,-5.3028274,-34.631546
17.25,54.08333333,850,28.06136475,4.4,1989,-0.23030567,-0.78,7.6,-0.10316539,8.007458
49.7478,6.6581,265,16,110.8,2009,0.296712819,-6.92,-43.85,-6.3003216,-44.85707
47.833185,1.940433,109,11.38253174,10,2012,0.699458327,-7.3,-48.1,-6.045387,-41.38145
64.13,-21.93,14,-1.6,72,1993,-0.288482433,-11.28,-76.3,-8.455479,-63.1253
37.162,-8.485,12,11.43792114,30.4,2016,0.699458327,-4.07,-17.4,-3.5312943,-19.791403
60.18008889,24.83286111,30,3.1,35.1,2007,0.951056516,-14.44,-107.3,-11.201478,-83.31841
4.377083333,18.56247222,363,26.19759521,84.5,2021,-0.974100455,-1.83,0.9,-3.3490014,-15.605825
44.73805556,-0.774722222,59,18.1,32.5,2008,0.280230675,-5.07,-29.84,-3.8686209,-23.18665
33.65694444,73.26611111,575,21.74028931,69.5,2014,0.741222011,0.77,18.7,-1.0469333,0.43913794
47.4828,11.0622,719,-2.1,107.7,1999,-0.288482433,-17.27,-125.9,-14.36621,-108.33452
43.941,10.237,4.5,21.91,146.71,2021,-0.958717817,-4.37,-24.18,-4.4533806,-27.000402
5.383333333,103.1,10,25.4380127,63.9,1998,0.238672766,-2.72,-7.73,-6.2688007,-41.04611
46.95222563,7.439320571,511,5.9,177.1,2002,-0.723644038,-12.67,-91.67,-12.625228,-92.75831
48.24861111,16.35638889,198,18.1,133,1966,-0.680773409,-7.7,-53.9,-7.2311068,-49.05171
13.73,100.5,2,27.8,485,1983,-0.958717817,-9.75,-69.3,-7.63111,-52.19838
13.07176111,-59.48972222,50,27,120,1962,-0.680773409,-1.4,-4.4,-2.3584948,-9.734152
33.96666667,-4.983333333,571,20.35570679,4.2,2018,0.280230675,-1.501,-4.6,-3.2607322,-15.45892
-0.13,-67.08,87,25.3,213,1975,0.976010551,-5.04,-33.8,-6.517739,-41.452003
47.4,28.49166667,78,14.1,68.6,2020,0.729557554,-8.94,-69.6,-7.474044,-53.238377
12.69325,-7.995494444,381,27.4,203,1979,0.296712819,-0.99,1.1,-2.8962493,-14.097233
66.49686111,25.75518056,107,1.4,18.2,2004,-0.970063922,-15.1,-109.2,-14.157407,-105.874596
46.37222222,6.470833333,385,7.020654297,77,2020,0.956234827,-8.57,-62.4,-9.947354,-74.40649
-34.05,115.0249,70,14.60088501,28,2014,-0.077386479,-3.16,-12.3,-3.6913052,-15.70232
45.32,-75.67,114,6.5,106.6,2009,-0.974100455,-11.06547683,-79.48,-10.76747,-76.93645
39.1,117.1666667,3,20.4,53.2,2000,0.729557554,-7.2,-48.7,-5.2581773,-34.33556
-4.37,15.25,438,24.8,176,1964,0.729557554,-0.8,6.8,-3.7163577,-17.486551
47.74305556,16.84333333,120,1.242700195,0,2019,-0.288482433,-14.84,-113.2,-11.53379,-84.13361
48.8281,9.2,314,5.7,24.1,2008,-0.711656622,-9.06,-59.55,-11.096498,-80.2
47.81666667,13.71777778,1618,22.65935669,2.6,2019,-0.917583626,-7.029,-39.46,-9.025548,-62.632378
58.26388889,26.46138889,70,2.5,29.9,2017,-0.723644038,-13.18,-97.2,-11.693673,-85.2168
42.58834633,-5.651107617,912,11.9,31.4,2014,0.741222011,-9.22,-61.9,-6.589385,-44.596195
-33.97,18.6,44,14.6,20,1963,-0.958717817,-1.6,5,-2.3382776,-8.867554
44.18900278,10.47625833,1520,-0.335028076,75,1995,0.951056516,-7.34,-48.2,-5.8370323,-33.10209
9.966666667,-84.83333333,3,27.63570557,404.6,2003,0.296712819,-13.03,-93.2,-9.706321,-68.494896
-3.12,-60.02,72,26.8,192,1983,0.976010551,-2.19,-4,-5.979175,-37.74698
47.67,-124.48,21,3.869134521,361,1964,0.238672766,-5.8,-34.1,-8.4456625,-62.33364
37.77,-25.65,175,19.2,17.4,2011,0.296712819,-1.79,-6.6,-2.3688295,-9.760874
28.276976,84.30961,2103,20.74658333,130.4,2016,-0.963470549,-7.691877016,-54.13253504,-9.1968775,-61.916447
21.32,103.91,600,18.37032471,0,2020,0.956234827,-1.36,-1.2,-1.7201751,-4.460572
60.72,-135.07,702,8,30,1987,-0.958717817,-21.3,-168,-22.64252,-177.85886
52.1042,8.7519,135,14.2,83.8,1981,0.741222011,-7.55,-58.6,-7.0912676,-50.485867
24.35,109.4,97,29.8,49,1989,-0.680773409,-8.28,-59.9,-7.4959183,-51.135967
52.93,4.78,1,17,98,1982,-0.680773409,-6.01,-38.1,-5.998329,-41.852325
31.95765,35.84828333,900,13.8913208,55.6,2000,0.699458327,-7,-28.7,-3.7348013,-20.004694
64.58,40.5,13,0.9,44,1982,0.976010551,-17.6,-116,-11.900752,-88.12786
45.80666667,15.97,165,13.27007446,21.1,2002,-0.927541684,-10.28,-72.2,-6.819884,-47.13045
-5.8,-35.2,8,27.7,20,1962,0.699458327,-0.7,-11.8,-2.2794342,-7.824613
25.46411667,-80.33465278,1,27.27050171,43.94,2005,-0.987349442,-9.15,-62,-2.882119,-12.281378
48.24861111,16.35638889,198,6.8,8,1983,0.951056516,-9.22,-66.7,-9.812191,-71.62
68.96666667,33.05,46,4.2,24,1983,0.741222011,-14.4,-86,-11.512286,-84.97933
9.49,138.09,23,26.8,294,1969,-0.680773409,-5.53,-36.1,-5.6524754,-37.575512
45.68,126.62,172,19.7,84,1989,0.296712819,-9.42,-74.7,-9.699294,-70.035034
6.2,100.4,5,28.21080933,45.9,2000,0.238672766,-5.5,-31.1,-5.4652195,-34.72136
56.93604,24.09549,2.93,7.9,42.6,2016,0.972118197,-10.73,-75.8,-9.60124,-70.88485
19.32622222,-99.17605556,2880,16.22890625,115.4,2018,-0.970063922,-6.132,-35.9,-8.686273,-61.239307
32.53,35.85,555,14.89492188,3.9,2001,0.976010551,-6.86,-43.3,-3.3761115,-16.77245
-18.91472222,47.55805556,1295,21,231.6,2015,0.951056516,-12.55,-88,-7.0438514,-44.20489
41.9,13.31666667,1750,3.900354004,275,2003,0.238672766,-10.22,-71.58,-10.828948,-75.06304
23.95277778,90.27916667,14,25.72615967,0,2019,0.976010551,-0.78,2.6,-2.0674047,-6.3877015
-38.47,-62.16,5,7.8,23,1983,-0.680773409,-3,-15.5,-5.3616805,-32.112377
-6.88,39.2,55,23.3,10,1965,0.296712819,0.5,9.9,-2.10815,-4.3551493
40.41195035,-3.67806112,667,5.4,61,2010,0.238672766,-12.45,-89.81,-8.5643,-59.488934
50.9,14.8,240,11.9,73.7,2020,0.729557554,-7.31,-50.4,-7.6420093,-56.26408
39.28333333,-7.416666667,597,6.8,88,1996,0.699458327,-4.93,-27.5,-6.4554596,-40.168392
51.6,-1.1,48,16.1,38,1998,-0.680773409,-6.04,-46.4,-5.340658,-35.92519
-1.65,-78.68,2820,15.38686523,0,2016,0.699458327,-9.29,-63.1,-12.026429,-85.08349
52.2914,10.4464,81,-2,10.7,1985,0.699458327,-3.62,-24.8,-9.475579,-70.4932
47.47051111,21.49041944,110,19.3,0.2,2004,-0.471159508,-11.23,-77.57,-5.3720355,-35.84659
50.3381,7.6,85,-4.163122559,68.1,2010,-0.288482433,-12.17,-93.69,-11.009648,-81.89779
40.26860556,15.14696111,83,16.15841064,64.3,2017,-0.711656622,-6.229,-32.8,-5.353955,-32.08407
49.93333333,36.28333333,148,13.37560425,37,2017,0.741222011,-9.04,-61.3,-7.060234,-50.38175
0.05,32.45,1155,22.80419312,68.5,2003,0.238672766,0.18,15.7,-0.49481618,8.506367
4.466666667,101.3833333,1430,27.20073853,11.24461563,2021,-0.723644038,-13.18,-93.1,-8.47526,-57.51421
51.93,-10.25,9,10,113,1964,-0.711656622,-3.64,-21.7,-5.342103,-35.11363
4.05,114.81,24,24.6,54,2007,-0.345612313,-6.08,-37.57,-8.369129,-57.6721
12.37861111,-1.503111111,298,26.48827515,236.4,2018,-0.680773409,-6.87,-45.7,-4.1901097,-25.202412
51.18,8.4889,839,2.6,106,2007,0.951056516,-10.08,-69.7,-8.864629,-64.64788
46.60305556,13.67138889,2156,3.641168213,2.2,2002,0.963470549,-12.09,-94.5,-11.218854,-81.436676
4.377083333,18.56247222,363,26.43239746,240.1,2015,0.296712819,-2.04,-1.7,-0.5725267,6.3005834
41.64083945,-4.754446679,735,13.8,70.2,2004,-0.970063922,-7.98,-57.24,-7.0077524,-46.28711
46.60305556,13.67138889,2156,-0.721228027,2.6,2018,-0.580800273,-8.358,-54.17,-13.10443,-94.52241
58.65,49.61666667,164,-2.6,28,2000,0.956234827,-15.1,-119.9,-16.270226,-123.666435
68.68333333,21.53,403,5.1,15,1990,-0.958717817,-14.31,-100.5,-14.114029,-106.13976
51.18,8.4889,839,17,51.7,2010,-0.213520915,-7.06,-51.1,-5.903137,-40.166225
-13,28.65,1331,22.5,155,1980,-0.711656622,-1.9,-5.3,-5.255701,-30.358418
-1.68218,29.22716,1535,23.20684204,132.2,2013,-0.288482433,-0.8,12,-1.11375,3.3037763
53.8713,8.7058,5,6.6,101,2007,-0.723644038,-7.91,-51,-7.701269,-53.855022
52.16666667,0.25,30,9.375054932,39,1981,0.238672766,-7.3,-47,-7.157604,-50.096233
0.05,32.45,1155,22.1,149,1968,-0.970063922,-0.57,9.4,-3.140503,-13.487442
-16.346,-68.12,5200,3.798181152,28.5,1983,0.741222011,-11.73,-74.5,-13.876882,-104.65446
20.03333333,110.35,15,22.9,48,1996,0.972118197,-1.73,-8.3,-2.45213,-9.211168
-33.56237778,-62.88506389,126,20.12597046,168,2017,0.976010551,-7.37,-53.1,-5.744828,-35.880527
43.91281944,4.888775,33,22.3,38,2011,-0.958717817,-4.61,-25.4,-3.957748,-23.28283
-31.95,115.78,25,18.556604,2.9,1988,-0.271958158,1.37,10.1,-3.924553,-18.538288
50.4972,9.9428,921,11.1,45.1,2001,0.741222011,-7.92,-51.55,-7.181221,-51.05769
-7.92,-14.42,15,26.06844482,19.9,2017,0.711656622,-0.207,9.1,-0.31997013,9.269138
-40.35,-9.88,54,10.3,285,1970,0.741222011,-3.47,-20,-3.7348156,-21.683987
4.05,114.81,24,24.9,15.4,2008,0.516062391,-8.46,-49.58,-6.9873953,-46.14541
-0.743055556,-90.30222222,2,23.70128784,32.6,2015,0.642054713,-2.565902684,-6.435185639,-2.10786,-5.715915
49.38,-82.12,245,-15.2934021,16.9934554,2000,-0.271958158,-24.83,-184,-21.240791,-161.24646
-7.92,-14.42,15,27.5,11.1,2013,0.741222011,0.34,11.9,-0.46949697,7.9794908
66.49686111,25.75518056,107,11.4,112.4,2015,0.296712819,-13.54,-100.7,-11.153146,-83.30532
27.7,106.88,844,7.6,41,1989,-0.288482433,-4.83,-15.6,-4.3918905,-22.759106
50.3119,11.8758,565,4.3,55.4,1984,0.972118197,-16.84,-129.7,-10.234114,-76.026115
54.61666667,39.71666667,135,2.7,33,1981,0.976010551,-14.1,-105,-11.417317,-84.18202
45.6,13.93333333,497,14.67287598,51.4,2001,0.741222011,-4.89,-31.62,-6.5418186,-45.97171
41.05916667,-100.7463889,919,16.22744141,0,1996,0.70558361,-8.3,-62,-7.669567,-51.302128
49.93333333,36.28333333,148,10.50307617,0,2020,-0.970063922,-11.16,-75.7,-9.402822,-65.91059
40.50691,-1.65147,1720,6.80135498,4.381214292,2018,-0.288482433,-11.72,-82,-10.268021,-71.75199
6.166666667,102.2833333,7,26.93032227,190.8,2017,-0.974100455,-8.92,-59.4,-6.9663343,-45.45912
82.5,-62.33333333,62,1.2,5,1990,0.296712819,-21.48,-168.6,-22.031273,-167.2641
46.98141401,6.607999655,1042,0.324334717,3.176561301,1998,0.238672766,-12.28,-89.9,-12.174648,-89.614685
-0.92,-75.4,180,26.45058594,134.2,2016,-0.699458327,-4.705,-26.4,-4.009603,-21.010504
31.62,25.95,24,13.2,30.9,1988,0.238672766,-4.74,-20.1,-3.3548298,-15.62261
0.512102778,25.20643889,418,27.92305908,159.6,2016,-0.965739938,0.164,7.2,-2.9330745,-11.391872
50.06166667,19.84861111,205,-0.1,46,1998,0.238672766,-9.17,-61.6,-12.35624,-94.0655
39.95,32.88,902,12.8,66,1972,-0.970063922,-7.26,-45.5,-4.993386,-31.296522
-51.7,-57.87,51,9.6,48,1975,0.238672766,-7.26,-50.5,-7.0968637,-49.06971
-31.48388889,145.8294444,252,27.3,32.6,2011,0.699458327,-4.09,-25,-4.249407,-23.322807
36.62,127.46,62,-1.3,33.3,2007,0.699458327,-6.25,-32,-6.1777697,-37.99577
46.60305556,13.67138889,2156,5.488763428,104,1989,-0.723644038,-14.6,-101.9,-12.731692,-94.12643
-31.48388889,145.8294444,252,27.5,9.8,2009,-0.723644038,-0.27,0.8,0.6100105,16.28903
36.72,3.18,18,17,6,2000,-0.711656622,-4.86,-30.25,-4.660626,-27.35749
33.82931111,35.494275,27,13.65148315,0,2002,-0.085964799,-3.64,-21.8,-3.6867085,-18.31555
-4.036388889,-79.20111111,2130,19.0385376,0.669912819,2019,0.296712819,-5.42,-36,-6.7339683,-42.92058
41.7787,2.5047,604,26.29018555,147,2015,-0.680773409,-6.2,-37.5,-4.4632483,-26.464693
4.05,114.81,24,22.8,30.2,2007,0.821476553,-3.37,-32.94,-7.5444355,-50.514984
36.15,-5.35,5,19.9,204,2002,-0.974100455,-3.61,-15.8,-4.8547635,-29.329073
52.09444444,23.70583333,136,14.6,69,1983,-0.958717817,-6.4,-37,-7.107712,-49.709995
49.19472222,-123.0172222,4.3,9.9,129,2017,-0.974100455,-9.85,-69.5,-8.463149,-63.59161
35.68,51.32,1200,29.5,1,1974,-0.213520915,5.2,35,-2.7434826,-12.842192
40.80638889,-104.7547222,1641,6.9,37,1998,-0.875891705,-11.9,-84,-15.535742,-117.11323
-23.8,133.88,546,13.7,4.4,2006,0.741222011,-0.64,3.8,-5.016284,-30.050497
44.81666667,14.98333333,1594,1.8,166.3,2003,-0.723644038,-7.68,-42.5,-8.925847,-60.054096
28.63,-106.07,1423,22.1,10,1963,0.976010551,-6.2,-43.4,-5.0155363,-30.132574
41.02444444,40.52,136,23.8,65.3,2018,0.296712819,-4.2,-19,-4.4816318,-27.443499
34.57,69.21333333,1860,-1.9,13,1984,0.238672766,-12.3,-80.2,-11.008632,-82.80071
47.7,27.88333333,231,2.1,18.6,2019,0.699458327,-17.05,-130.5,-12.649058,-94.038216
38.00194982,-1.170837424,61,12.7,3,2013,0.238672766,-4.91,-37.7,-5.5534673,-36.07202
31.99730278,34.81616111,39,12.3,266,1965,0.238672766,-5.7,-27.6,-4.9136744,-28.610968
6.417169444,2.329255556,14,26.97,262.3,2010,-0.974100455,-4.586322116,-25.20719369,-4.3403773,-24.487051
47.54260867,7.58371693,316,17.4,89.3,2014,-0.680773409,-5.16,-37.1,-6.409521,-43.272137
30.62,114.13,23,10.4,45,1986,-0.723644038,-7.85,-52.8,-6.7935214,-41.103664
38.03333333,114.4166667,80,7,34,1990,-0.723644038,-10.21,-60.3,-6.4513826,-40.662975
50.06166667,19.84861111,205,-1.4,6,1994,0.699458327,-14.98,-110.4,-13.522468,-103.753914
-33.95833333,18.46111111,105,15.8,105,2002,-0.974100455,-3.85,-15,-2.4514885,-7.8810563
48.22,11.59,489,0.8,64,1988,0.699458327,-15.64,-113.2,-12.597222,-95.24402
49.7478,6.6581,265,4.3,7.2,1998,0.699458327,-7.93,-55,-7.253111,-50.925446
36.98,35.3,73,19.4,85,1985,-0.974100455,-6.83,-33.5,-3.7384262,-18.839203
-51.7,-57.87,51,5.6,96,1973,0.976010551,-9.82,-67.9,-7.6789994,-54.44114
-1.68421,29.01794,1470,19.79735718,218.1063453,2014,-0.288482433,-0.09,11.97,-1.624465,-0.3050127
-22.66416667,-48.06,488,20.60189209,31.2,1997,0.440518784,-8.92,-65.14,-5.6964445,-32.80016
24.91,91.84533333,20,28.16488037,0,2017,0.296712819,-5.04,-27.3,-4.1489487,-23.792963
47.54260867,7.58371693,316,14.00014648,0,2020,-0.970063922,-10.33,-73.8,-6.782609,-45.12174
-34.05,115.0249,70,13.91561279,7.4,2009,-0.628762815,-2.54,-12.7,-3.60322,-15.374126
36.78,3.052222222,180,14.82833252,108.3,2002,-0.288482433,-7.19,-47.6,-5.5816574,-34.382496
53.8713,8.7058,5,2.8,13,2008,-0.271958158,-9.26,-60.45,-8.220514,-58.25346
11.1,124.74,796,26.18023071,573,1991,-0.288482433,-3.22,-10.3,-6.0298805,-38.056023
4.036666667,9.734166667,18,26.8,385.1,2018,0.296712819,-0.31,1.5,-2.0978465,-4.6041846
-3.12,-60.02,72,25.9,286,1974,-0.288482433,-3.91,-22,-3.637978,-17.978998
43.91281944,4.888775,33,13.6,71,2003,0.976010551,-5.51,-32.7,-5.494943,-36.63725
32.18,118.18,26,27.6,256,1987,-0.680773409,-9.79,-64.5,-8.604775,-59.771275
23.05,-82.21666667,137,23.4,68.7,2012,0.972118197,-0.76,1.6,-1.2215698,0.59989285
56.9,35.9,31,-13.3,2.725423069,1985,0.238672766,-20.1,-143,-19.74448,-151.77187
51.3,3.75,2,3.8,151.2,2009,-0.432775593,-8,-47.49,-8.911775,-63.51466
46.60305556,13.67138889,2156,11.1793457,0.1,2018,-0.961129784,-7.435,-41.37,-8.400698,-55.95565
48.8281,9.2,314,19.4,37,1976,0.280230675,-2.12,-5.6,-6.0612574,-42.718327
24.91,91.84533333,20,28,723,2011,-0.680773409,-10.36998461,-74.846292,-8.165979,-57.1636
-13,28.65,1331,21.2,219,1976,-0.271958158,-5.08,-29.2,-6.6605883,-41.921932
39.1,117.1666667,3,5.3,16,2001,-0.723644038,-9.56,-54.1,-7.568338,-48.685387
46.095,14.597,282,8.4,58,1991,0.951056516,-9.1,-65,-9.066429,-65.2741
62.89179444,27.62542222,116,-7.1,31.2,2013,0.238672766,-16.77,-122,-15.339339,-114.48635
23.07083333,57.6375,1900,29.9364563,17.7,1988,-0.693281227,0.98,17.2,0.019574404,10.148954
-3.823991667,-73.377425,98,26.1,113.8,2007,0.296712819,-2.89,-7.14,-5.232759,-29.008318
47.12,9.49,450,13.63085327,0,2015,-0.958717817,-8.35,-57.3,-7.318059,-49.270187
-0.166666667,-78.48333333,2789,15.9,1.686992333,2003,0.238672766,-5.03,-34.9,-10.40143,-74.13041
41.64083945,-4.754446679,735,4.187646484,0,2018,0.699458327,-11.9,-83.5,-8.844329,-61.907368
25.7325,-80.16323611,1,26.57229004,23.58,2006,0.729557554,-2.67,-4.6,-2.4662108,-9.363333
24.9,67.13,23,13.2,7,1970,0.699458327,1.2,6.1,-3.096525,-13.978203
-7.92,-14.42,15,27.2,10.3,2015,0.741222011,-0.39,10.4,-0.43248475,8.30385
40.67,109.85,1067,16.9,8,1987,0.741222011,-3.64,-28.2,-5.695141,-35.63828
50.92,5.78,111,4.6,89,1986,-0.288482433,-8.76,-57.6,-8.444486,-59.91052
58.38277778,21.81416667,6,19.7,14.6,2014,-0.213520915,-8.55,-59.2,-7.924861,-59.22019
-34.05,115.0249,70,26.04152832,18.6,2018,0.288482433,-6.74,-42.2,-3.3748574,-13.327118
76.76666667,-18.66666667,12,-19.9,10,1997,-0.723644038,-26.43,-202.9,-20.040339,-154.26547
47.98,-55.82,22.9,-8.946417236,0,2003,0.238672766,-13.57,-93.1,-14.660014,-108.60028
47.54260867,7.58371693,316,15.34777222,8.474503295,2022,0.296712819,-5.16,-32.5,-6.189119,-43.990036
10.00036389,-84.10913333,1173,24.95635376,0.3,2018,-0.674443619,-2.455984006,-19.97538264,-6.9366236,-47.916534
47.4828,11.0622,719,-0.6,73.1,1987,0.699458327,-13.98,-105.8,-13.519709,-102.59103
-35.07,173.28,76,17.3,60,1962,-0.288482433,-3,-17.4,-3.850143,-19.203705
-15.55555556,-69.98222222,3840,9.854974365,166.8,2001,0.238672766,-23.92,-182.3,-19.053009,-143.8102
-33.45,-70.7,520,13,23.7,2015,-0.958717817,-8.85,-62.3,-5.8989744,-42.07252
4.05,114.81,24,24.2,4.4,2008,-0.566701756,-13.31,-95.83,-8.185322,-56.013515
38.66038889,-27.22009444,74,14.6,44,1989,0.976010551,-3.27,-14.7,-3.5773602,-18.957119
62.08,129.75,107,5,19,1998,0.741222011,-16.1,-127.5,-20.012106,-160.53333
-75.58333333,-20.56666667,30,-28.1,27,1967,-0.958717817,-24.6,-196.1,-25.097439,-194.71797
42.11666667,44.96666667,1099,2.2,20,2014,-0.723644038,-13.26,-92.7,-9.745297,-69.56904
47.8008,11.0108,977,-3.8,80.2,1981,0.238672766,-13.44,-90.9,-13.73817,-104.47097
-34.90416667,-56.16666667,37,13.19030151,179,2018,-0.213520915,-3.97,-17.8,-4.3994904,-24.557974
47.8008,11.0108,977,10.3,76.2,1979,0.741222011,-11.51,-81.9,-10.558407,-78.380135
44.09,11.08,842,11.33855591,47,1972,0.280230675,-7.3,-38.3,-8.654313,-60.058315
47.85166667,16.84305556,121,26.68810425,114,1966,-0.680773409,-6.59,-45.2,-5.7843895,-38.294987
46.72738634,8.186782163,632,-0.948461914,1.760099398,2017,-0.288482433,-15.74,-113.5,-15.021495,-111.82647
47.6772,9.19,443,18.4,114.9,1988,-0.23030567,-7.52,-51.5,-6.5815725,-46.40768
40.41195035,-3.67806112,667,3.723352051,0,2016,0.699458327,-7.3,-50.4,-8.735013,-60.666027
36.83,10.23,4,19.7,180,1969,-0.974100455,-7.33,-49.6,-4.54841,-26.263819
47.81666667,13.71777778,1618,18.37127075,29.4,2022,-0.895839291,-10.685,-69.02,-9.235095,-64.12441
47.8008,11.0108,977,9,136.7,1983,0.741222011,-10.74,-80.3,-11.233249,-84.12994
47.81666667,13.71777778,1618,16.6770874,12.3,2002,-0.976010551,-11.15,-77.4,-10.522185,-75.73589
-20.901,55.484,70,21.4,95.4,2021,-0.213520915,-1.21,2.4,-1.7383958,-1.3021262
6.9506,79.8795,5,29,75.4,2010,0.296712819,-2.40811802,-10.04552804,-3.3591266,-16.407515
47.25,39.82,77,2.8,27,1984,0.956234827,-8.9,-67,-10.627969,-76.88124
8.92,-79.6,13,28.8,216,1973,-0.288482433,-8.35,-54.2,-4.872685,-31.635876
50.9269,13.3372,380,1.9,38.8,2021,-0.288482433,-10.23,-73,-11.940516,-87.09293
13.52,2.09,220,31.97948608,63.3,2014,0.296712819,-0.54,0.1,-2.5770464,-11.803875
-75.58333333,-20.56666667,30,-8.4,66,1972,0.699458327,-11.05,-73.7,-13.831618,-100.24084
50.3119,11.8758,565,4.3,37.1,2000,-0.711656622,-12.21,-88.8,-9.864959,-70.72483
47.4828,11.0622,719,13.2,25.6,1992,0.729557554,-5.3,-33.8,-8.273769,-60.479443
-27.43,153.08,4,17.9,9.4,2006,0.741222011,-3.25,-5.7,-2.4413652,-8.928223
18.32,79.47,216,25.84041748,29,1977,-0.974100455,-7.61,-50.1,-7.4477606,-53.552853
0.31524,9.44157,69,25.81347046,272.9,2016,-0.255353295,-1.627,1.9,-1.7147774,0.014233589
46.60305556,13.67138889,2156,11.81279907,0.3,2017,-0.958717817,-9.129,-53.78,-8.248687,-54.865322
-0.37,-78.55,3058,15.30187378,5.1,2017,-0.213520915,-6.82,-52.3,-9.691238,-67.17787
-17.55055556,-149.475,520,21.83693848,72,2000,0.296712819,-2.07,-6.5,-2.6878195,-9.3604145
49.38,-82.12,245,-1.902929687,0,2002,-0.974100455,-15.36,-106.2,-15.979312,-118.314415
51.6,-1.1,48,5.3,39.9,2004,-0.271958158,-11.09,-76.9,-7.316779,-49.998035
40.41666667,-7.55,1380,2.5,525,2001,0.238672766,-7.6,-46.6,-8.60487,-57.264904
33.86666667,35.56666667,249,5.963739014,6.7,2003,0.271958158,-3.97,-14.6,-5.1581697,-28.304066
51.116535,17.029468,118,3.5,2.8,2009,0.956234827,-9.8253472,-63.19576888,-9.313448,-68.37877
30.27,35.58,1300,17.19768677,61.8,2016,0.956234827,-3.15,-3.4,-2.2019079,-9.588032
-41.47,-72.93,13,12.9,90,1993,-0.288482433,-4.01,-25,-3.8750033,-22.637396
51.93,-10.25,9,12.9,90,1978,0.296712819,-5.15,-41.5,-4.4610014,-29.826857
-13.8,-171.78,2,25.8,216,1964,-0.23030567,-1.8,-4.4,-4.2457037,-23.740572
4.05,114.81,24,23.4,9,2011,0.255353295,-15.062,-111.628,-8.016587,-54.4427
