Lat,Lon,Alt,Temp,Precip,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
37.77,-25.65,175,14.4,72.6,2017,0.699458327,-2.75,-11.7,-3.3643625,-17.252272
12.69325,-7.995494444,381,25.7,193,1992,-0.693281227,-6.3,-43.1,-4.8306174,-30.784624
39.95,32.88,902,4.122338867,37.4,2015,0.711656622,-11.461,-77.3,-9.094998,-63.236275
44.18900278,10.47625833,1520,1.424920654,78,1993,0.951056516,-9.21,-65.9,-5.86914,-33.518444
-0.743055556,-90.30222222,2,24.33828125,0.2,2013,0.23030567,-0.692256599,0.763231575,-1.4886627,-0.89081275
58.65,49.61666667,164,11.2,31,1996,0.729557554,-9.1,-70.9,-9.096476,-67.22196
40.7930564,-4.010553289,1894,1.6,123.1,2013,-0.288482433,-10.03,-67,-10.333353,-71.70315
51.35,12.43,125,7.735284424,24,1993,-0.974100455,-8.9,-59.8,-7.7770014,-54.97955
46.95222563,7.439320571,511,12.1,141,1985,0.741222011,-10.92,-75.7,-9.306306,-69.22904
-7.944444444,-14.37277778,400,28.4,10.3,2016,0.956234827,0.2,13.3,-0.7960457,5.6199384
28.58,77.2,212,28.5,197,1965,-0.958717817,-6.6,-48.3,-9.736947,-72.30802
25.01666667,102.6833333,1892,11.6,67,1995,-0.723644038,-12.93,-94.6,-7.54682,-47.163937
23.05,-82.21666667,137,25.6,199.6,2014,0.296712819,-0.69,-2.9,-3.266858,-15.207027
48.22,11.59,489,2,132,1988,-0.271958158,-12.31,-88.4,-12.706689,-95.59128
9,38.73,2360,17.1,146,1990,0.976010551,-1.85,4.1,0.5664853,14.551847
4.373,117.893,225,26.40673218,164.9,2008,0.238672766,-6.39,-41.08,-7.931093,-53.74059
43.70555556,-72.28833333,173,21.36531982,22.6,1997,-0.680773409,-6.1,-43,-6.933813,-46.053524
-34.58,-58.48,24,24,89,1963,0.238672766,-2.7,-10.6,-2.4660542,-11.23027
40.67,109.85,1067,6,17,1986,-0.974100455,-15.06,-115.9,-9.372343,-66.039696
50.9,14.8,240,3.9,30.2,2016,-0.711656622,-10.64,-72,-10.956586,-77.78698
4.7,-74.13,2547,13.9,74,1986,0.741222011,-9.71,-68.9,-7.8998895,-53.16631
47.81666667,13.71777778,1618,14.94613037,9.2,2020,0.162807013,-9.963,-66.51,-8.136468,-57.93723
-34.05,115.0249,70,10.22313843,3.6,2013,-0.763888613,-2,-2.5,-3.8972173,-18.651323
0.05,32.45,1155,22.87059937,242.7,2018,-0.711656622,-1.212,3,-2.9098015,-11.265102
46.29,-64.15,39.6,5.040063477,0,1998,-0.723644038,-11.28,-77.7,-10.895135,-79.29876
62.28,-114.27,205,15.4,63,1991,-0.680773409,-17.13,-129.3,-16.242645,-125.26378
-27.17,-109.43,41,19,52,1996,-0.970063922,-0.11,4.3,-1.563916,-1.8924572
7.789855,-76.650846,30,26.2,176.7,2016,0.729557554,-8.9,-60.4,-6.2325826,-41.803074
32.65878,-16.92395,160,15.25646362,68.4,2016,0.699458327,-4.62,-20.4,-2.7402878,-12.457048
4.83,-52.37,8,24.8,488,1974,0.296712819,-4.85,-26,-5.0394125,-27.80193
46.72738634,8.186782163,632,5.6,202,1990,0.699458327,-10.58,-81.9,-11.514089,-86.53169
26.58333333,106.7166667,1071,7,18,1991,0.699458327,-1.47,10.4,-3.3300896,-16.419071
44.13333333,6.333333333,851,19.4,60.6,2017,0.296712819,-6.42,-41.3,-4.80415,-30.85309
48.24861111,16.35638889,198,0.2,25,1977,-0.288482433,-10.23,-65,-13.485621,-102.72644
53.93,27.63,225,17.6,76,1982,-0.213520915,-8.1,-37,-7.99893,-58.67705
78.91666667,11.93333333,7,3.2,48,2013,0.296712819,-9.59,-68.4,-11.228509,-81.55917
-6.88,39.2,55,26.7,26,1962,-0.723644038,-0.7,-1.9,-1.6768477,-2.1848025
18.43,-66,4,26.7,74,1973,0.976010551,-3.05,-7.1,-1.0870242,2.492569
47.8008,11.0108,977,17,45.7,1997,-0.680773409,-9.17,-64.23,-7.2121983,-49.811623
33.65694444,73.26611111,575,24.89891968,98.9,1997,-0.958717817,-3.33,-16.36,-3.330969,-17.69896
-3.491666667,-80.06666667,20,25.98262939,14.17312897,2006,0.699458327,-2.93,-11.52,-2.8429909,-11.902006
41.1,16.86666667,50,25.85930786,14,2001,0.296712819,-3.58,-22.5,-3.9763675,-23.518576
72.4,-78,54,-32.1,8,1990,-0.288482433,-36.63,-281.2,-36.365246,-283.71503
52.8,5.05,-4,17.1,18.5,2007,-0.642054713,-5.5,-36.49,-5.662534,-39.168324
6.906666667,79.87,7,27.7,71,1992,-0.693281227,-2.7,-14,-3.2226715,-16.750414
46.095,14.597,282,3.4,81,1994,0.238672766,-9.6,-70,-12.040071,-89.206566
47.59583333,7.594444444,249,6.3,43,1998,0.951056516,-5.73,-43.9,-9.305746,-68.082146
51.116535,17.029468,118,6.714285714,26.1,2004,-0.984473817,-12.26975,-78.36123195,-8.340473,-58.52882
46.64833333,14.31833333,450,6.336907959,206,1993,-0.974100455,-8.71,-59.1,-10.582729,-74.06498
0.38,6.72,8,25.7,154,1975,0.699458327,-3.9,-17.6,-3.3829765,-14.888281
11.25,75.78,20,33.2,127,1998,0.741222011,-1.7,-2.2,-2.0507398,-7.642593
46.39864119,6.233803787,436,13.3104187,2.644981316,2003,0.741222011,-4.33,-29.0311582,-7.406124,-54.216038
14.64616667,-3.111833333,311,31.56716309,0,1997,-0.974100455,0.2,7.5,-1.7355483,-6.9723787
44.23,-79.77,251,-17.82086792,0,2000,0.238672766,-15.55,-105,-17.928843,-134.84888
-20.901,55.484,70,27.6,95.5,2019,0.699458327,-2.2,-5.9,-2.9264622,-10.541935
-35.15833333,147.4572222,212,9,38,2010,0.296712819,-5.32,-22.5,-5.7206917,-35.964397
-0.694444444,-90.325,194,18.5,17.2,2007,-0.974100455,-1.4,-0.78,-1.453021,-1.5168064
46.57248471,8.332719621,1950,11.87346802,3.565581457,2021,-0.680773409,-10.44,-69.88,-8.186901,-55.43201
52.4672,13.4019,48,3,51.6,2004,0.699458327,-7.08,-55.9,-9.134034,-66.42997
69.76666667,61.68333333,53,-9.1,20,1982,0.976010551,-20.2,-159,-15.990519,-120.73854
-34.93,138.58,43,20,4.8,2014,-0.288482433,0.45,3.7,-2.6490688,-8.604507
51.57,4.93,11,3.8,45,1984,0.956234827,-9.58,-64.8,-8.48589,-61.351547
49.0392,8.365,112,11.1,90,2002,-0.974100455,-8.02,-55.45,-8.006699,-56.172474
13.73,100.5,2,28.6,188,1982,0.296712819,-3.98,-27.1,-5.5640283,-36.531437
46.25,48.03,-18,12.6,17,1982,0.976010551,-10.5,-67,-6.6824946,-45.543083
53.93,27.63,225,8.9,51,1983,0.976010551,-10.1,-65,-9.241612,-68.107834
52.1042,8.7519,135,17.5,102.7,1988,-0.23030567,-7.02,-55.2,-6.281728,-44.467068
49.7478,6.6581,265,0.9,31.2,2002,0.238672766,-6.26,-45.3,-8.643896,-62.540516
-21.2,-159.8,6,25.7,237,1984,0.972118197,-4.41,-22.4,-5.6158295,-34.764256
44.13333333,6.333333333,851,11.4,43.4,2007,0.976010551,-4.61,-32.69,-6.4847794,-44.003178
38.03333333,114.4166667,80,15.5,11.7,2001,-0.974100455,-8.21,-52.1,-7.316019,-48.659473
-36.62,-64.29,180,18.3,73.2,2019,-0.723644038,-2.75,-6.7,-3.526244,-17.479813
40.50691,-1.65147,1720,19.03048096,1.733956975,2017,0.296712819,-4.14,-24.4,-5.656819,-35.620617
47.7,27.88333333,231,10.9,5.6,2009,0.976010551,-7.01,-47.15,-7.5204315,-53.712086
9.466666667,100.05,7,27.2,117,1982,-0.974100455,-4.71,-25.9,-5.727334,-37.56469
46.095,14.597,282,2.921929932,122,2008,0.972118197,-7.16,-48.7,-11.484274,-84.825294
47.8008,11.0108,977,-2.8,54.7,2005,-0.288482433,-13.72,-97.32,-14.165223,-106.141685
7.208333333,-72.93805556,2660,17.1,170.8,2005,0.296712819,-10.3,-77.09,-9.986119,-70.66131
0.616666667,-69.2,123,26.6065918,384.9,1973,0.976010551,-11.2,-79,-8.098562,-54.09441
46.60305556,13.67138889,2156,6.62545166,67,1977,-0.723644038,-15.83,-115,-12.346488,-92.25129
-20.299175,57.47873889,402,22.16100464,13.03004022,2021,-0.213520915,-1.22,3.3,-1.7482294,-1.7044363
-35.07,173.28,76,15.4,194,1987,-0.723644038,-5.73,-38.7,-5.368043,-31.19673
47.59583333,7.594444444,249,9.2,121,1992,0.972118197,-11.28,-85.6,-9.439524,-70.01338
-23.8,133.88,546,25.2,18,1966,-0.723644038,2.5,33.1,-0.22890055,8.210344
-25.23582483,-57.51472879,90,28.58617554,45.6,2020,0.711656622,-6.200463933,-43.81968083,-6.2557325,-38.310085
43.73238889,7.423583333,2,7.170709229,62.4,2017,0.956234827,-4.998,-33.6,-6.5973167,-44.555458
48.24861111,16.35638889,198,15.1,39,1968,-0.963470549,-8.12,-62,-7.8389254,-53.19017
49.0422,12.1019,365,8.6,21.2,1983,-0.974100455,-4.62,-25.8,-8.332712,-59.045834
10.00036389,-84.10913333,1173,23.69906006,1,2014,-0.448229342,-7.263532875,-55.90134553,-7.111828,-48.724
47.833185,1.940433,109,3.155328369,110,2002,-0.723644038,-8.4,-56.9,-8.31819,-57.506573
-8.77,-63.92,105,24.4,57,1974,0.296712819,-9.88,-70.9,-4.6925035,-24.974527
41.66056063,-1.004162565,249,13.7,55.7,2013,0.976010551,-5.64,-36.1,-5.86723,-39.385
40.80638889,-104.7547222,1641,19.9,11,1997,-0.903355802,-2.2,-12,-8.3924675,-60.38618
47.81666667,13.71777778,1618,2.209283447,0.7,2019,0.98867759,-7.513,-47.37,-12.233279,-91.60671
6.417169444,2.329255556,14,28.65654907,127.8,2016,0.280230675,-3.31,-13.3,-2.9171076,-12.276192
67.15,32.35,26,0,16,1997,-0.974100455,-16,-121.4,-14.533795,-109.02415
9.93,-84.1,1150,27.13875732,81.6,2016,0.972118197,-4.6,-22.5,-4.6916604,-29.357655
48.24861111,16.35638889,198,1.1,29,1970,-0.288482433,-15.39,-108.6,-13.52446,-102.537544
47.07777778,15.44888889,366,20.07958374,119,1975,-0.680773409,-8.08,-55.1,-6.2884765,-43.076115
7.266666667,80.6,265,25.21618042,0,1994,0.976010551,-5.6,-37,-4.456901,-26.171041
-31.95,115.97,17,14,194,1963,-0.680773409,-4,-17.4,-4.467561,-24.794687
7.789855,-76.650846,30,25,232.4,2018,-0.974100455,-8.99,-62,-8.881754,-61.55028
41.93333333,45.48333333,568,25.6,19.7,2012,-0.693281227,-3.93,-19.86,-5.4758186,-33.665634
-40.35,-9.88,54,9.036981201,130.4,2001,0.976010551,-3.32,-16.04,-3.9517083,-21.563883
1.685556,33.616389,1038,22.33803711,28.7,2016,-0.23030567,0.98,25.1,-0.9667995,4.319415
46.22030867,7.33848445,482,6.340966797,9.61715891,1999,-0.723644038,-11.9,-88.04,-11.75791,-86.15801
60.18008889,24.83286111,30,12.39901123,64,2018,-0.963470549,-8.652,-57.9,-9.282156,-68.59295
44.13333333,6.333333333,851,8.3,50.6,2010,0.976010551,-8.37,-58.15,-7.743477,-53.73221
47.54260867,7.58371693,316,2.612390137,0.57167698,2007,0.238672766,-12.87,-93.4449454,-10.748559,-79.01966
56.97,24.07,3,15.2,68,1984,-0.23030567,-9.4,-68,-8.578548,-63.450138
52.405,9.823,55,9.660668945,27.2,2021,-0.974100455,-7.61,-46.9,-7.7062654,-52.861248
62.89179444,27.62542222,116,3.2,18.7,2005,0.976010551,-14.11,-104.4,-11.919919,-89.01486
60.02,-111.97,203,-29.8,10,1965,0.699458327,-19,-144,-26.31465,-205.1527
40.8203002,0.493333172,50,27.4,1.1,2005,-0.213520915,-2.61,-10.07,-2.601405,-12.977865
72.58,-38.4799,3200,-24.53459778,0.109632366,2012,0.863142128,-34.01931705,-263.8900334,-35.40607,-282.13385
44.78333333,15.31666667,463,10,96.8,2008,0.972118197,-6.92,-46.97,-6.8989,-47.5147
4.036666667,9.734166667,18,27,82.6,2013,-0.288482433,-1.69,0.88,-2.5281186,-7.3972735
46.98141401,6.607999655,1042,28.07128296,3.469748958,2015,-0.213520915,-5.17,-35.1,-6.067417,-41.42519
-13,-38.52,45,25.3571106,78,1983,0.741222011,-0.7,9,-1.4315522,0.073717356
47.54260867,7.58371693,316,-1.7,38.5,2017,0.238672766,-10.24,-72,-13.170226,-98.453926
38.00194982,-1.170837424,61,11.50463257,0,2017,-0.723644038,-4.19,-28.9,-5.885641,-37.66149
32.97,35.5,964,20,40,1979,-0.974100455,-4.45,-17.1,-3.082358,-13.595743
58.01,56.18,161,18.6,81,1990,-0.213520915,-11.9,-91,-8.345517,-61.162197
4.05,114.81,24,25.2,58.3,2010,0.790945657,-3.32,-14.67,-6.6878815,-43.609974
22.31666667,114.1666667,66,29.5,391,1998,-0.680773409,-8.49,-54.4,-8.355648,-58.017284
6.166666667,102.2833333,7,28.31417236,7.695662719,2019,0.951056516,-3.04,-16.7,-3.873351,-20.542727
28.58,77.2,212,23.2,20,1987,0.951056516,-2.75,-14.4,-0.7351524,1.9518886
-21.25428,-63.4069,395,19.7,24.5,2011,0.741222011,-5.59,-31.9,-2.6780543,-7.757437
37.90111111,40.20361111,686,12.2,73,2011,-0.723644038,-11.48077472,-72.73308932,-5.355916,-32.08679
40.40725278,-3.686133333,638,9.5,3,2002,-0.552435313,-3.39,-22.3,-7.223175,-48.173367
49.81666667,23.95,329,17.7,92,1983,-0.213520915,-9.8,-68,-7.3145084,-52.46626
53.23,6.55,1,6.6,45,1973,0.976010551,-7.81,-49.3,-7.878193,-56.085636
22.7,90.36,10,28.1,701,2013,0.741222011,-4.77,-25.6,-3.0548058,-13.98712
52.09444444,23.70583333,136,-3.1,75,1981,-0.288482433,-15.4,-128,-14.511126,-110.158676
52.1042,8.7519,135,9.7,62.7,1999,0.976010551,-8.74,-63.05,-7.654943,-54.711697
45.81666667,15.98333333,157,6.5,21.9,2000,0.699458327,-7.22,-70.3,-9.696217,-70.35511
-15.6,-56.1,165,23.6,75,1977,0.296712819,-0.66,-3.2,-4.0724435,-20.299887
38.98916547,-3.920273851,628,24.37804565,0,2021,-0.958717817,-4.62,-28.1,-4.6405773,-25.98726
46.39864119,6.233803787,436,11.41677246,0,1996,0.280230675,-6.47,-47.4,-6.6627293,-47.409122
54.5283,11.0603,3,1.3,16.1,2009,0.238672766,-8.08,-52.9,-9.644341,-70.02064
60.18008889,24.83286111,30,-1.8,39.2,2013,0.699458327,-13.9,-99.8,-13.788907,-103.05451
47.6772,9.19,443,1.2,63.4,2007,-0.288482433,-10.62,-77.9,-12.846097,-93.814476
47.6772,9.19,443,19.4,43.1,1998,-0.680773409,-6.25,-44.3,-6.351574,-43.584957
-22.66416667,-48.06,488,16.76671753,6.5,1997,0.280230675,-8.01,-41.8,-4.3007016,-21.522596
-40.68,144.69,90,12.1,85.8,2001,0.296712819,-4.2,-19,-4.299254,-22.343716
6.417169444,2.329255556,14,27.63808594,220.3,2014,0.296712819,-4.09,-20.5,-3.0542235,-13.363274
46.29,-64.15,39.6,-3.85501709,1.911724097,2004,0.956234827,-14.14,-99.5,-12.295989,-89.44455
53.8713,8.7058,5,4.2,72.8,2007,-0.288482433,-9.13,-63.6,-8.139692,-57.91875
49.04,37.577,66,14.94146118,0,2016,0.729557554,-7.09,-47.1,-7.8469324,-56.112415
45.32,-75.67,114,13.5,144,1981,-0.958717817,-11.3,-82,-8.864679,-62.78396
4.05,114.81,24,25.8,10,2010,0.930723931,-4.86,-24.62,-5.8788395,-36.93984
-1.68421,29.01794,1470,19.6737915,113.2075792,2015,0.976010551,-1.673,-1.97,-2.0193052,-3.6636982
47.81666667,13.71777778,1618,0.270532227,17.6,2021,0.840618406,-9.028,-54.72,-11.546344,-85.650566
40.50691,-1.65147,1720,12.97350464,0,2020,-0.970063922,-6.74,-41,-7.962658,-51.79376
46.39864119,6.233803787,436,16.17034302,12.07783381,2021,0.296712819,-5.75,-36.57,-5.9172277,-41.1518
54.5283,11.0603,3,16.2,48.1,1998,-0.680773409,-8.06,-55.4,-6.738608,-48.061672
23.13,113.32,7,19.1,20,1986,-0.723644038,-3.63,-14.2,-4.521264,-23.705568
8.92,-79.6,13,27.6,130,1977,0.741222011,-3.75,-19,-4.9286633,-31.009237
47.833185,1.940433,109,9.770562744,45,1997,-0.974100455,-5.2,-29.5,-7.4407964,-50.293804
4.365694444,18.58725,386,25.2,139,2012,-0.963470549,-4.7,-25.88,-4.0076113,-21.047602
-20.47583333,57.63944444,63,21.14727173,3.802855744,1995,-0.213520915,-1.67,-0.7,-2.378903,-6.2199116
46.39864119,6.233803787,436,15.40072021,23.62808799,2018,0.296712819,-7.64,-49.6,-6.1286526,-42.949207
-5.8,-35.2,8,26,350,1965,0.741222011,-2.1,-5,-3.384276,-16.902592
19.32622222,-99.17605556,2880,13.71065674,0,2010,0.49377555,-9,-72.8,-7.3955317,-50.229404
22.31666667,114.1666667,66,28.8,404,1996,0.280230675,-10.08,-72.4,-7.8668537,-54.45509
53.8713,8.7058,5,9.2,48.6,2005,0.976010551,-7.22,-54.4,-7.0570135,-49.6223
66.49686111,25.75518056,107,2.9,11.7,2006,0.976010551,-16.79,-128.2,-12.552327,-94.016426
39.95,32.88,902,7.3,43.1,2009,-0.723644038,-9.16,-58.66,-9.272809,-64.61877
38.98916547,-3.920273851,628,5.3,38.3,2006,0.238672766,-13.99,-101.4,-8.026772,-53.670467
46.95222563,7.439320571,511,9.5,109,1984,0.729557554,-12.44,-104.9,-10.038686,-75.02543
19.2,-96.13,16,28.27709351,12.13524272,1986,0.741222011,-4.84,-31,-2.7654629,-10.998701
46.17378583,8.788556051,379,9.2,84.8,2006,-0.723644038,-8.11,-50.46,-9.05453,-64.41602
39.55339029,2.625298143,3,11.5,13.1,2005,-0.288482433,-4.18,-28.33,-6.1078224,-40.25073
46.49143367,9.898180888,1724,8.285333252,0,1995,-0.213520915,-5.26,-39.8,-8.831228,-62.405987
49.1823,-119.559,333,14.10378418,4.8,2010,0.501241813,-15.67,-144.33,-14.160037,-107.92674
49.0392,8.365,112,6.4,49.3,1983,0.951056516,-8.49,-60.1,-9.055377,-65.17886
51.83,6.25,43,2.418969727,23,2006,0.238672766,-6.76,-49.2,-8.305771,-59.851067
13.17,100.8,26,28.9,19,1985,0.951056516,-1.68,-3.5,-2.645321,-12.404333
51.83,6.25,43,15.02285156,39,2007,-0.974100455,-6.49,-40.9,-5.806777,-38.398224
5.93,116.06,9,27.7,159,2016,-0.711656622,-4.44,-21,-6.44735,-41.86153
31.95765,35.84828333,900,9.648431396,79.5,2001,0.238672766,-6.86,-33,-4.8219686,-26.874857
10.00036389,-84.10913333,1173,26.90862427,20.05,2018,0.601624063,-13.84646132,-95.44668081,-6.0631123,-41.274975
36.83,10.23,4,15,33,1984,0.972118197,-2.47,-14.7,-3.8318086,-19.708706
38.05011111,23.8675,498,3.9,5.8,2001,0.538005172,-9.75,-65.9,-7.6420937,-49.101963
51.93,-10.25,9,15,98.2,2009,0.296712819,-4.99,-37.1,-4.726455,-30.556616
37.01,-7.96,9,11.6,43,1990,0.238672766,-6.05,-35.7,-3.872994,-22.541742
51.1622,14.9506,238,16.1,104.7,2012,0.280230675,-5.55,-37.7,-6.341406,-45.698025
49.0422,12.1019,365,12.5,84.2,2007,-0.958717817,-7.87,-51.9,-8.469657,-59.222088
39.48056611,-0.366386255,11,18.8,143.2,2008,0.729557554,-3.05,-16.39,-4.903779,-31.575712
41.02444444,40.52,136,12.3,321.5,2020,-0.711656622,-7.32,-39.5,-7.979041,-54.138287
-40.68,144.69,90,14.86989746,17,1984,0.238672766,-2.16,-13.5,-3.917943,-19.973394
46.95222563,7.439320571,511,-3.876257324,0,2010,-0.723644038,-16.15,-120.2625346,-14.283683,-104.48736
4.05,114.81,24,23.8,29,2010,-0.463550271,-7.36,-43.273,-8.5810585,-59.22331
6.9506,79.8795,5,27.4,92.3,2017,0.699458327,-3.29,-13.4,-4.045855,-19.937939
32.63333333,-16.9,58,15.94976196,0.515201327,2004,-0.711656622,-3.44,-17.3,-2.3605466,-9.528353
-34.90416667,-56.16666667,37,24.87926636,315,2018,-0.288482433,-6.24,-37.5,-6.1730657,-38.513153
6.9506,79.8795,5,27.3,294.2,2017,-0.723644038,-11.23,-76,-7.122192,-44.582577
37.77,-25.65,175,20.9,16.9,2018,-0.213520915,-0.61,0.3,-2.0783908,-7.133674
-15.7625,-69.69166667,3820,9.854974365,443.3,2001,0.238672766,-21.28,-157.3,-20.425179,-155.05716
-27.17,-109.43,41,23.1,74,1996,0.699458327,-1.91,-2.7,-1.4960237,-0.73186696
41.818399,46.266606,432,28.8,15,2016,-0.693281227,-6.54,-34,-4.6250052,-26.534483
28.276976,84.30961,2103,17.49808333,149.2,2017,0.077386479,-6.580239483,-39.01489597,-6.652423,-43.062973
32.55,35.85,616,12.68297729,40.4,2002,0.699458327,-3.96,-11.9,-3.783629,-19.9188
41.75,44.766667,427,19.4,116.6,2019,0.741222011,-5.7,-33.6,-4.888034,-30.438185
47.98,-55.82,22.9,2.528344727,0,2010,-0.974100455,-7.4,-47.7,-6.740996,-45.679184
4.365694444,18.58725,386,30.45055542,21,2020,0.956234827,-0.21,6.2,0.12519228,11.393217
32.36666667,35.75,1150,12.01952515,67.1,1999,0.699458327,-3.89,-5.6,-5.4157333,-33.44658
-13.8,-171.78,2,26.3,357,1962,-0.723644038,-5.1,-16.8,-4.9288917,-29.053965
-46.42,168.32,2,8.8,48,1991,-0.958717817,-7.83,-54.1,-7.6462936,-50.207912
25.7325,-80.16323611,1,27.38469849,49.07,2006,-0.98130647,-3.88,-16.5,-2.830417,-11.855492
46.57248471,8.332719621,1950,5.3,320.2,2007,0.741222011,-14.43,-105.67,-11.7203,-86.06115
33.96666667,-4.983333333,571,7.889642334,59.2,2017,0.711656622,-4.062,-16.5,-4.71648,-25.768
44.051,10.164,160,19.8,257.64,2021,-0.999546281,-5.25,-28.57,-5.4881983,-34.356808
48.22,11.59,489,9.5,111.4,1998,-0.974100455,-9.95,-72.7,-10.549373,-75.99792
4.7,-74.13,2547,13.3,16,1977,0.296712819,-13.86,-104.1,-7.398862,-49.507458
32.2361,-110.9439,753,30.03584229,23.4,1985,-0.680773409,-1.990598291,-16.52991453,-4.160931,-23.191317
-35.15833333,147.4572222,212,16.5,63.4,2014,0.976010551,-5.88,-34.2,-5.143742,-31.438921
-37.82,144.97,28,10.2,59,1964,-0.23030567,-7.8,-53.3,-5.8611326,-36.34969
10.00036389,-84.10913333,1173,24.83635864,19.81,2015,-0.648629561,-11.5344301,-77.5336062,-7.2032943,-50.018528
4.377083333,18.56247222,363,25.9,32.7,2009,-0.723644038,0.195106413,20.39198823,-1.8133279,-3.2497556
50.9,14.8,240,15.5,40.4,2021,-0.958717817,-7.52,-51.6,-6.8067503,-45.540913
51.83,6.25,43,7.865808105,83,1982,-0.974100455,-9.91,-69.1,-7.549695,-50.951813
42.025,35.15833333,32,10.6,125.9,2018,-0.288482433,-9.45,-60.9,-8.103597,-57.315
28.46344137,-16.2553441,35,18.2,64.8,2008,-0.271958158,-0.55,3.1,-1.4164984,-1.7680192
47.81666667,13.71777778,1618,13.91134033,20.9,2022,0.02581844,-4.474,-23.18,-8.11345,-57.405018
17.975,-67.05,5,25.75325928,1.726890873,2015,0.699458327,-0.59,5.7,-1.320529,1.4414837
8.983333333,79.9,5,29.02657471,12,1983,0.741222011,-1.8,-2.2,-1.7960492,-5.9959445
36.98,35.3,73,25.82775269,130,2015,-0.958717817,-3.71,-12.8,-3.3931508,-15.753407
-23,-47.13333333,661,27.7739502,4.2,1998,-0.801361088,-1.7,-2.66,-2.0618653,-4.694143
33.96666667,35.66666667,650,7.63692627,0,2002,-0.034421612,-7.52,-39.8,-5.31684,-29.31536
-27.43,153.08,4,14.3,231,1965,-0.213520915,-13.9,-93.3,-6.1402607,-38.4814
-33.11011944,-64.24918333,435,13.91790161,38.2,2009,0.699458327,-5.5,-29,-5.001391,-30.752748
49.0975,19.59,570,-4.3,42,2000,0.238672766,-12.61,-94.35,-14.458249,-110.94669
28.58,77.2,212,32.7,41,1991,0.741222011,0.98,1.8,-0.6768178,2.7704215
39.95,32.88,855,11.6,2.5,2002,0.895839291,-7.59,-53.9,-6.077977,-39.89641
47.6772,9.19,443,18.5,114.1,2007,-0.213520915,-7.99,-56.7,-6.0482016,-41.832966
47.47051111,21.49041944,110,15.1,15.1,2005,-0.573772268,-10.18,-77.24,-6.5396686,-45.50618
-6.18,106.83,8,27.1,114,1978,-0.213520915,-8.65,-59,-5.750524,-35.77232
46.28916667,-63.11916667,48.5,-5,103.1,2017,0.238672766,-7.53,-48.3,-11.998004,-87.08395
46.49143367,9.898180888,1724,12.13768921,0,2001,-0.958717817,-14.3,-105.1,-10.772656,-77.64818
53.23,6.55,1,6.5,70,1978,0.951056516,-7.18,-48.8,-7.9078712,-56.39358
46.28916667,-63.11916667,48.5,4.585900879,101.1,2021,0.972118197,-10.149,-71.2,-8.120516,-55.65762
28.50444444,-16.30333333,580,17.4,5,2012,0.393590277,-1.79,-6.72,-1.9049731,-6.2242894
60.18008889,24.83286111,30,17.5,65.5,2007,-0.213520915,-10.65,-76.9,-8.715139,-65.25047
41.38333333,12.91666667,5,14.5,47,2002,0.976010551,-7,-44.84,-4.771617,-28.852114
0.05,32.45,1155,23.731073,168.1,2017,0.711656622,-1.711,0.8,-2.475952,-7.3890195
41.66056063,-1.004162565,249,19.5,4.5,2014,-0.974100455,-3.73,-34,-4.7164173,-29.480625
40.8203002,0.493333172,50,6.768731689,0,2017,0.238672766,-6.81,-40.1,-7.776815,-53.59782
50.3381,7.6,85,17.5,105,1985,-0.680773409,-4.87,-34.7,-5.918028,-40.886192
9,38.73,2360,17.06655273,109.3,2015,0.729557554,-0.396,4.9,-0.015322089,11.294331
47.25,39.82,77,-0.7,17,1990,-0.288482433,-9.2,-71,-11.442262,-83.26931
47.47051111,21.49041944,110,4.9,6.9,2007,-0.956234827,-10.47,-66.45,-9.763677,-68.92515
-9.55,16.37,1139,22,61,1974,0.699458327,-3.36,-12.4,-5.136769,-28.734905
25.07,110.08,170,8.7,218,1983,0.699458327,-4.33,-18,-2.8928397,-11.379652
52.4672,13.4019,48,6.5,37.9,2003,-0.723644038,-9.83,-80.7,-8.836348,-63.640682
49.7703,9.9578,268,0,21.5,2002,0.238672766,-7.96,-57.4,-10.3899555,-77.07482
36.88,30.7,49,16.1,9.3,2010,0.951056516,-0.001278576,6.243203364,-3.921763,-21.244413
9,38.73,2360,17.4,21,2002,0.699458327,0.53,23,0.8570372,17.656775
28.58,77.2,212,33.9,164,1993,0.296712819,-2.3,-5.4,-3.5595374,-20.326138
50.62,-96.98,223,14.8,53,1978,0.296712819,-11.5,-78,-10.106067,-75.12729
45.6,13.93333333,497,7.504022217,154.6,2002,0.976010551,-9.22,-64.69,-8.87689,-63.365738
46.095,14.597,282,19.4,118,1996,-0.693281227,-5.95,-37.1,-5.8470097,-40.270836
58.38277778,21.81416667,6,16.7,31.6,2020,0.280230675,-7.7,-54.6,-7.492959,-54.962788
52.4672,13.4019,48,4,18.5,1985,0.951056516,-9.41,-67.6,-8.821447,-63.932476
39.46666667,-6.333333333,405,10.56456909,13.16293655,2020,0.238672766,-8.24,-53.8,-6.1380777,-39.64053
58.26388889,26.46138889,70,20,51.9,2022,-0.680773409,-8.95,-62.5,-8.1959715,-60.80611
-65.07944444,-63.9775,20,-4.4,11,1990,0.296712819,-13.37,-101.1,-10.600419,-81.95278
35.68,139.77,4,8.5,27,1978,-0.288482433,-8.19,-47.5,-4.7433333,-29.041891
