Lat,Lon,Alt,Date,H2,O18,Label,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E
-67.57,-68.13,5,2013-07-14 22:00:00+00:00,-117.75,-15.18,antData,0,0,0,0,1
-67.57,-68.13,5,2013-08-14 22:00:00+00:00,-99.64,-13.3,antData,0,0,0,0,1
-67.57,-68.13,5,2013-09-14 22:00:00+00:00,-108.87,-14.11,antData,0,0,0,0,1
-67.57,-68.13,5,2013-10-14 22:00:00+00:00,-116.26,-14.54,antData,0,0,0,0,1
-67.57,-68.13,5,2013-11-14 23:00:00+00:00,-122.65,-14.99,antData,0,0,0,0,1
-67.57,-68.13,5,2013-12-14 23:00:00+00:00,-96.0,-10.23,antData,0,0,0,0,1
-67.57,-68.13,5,2014-02-14 23:00:00+00:00,-88.1,-11.39,antData,0,0,0,0,1
-67.57,-68.13,5,2014-03-14 23:00:00+00:00,-112.9,-14.25,antData,0,0,0,0,1
-67.57,-68.13,5,2014-04-14 22:00:00+00:00,-103.1,-13.1,antData,0,0,0,0,1
-67.57,-68.13,5,2014-05-14 22:00:00+00:00,-171.8,-22.29,antData,0,0,0,0,1
-67.57,-68.13,5,2014-06-14 22:00:00+00:00,-129.6,-16.8,antData,0,0,0,0,1
-67.57,-68.13,5,2014-07-14 22:00:00+00:00,-104.6,-13.92,antData,0,0,0,0,1
-67.57,-68.13,5,2014-08-14 22:00:00+00:00,-153.7,-19.54,antData,0,0,0,0,1
-67.57,-68.13,5,2014-09-14 22:00:00+00:00,-112.1,-14.4,antData,0,0,0,0,1
-67.57,-68.13,5,2015-01-14 23:00:00+00:00,-154.1,-19.46,antData,0,0,0,0,1
-67.57,-68.13,5,2015-02-14 23:00:00+00:00,-96.3,-12.15,antData,0,0,0,0,1
-67.57,-68.13,5,2015-03-14 23:00:00+00:00,-107.8,-13.94,antData,0,0,0,0,1
-67.57,-68.13,5,2015-04-14 22:00:00+00:00,-102.1,-13.01,antData,0,0,0,0,1
-67.57,-68.13,5,2015-05-14 22:00:00+00:00,-113.7,-15.11,antData,0,0,0,0,1
-67.57,-68.13,5,2015-06-14 22:00:00+00:00,-131.3,-17.59,antData,0,0,0,0,1
-67.57,-68.13,5,2015-07-14 22:00:00+00:00,-126.4,-16.32,antData,0,0,0,0,1
-67.57,-68.13,5,2015-08-14 22:00:00+00:00,-112.6,-14.83,antData,0,0,0,0,1
-67.57,-68.13,5,2015-09-14 22:00:00+00:00,-126.3,-16.35,antData,0,0,0,0,1
-67.57,-68.13,5,2015-10-14 22:00:00+00:00,-113.4,-14.19,antData,0,0,0,0,1
-67.57,-68.13,5,2015-11-14 23:00:00+00:00,-146.6,-18.37,antData,0,0,0,0,1
-67.57,-68.13,5,2016-04-14 22:00:00+00:00,-129.3,-16.35,antData,0,0,0,0,1
-67.57,-68.13,5,2016-05-14 22:00:00+00:00,-135.9,-17.26,antData,0,0,0,0,1
-67.57,-68.13,5,2016-06-14 22:00:00+00:00,-167.9,-21.41,antData,0,0,0,0,1
-67.57,-68.13,5,2016-07-14 22:00:00+00:00,-123.6,-15.81,antData,0,0,0,0,1
-67.57,-68.13,5,2016-08-14 22:00:00+00:00,-124.5,-15.88,antData,0,0,0,0,1
-67.57,-68.13,5,2016-09-14 22:00:00+00:00,-113.8,-14.58,antData,0,0,0,0,1
-67.57,-68.13,5,2016-11-14 23:00:00+00:00,-129.3,-16.52,antData,0,0,0,0,1
-67.57,-68.13,5,2020-01-14 23:00:00+00:00,-125.0,-15.77,antData,0,0,0,0,1
-67.57,-68.13,5,2020-07-14 22:00:00+00:00,-135.3,-17.53,antData,0,0,0,0,1
-67.57,-68.13,5,1999-12-31 23:00:00+00:00,-110.9,-13.73,antData,0,0,0,0,1
-67.57,-68.13,5,2007-04-14 22:00:00+00:00,-166.77,-20.4,antData,0,0,0,0,1
-67.57,-68.13,5,2012-12-14 23:00:00+00:00,-141.31,-18.02,antData,0,0,0,0,1
-67.57,-68.13,5,2017-03-14 23:00:00+00:00,-97.3,-12.24,antData,0,0,0,0,1
-67.57,-68.13,5,2017-05-14 22:00:00+00:00,-103.0,-13.49,antData,0,0,0,0,1
-67.57,-68.13,5,2017-06-14 22:00:00+00:00,-107.1,-13.89,antData,0,0,0,0,1
-67.57,-68.13,5,2017-07-14 22:00:00+00:00,-99.0,-13.02,antData,0,0,0,0,1
-67.57,-68.13,5,2017-08-14 22:00:00+00:00,-122.2,-15.62,antData,0,0,0,0,1
-67.57,-68.13,5,2017-09-14 22:00:00+00:00,-106.3,-14.0,antData,0,0,0,0,1
-67.57,-68.13,5,2017-10-14 22:00:00+00:00,-135.7,-17.2,antData,0,0,0,0,1
-67.57,-68.13,5,2018-03-14 23:00:00+00:00,-100.9,-12.91,antData,0,0,0,0,1
-67.57,-68.13,5,2018-04-14 22:00:00+00:00,-77.3,-9.75,antData,0,0,0,0,1
-67.57,-68.13,5,2018-05-14 22:00:00+00:00,-107.2,-13.92,antData,0,0,0,0,1
-67.57,-68.13,5,2018-06-14 22:00:00+00:00,-126.3,-16.12,antData,0,0,0,0,1
-67.57,-68.13,5,2018-07-14 22:00:00+00:00,-122.4,-15.72,antData,0,0,0,0,1
-67.57,-68.13,5,2018-08-14 22:00:00+00:00,-140.1,-18.06,antData,0,0,0,0,1
-67.57,-68.13,5,2018-09-14 22:00:00+00:00,-118.3,-15.18,antData,0,0,0,0,1
-67.57,-68.13,5,2018-10-14 22:00:00+00:00,-100.6,-12.74,antData,0,0,0,0,1
-67.57,-68.13,5,2019-05-14 22:00:00+00:00,-95.0,-12.13,antData,0,0,0,0,1
-67.57,-68.13,5,2019-06-14 22:00:00+00:00,-129.0,-16.24,antData,0,0,0,0,1
-67.57,-68.13,5,2019-07-14 22:00:00+00:00,-112.1,-14.2,antData,0,0,0,0,1
-67.57,-68.13,5,2019-08-14 22:00:00+00:00,-111.9,-13.66,antData,0,0,0,0,1
-67.57,-68.13,5,2019-09-14 22:00:00+00:00,-153.1,-19.39,antData,0,0,0,0,1
-67.57,-68.13,5,2019-10-14 22:00:00+00:00,-116.6,-14.75,antData,0,0,0,0,1
-67.57,-68.13,5,2019-11-14 23:00:00+00:00,-137.2,-17.45,antData,0,0,0,0,1
-67.57,-68.13,5,2020-02-14 23:00:00+00:00,-109.0,-14.03,antData,0,0,0,0,1
-67.57,-68.13,5,2020-03-14 23:00:00+00:00,-94.5,-12.01,antData,0,0,0,0,1
-67.57,-68.13,5,2020-04-14 22:00:00+00:00,-143.9,-18.48,antData,0,0,0,0,1
-67.57,-68.13,5,2020-05-14 22:00:00+00:00,-88.1,-10.79,antData,0,0,0,0,1
-67.57,-68.13,5,2020-06-14 22:00:00+00:00,-132.6,-16.95,antData,0,0,0,0,1
-67.57,-68.13,5,2020-08-14 22:00:00+00:00,-127.8,-16.53,antData,0,0,0,0,1
-67.57,-68.13,5,2020-09-14 22:00:00+00:00,-106.6,-13.47,antData,0,0,0,0,1
-67.57,-68.13,5,2020-10-14 22:00:00+00:00,-124.9,-15.72,antData,0,0,0,0,1
-67.57,-68.13,5,2020-11-14 23:00:00+00:00,-108.4,-13.26,antData,0,0,0,0,1
-67.57,-68.13,5,2020-12-14 23:00:00+00:00,-108.3,-14.06,antData,0,0,0,0,1
-67.57,-68.13,5,2021-01-14 23:00:00+00:00,-111.1,-13.8,antData,0,0,0,0,1
-67.57,-68.13,5,2021-02-14 23:00:00+00:00,-152.2,-19.49,antData,0,0,0,0,1
-67.57,-68.13,5,2021-03-14 23:00:00+00:00,-185.4,-23.61,antData,0,0,0,0,1
-67.57,-68.13,5,2021-04-14 22:00:00+00:00,-109.4,-13.62,antData,0,0,0,0,1
-67.57,-68.13,5,2021-05-14 22:00:00+00:00,-123.1,-15.81,antData,0,0,0,0,1
-67.57,-68.13,5,2021-06-14 22:00:00+00:00,-125.3,-15.75,antData,0,0,0,0,1
-67.57,-68.13,5,2021-07-14 22:00:00+00:00,-129.7,-16.63,antData,0,0,0,0,1
-67.57,-68.13,5,2021-08-14 22:00:00+00:00,-139.7,-17.79,antData,0,0,0,0,1
-67.57,-68.13,5,2021-09-14 22:00:00+00:00,-112.1,-14.28,antData,0,0,0,0,1
-67.57,-68.13,5,2021-10-14 22:00:00+00:00,-145.1,-18.39,antData,0,0,0,0,1
-67.57,-68.13,5,2021-11-14 23:00:00+00:00,-91.7,-11.27,antData,0,0,0,0,1
-67.57,-68.13,5,2021-12-14 23:00:00+00:00,-100.9,-12.39,antData,0,0,0,0,1
49.67,-93.72,420,1997-02-14 23:00:00+00:00,-191.0,-24.16,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1997-05-14 22:00:00+00:00,-106.6,-13.34,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1997-06-14 22:00:00+00:00,-81.1,-10.15,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1997-07-14 22:00:00+00:00,-62.4,-8.36,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1997-10-14 22:00:00+00:00,-72.4,-9.89,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1997-11-14 23:00:00+00:00,-147.1,-19.26,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-01-14 23:00:00+00:00,-214.7,-27.28,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-02-14 23:00:00+00:00,-106.8,-14.14,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-04-14 22:00:00+00:00,-22.8,-4.42,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-05-14 22:00:00+00:00,-39.2,-5.9,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-06-14 22:00:00+00:00,-103.2,-13.89,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-08-14 22:00:00+00:00,-55.4,-7.15,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-09-14 22:00:00+00:00,-77.7,-10.67,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-10-14 22:00:00+00:00,-68.2,-9.46,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-11-14 23:00:00+00:00,-157.0,-20.19,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1998-12-14 23:00:00+00:00,-181.7,-23.8,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-01-14 23:00:00+00:00,-184.6,-25.43,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-02-14 23:00:00+00:00,-124.8,-16.78,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-03-14 23:00:00+00:00,-104.2,-14.77,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-04-14 22:00:00+00:00,-80.9,-11.53,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-06-14 22:00:00+00:00,-54.5,-8.05,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-07-14 22:00:00+00:00,-49.3,-7.56,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-08-14 22:00:00+00:00,-89.3,-12.76,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-09-14 22:00:00+00:00,-88.0,-12.4,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-10-14 22:00:00+00:00,-119.5,-16.32,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-11-14 23:00:00+00:00,-159.5,-21.52,lakeWoods,0,0,0,1,0
49.67,-93.72,420,1999-12-14 23:00:00+00:00,-83.8,-12.42,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-01-14 23:00:00+00:00,-175.2,-23.55,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-03-14 23:00:00+00:00,-82.2,-11.76,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-04-14 22:00:00+00:00,-109.0,-13.89,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-05-14 22:00:00+00:00,-80.4,-10.69,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-06-14 22:00:00+00:00,-74.8,-10.4,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-07-14 22:00:00+00:00,-68.6,-9.56,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-08-14 22:00:00+00:00,-60.3,-9.07,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-09-14 22:00:00+00:00,-117.0,-15.56,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-10-14 22:00:00+00:00,-70.9,-10.52,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-11-14 23:00:00+00:00,-96.7,-14.04,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2000-12-14 23:00:00+00:00,-209.6,-28.29,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-01-14 23:00:00+00:00,-176.5,-23.52,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-02-14 23:00:00+00:00,-145.4,-19.84,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-03-14 23:00:00+00:00,-143.6,-19.34,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-04-14 22:00:00+00:00,-175.6,-23.75,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-05-14 22:00:00+00:00,-103.2,-14.01,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-06-14 22:00:00+00:00,-55.8,-8.14,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-07-14 22:00:00+00:00,-38.7,-5.78,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-08-14 22:00:00+00:00,-60.7,-8.75,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-09-14 22:00:00+00:00,-60.0,-8.54,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-10-14 22:00:00+00:00,-115.7,-15.64,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-11-14 23:00:00+00:00,-153.4,-20.62,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2001-12-14 23:00:00+00:00,-106.6,-14.63,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-01-14 23:00:00+00:00,-190.3,-24.94,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-02-14 23:00:00+00:00,-180.4,-24.03,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-03-14 23:00:00+00:00,-175.1,-23.21,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-04-14 22:00:00+00:00,-77.5,-11.61,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-05-14 22:00:00+00:00,-93.0,-12.73,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-06-14 22:00:00+00:00,-59.2,-8.49,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-07-14 22:00:00+00:00,-64.4,-8.32,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-08-14 22:00:00+00:00,-74.7,-10.36,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-09-14 22:00:00+00:00,-52.2,-8.2,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-10-14 22:00:00+00:00,-126.5,-17.84,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-11-14 23:00:00+00:00,-161.8,-21.79,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2002-12-14 23:00:00+00:00,-133.2,-18.29,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-01-14 23:00:00+00:00,-177.7,-23.61,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-02-14 23:00:00+00:00,-203.1,-26.96,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-03-14 23:00:00+00:00,-198.2,-25.98,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-04-14 22:00:00+00:00,-87.3,-12.27,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-05-14 22:00:00+00:00,-69.3,-9.53,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-06-14 22:00:00+00:00,-69.7,-9.3,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-07-14 22:00:00+00:00,-84.1,-11.05,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-08-14 22:00:00+00:00,-57.5,-8.21,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-09-14 22:00:00+00:00,-83.5,-12.25,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-10-14 22:00:00+00:00,-129.4,-17.62,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-11-14 23:00:00+00:00,-154.3,-21.39,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2003-12-14 23:00:00+00:00,-158.5,-21.07,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-01-14 23:00:00+00:00,-169.2,-22.64,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-02-14 23:00:00+00:00,-184.8,-23.31,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-03-14 23:00:00+00:00,-129.8,-17.64,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-04-14 22:00:00+00:00,-69.1,-8.95,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-05-14 22:00:00+00:00,-76.4,-10.85,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-06-14 22:00:00+00:00,-69.8,-9.78,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-07-14 22:00:00+00:00,-97.0,-13.05,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-08-14 22:00:00+00:00,-68.1,-9.32,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-09-14 22:00:00+00:00,-78.5,-10.96,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-10-14 22:00:00+00:00,-75.2,-10.85,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-11-14 23:00:00+00:00,-85.1,-11.9,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2004-12-14 23:00:00+00:00,-132.4,-17.22,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-01-14 23:00:00+00:00,-153.6,-19.89,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-02-14 23:00:00+00:00,-175.0,-23.46,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-03-14 23:00:00+00:00,-181.0,-23.43,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-04-14 22:00:00+00:00,-155.2,-20.21,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-05-14 22:00:00+00:00,-76.9,-10.22,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-06-14 22:00:00+00:00,-79.0,-11.33,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-07-14 22:00:00+00:00,-43.6,-7.07,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-08-14 22:00:00+00:00,-60.9,-7.78,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-09-14 22:00:00+00:00,-65.6,-9.37,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-10-14 22:00:00+00:00,-79.7,-11.79,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-11-14 23:00:00+00:00,-110.5,-14.86,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2005-12-14 23:00:00+00:00,-139.8,-18.97,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-01-14 23:00:00+00:00,-195.4,-25.5,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-02-14 23:00:00+00:00,-173.8,-22.98,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-03-14 23:00:00+00:00,-177.5,-23.31,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-04-14 22:00:00+00:00,-112.1,-15.67,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-05-14 22:00:00+00:00,-92.7,-11.94,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-06-14 22:00:00+00:00,-77.5,-11.12,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-07-14 22:00:00+00:00,-59.2,-8.43,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-08-14 22:00:00+00:00,-57.0,-7.37,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-09-14 22:00:00+00:00,-52.8,-7.99,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-10-14 22:00:00+00:00,-74.8,-10.97,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-11-14 23:00:00+00:00,-150.7,-20.6,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2006-12-14 23:00:00+00:00,-121.5,-17.18,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-01-14 23:00:00+00:00,-160.0,-21.58,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-02-14 23:00:00+00:00,-116.7,-16.67,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-03-14 23:00:00+00:00,-113.3,-15.56,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-05-14 22:00:00+00:00,-59.9,-9.3,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-06-14 22:00:00+00:00,-53.5,-8.14,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-07-14 22:00:00+00:00,-123.6,-16.57,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-08-14 22:00:00+00:00,-78.1,-10.73,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-09-14 22:00:00+00:00,-68.8,-9.73,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-10-14 22:00:00+00:00,-85.2,-12.4,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-11-14 23:00:00+00:00,-164.7,-22.53,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-12-14 23:00:00+00:00,-186.5,-24.88,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-01-14 23:00:00+00:00,-171.3,-22.87,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-02-14 23:00:00+00:00,-186.6,-23.97,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-03-14 23:00:00+00:00,-142.0,-18.97,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-04-14 22:00:00+00:00,-91.0,-12.9,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-05-14 22:00:00+00:00,-82.2,-11.8,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-06-14 22:00:00+00:00,-96.5,-13.24,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-07-14 22:00:00+00:00,-77.0,-10.85,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-08-14 22:00:00+00:00,-59.7,-9.24,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-09-14 22:00:00+00:00,-94.8,-14.16,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-10-14 22:00:00+00:00,-69.6,-10.26,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-11-14 23:00:00+00:00,-109.4,-15.41,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2008-12-14 23:00:00+00:00,-225.8,-30.82,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-01-14 23:00:00+00:00,-180.2,-24.55,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-02-14 23:00:00+00:00,-128.5,-17.4,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-03-14 23:00:00+00:00,-119.6,-15.75,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-04-14 22:00:00+00:00,-80.4,-11.58,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-05-14 22:00:00+00:00,-82.3,-11.61,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-06-14 22:00:00+00:00,-102.6,-13.52,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-07-14 22:00:00+00:00,-106.2,-14.45,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-08-14 22:00:00+00:00,-59.6,-8.73,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-09-14 22:00:00+00:00,-60.8,-8.87,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-10-14 22:00:00+00:00,-149.7,-20.78,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-11-14 23:00:00+00:00,-73.4,-11.27,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2009-12-14 23:00:00+00:00,-171.5,-22.83,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-01-14 23:00:00+00:00,-121.2,-16.16,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-02-14 23:00:00+00:00,-199.8,-26.99,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-03-14 23:00:00+00:00,-78.6,-11.52,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-04-14 22:00:00+00:00,-42.8,-7.5,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-05-14 22:00:00+00:00,-68.6,-9.77,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-06-14 22:00:00+00:00,-96.5,-13.29,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-07-14 22:00:00+00:00,-62.7,-9.18,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-08-14 22:00:00+00:00,-75.3,-10.67,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-09-14 22:00:00+00:00,-95.2,-13.28,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-10-14 22:00:00+00:00,-105.9,-14.65,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2010-11-14 23:00:00+00:00,-138.9,-18.78,lakeWoods,0,0,0,1,0
49.67,-93.72,420,2007-04-14 22:00:00+00:00,-64.5,-9.89,lakeWoods,0,0,0,1,0
29.7,91.13333333,3649,1986-06-14 22:00:00+00:00,-151.3,-19.26,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1986-07-14 22:00:00+00:00,-118.7,-15.28,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1986-08-14 22:00:00+00:00,-142.0,-18.79,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1986-09-14 22:00:00+00:00,-111.9,-15.55,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1986-10-14 22:00:00+00:00,-184.8,-25.48,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1987-01-14 23:00:00+00:00,-30.0,-4.5,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1987-03-14 23:00:00+00:00,-90.9,-13.11,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1987-04-14 22:00:00+00:00,-84.1,-12.63,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1987-05-14 22:00:00+00:00,-144.5,-20.93,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1987-06-14 22:00:00+00:00,-63.2,-8.85,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1987-07-14 22:00:00+00:00,-62.3,-9.06,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1988-04-14 22:00:00+00:00,-19.3,-5.43,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1988-05-14 22:00:00+00:00,35.7,0.94,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1988-06-14 22:00:00+00:00,-80.4,-10.75,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1988-07-14 22:00:00+00:00,-48.1,-7.09,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1988-09-14 22:00:00+00:00,-92.8,-12.76,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1988-11-14 23:00:00+00:00,-61.2,-11.05,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1989-04-14 22:00:00+00:00,-40.4,-7.07,tibetPlat,0,0,0,1,0
29.7,91.13333333,3649,1989-05-14 22:00:00+00:00,-2.8,-2.48,tibetPlat,0,0,0,1,0
