Lat,Lon,Alt,Year,JulianDay_Sin,Temp,Precip,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,283.98486,0.0,-14.0,-111.2,-11.773377418518066,-88.35107421875
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,296.2911,2.2211607e-05,-9.7,-74.1,-9.931971549987793,-72.77891540527344
52.3,104.2833333,427.25,2011.0,-0.680773409477016,289.3462,4.754567e-05,-14.2,-101.4,-11.890992164611816,-89.345703125
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,285.0388,0.0,-13.1,-108.0,-12.876015663146973,-97.67572021484375
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,270.80997,0.0,-17.3,-127.0,-17.301271438598633,-135.0986328125
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,267.4311,0.0,-30.1,-224.1,-18.212785720825195,-142.8070068359375
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,245.5639,0.0,-27.3,-208.7,-20.03581428527832,-158.2237548828125
52.3,104.2833333,427.25,2012.0,0.2386727660059501,261.34137,5.3495005e-06,-29.0,-218.7,-20.815011978149414,-164.81317138671875
52.3,104.2833333,427.25,2012.0,0.6994583270516471,252.67146,1.175598e-05,-26.4,-207.4,-20.97673225402832,-166.1807861328125
52.3,104.2833333,427.25,2012.0,0.2802306751992159,285.04517,2.3862134e-05,-10.0,-91.8,-11.48669147491455,-85.92666625976562
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,288.55252,0.0,-13.0,-100.8,-10.920670509338379,-81.1400146484375
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,293.38803,2.9586212e-05,-11.0,-87.1,-11.177952766418457,-83.31576538085938
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,282.70758,1.6699816e-05,-15.0,-107.9,-13.206807136535645,-100.47311401367188
52.3,104.2833333,427.25,2012.0,-0.970063921851507,273.24136,0.0,-29.9,-225.5,-16.588232040405273,-129.06869506835938
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,259.9701,0.0,-22.3,-165.9,-19.477144241333008,-153.499267578125
52.3,104.2833333,427.25,2013.0,0.2386727660059501,255.33873,0.0,-29.2,-226.2,-20.7268009185791,-164.06719970703125
52.3,104.2833333,427.25,2013.0,0.6994583270516471,262.44476,0.0,-30.7,-251.3,-20.476869583129883,-161.95361328125
52.3,104.2833333,427.25,2013.0,0.9510565162951535,272.0206,0.0,-21.8,-169.2,-15.61790943145752,-120.86300659179688
52.3,104.2833333,427.25,2013.0,0.9760105506323683,273.59277,0.0,-12.6,-86.7,-15.051888465881348,-116.07635498046875
52.3,104.2833333,427.25,2013.0,0.741222010848596,290.72104,0.0,-12.8,-103.1,-13.706669807434082,-104.70028686523438
52.3,104.2833333,427.25,2013.0,0.29671281927349075,288.98105,0.0,-12.7,-99.7,-11.119145393371582,-82.81845092773438
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,288.6188,0.0,-12.2,-103.6,-10.920670509338379,-81.1400146484375
52.3,104.2833333,427.25,2013.0,-0.680773409477016,291.16858,0.0,-10.9,-86.0,-11.391129493713379,-85.1185302734375
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,282.2556,0.0,-15.7,-117.2,-13.170052528381348,-100.16229248046875
52.3,104.2833333,427.25,2013.0,-0.9741004551724206,270.29587,0.0,-16.3,-120.7,-17.191007614135742,-134.16616821289062
52.3,104.2833333,427.25,2014.0,-0.2884824328806098,266.30817,1.1362139e-05,-29.6,-230.5,-19.153703689575195,-150.7640380859375
52.3,104.2833333,427.25,2015.0,0.2386727660059501,254.0976,0.0,-27.6,-215.2,-20.4915714263916,-162.07794189453125
52.3,104.2833333,427.25,2015.0,0.6994583270516471,255.59766,0.0,-25.9,-211.2,-21.035539627075195,-166.6781005859375
52.3,104.2833333,427.25,2015.0,0.9510565162951535,264.8988,0.0,-21.7,-175.3,-18.15397834777832,-142.3096923828125
52.3,104.2833333,427.25,2015.0,0.9760105506323683,274.89346,0.0,-15.3,-112.3,-15.044537544250488,-116.01419067382812
52.3,104.2833333,427.25,2015.0,0.741222010848596,284.80615,0.0,-10.7,-84.6,-14.07421588897705,-107.80850219726562
52.3,104.2833333,427.25,2015.0,0.29671281927349075,289.6717,0.0,-14.3,-107.2,-10.957425117492676,-81.45083618164062
52.3,104.2833333,427.25,2015.0,-0.2135209154397959,292.13568,0.00010476876,-9.4,-61.8,-10.67073917388916,-79.02642822265625
52.3,104.2833333,427.25,2015.0,-0.680773409477016,286.79733,5.4737215e-05,-12.1,-85.6,-12.515820503234863,-94.62966918945312
52.3,104.2833333,427.25,2015.0,-0.9587178169872964,279.96805,0.0,-16.3,-127.3,-13.228859901428223,-100.65960693359375
52.3,104.2833333,427.25,2015.0,-0.9741004551724206,278.67822,0.0,-20.7,-158.7,-13.287667274475098,-101.15692138671875
52.3,104.2833333,427.25,2015.0,-0.7236440382959123,271.8202,0.0,-21.3,-169.8,-17.08809471130371,-133.29586791992188
52.3,104.2833333,427.25,2015.0,-0.2884824328806098,261.45505,0.0,-25.5,-201.8,-19.653566360473633,-154.9912109375
52.3,104.2833333,427.25,2016.0,0.2386727660059501,237.81444,0.0,-33.8,-269.6,-20.27104377746582,-160.2130126953125
52.3,104.2833333,427.25,2016.0,0.6994583270516471,256.34158,0.0,-26.1,-209.1,-21.07964515686035,-167.05108642578125
52.3,104.2833333,427.25,2016.0,0.9562348265919056,273.4593,0.0,-26.0,-202.9,-15.6032075881958,-120.73867797851562
52.3,104.2833333,427.25,2016.0,0.9721181966290613,276.23322,0.0,-12.5,-102.1,-14.948975563049316,-115.2060546875
52.3,104.2833333,427.25,2016.0,0.7295575540864875,285.2303,0.0,-16.4,-124.2,-14.015408515930176,-107.31118774414062
52.3,104.2833333,427.25,2016.0,0.2802306751992159,295.30023,0.0,-12.4,-103.6,-10.20763111114502,-75.11007690429688
52.3,104.2833333,427.25,2016.0,-0.23030567023061196,295.5241,0.0,-10.9,-82.7,-10.148823738098145,-74.61276245117188
52.3,104.2833333,427.25,2016.0,-0.6932812268869771,291.53262,0.0,-12.1,-89.8,-11.413182258605957,-85.30502319335938
52.3,104.2833333,427.25,2016.0,-0.9634705485641486,281.7547,6.515779e-05,-14.6,-109.1,-13.331772804260254,-101.5299072265625
52.3,104.2833333,427.25,2016.0,-0.970063921851507,278.09888,3.4144956e-05,-27.5,-202.8,-13.412632942199707,-102.21371459960938
