Lat,Lon,Alt,Date,H2,O18,geometry,t2m,tp
-75.58333333,-20.56666667,30.0,1984-10-14 22:00:00+00:00,-236.1,-29.95,POINT (-20.56666667 -75.58333333),253.83334350585938,0.0
-75.58333333,-20.56666667,30.0,1984-11-14 23:00:00+00:00,-188.6,-23.85,POINT (-20.56666667 -75.58333333),265.1041564941406,5.563100330618909e-06
-75.58333333,-20.56666667,30.0,1984-12-14 23:00:00+00:00,-141.2,-17.62,POINT (-20.56666667 -75.58333333),261.6875,0.0
-75.58333333,-20.56666667,30.0,1985-01-14 23:00:00+00:00,-116.0,-15.17,POINT (-20.56666667 -75.58333333),263.4791564941406,5.960464477539063e-08
-75.58333333,-20.56666667,30.0,1985-02-14 23:00:00+00:00,-112.9,-14.54,POINT (-20.56666667 -75.58333333),259.0416564941406,2.761681798801874e-06
-75.58333333,-20.56666667,30.0,1985-03-14 23:00:00+00:00,-133.6,-17.07,POINT (-20.56666667 -75.58333333),262.125,0.0001150965690612793
-75.58333333,-20.56666667,30.0,1985-04-14 22:00:00+00:00,-81.1,-12.51,POINT (-20.56666667 -75.58333333),241.828125,0.0
-75.58333333,-20.56666667,30.0,1985-05-14 22:00:00+00:00,-179.0,-23.08,POINT (-20.56666667 -75.58333333),243.94790649414062,1.5834966688998975e-05
-75.58333333,-20.56666667,30.0,1985-06-14 22:00:00+00:00,-195.8,-24.93,POINT (-20.56666667 -75.58333333),249.953125,2.7398267775424756e-05
-75.58333333,-20.56666667,30.0,1985-07-14 22:00:00+00:00,-238.0,-30.3,POINT (-20.56666667 -75.58333333),241.21353149414062,0.0
-75.58333333,-20.56666667,30.0,1985-08-14 22:00:00+00:00,-173.1,-22.29,POINT (-20.56666667 -75.58333333),239.296875,7.549921292593353e-07
-75.58333333,-20.56666667,30.0,1985-09-14 22:00:00+00:00,-204.7,-26.41,POINT (-20.56666667 -75.58333333),241.4739532470703,1.3907749973895989e-07
-75.58333333,-20.56666667,30.0,1985-10-14 22:00:00+00:00,-212.2,-27.45,POINT (-20.56666667 -75.58333333),242.19271850585938,1.8080074823956238e-06
-75.58333333,-20.56666667,30.0,1985-11-14 23:00:00+00:00,-199.8,-25.41,POINT (-20.56666667 -75.58333333),251.42709350585938,1.986821445143505e-07
-75.58333333,-20.56666667,30.0,1985-12-14 23:00:00+00:00,-193.5,-25.07,POINT (-20.56666667 -75.58333333),266.875,1.0132789611816406e-06
-75.58333333,-20.56666667,30.0,1986-01-14 23:00:00+00:00,-100.6,-13.63,POINT (-20.56666667 -75.58333333),262.3541564941406,0.0
-75.58333333,-20.56666667,30.0,1986-02-14 23:00:00+00:00,-112.3,-15.13,POINT (-20.56666667 -75.58333333),258.546875,0.0
-75.58333333,-20.56666667,30.0,1986-03-14 23:00:00+00:00,-129.1,-17.93,POINT (-20.56666667 -75.58333333),266.73956298828125,0.00013840198516845703
-75.58333333,-20.56666667,30.0,1986-04-14 22:00:00+00:00,-159.5,-21.59,POINT (-20.56666667 -75.58333333),245.27603149414062,0.0
-75.58333333,-20.56666667,30.0,1986-05-14 22:00:00+00:00,-156.3,-21.31,POINT (-20.56666667 -75.58333333),243.3489532470703,0.0
-75.58333333,-20.56666667,30.0,1986-06-14 22:00:00+00:00,-197.4,-25.81,POINT (-20.56666667 -75.58333333),253.77084350585938,0.0
-75.58333333,-20.56666667,30.0,1986-07-14 22:00:00+00:00,-179.6,-23.52,POINT (-20.56666667 -75.58333333),264.4583435058594,0.0007243752479553223
-75.58333333,-20.56666667,30.0,1986-08-14 22:00:00+00:00,-216.0,-28.52,POINT (-20.56666667 -75.58333333),253.40625,2.8808912247768603e-05
-75.58333333,-20.56666667,30.0,1986-09-14 22:00:00+00:00,-255.7,-33.96,POINT (-20.56666667 -75.58333333),251.109375,3.631909567047842e-05
-75.58333333,-20.56666667,30.0,1986-10-14 22:00:00+00:00,-276.0,-35.53,POINT (-20.56666667 -75.58333333),247.6875,0.0
-75.58333333,-20.56666667,30.0,1986-11-14 23:00:00+00:00,-191.2,-25.26,POINT (-20.56666667 -75.58333333),253.8541717529297,2.225239995823358e-06
-75.58333333,-20.56666667,30.0,1986-12-14 23:00:00+00:00,-152.2,-19.26,POINT (-20.56666667 -75.58333333),261.0104064941406,0.0
-75.58333333,-20.56666667,30.0,1987-01-14 23:00:00+00:00,-128.1,-16.99,POINT (-20.56666667 -75.58333333),271.64581298828125,7.668137550354004e-05
-75.58333333,-20.56666667,30.0,1987-03-14 23:00:00+00:00,-128.5,-18.14,POINT (-20.56666667 -75.58333333),254.71353149414062,1.3530254364013672e-05
-75.58333333,-20.56666667,30.0,1987-04-14 22:00:00+00:00,-119.4,-16.79,POINT (-20.56666667 -75.58333333),255.84375,0.0001398324966430664
-75.58333333,-20.56666667,30.0,1987-05-14 22:00:00+00:00,-187.2,-25.38,POINT (-20.56666667 -75.58333333),235.53646850585938,0.0
-75.58333333,-20.56666667,30.0,1987-06-14 22:00:00+00:00,-200.5,-27.89,POINT (-20.56666667 -75.58333333),240.671875,1.1523565035531647e-06
-75.58333333,-20.56666667,30.0,1987-07-14 22:00:00+00:00,-197.6,-27.3,POINT (-20.56666667 -75.58333333),239.05728149414062,5.960464477539063e-08
-75.58333333,-20.56666667,30.0,1987-08-14 22:00:00+00:00,-272.9,-36.38,POINT (-20.56666667 -75.58333333),235.9322967529297,1.9868215517249155e-08
-75.58333333,-20.56666667,30.0,1987-09-14 22:00:00+00:00,-254.6,-32.95,POINT (-20.56666667 -75.58333333),254.69790649414062,1.9868215517249155e-08
-75.58333333,-20.56666667,30.0,1987-10-14 22:00:00+00:00,-243.3,-30.68,POINT (-20.56666667 -75.58333333),246.8958282470703,9.099641829379834e-06
-75.58333333,-20.56666667,30.0,1987-11-14 23:00:00+00:00,-169.1,-22.31,POINT (-20.56666667 -75.58333333),261.4895935058594,0.0
-75.58333333,-20.56666667,30.0,1987-12-14 23:00:00+00:00,-138.6,-17.76,POINT (-20.56666667 -75.58333333),270.88543701171875,0.00033416348742321134
-75.58333333,-20.56666667,30.0,1988-01-14 23:00:00+00:00,-131.0,-16.44,POINT (-20.56666667 -75.58333333),268.44793701171875,1.1920928955078125e-07
-75.58333333,-20.56666667,30.0,1988-02-14 23:00:00+00:00,-136.3,-18.08,POINT (-20.56666667 -75.58333333),254.65625,1.1126201115985168e-06
-75.58333333,-20.56666667,30.0,1988-03-14 23:00:00+00:00,-131.4,-17.17,POINT (-20.56666667 -75.58333333),261.9791564941406,2.086162567138672e-07
-75.58333333,-20.56666667,30.0,1988-04-14 22:00:00+00:00,-152.1,-19.74,POINT (-20.56666667 -75.58333333),251.28646850585938,1.5894572413799324e-07
-75.58333333,-20.56666667,30.0,1988-05-14 22:00:00+00:00,-195.5,-25.12,POINT (-20.56666667 -75.58333333),252.265625,0.0
-75.58333333,-20.56666667,30.0,1988-06-14 22:00:00+00:00,-192.1,-24.77,POINT (-20.56666667 -75.58333333),250.375,0.0
-75.58333333,-20.56666667,30.0,1988-07-14 22:00:00+00:00,-216.6,-27.83,POINT (-20.56666667 -75.58333333),248.02084350585938,0.0
-75.58333333,-20.56666667,30.0,1988-08-14 22:00:00+00:00,-242.1,-30.72,POINT (-20.56666667 -75.58333333),234.38021850585938,0.0
-75.58333333,-20.56666667,30.0,1988-09-14 22:00:00+00:00,-212.3,-27.28,POINT (-20.56666667 -75.58333333),241.28646850585938,8.781751603237353e-06
-75.58333333,-20.56666667,30.0,1988-10-14 22:00:00+00:00,-192.4,-24.55,POINT (-20.56666667 -75.58333333),249.38540649414062,0.0
-75.58333333,-20.56666667,30.0,1988-11-14 23:00:00+00:00,-170.9,-21.99,POINT (-20.56666667 -75.58333333),256.5989685058594,2.284844640598749e-06
-75.58333333,-20.56666667,30.0,1988-12-14 23:00:00+00:00,-135.4,-17.79,POINT (-20.56666667 -75.58333333),269.875,0.0002904136781580746
-75.58333333,-20.56666667,30.0,1989-01-14 23:00:00+00:00,-135.9,-16.98,POINT (-20.56666667 -75.58333333),270.75,2.582867750788864e-07
-75.58333333,-20.56666667,30.0,1989-02-14 23:00:00+00:00,-110.2,-14.65,POINT (-20.56666667 -75.58333333),269.44793701171875,3.165006637573242e-05
-75.58333333,-20.56666667,30.0,1989-03-14 23:00:00+00:00,-123.0,-16.29,POINT (-20.56666667 -75.58333333),266.6875,0.00013993182801641524
-75.58333333,-20.56666667,30.0,1989-04-14 22:00:00+00:00,-120.1,-15.07,POINT (-20.56666667 -75.58333333),258.61456298828125,3.317991649964824e-05
-75.58333333,-20.56666667,30.0,1989-05-14 22:00:00+00:00,-185.3,-24.02,POINT (-20.56666667 -75.58333333),245.2291717529297,5.761782517765823e-07
-75.58333333,-20.56666667,30.0,1989-06-14 22:00:00+00:00,-212.8,-27.27,POINT (-20.56666667 -75.58333333),240.3854217529297,4.172325134277344e-07
-75.58333333,-20.56666667,30.0,1989-07-14 22:00:00+00:00,-236.2,-29.92,POINT (-20.56666667 -75.58333333),251.91665649414062,2.0881492673652247e-05
-75.58333333,-20.56666667,30.0,1989-08-14 22:00:00+00:00,-231.4,-29.39,POINT (-20.56666667 -75.58333333),237.65625,9.934107225717526e-08
-75.58333333,-20.56666667,30.0,1989-09-14 22:00:00+00:00,-156.4,-18.99,POINT (-20.56666667 -75.58333333),260.8229064941406,0.0009267727145925164
-75.58333333,-20.56666667,30.0,1989-10-14 22:00:00+00:00,-149.6,-17.43,POINT (-20.56666667 -75.58333333),251.0625,5.960464477539063e-08
-75.58333333,-20.56666667,30.0,1989-11-14 23:00:00+00:00,-153.8,-19.12,POINT (-20.56666667 -75.58333333),264.4479064941406,5.1279861509101465e-05
-75.58333333,-20.56666667,30.0,1989-12-14 23:00:00+00:00,-158.2,-19.95,POINT (-20.56666667 -75.58333333),262.6770935058594,1.3510385770132416e-06
-75.58333333,-20.56666667,30.0,1990-01-14 23:00:00+00:00,-129.9,-16.6,POINT (-20.56666667 -75.58333333),266.96875,1.7344951629638672e-05
-75.58333333,-20.56666667,30.0,1990-02-14 23:00:00+00:00,-96.4,-12.76,POINT (-20.56666667 -75.58333333),253.984375,0.0
-75.58333333,-20.56666667,30.0,1990-03-14 23:00:00+00:00,-129.6,-16.81,POINT (-20.56666667 -75.58333333),259.90625,1.5894572413799324e-07
-75.58333333,-20.56666667,30.0,1990-04-14 22:00:00+00:00,-139.6,-17.74,POINT (-20.56666667 -75.58333333),260.5625,4.410743713378906e-05
-75.58333333,-20.56666667,30.0,1990-05-14 22:00:00+00:00,-151.3,-18.43,POINT (-20.56666667 -75.58333333),250.796875,4.967054110238678e-07
-75.58333333,-20.56666667,30.0,1990-06-14 22:00:00+00:00,-149.2,-18.73,POINT (-20.56666667 -75.58333333),241.296875,1.4781951904296875e-05
-75.58333333,-20.56666667,30.0,1990-07-14 22:00:00+00:00,-182.3,-22.92,POINT (-20.56666667 -75.58333333),248.546875,0.0
-75.58333333,-20.56666667,30.0,1990-08-14 22:00:00+00:00,-193.0,-24.34,POINT (-20.56666667 -75.58333333),257.703125,0.00017293295240961015
-75.58333333,-20.56666667,30.0,1990-09-14 22:00:00+00:00,-217.4,-27.2,POINT (-20.56666667 -75.58333333),246.13021850585938,1.1146067663503345e-05
-75.58333333,-20.56666667,30.0,1990-10-14 22:00:00+00:00,-182.4,-21.96,POINT (-20.56666667 -75.58333333),263.06768798828125,0.0001741647720336914
-75.58333333,-20.56666667,30.0,1990-11-14 23:00:00+00:00,-158.7,-20.56,POINT (-20.56666667 -75.58333333),268.9895935058594,0.00013933578156866133
-75.58333333,-20.56666667,30.0,1990-12-14 23:00:00+00:00,-140.3,-18.09,POINT (-20.56666667 -75.58333333),270.67706298828125,1.3212363228376489e-05
-75.58333333,-20.56666667,30.0,1991-01-14 23:00:00+00:00,-125.9,-15.93,POINT (-20.56666667 -75.58333333),270.15625,5.821386821480701e-06
-75.58333333,-20.56666667,30.0,1991-02-14 23:00:00+00:00,-117.4,-15.48,POINT (-20.56666667 -75.58333333),263.02081298828125,5.211433017393574e-05
-75.58333333,-20.56666667,30.0,1991-03-14 23:00:00+00:00,-145.6,-19.23,POINT (-20.56666667 -75.58333333),258.8958435058594,1.6609828890068457e-05
-75.58333333,-20.56666667,30.0,1991-04-14 22:00:00+00:00,-170.7,-22.3,POINT (-20.56666667 -75.58333333),238.60415649414062,3.8146970382513246e-06
-75.58333333,-20.56666667,30.0,1991-05-14 22:00:00+00:00,-198.6,-25.8,POINT (-20.56666667 -75.58333333),244.59896850585938,5.761782517765823e-07
-75.58333333,-20.56666667,30.0,1991-06-14 22:00:00+00:00,-195.6,-24.83,POINT (-20.56666667 -75.58333333),255.984375,2.517302709748037e-05
-75.58333333,-20.56666667,30.0,1991-07-14 22:00:00+00:00,-225.4,-28.61,POINT (-20.56666667 -75.58333333),246.40103149414062,0.0
-75.58333333,-20.56666667,30.0,1991-08-14 22:00:00+00:00,-227.5,-28.97,POINT (-20.56666667 -75.58333333),247.984375,0.00011018911754945293
-75.58333333,-20.56666667,30.0,1991-09-14 22:00:00+00:00,-184.3,-23.71,POINT (-20.56666667 -75.58333333),257.94793701171875,0.00015081962919794023
-75.58333333,-20.56666667,30.0,1991-10-14 22:00:00+00:00,-188.5,-24.39,POINT (-20.56666667 -75.58333333),248.875,1.112619997911679e-06
-75.58333333,-20.56666667,30.0,1991-11-14 23:00:00+00:00,-137.9,-17.71,POINT (-20.56666667 -75.58333333),261.2604064941406,6.192922592163086e-05
-75.58333333,-20.56666667,30.0,1991-12-14 23:00:00+00:00,-160.0,-20.85,POINT (-20.56666667 -75.58333333),265.8958435058594,3.973643103449831e-08
-75.58333333,-20.56666667,30.0,1992-01-14 23:00:00+00:00,-122.7,-15.26,POINT (-20.56666667 -75.58333333),268.6666564941406,3.178914482759865e-07
-75.58333333,-20.56666667,30.0,1992-02-14 23:00:00+00:00,-138.8,-17.52,POINT (-20.56666667 -75.58333333),264.92706298828125,7.947286206899662e-08
-75.58333333,-20.56666667,30.0,1992-03-14 23:00:00+00:00,-146.1,-18.76,POINT (-20.56666667 -75.58333333),256.171875,4.710754001280293e-05
-75.58333333,-20.56666667,30.0,1992-04-14 22:00:00+00:00,-125.2,-16.51,POINT (-20.56666667 -75.58333333),248.61459350585938,0.0
-75.58333333,-20.56666667,30.0,1992-05-14 22:00:00+00:00,-151.1,-18.83,POINT (-20.56666667 -75.58333333),242.35415649414062,0.0
-75.58333333,-20.56666667,30.0,1992-06-14 22:00:00+00:00,-204.2,-25.1,POINT (-20.56666667 -75.58333333),250.203125,0.0
-75.58333333,-20.56666667,30.0,1992-07-14 22:00:00+00:00,-179.5,-22.9,POINT (-20.56666667 -75.58333333),247.765625,1.0192394256591797e-05
-75.58333333,-20.56666667,30.0,1992-08-14 22:00:00+00:00,-250.8,-31.79,POINT (-20.56666667 -75.58333333),245.3125,0.0
-75.58333333,-20.56666667,30.0,1992-09-14 22:00:00+00:00,-232.6,-29.41,POINT (-20.56666667 -75.58333333),251.375,0.00017064809799194336
-75.58333333,-20.56666667,30.0,1992-10-14 22:00:00+00:00,-219.3,-27.87,POINT (-20.56666667 -75.58333333),260.35418701171875,0.00010126828419743106
-75.58333333,-20.56666667,30.0,1992-11-14 23:00:00+00:00,-167.0,-21.32,POINT (-20.56666667 -75.58333333),262.9895935058594,0.0004084309039171785
-75.58333333,-20.56666667,30.0,1992-12-14 23:00:00+00:00,-141.5,-17.94,POINT (-20.56666667 -75.58333333),263.65625,9.934107936260261e-08
-75.58333333,-20.56666667,30.0,1993-01-14 23:00:00+00:00,-96.8,-12.72,POINT (-20.56666667 -75.58333333),264.05206298828125,0.0
-75.58333333,-20.56666667,30.0,1993-02-14 23:00:00+00:00,-121.9,-15.87,POINT (-20.56666667 -75.58333333),254.40625,0.0
-75.58333333,-20.56666667,30.0,1993-03-14 23:00:00+00:00,-124.9,-16.68,POINT (-20.56666667 -75.58333333),261.28125,0.00015570719551760703
-75.58333333,-20.56666667,30.0,1993-04-14 22:00:00+00:00,-140.2,-17.46,POINT (-20.56666667 -75.58333333),243.59375,0.0
-75.58333333,-20.56666667,30.0,1993-05-14 22:00:00+00:00,-184.7,-23.93,POINT (-20.56666667 -75.58333333),250.5572967529297,0.0
-75.58333333,-20.56666667,30.0,1993-06-14 22:00:00+00:00,-205.8,-25.94,POINT (-20.56666667 -75.58333333),245.30209350585938,0.0
-75.58333333,-20.56666667,30.0,1993-07-14 22:00:00+00:00,-208.1,-27.15,POINT (-20.56666667 -75.58333333),239.66665649414062,5.761782517765823e-07
-75.58333333,-20.56666667,30.0,1993-08-14 22:00:00+00:00,-216.8,-27.85,POINT (-20.56666667 -75.58333333),236.9375,0.0
-75.58333333,-20.56666667,30.0,1993-09-14 22:00:00+00:00,-218.6,-28.15,POINT (-20.56666667 -75.58333333),235.9583282470703,0.0
-75.58333333,-20.56666667,30.0,1993-10-14 22:00:00+00:00,-185.3,-23.29,POINT (-20.56666667 -75.58333333),245.96353149414062,0.0
-75.58333333,-20.56666667,30.0,1993-11-14 23:00:00+00:00,-179.1,-23.06,POINT (-20.56666667 -75.58333333),264.04168701171875,1.583496850798838e-05
-75.58333333,-20.56666667,30.0,1993-12-14 23:00:00+00:00,-122.5,-15.72,POINT (-20.56666667 -75.58333333),264.8125,5.364418029785156e-07
-75.58333333,-20.56666667,30.0,1994-01-14 23:00:00+00:00,-111.1,-13.53,POINT (-20.56666667 -75.58333333),262.3229064941406,0.0
-75.58333333,-20.56666667,30.0,1994-02-14 23:00:00+00:00,-145.8,-18.95,POINT (-20.56666667 -75.58333333),258.8645935058594,2.980232238769531e-07
-75.58333333,-20.56666667,30.0,1994-03-14 23:00:00+00:00,-171.1,-21.86,POINT (-20.56666667 -75.58333333),252.5833282470703,0.0
-75.58333333,-20.56666667,30.0,1994-04-14 22:00:00+00:00,-187.7,-24.1,POINT (-20.56666667 -75.58333333),243.671875,0.0
-75.58333333,-20.56666667,30.0,1994-05-14 22:00:00+00:00,-185.8,-24.49,POINT (-20.56666667 -75.58333333),249.4322967529297,0.0
-75.58333333,-20.56666667,30.0,1994-06-14 22:00:00+00:00,-184.4,-23.59,POINT (-20.56666667 -75.58333333),247.2135467529297,3.4570693969726562e-06
-75.58333333,-20.56666667,30.0,1994-07-14 22:00:00+00:00,-216.2,-27.2,POINT (-20.56666667 -75.58333333),250.14584350585938,9.874503120954614e-06
-75.58333333,-20.56666667,30.0,1994-08-14 22:00:00+00:00,-222.5,-25.97,POINT (-20.56666667 -75.58333333),240.63540649414062,1.9868215517249155e-08
-75.58333333,-20.56666667,30.0,1994-09-14 22:00:00+00:00,-205.2,-25.66,POINT (-20.56666667 -75.58333333),248.64584350585938,7.748603820800781e-07
-75.58333333,-20.56666667,30.0,1994-10-14 22:00:00+00:00,-188.6,-24.34,POINT (-20.56666667 -75.58333333),246.765625,7.947286206899662e-08
-75.58333333,-20.56666667,30.0,1994-11-14 23:00:00+00:00,-183.3,-22.91,POINT (-20.56666667 -75.58333333),260.6354064941406,1.1324882507324219e-06
-75.58333333,-20.56666667,30.0,1994-12-14 23:00:00+00:00,-150.8,-18.85,POINT (-20.56666667 -75.58333333),262.0625,1.9868215872520523e-07
-75.58333333,-20.56666667,30.0,1995-01-14 23:00:00+00:00,-126.0,-16.3,POINT (-20.56666667 -75.58333333),262.28125,3.059705022678827e-06
-75.58333333,-20.56666667,30.0,1995-02-14 23:00:00+00:00,-131.2,-16.84,POINT (-20.56666667 -75.58333333),260.75,0.0
-75.58333333,-20.56666667,30.0,1995-03-14 23:00:00+00:00,-123.0,-15.53,POINT (-20.56666667 -75.58333333),267.47918701171875,0.00030940771102905273
-75.58333333,-20.56666667,30.0,1995-04-14 22:00:00+00:00,-181.6,-23.68,POINT (-20.56666667 -75.58333333),247.9375,0.00017627081251703203
-75.58333333,-20.56666667,30.0,1995-05-14 22:00:00+00:00,-211.6,-27.61,POINT (-20.56666667 -75.58333333),228.734375,0.0
-75.58333333,-20.56666667,30.0,1995-06-14 22:00:00+00:00,-166.7,-18.6,POINT (-20.56666667 -75.58333333),262.4791564941406,2.6285648345947266e-05
-75.58333333,-20.56666667,30.0,1995-07-14 22:00:00+00:00,-201.9,-26.05,POINT (-20.56666667 -75.58333333),242.04165649414062,4.247824108460918e-05
-75.58333333,-20.56666667,30.0,1995-08-14 22:00:00+00:00,-231.2,-29.8,POINT (-20.56666667 -75.58333333),245.875,0.0
-75.58333333,-20.56666667,30.0,1995-09-14 22:00:00+00:00,-190.2,-24.7,POINT (-20.56666667 -75.58333333),234.984375,2.0444393157958984e-05
-75.58333333,-20.56666667,30.0,1995-10-14 22:00:00+00:00,-186.2,-24.06,POINT (-20.56666667 -75.58333333),248.24478149414062,3.7153563425817993e-06
-75.58333333,-20.56666667,30.0,1995-12-14 23:00:00+00:00,-164.6,-20.53,POINT (-20.56666667 -75.58333333),266.40625,4.303455352783203e-05
-75.58333333,-20.56666667,30.0,1996-01-14 23:00:00+00:00,-127.2,-15.83,POINT (-20.56666667 -75.58333333),267.73956298828125,5.602836154139368e-06
-75.58333333,-20.56666667,30.0,1996-02-14 23:00:00+00:00,-119.8,-15.32,POINT (-20.56666667 -75.58333333),264.15625,4.363059997558594e-05
-75.58333333,-20.56666667,30.0,1996-03-14 23:00:00+00:00,-148.0,-19.46,POINT (-20.56666667 -75.58333333),257.57293701171875,1.1305014595563989e-05
-75.58333333,-20.56666667,30.0,1996-04-14 22:00:00+00:00,-138.8,-18.38,POINT (-20.56666667 -75.58333333),244.84375,3.178914482759865e-07
-75.58333333,-20.56666667,30.0,1996-05-14 22:00:00+00:00,-238.0,-30.73,POINT (-20.56666667 -75.58333333),250.63021850585938,0.0
-75.58333333,-20.56666667,30.0,1996-06-14 22:00:00+00:00,-208.4,-27.04,POINT (-20.56666667 -75.58333333),242.50521850585938,0.0
-75.58333333,-20.56666667,30.0,1996-07-14 22:00:00+00:00,-251.0,-32.27,POINT (-20.56666667 -75.58333333),241.625,0.0
-75.58333333,-20.56666667,30.0,1996-08-14 22:00:00+00:00,-200.6,-26.37,POINT (-20.56666667 -75.58333333),246.22915649414062,2.481540104781743e-05
-75.58333333,-20.56666667,30.0,1996-09-14 22:00:00+00:00,-217.3,-28.28,POINT (-20.56666667 -75.58333333),249.68228149414062,0.0
-75.58333333,-20.56666667,30.0,1996-10-14 22:00:00+00:00,-213.9,-27.41,POINT (-20.56666667 -75.58333333),254.40625,0.0
-75.58333333,-20.56666667,30.0,1996-11-14 23:00:00+00:00,-160.3,-20.75,POINT (-20.56666667 -75.58333333),267.91668701171875,0.0
-75.58333333,-20.56666667,30.0,1996-12-14 23:00:00+00:00,-136.3,-17.25,POINT (-20.56666667 -75.58333333),266.2395935058594,0.0
-75.58333333,-20.56666667,30.0,1997-01-14 23:00:00+00:00,-111.2,-14.05,POINT (-20.56666667 -75.58333333),268.88543701171875,0.000498354434967041
-75.58333333,-20.56666667,30.0,1997-02-14 23:00:00+00:00,-131.7,-17.49,POINT (-20.56666667 -75.58333333),258.22918701171875,0.0
-75.58333333,-20.56666667,30.0,1997-03-14 23:00:00+00:00,-178.6,-23.39,POINT (-20.56666667 -75.58333333),256.66668701171875,1.9868215872520523e-07
-75.58333333,-20.56666667,30.0,1997-04-14 22:00:00+00:00,-187.2,-24.55,POINT (-20.56666667 -75.58333333),244.578125,7.947286206899662e-08
-75.58333333,-20.56666667,30.0,1997-05-14 22:00:00+00:00,-202.9,-26.8,POINT (-20.56666667 -75.58333333),258.2604064941406,0.00019091367721557617
-75.58333333,-20.56666667,30.0,1997-06-14 22:00:00+00:00,-233.7,-30.43,POINT (-20.56666667 -75.58333333),238.34896850585938,2.781550278996292e-07
-75.58333333,-20.56666667,30.0,1997-07-14 22:00:00+00:00,-215.6,-28.35,POINT (-20.56666667 -75.58333333),248.0104217529297,0.0
-75.58333333,-20.56666667,30.0,1997-08-14 22:00:00+00:00,-234.3,-30.73,POINT (-20.56666667 -75.58333333),243.27603149414062,0.0
-75.58333333,-20.56666667,30.0,1997-09-14 22:00:00+00:00,-211.2,-27.81,POINT (-20.56666667 -75.58333333),239.0572967529297,0.0
-75.58333333,-20.56666667,30.0,1997-10-14 22:00:00+00:00,-213.8,-28.33,POINT (-20.56666667 -75.58333333),254.81771850585938,6.675720669591101e-06
-75.58333333,-20.56666667,30.0,1997-11-14 23:00:00+00:00,-180.1,-23.38,POINT (-20.56666667 -75.58333333),261.29168701171875,3.973643103449831e-08
-75.58333333,-20.56666667,30.0,1997-12-14 23:00:00+00:00,-140.3,-17.71,POINT (-20.56666667 -75.58333333),262.72918701171875,0.0
-75.58333333,-20.56666667,30.0,1998-01-14 23:00:00+00:00,-118.9,-15.73,POINT (-20.56666667 -75.58333333),266.0,0.0
-75.58333333,-20.56666667,30.0,1998-02-14 23:00:00+00:00,-122.9,-16.13,POINT (-20.56666667 -75.58333333),264.3020935058594,3.973643103449831e-08
-75.58333333,-20.56666667,30.0,1998-03-14 23:00:00+00:00,-154.1,-20.1,POINT (-20.56666667 -75.58333333),255.88540649414062,2.006689783229376e-06
-75.58333333,-20.56666667,30.0,1998-04-14 22:00:00+00:00,-192.9,-24.93,POINT (-20.56666667 -75.58333333),242.5364532470703,2.205371856689453e-06
-75.58333333,-20.56666667,30.0,1998-05-14 22:00:00+00:00,-214.4,-27.96,POINT (-20.56666667 -75.58333333),250.15625,3.3100444852607325e-05
-75.58333333,-20.56666667,30.0,1998-06-14 22:00:00+00:00,-232.9,-30.29,POINT (-20.56666667 -75.58333333),256.08331298828125,3.1789145396032836e-06
-75.58333333,-20.56666667,30.0,1998-07-14 22:00:00+00:00,-202.9,-26.41,POINT (-20.56666667 -75.58333333),251.5989532470703,6.765127182006836e-05
-75.58333333,-20.56666667,30.0,1998-08-14 22:00:00+00:00,-233.8,-30.08,POINT (-20.56666667 -75.58333333),250.9739532470703,9.45727060752688e-06
-75.58333333,-20.56666667,30.0,1998-09-14 22:00:00+00:00,-241.4,-31.07,POINT (-20.56666667 -75.58333333),251.25521850585938,0.0
-75.58333333,-20.56666667,30.0,1998-10-14 22:00:00+00:00,-195.9,-25.7,POINT (-20.56666667 -75.58333333),250.5208282470703,0.0
-75.58333333,-20.56666667,30.0,1998-11-14 23:00:00+00:00,-177.5,-22.8,POINT (-20.56666667 -75.58333333),261.67706298828125,6.238618880161084e-06
-75.58333333,-20.56666667,30.0,1998-12-14 23:00:00+00:00,-149.0,-18.67,POINT (-20.56666667 -75.58333333),264.70831298828125,9.5367431640625e-07
-75.58333333,-20.56666667,30.0,1999-01-14 23:00:00+00:00,-114.7,-14.93,POINT (-20.56666667 -75.58333333),269.1875,7.446607196470723e-05
-75.58333333,-20.56666667,30.0,1999-02-14 23:00:00+00:00,-101.55,-13.65,POINT (-20.56666667 -75.58333333),261.85418701171875,1.986821445143505e-07
-75.58333333,-20.56666667,30.0,1999-03-14 23:00:00+00:00,-140.95,-18.595,POINT (-20.56666667 -75.58333333),246.4270782470703,0.0
-75.58333333,-20.56666667,30.0,1999-04-14 22:00:00+00:00,-168.2,-22.075,POINT (-20.56666667 -75.58333333),264.14581298828125,0.00036664807703346014
-75.58333333,-20.56666667,30.0,1999-05-14 22:00:00+00:00,-201.15,-25.985,POINT (-20.56666667 -75.58333333),243.8020782470703,4.035234451293945e-05
-75.58333333,-20.56666667,30.0,1999-06-14 22:00:00+00:00,-199.0,-25.7,POINT (-20.56666667 -75.58333333),253.7760467529297,6.020069122314453e-06
-75.58333333,-20.56666667,30.0,1999-07-14 22:00:00+00:00,-201.7,-25.835,POINT (-20.56666667 -75.58333333),247.140625,1.1841455489047803e-05
-75.58333333,-20.56666667,30.0,1999-08-14 22:00:00+00:00,-167.85,-21.93,POINT (-20.56666667 -75.58333333),241.31771850585938,0.0
