Lat,Lon,Alt,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
11.12,124.62,231.36719,1998.0,0.29671281927349075,-7.15,-47.6,-4.779690742492676,-26.55190658569336
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,-3.87,-22.8,-3.992605686187744,-19.510086059570312
29.35541116,34.96028149,7.939209,1969.0,0.2386727660059501,-1.05,1.2,-2.7727231979370117,-9.143287658691406
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,-3.27,-22.2,-3.4576990604400635,-22.464160919189453
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,-16.63,-130.9,-17.594669342041016,-135.02088928222656
-16.49888889,-68.12305556,3582.75,2000.0,0.6994583270516471,-15.47,-110.65,-13.880955696105957,-104.01014709472656
48.22,11.59,494.59375,1995.0,-0.2135209154397959,-4.96,-28.3,-6.512351989746094,-42.60611343383789
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,-2.04,-1.0,-3.806558609008789,-12.634103775024414
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,-11.09,-69.2,-8.053776741027832,-55.315147399902344
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,-5.2,-40.9,-6.671083450317383,-48.94108963012695
51.83,6.25,9.5,1993.0,0.9510565162951535,-6.74,-49.7,-7.823912620544434,-53.43183517456055
18.47,-70.02,1.0,1996.0,0.2802306751992159,-2.44,-11.35,-2.128972053527832,-8.36928939819336
-0.37,-78.55,3064.0,2018.0,0.2386727660059501,-12.43,-90.2,-10.64099407196045,-76.95539855957031
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,-19.18,-140.6,-12.054529190063477,-89.1707763671875
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,-5.75,-37.8,-6.879586219787598,-45.5463981628418
22.31666667,114.1666667,34.056641,2004.0,-0.6932812268869771,-7.26,-48.5,-7.374006271362305,-49.67496871948242
32.63333333,-16.9,0.0,2004.0,-0.970063921851507,-1.98,-10.6,-3.2338671684265137,-11.930004119873047
48.8281,9.2,313.79688,1983.0,-0.2884824328806098,-7.92,-64.0,-10.413259506225586,-74.51910400390625
33.96666667,-4.983333333,500.04688,2017.0,0.2386727660059501,-5.95,-26.4,-3.937074661254883,-19.325817108154297
4.036666667,9.734166667,39.230469,2010.0,-0.680773409477016,-1.265224179,-1.106035282,-2.7591655254364014,-10.91507339477539
