Lat,Lon,Alt,Year,JulianDay_Sin,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,-14.0,-111.2,-9.853566,-84.448654
52.3,104.2833333,427.25,2011,-0.2135209154397959,-9.7,-74.1,-10.663484,-85.222824
52.3,104.2833333,427.25,2011,-0.680773409477016,-14.2,-101.4,-10.728526,-83.45267
52.3,104.2833333,427.25,2011,-0.9587178169872964,-13.1,-108.0,-11.276904,-82.26546
52.3,104.2833333,427.25,2011,-0.9741004551724206,-17.3,-127.0,-11.718862,-85.95595
52.3,104.2833333,427.25,2011,-0.7236440382959123,-30.1,-224.1,-20.210747,-158.87764
52.3,104.2833333,427.25,2011,-0.2884824328806098,-27.3,-208.7,-22.841572,-183.68321
52.3,104.2833333,427.25,2012,0.2386727660059501,-29.0,-218.7,-20.84655,-169.25291
52.3,104.2833333,427.25,2012,0.6994583270516471,-26.4,-207.4,-18.935093,-147.3528
52.3,104.2833333,427.25,2012,0.2802306751992159,-10.0,-91.8,-13.625188,-113.74669
52.3,104.2833333,427.25,2012,-0.23030567023061196,-13.0,-100.8,-10.863923,-88.56914
52.3,104.2833333,427.25,2012,-0.6932812268869771,-11.0,-87.1,-10.4605665,-82.82025
52.3,104.2833333,427.25,2012,-0.9634705485641486,-15.0,-107.9,-11.582141,-84.814285
52.3,104.2833333,427.25,2012,-0.970063921851507,-29.9,-225.5,-11.750657,-86.22145
52.3,104.2833333,427.25,2012,-0.7116566222817751,-22.3,-165.9,-20.053623,-158.33165
52.3,104.2833333,427.25,2013,0.2386727660059501,-29.2,-226.2,-20.95414,-170.1744
52.3,104.2833333,427.25,2013,0.6994583270516471,-30.7,-251.3,-18.701206,-145.76312
52.3,104.2833333,427.25,2013,0.9510565162951535,-21.8,-169.2,-19.018742,-147.10246
52.3,104.2833333,427.25,2013,0.9760105506323683,-12.6,-86.7,-18.940205,-146.45107
52.3,104.2833333,427.25,2013,0.741222010848596,-12.8,-103.1,-18.883816,-146.90018
52.3,104.2833333,427.25,2013,0.29671281927349075,-12.7,-99.7,-9.72997,-83.699844
52.3,104.2833333,427.25,2013,-0.2135209154397959,-12.2,-103.6,-10.731883,-86.13794
52.3,104.2833333,427.25,2013,-0.680773409477016,-10.9,-86.0,-11.023761,-86.22821
52.3,104.2833333,427.25,2013,-0.9587178169872964,-15.7,-117.2,-11.680707,-85.637344
52.3,104.2833333,427.25,2013,-0.9741004551724206,-16.3,-120.7,-12.119485,-89.301285
52.3,104.2833333,427.25,2014,-0.2884824328806098,-29.6,-230.5,-22.892406,-184.6258
52.3,104.2833333,427.25,2015,0.2386727660059501,-27.6,-215.2,-21.155716,-171.86824
52.3,104.2833333,427.25,2015,0.6994583270516471,-25.9,-211.2,-18.57447,-144.6787
52.3,104.2833333,427.25,2015,0.9510565162951535,-21.7,-175.3,-18.666866,-144.43353
52.3,104.2833333,427.25,2015,0.9760105506323683,-15.3,-112.3,-18.598816,-143.87415
52.3,104.2833333,427.25,2015,0.741222010848596,-10.7,-84.6,-18.730349,-145.62035
52.3,104.2833333,427.25,2015,0.29671281927349075,-14.3,-107.2,-9.6140375,-82.97456
