Date,Amount(mm),d18O,d2H,Location,Type,Lat,Lon
2010-08-03,4.5,-8.6,-60.4,Krycklan,Precipitation,64.233333,19.766667
2010-08-05,26.6,-13.0,-92.0,Krycklan,Precipitation,64.233333,19.766667
2010-08-09,10.4,-8.5,-56.9,Krycklan,Precipitation,64.233333,19.766667
2010-08-10,5.7,-9.7,-64.3,Krycklan,Precipitation,64.233333,19.766667
2010-08-16,1.0,-6.5,-42.5,Krycklan,Precipitation,64.233333,19.766667
2010-08-22,0.9,-9.2,-62.6,Krycklan,Precipitation,64.233333,19.766667
2010-08-24,8.8,-10.9,-73.4,Krycklan,Precipitation,64.233333,19.766667
2010-08-25,3.8,-13.4,-92.6,Krycklan,Precipitation,64.233333,19.766667
2010-08-26,3.9,-13.4,-90.9,Krycklan,Precipitation,64.233333,19.766667
2010-08-30,3.2,-14.5,-99.2,Krycklan,Precipitation,64.233333,19.766667
2010-09-02,1.3,-13.2,-97.3,Krycklan,Precipitation,64.233333,19.766667
2010-09-13,4.7,-9.5,-65.0,Krycklan,Precipitation,64.233333,19.766667
2010-09-15,2.7,-9.0,-61.7,Krycklan,Precipitation,64.233333,19.766667
2010-09-16,20.9,-14.9,-112.8,Krycklan,Precipitation,64.233333,19.766667
2010-09-17,13.8,-9.5,-60.5,Krycklan,Precipitation,64.233333,19.766667
2010-09-20,4.8,-11.5,-82.0,Krycklan,Precipitation,64.233333,19.766667
2010-09-23,6.8,-11.1,-78.6,Krycklan,Precipitation,64.233333,19.766667
2010-09-26,8.8,-17.3,-128.3,Krycklan,Precipitation,64.233333,19.766667
2010-10-14,7.6,-15.7,-111.8,Krycklan,Precipitation,64.233333,19.766667
2010-10-15,2.5,-19.7,-146.0,Krycklan,Precipitation,64.233333,19.766667
2010-10-21,13.6,-17.1,-124.0,Krycklan,Precipitation,64.233333,19.766667
2010-10-25,12.3,-18.9,-131.6,Krycklan,Precipitation,64.233333,19.766667
2010-10-26,0.2,-16.9,-122.2,Krycklan,Precipitation,64.233333,19.766667
2010-10-28,5.9,-12.1,-82.5,Krycklan,Precipitation,64.233333,19.766667
2010-11-01,4.8,-13.4,-99.5,Krycklan,Precipitation,64.233333,19.766667
2010-11-08,9.7,-14.1,-98.0,Krycklan,Precipitation,64.233333,19.766667
2010-11-10,2.5,-20.2,-144.4,Krycklan,Precipitation,64.233333,19.766667
2010-11-11,6.1,-20.8,-151.4,Krycklan,Precipitation,64.233333,19.766667
2010-11-15,1.4,-19.6,-139.8,Krycklan,Precipitation,64.233333,19.766667
2010-11-24,2.2,-14.2,-86.9,Krycklan,Precipitation,64.233333,19.766667
2010-11-26,3.3,-16.7,-98.8,Krycklan,Precipitation,64.233333,19.766667
2010-11-29,1.6,-17.2,-101.6,Krycklan,Precipitation,64.233333,19.766667
2010-12-06,3.1,-15.7,-102.6,Krycklan,Precipitation,64.233333,19.766667
2010-12-16,2.1,-22.7,-167.8,Krycklan,Precipitation,64.233333,19.766667
2010-12-17,14.7,-15.3,-108.2,Krycklan,Precipitation,64.233333,19.766667
2010-12-20,3.9,-17.2,-114.7,Krycklan,Precipitation,64.233333,19.766667
2010-12-21,1.8,-29.5,-218.5,Krycklan,Precipitation,64.233333,19.766667
2010-12-22,2.3,-31.6,-236.0,Krycklan,Precipitation,64.233333,19.766667
2010-12-31,1.3,-20.4,-142.3,Krycklan,Precipitation,64.233333,19.766667
2011-01-03,3.4,-19.1,-139.2,Krycklan,Precipitation,64.233333,19.766667
2011-01-07,6.1,-22.5,-167.2,Krycklan,Precipitation,64.233333,19.766667
2011-01-10,12.5,-16.3,-119.8,Krycklan,Precipitation,64.233333,19.766667
2011-01-11,1.5,-15.5,-113.1,Krycklan,Precipitation,64.233333,19.766667
2011-01-13,3.1,-28.1,-218.2,Krycklan,Precipitation,64.233333,19.766667
2011-01-17,8.1,-16.7,-123.2,Krycklan,Precipitation,64.233333,19.766667
2011-01-24,2.6,-18.7,-139.6,Krycklan,Precipitation,64.233333,19.766667
2011-01-25,1.5,-15.9,-122.0,Krycklan,Precipitation,64.233333,19.766667
2011-02-02,4.6,-17.6,-133.9,Krycklan,Precipitation,64.233333,19.766667
2011-02-03,3.6,-14.4,-105.0,Krycklan,Precipitation,64.233333,19.766667
2011-02-04,4.0,-20.3,-154.7,Krycklan,Precipitation,64.233333,19.766667
2011-02-07,3.6,-19.7,-144.0,Krycklan,Precipitation,64.233333,19.766667
2011-02-18,3.0,-28.4,-217.6,Krycklan,Precipitation,64.233333,19.766667
2011-02-21,1.3,-19.1,-145.0,Krycklan,Precipitation,64.233333,19.766667
2011-02-25,2.0,-17.8,-128.2,Krycklan,Precipitation,64.233333,19.766667
2011-03-10,1.8,-17.3,-129.6,Krycklan,Precipitation,64.233333,19.766667
2011-03-11,5.9,-20.7,-158.0,Krycklan,Precipitation,64.233333,19.766667
2011-03-14,1.6,-20.1,-157.0,Krycklan,Precipitation,64.233333,19.766667
2011-03-28,3.1,-20.1,-147.4,Krycklan,Precipitation,64.233333,19.766667
2011-04-04,6.4,-11.6,-80.7,Krycklan,Precipitation,64.233333,19.766667
2011-04-11,3.3,-5.7,-37.1,Krycklan,Precipitation,64.233333,19.766667
2011-05-09,2.5,-14.3,-116.0,Krycklan,Precipitation,64.233333,19.766667
2011-05-11,4.8,-5.5,-49.5,Krycklan,Precipitation,64.233333,19.766667
2011-05-16,8.7,-12.6,-88.4,Krycklan,Precipitation,64.233333,19.766667
2011-05-18,1.7,-10.1,-82.3,Krycklan,Precipitation,64.233333,19.766667
2011-05-19,3.5,-11.5,-85.0,Krycklan,Precipitation,64.233333,19.766667
2011-05-20,5.7,-10.9,-83.9,Krycklan,Precipitation,64.233333,19.766667
2011-05-23,3.8,-7.1,-51.2,Krycklan,Precipitation,64.233333,19.766667
2011-05-25,3.5,-8.4,-63.8,Krycklan,Precipitation,64.233333,19.766667
2011-05-27,1.7,-11.5,-90.6,Krycklan,Precipitation,64.233333,19.766667
2011-05-30,6.8,-10.8,-74.1,Krycklan,Precipitation,64.233333,19.766667
2011-06-01,7.9,-7.1,-47.5,Krycklan,Precipitation,64.233333,19.766667
2011-06-20,23.0,-15.0,-109.3,Krycklan,Precipitation,64.233333,19.766667
2011-06-22,6.9,-17.5,-137.8,Krycklan,Precipitation,64.233333,19.766667
2011-06-27,49.7,-11.6,-84.7,Krycklan,Precipitation,64.233333,19.766667
2011-07-04,0.3,-2.4,-31.5,Krycklan,Precipitation,64.233333,19.766667
2011-07-13,20.2,-11.3,-82.1,Krycklan,Precipitation,64.233333,19.766667
2011-07-18,4.5,-7.8,-67.1,Krycklan,Precipitation,64.233333,19.766667
2011-07-19,3.3,-5.6,-36.1,Krycklan,Precipitation,64.233333,19.766667
2011-07-25,13.9,-6.4,-39.6,Krycklan,Precipitation,64.233333,19.766667
2011-07-26,9.2,-8.7,-55.2,Krycklan,Precipitation,64.233333,19.766667
2011-07-27,0.2,-6.4,-48.2,Krycklan,Precipitation,64.233333,19.766667
2011-08-08,29.6,-11.8,-83.6,Krycklan,Precipitation,64.233333,19.766667
2011-08-09,1.5,-10.3,-71.8,Krycklan,Precipitation,64.233333,19.766667
2011-08-17,11.3,-10.7,-72.5,Krycklan,Precipitation,64.233333,19.766667
2011-08-20,6.2,-13.2,-101.7,Krycklan,Precipitation,64.233333,19.766667
2011-08-23,20.8,-8.9,-60.1,Krycklan,Precipitation,64.233333,19.766667
2011-08-26,2.1,-11.6,-80.1,Krycklan,Precipitation,64.233333,19.766667
2011-09-03,1.3,-11.7,-80.3,Krycklan,Precipitation,64.233333,19.766667
2011-09-05,1.3,-9.7,-66.7,Krycklan,Precipitation,64.233333,19.766667
2011-09-07,23.1,-9.4,-63.4,Krycklan,Precipitation,64.233333,19.766667
2011-09-08,22.5,-9.4,-65.7,Krycklan,Precipitation,64.233333,19.766667
2011-09-09,7.2,-10.9,-76.0,Krycklan,Precipitation,64.233333,19.766667
2011-09-13,5.0,-8.0,-54.4,Krycklan,Precipitation,64.233333,19.766667
2011-09-15,32.4,-10.0,-77.0,Krycklan,Precipitation,64.233333,19.766667
2011-09-20,7.8,-10.3,-67.1,Krycklan,Precipitation,64.233333,19.766667
2011-09-23,12.5,-15.0,-112.2,Krycklan,Precipitation,64.233333,19.766667
2011-09-28,10.9,-10.6,-79.9,Krycklan,Precipitation,64.233333,19.766667
2011-09-29,4.5,-10.3,-86.4,Krycklan,Precipitation,64.233333,19.766667
2011-10-07,15.3,-11.2,-82.8,Krycklan,Precipitation,64.233333,19.766667
2011-10-10,6.4,-16.6,-125.8,Krycklan,Precipitation,64.233333,19.766667
2011-10-19,20.9,-13.9,-105.6,Krycklan,Precipitation,64.233333,19.766667
2011-10-31,7.5,-11.5,-80.0,Krycklan,Precipitation,64.233333,19.766667
2011-11-07,5.1,-9.5,-63.2,Krycklan,Precipitation,64.233333,19.766667
2011-11-21,4.3,-16.9,-123.1,Krycklan,Precipitation,64.233333,19.766667
2011-11-24,1.7,-7.7,-48.0,Krycklan,Precipitation,64.233333,19.766667
2011-11-28,1.9,-11.8,-85.4,Krycklan,Precipitation,64.233333,19.766667
2011-11-30,10.5,-11.3,-80.6,Krycklan,Precipitation,64.233333,19.766667
2011-12-05,28.0,-15.1,-109.0,Krycklan,Precipitation,64.233333,19.766667
2011-12-12,22.7,-18.6,-137.1,Krycklan,Precipitation,64.233333,19.766667
2011-12-13,10.0,-16.7,-123.2,Krycklan,Precipitation,64.233333,19.766667
2011-12-15,10.0,-11.8,-82.9,Krycklan,Precipitation,64.233333,19.766667
2011-12-16,2.2,-13.9,-100.3,Krycklan,Precipitation,64.233333,19.766667
2011-12-19,12.0,-19.2,-146.6,Krycklan,Precipitation,64.233333,19.766667
2011-12-21,1.5,-17.8,-130.6,Krycklan,Precipitation,64.233333,19.766667
2011-12-26,7.4,-12.3,-92.3,Krycklan,Precipitation,64.233333,19.766667
2011-12-30,9.5,-14.8,-109.7,Krycklan,Precipitation,64.233333,19.766667
2012-01-03,21.3,-16.7,-130.0,Krycklan,Precipitation,64.233333,19.766667
2012-01-05,14.8,-14.7,-115.0,Krycklan,Precipitation,64.233333,19.766667
2012-01-09,5.1,-24.4,-185.6,Krycklan,Precipitation,64.233333,19.766667
2012-01-11,2.1,-18.6,-133.6,Krycklan,Precipitation,64.233333,19.766667
2012-01-16,2.7,-14.6,-107.7,Krycklan,Precipitation,64.233333,19.766667
2012-01-19,4.5,-17.8,-131.2,Krycklan,Precipitation,64.233333,19.766667
2012-01-20,2.8,-17.9,-131.4,Krycklan,Precipitation,64.233333,19.766667
2012-01-24,3.3,-17.2,-120.2,Krycklan,Precipitation,64.233333,19.766667
2012-02-01,1.5,-14.0,-86.9,Krycklan,Precipitation,64.233333,19.766667
2012-02-06,1.5,-23.1,-158.3,Krycklan,Precipitation,64.233333,19.766667
2012-02-07,6.9,-18.0,-134.3,Krycklan,Precipitation,64.233333,19.766667
2012-02-13,2.2,-15.3,-109.7,Krycklan,Precipitation,64.233333,19.766667
2012-02-14,2.3,-15.4,-113.6,Krycklan,Precipitation,64.233333,19.766667
2012-02-15,9.9,-22.8,-174.7,Krycklan,Precipitation,64.233333,19.766667
2012-02-17,4.3,-14.8,-109.2,Krycklan,Precipitation,64.233333,19.766667
2012-02-20,12.2,-12.2,-89.0,Krycklan,Precipitation,64.233333,19.766667
2012-02-23,9.7,-21.3,-162.0,Krycklan,Precipitation,64.233333,19.766667
2012-02-27,5.1,-13.6,-99.2,Krycklan,Precipitation,64.233333,19.766667
2012-02-28,7.1,-16.8,-129.0,Krycklan,Precipitation,64.233333,19.766667
2012-03-19,4.4,-11.7,-86.7,Krycklan,Precipitation,64.233333,19.766667
2012-03-21,3.9,-13.5,-98.3,Krycklan,Precipitation,64.233333,19.766667
2012-03-26,10.6,-15.7,-122.4,Krycklan,Precipitation,64.233333,19.766667
2012-04-11,8.5,-12.9,-95.0,Krycklan,Precipitation,64.233333,19.766667
2012-04-12,5.9,-9.7,-66.2,Krycklan,Precipitation,64.233333,19.766667
2012-04-18,9.6,-22.4,-167.7,Krycklan,Precipitation,64.233333,19.766667
2012-04-23,12.7,-16.2,-117.4,Krycklan,Precipitation,64.233333,19.766667
2012-04-24,7.5,-13.9,-103.0,Krycklan,Precipitation,64.233333,19.766667
2012-04-27,7.5,-14.9,-110.6,Krycklan,Precipitation,64.233333,19.766667
2012-05-07,22.0,-14.5,-105.0,Krycklan,Precipitation,64.233333,19.766667
2012-05-14,7.1,-12.1,-90.9,Krycklan,Precipitation,64.233333,19.766667
2012-05-18,1.7,-9.0,-61.6,Krycklan,Precipitation,64.233333,19.766667
2012-05-21,4.4,-8.7,-65.0,Krycklan,Precipitation,64.233333,19.766667
2012-06-04,20.5,-12.3,-86.4,Krycklan,Precipitation,64.233333,19.766667
2012-06-07,14.0,-17.0,-127.3,Krycklan,Precipitation,64.233333,19.766667
2012-06-11,15.9,-10.2,-72.6,Krycklan,Precipitation,64.233333,19.766667
2012-06-12,1.1,-8.6,-63.7,Krycklan,Precipitation,64.233333,19.766667
2012-06-18,3.6,-8.0,-62.3,Krycklan,Precipitation,64.233333,19.766667
2012-06-20,16.1,-12.9,-97.8,Krycklan,Precipitation,64.233333,19.766667
2012-06-27,8.3,-10.5,-78.0,Krycklan,Precipitation,64.233333,19.766667
2012-06-29,0.3,-7.2,-57.5,Krycklan,Precipitation,64.233333,19.766667
2012-07-02,21.7,-7.7,-53.0,Krycklan,Precipitation,64.233333,19.766667
2012-07-03,0.9,-6.9,-73.3,Krycklan,Precipitation,64.233333,19.766667
2012-07-09,8.6,-5.4,-39.4,Krycklan,Precipitation,64.233333,19.766667
2012-07-11,1.8,-9.6,-68.5,Krycklan,Precipitation,64.233333,19.766667
2012-07-13,7.5,-12.5,-92.2,Krycklan,Precipitation,64.233333,19.766667
2012-07-16,16.0,-11.2,-82.9,Krycklan,Precipitation,64.233333,19.766667
2012-07-20,2.9,-8.7,-69.5,Krycklan,Precipitation,64.233333,19.766667
2012-07-23,2.6,-11.2,-90.0,Krycklan,Precipitation,64.233333,19.766667
2012-08-01,2.1,-8.5,-60.5,Krycklan,Precipitation,64.233333,19.766667
2012-08-02,17.6,-11.9,-83.5,Krycklan,Precipitation,64.233333,19.766667
2012-08-03,6.3,-11.6,-76.2,Krycklan,Precipitation,64.233333,19.766667
2012-08-06,3.8,-6.2,-48.8,Krycklan,Precipitation,64.233333,19.766667
2012-08-10,11.8,-12.1,-82.8,Krycklan,Precipitation,64.233333,19.766667
2012-08-20,1.5,-4.8,-40.7,Krycklan,Precipitation,64.233333,19.766667
2012-08-24,1.2,-8.8,-61.2,Krycklan,Precipitation,64.233333,19.766667
2012-08-27,31.1,-13.1,-93.4,Krycklan,Precipitation,64.233333,19.766667
2012-08-28,29.1,-14.1,-100.2,Krycklan,Precipitation,64.233333,19.766667
2012-08-31,4.3,-7.9,-49.8,Krycklan,Precipitation,64.233333,19.766667
2012-09-02,8.7,-10.7,-73.0,Krycklan,Precipitation,64.233333,19.766667
2012-09-03,1.7,-10.8,-70.0,Krycklan,Precipitation,64.233333,19.766667
2012-09-06,7.0,-7.9,-63.2,Krycklan,Precipitation,64.233333,19.766667
2012-09-10,0.2,-10.2,-88.1,Krycklan,Precipitation,64.233333,19.766667
2012-09-12,5.0,-6.9,-45.7,Krycklan,Precipitation,64.233333,19.766667
2012-09-14,2.0,-11.1,-80.7,Krycklan,Precipitation,64.233333,19.766667
2012-09-17,4.1,-8.7,-64.5,Krycklan,Precipitation,64.233333,19.766667
2012-09-18,9.9,-10.3,-73.1,Krycklan,Precipitation,64.233333,19.766667
2012-09-20,0.4,-9.0,-61.2,Krycklan,Precipitation,64.233333,19.766667
2012-09-21,1.4,-11.9,-88.4,Krycklan,Precipitation,64.233333,19.766667
2012-09-27,20.8,-16.0,-117.4,Krycklan,Precipitation,64.233333,19.766667
2012-10-01,5.0,-10.8,-74.8,Krycklan,Precipitation,64.233333,19.766667
2012-10-02,4.4,-8.5,-58.3,Krycklan,Precipitation,64.233333,19.766667
2012-10-04,9.9,-7.4,-47.5,Krycklan,Precipitation,64.233333,19.766667
2012-10-08,38.4,-18.5,-139.0,Krycklan,Precipitation,64.233333,19.766667
2012-10-09,1.2,-17.6,-130.9,Krycklan,Precipitation,64.233333,19.766667
2012-10-12,0.7,-15.8,-118.0,Krycklan,Precipitation,64.233333,19.766667
2012-10-15,9.2,-16.4,-120.0,Krycklan,Precipitation,64.233333,19.766667
2012-10-16,7.3,-21.1,-157.3,Krycklan,Precipitation,64.233333,19.766667
2012-10-17,1.7,-16.6,-120.0,Krycklan,Precipitation,64.233333,19.766667
2012-10-18,5.3,-13.7,-93.3,Krycklan,Precipitation,64.233333,19.766667
2012-10-19,5.0,-13.8,-99.1,Krycklan,Precipitation,64.233333,19.766667
2012-10-26,0.9,-15.1,-110.1,Krycklan,Precipitation,64.233333,19.766667
2012-10-29,2.6,-18.3,-128.0,Krycklan,Precipitation,64.233333,19.766667
2012-10-30,8.5,-21.4,-158.2,Krycklan,Precipitation,64.233333,19.766667
2012-10-31,11.6,-14.8,-102.8,Krycklan,Precipitation,64.233333,19.766667
2012-11-05,8.2,-13.5,-92.9,Krycklan,Precipitation,64.233333,19.766667
2012-11-07,1.7,-17.1,-119.3,Krycklan,Precipitation,64.233333,19.766667
2012-11-12,19.3,-13.5,-103.2,Krycklan,Precipitation,64.233333,19.766667
2012-11-14,0.7,-10.0,-86.7,Krycklan,Precipitation,64.233333,19.766667
2012-11-19,2.5,-10.7,-75.4,Krycklan,Precipitation,64.233333,19.766667
2012-11-22,1.3,-8.2,-61.2,Krycklan,Precipitation,64.233333,19.766667
2012-11-26,5.2,-11.7,-93.7,Krycklan,Precipitation,64.233333,19.766667
2012-11-29,0.1,-12.3,-82.3,Krycklan,Precipitation,64.233333,19.766667
2012-12-03,7.8,-22.2,-154.2,Krycklan,Precipitation,64.233333,19.766667
2012-12-05,1.1,-25.5,-181.5,Krycklan,Precipitation,64.233333,19.766667
2012-12-06,0.6,-21.1,-149.3,Krycklan,Precipitation,64.233333,19.766667
2012-12-07,0.5,-21.1,-150.8,Krycklan,Precipitation,64.233333,19.766667
2012-12-10,10.8,-22.5,-171.4,Krycklan,Precipitation,64.233333,19.766667
2012-12-12,3.6,-28.3,-209.8,Krycklan,Precipitation,64.233333,19.766667
2012-12-13,1.5,-19.7,-138.9,Krycklan,Precipitation,64.233333,19.766667
2012-12-14,8.1,-23.0,-168.4,Krycklan,Precipitation,64.233333,19.766667
2012-12-17,9.0,-24.5,-178.9,Krycklan,Precipitation,64.233333,19.766667
2012-12-18,0.6,-24.6,-183.9,Krycklan,Precipitation,64.233333,19.766667
2012-12-19,0.6,-20.1,-138.3,Krycklan,Precipitation,64.233333,19.766667
2012-12-20,1.5,-19.2,-134.6,Krycklan,Precipitation,64.233333,19.766667
2012-12-23,3.8,-18.5,-126.3,Krycklan,Precipitation,64.233333,19.766667
2012-12-27,9.8,-17.6,-127.7,Krycklan,Precipitation,64.233333,19.766667
2012-12-31,17.6,-12.3,-90.3,Krycklan,Precipitation,64.233333,19.766667
2013-01-02,3.6,-12.65703112,-101.3957009,Krycklan,Precipitation,64.233333,19.766667
2013-01-07,5.0,-14.51989662,-108.0140548,Krycklan,Precipitation,64.233333,19.766667
2013-01-08,4.7,-14.71955224,-114.8309706,Krycklan,Precipitation,64.233333,19.766667
2013-01-10,0.7,-14.12605439,-103.8259277,Krycklan,Precipitation,64.233333,19.766667
2013-01-11,0.4,-14.26175998,-104.158611,Krycklan,Precipitation,64.233333,19.766667
2013-01-21,1.8,-15.94492828,-112.7628735,Krycklan,Precipitation,64.233333,19.766667
2013-01-23,0.3,-11.71660045,-67.26346397,Krycklan,Precipitation,64.233333,19.766667
2013-01-28,2.5,-14.77994521,-110.4688826,Krycklan,Precipitation,64.233333,19.766667
2013-01-29,2.5,-16.85524177,-124.4683141,Krycklan,Precipitation,64.233333,19.766667
2013-01-30,1.5,-9.864130233,-70.97055351,Krycklan,Precipitation,64.233333,19.766667
2013-01-31,8.7,-17.50530504,-139.1024457,Krycklan,Precipitation,64.233333,19.766667
2013-02-01,2.1,-18.01107288,-138.9939899,Krycklan,Precipitation,64.233333,19.766667
2013-02-04,1.3,-14.7339681,-107.7413983,Krycklan,Precipitation,64.233333,19.766667
2013-02-05,9.0,-12.51203356,-92.49092617,Krycklan,Precipitation,64.233333,19.766667
2013-02-06,1.7,-13.65920105,-100.7832272,Krycklan,Precipitation,64.233333,19.766667
2013-02-11,1.7,-16.69674414,-122.0792402,Krycklan,Precipitation,64.233333,19.766667
2013-02-13,0.5,-16.1218522,-115.8737075,Krycklan,Precipitation,64.233333,19.766667
2013-02-14,1.7,-14.36478005,-105.104,Krycklan,Precipitation,64.233333,19.766667
2013-02-15,0.7,-11.94763091,-87.85848801,Krycklan,Precipitation,64.233333,19.766667
2013-02-18,2.1,-17.4716836,-134.2278317,Krycklan,Precipitation,64.233333,19.766667
2013-02-20,0.5,-17.44175738,-123.8208151,Krycklan,Precipitation,64.233333,19.766667
2013-03-01,3.8,-13.86836113,-107.0369769,Krycklan,Precipitation,64.233333,19.766667
2013-03-04,13.5,-19.26992171,-147.2347441,Krycklan,Precipitation,64.233333,19.766667
2013-03-05,0.4,-17.01153217,-122.6203491,Krycklan,Precipitation,64.233333,19.766667
2013-04-19,3.4,-12.226054,-93.01872841,Krycklan,Precipitation,64.233333,19.766667
2013-04-22,0.5,-8.927696883,-62.58306164,Krycklan,Precipitation,64.233333,19.766667
2013-04-24,0.8,-7.590897097,-54.22590975,Krycklan,Precipitation,64.233333,19.766667
2013-04-25,0.8,-12.6508197,-94.70919108,Krycklan,Precipitation,64.233333,19.766667
2013-04-29,8.6,-12.87228438,-96.89492458,Krycklan,Precipitation,64.233333,19.766667
2013-05-02,3.7,-10.64327876,-84.61821735,Krycklan,Precipitation,64.233333,19.766667
2013-05-03,0.5,-11.46732396,-88.72826926,Krycklan,Precipitation,64.233333,19.766667
2013-05-10,14.6,-10.28896975,-77.2083637,Krycklan,Precipitation,64.233333,19.766667
2013-05-12,5.3,-9.28153821,-68.53373147,Krycklan,Precipitation,64.233333,19.766667
2013-05-15,6.6,-12.23889821,-94.33959774,Krycklan,Precipitation,64.233333,19.766667
2013-06-03,2.2,-7.172621362,-48.90326528,Krycklan,Precipitation,64.233333,19.766667
2013-06-11,6.1,-8.932147836,-69.46536885,Krycklan,Precipitation,64.233333,19.766667
2013-06-13,12.7,-10.09123473,-68.17888553,Krycklan,Precipitation,64.233333,19.766667
2013-06-14,10.8,-12.22945838,-89.48578702,Krycklan,Precipitation,64.233333,19.766667
2013-06-16,5.8,-10.38972213,-85.81057724,Krycklan,Precipitation,64.233333,19.766667
2013-06-17,2.7,-8.167371902,-69.70637724,Krycklan,Precipitation,64.233333,19.766667
2013-06-18,3.3,-10.81754088,-81.70591927,Krycklan,Precipitation,64.233333,19.766667
2013-06-20,4.2,-8.675907078,-67.40510216,Krycklan,Precipitation,64.233333,19.766667
2013-06-23,6.1,-6.141862924,-42.44225781,Krycklan,Precipitation,64.233333,19.766667
2013-06-27,5.8,-7.055670465,-51.63730444,Krycklan,Precipitation,64.233333,19.766667
2013-06-27,16.8,-6.772319398,-49.73593756,Krycklan,Precipitation,64.233333,19.766667
2013-07-02,34.3,-14.74097203,-110.8809331,Krycklan,Precipitation,64.233333,19.766667
2013-07-03,21.6,-16.4559938,-127.5363846,Krycklan,Precipitation,64.233333,19.766667
2013-07-08,5.1,-4.494572196,-46.06959788,Krycklan,Precipitation,64.233333,19.766667
2013-07-10,2.0,-8.020717105,-66.34072841,Krycklan,Precipitation,64.233333,19.766667
2013-07-11,1.2,-9.918876348,-83.47417523,Krycklan,Precipitation,64.233333,19.766667
2013-07-15,4.2,-8.620350163,-72.02602382,Krycklan,Precipitation,64.233333,19.766667
2013-07-16,8.0,-15.39276207,-118.2567726,Krycklan,Precipitation,64.233333,19.766667
2013-07-17,1.0,-9.756603556,-88.92555514,Krycklan,Precipitation,64.233333,19.766667
2013-07-22,4.0,-7.389969713,-72.67588616,Krycklan,Precipitation,64.233333,19.766667
2013-07-29,5.0,-8.555222591,-63.57566266,Krycklan,Precipitation,64.233333,19.766667
2013-07-30,0.4,-6.681129269,-46.69506261,Krycklan,Precipitation,64.233333,19.766667
2013-07-31,27.1,-7.129473934,-44.82627968,Krycklan,Precipitation,64.233333,19.766667
2013-08-07,1.0,-6.589039696,-42.40196914,Krycklan,Precipitation,64.233333,19.766667
2013-08-09,4.6,-1.629788596,-32.05985714,Krycklan,Precipitation,64.233333,19.766667
2013-08-12,6.2,-9.143055354,-71.88713454,Krycklan,Precipitation,64.233333,19.766667
2013-08-13,5.2,-12.00451641,-86.87478293,Krycklan,Precipitation,64.233333,19.766667
2013-08-15,1.1,-10.87927425,-85.31441356,Krycklan,Precipitation,64.233333,19.766667
2013-08-19,17.0,-8.89287827,-68.30008301,Krycklan,Precipitation,64.233333,19.766667
2013-09-02,44.3,-10.19337701,-70.820802,Krycklan,Precipitation,64.233333,19.766667
2013-09-17,3.0,-9.834173088,-65.52205544,Krycklan,Precipitation,64.233333,19.766667
2013-09-19,17.4,-10.61045716,-75.03889857,Krycklan,Precipitation,64.233333,19.766667
2013-09-20,11.2,-12.12682297,-84.14057366,Krycklan,Precipitation,64.233333,19.766667
2013-09-22,14.6,-12.07048238,-86.50018434,Krycklan,Precipitation,64.233333,19.766667
2013-09-23,4.1,-15.8620978,-118.826848,Krycklan,Precipitation,64.233333,19.766667
2013-09-24,1.2,-11.77279463,-82.54048294,Krycklan,Precipitation,64.233333,19.766667
2013-09-26,0.6,-14.32227733,-100.8200102,Krycklan,Precipitation,64.233333,19.766667
2013-09-27,12.5,-19.18013237,-145.628837,Krycklan,Precipitation,64.233333,19.766667
2013-09-30,0.6,-14.43702171,-108.4713194,Krycklan,Precipitation,64.233333,19.766667
2013-10-07,0.5,-9.451298917,-70.86895631,Krycklan,Precipitation,64.233333,19.766667
2013-10-09,6.2,-9.77813934,-73.12622999,Krycklan,Precipitation,64.233333,19.766667
2013-10-10,0.4,-12.00079283,-84.52310797,Krycklan,Precipitation,64.233333,19.766667
2013-10-23,13.7,-14.03591093,-106.6848565,Krycklan,Precipitation,64.233333,19.766667
2013-10-24,12.0,-8.913301308,-67.29449144,Krycklan,Precipitation,64.233333,19.766667
2013-10-25,5.8,-11.02463801,-85.03153765,Krycklan,Precipitation,64.233333,19.766667
2013-10-28,12.0,-8.805543652,-64.93864893,Krycklan,Precipitation,64.233333,19.766667
2013-11-04,11.4,-13.32787144,-99.49148503,Krycklan,Precipitation,64.233333,19.766667
2013-11-06,2.7,-23.97973801,-186.5065033,Krycklan,Precipitation,64.233333,19.766667
2013-11-08,1.1,-13.38479941,-93.12924078,Krycklan,Precipitation,64.233333,19.766667
2013-11-11,6.6,-13.91723669,-100.4191621,Krycklan,Precipitation,64.233333,19.766667
2013-11-12,0.9,-16.33830023,-118.5358498,Krycklan,Precipitation,64.233333,19.766667
2013-11-14,0.4,-12.24270552,-76.13297811,Krycklan,Precipitation,64.233333,19.766667
2013-11-15,2.5,-15.3117709,-113.5615284,Krycklan,Precipitation,64.233333,19.766667
2013-11-18,2.0,-15.2161609,-122.4967048,Krycklan,Precipitation,64.233333,19.766667
2013-11-19,2.0,-17.09058365,-131.1317383,Krycklan,Precipitation,64.233333,19.766667
2013-11-25,1.9,-10.64907256,-62.29415093,Krycklan,Precipitation,64.233333,19.766667
2013-11-27,2.9,-13.93640196,-104.9025767,Krycklan,Precipitation,64.233333,19.766667
2013-12-02,6.9,-15.87274296,-120.0846789,Krycklan,Precipitation,64.233333,19.766667
2013-12-02,3.0,-12.6569844,-93.5973728,Krycklan,Precipitation,64.233333,19.766667
