Date,geometry,Lat,Lon,d18O,d2H,KPN_D,KPN_A,KPN_B,KPN_C,KPN_E,ENSO,NAO,Temperature,Precipitation,Alt
2002-04-25 00:00:00+00:00,POINT (19.766667 64.233333),64.233333,19.766667,,,1,0,0,0,0,-0.1,1.18,273.73364,0.0,186.05469
2002-04-25 00:00:00+00:00,POINT (24.24374 67.98713),67.98713,24.24374,,,1,0,0,0,0,-0.1,1.18,270.8225,0.0,350.78125
2002-04-26 00:00:00+00:00,POINT (19.766667 64.233333),64.233333,19.766667,,,1,0,0,0,0,-0.1,1.18,277.26874,4.065212e-06,186.05469
2002-04-26 00:00:00+00:00,POINT (24.24374 67.98713),67.98713,24.24374,,,1,0,0,0,0,-0.1,1.18,274.55548,1.5615311e-05,350.78125
2002-04-27 00:00:00+00:00,POINT (19.766667 64.233333),64.233333,19.766667,,,1,0,0,0,0,-0.1,1.18,279.99902,0.0,186.05469
2002-04-27 00:00:00+00:00,POINT (24.24374 67.98713),67.98713,24.24374,,,1,0,0,0,0,-0.1,1.18,274.34464,0.0,350.78125
2002-04-28 00:00:00+00:00,POINT (19.766667 64.233333),64.233333,19.766667,,,1,0,0,0,0,-0.1,1.18,275.60538,0.0,186.05469
2002-04-28 00:00:00+00:00,POINT (24.24374 67.98713),67.98713,24.24374,,,1,0,0,0,0,-0.1,1.18,270.14746,0.0,350.78125
2002-04-29 00:00:00+00:00,POINT (19.766667 64.233333),64.233333,19.766667,-9.4,-66.1,1,0,0,0,0,-0.1,1.18,273.94315,0.0,186.05469
2002-04-29 00:00:00+00:00,POINT (24.24374 67.98713),67.98713,24.24374,,,1,0,0,0,0,-0.1,1.18,271.64465,1.0435694e-05,350.78125
2002-04-30 00:00:00+00:00,POINT (19.766667 64.233333),64.233333,19.766667,,,1,0,0,0,0,-0.1,1.18,273.45474,1.1823588e-05,186.05469
2002-04-30 00:00:00+00:00,POINT (24.24374 67.98713),67.98713,24.24374,,,1,0,0,0,0,-0.1,1.18,271.49475,1.2973173e-05,350.78125
2002-05-01 00:00:00+00:00,POINT (19.766667 64.233333),64.233333,19.766667,,,1,0,0,0,0,-1.4,-0.22,275.26703,0.0,186.05469
2002-05-01 00:00:00+00:00,POINT (24.24374 67.98713),67.98713,24.24374,,,1,0,0,0,0,-1.4,-0.22,272.83295,0.0,350.78125
2002-05-02 00:00:00+00:00,POINT (19.766667 64.233333),64.233333,19.766667,,,1,0,0,0,0,-1.4,-0.22,276.9924,0.0,186.05469
