Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,0.0,0.4,-1.28,-14.0,-111.2,-18.031755447387695,-138.35791015625
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-20.796049118041992,-160.04266357421875
52.3,104.2833333,427.25,2011.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,4.754567e-05,0.7,-1.35,-14.2,-101.4,-18.625076293945312,-143.77174377441406
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,0.0,1.7,0.54,-13.1,-108.0,-18.097671508789062,-142.27386474609375
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.39,-17.3,-127.0,-17.322017669677734,-135.8861846923828
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,0.0,0.0,1.0,0.0,0.0,1.8,1.36,-30.1,-224.1,-21.078346252441406,-167.18283081054688
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,0.0,4.1,2.52,-27.3,-208.7,-28.031949996948242,-222.43057250976562
52.3,104.2833333,427.25,2012.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,5.3495005e-06,1.8,1.17,-29.0,-218.7,-21.45802879333496,-169.52511596679688
52.3,104.2833333,427.25,2012.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,1.175598e-05,0.8,0.42,-26.4,-207.4,-18.0866641998291,-141.2123260498047
52.3,104.2833333,427.25,2012.0,0.2802306751992159,0.0,0.0,0.0,1.0,0.0,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-15.259098052978516,-115.2656478881836
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,-1.32,-13.0,-100.8,-17.891725540161133,-137.2455291748047
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,0.0,0.0,0.0,1.0,0.0,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-17.406476974487305,-134.3900604248047
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-16.510780334472656,-128.5716094970703
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-2.06,-29.9,-225.5,-16.11128807067871,-123.44683074951172
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.0,0.0,1.0,0.0,0.0,0.4,-0.58,-22.3,-165.9,-18.466115951538086,-143.4736328125
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.35,-29.2,-226.2,-18.176300048828125,-140.50289916992188
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,0.0,-0.4,-0.45,-30.7,-251.3,-16.846172332763672,-129.49746704101562
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,0.0,0.0,1.0,0.0,0.0,2.5,-1.61,-21.8,-169.2,-20.376352310180664,-156.90750122070312
52.3,104.2833333,427.25,2013.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.69,-12.6,-86.7,-16.9339599609375,-131.79624938964844
52.3,104.2833333,427.25,2013.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.57,-12.8,-103.1,-19.09449577331543,-149.6366424560547
52.3,104.2833333,427.25,2013.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.52,-12.7,-99.7,-22.67243003845215,-177.75143432617188
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.67,-12.2,-103.6,-20.69837188720703,-162.3773651123047
52.3,104.2833333,427.25,2013.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.97,-10.9,-86.0,-18.573001861572266,-145.22154235839844
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.24,-15.7,-117.2,-16.695053100585938,-130.5713653564453
52.3,104.2833333,427.25,2013.0,-0.9741004551724206,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,-1.28,-16.3,-120.7,-15.861473083496094,-122.66560363769531
52.3,104.2833333,427.25,2014.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,1.1362139e-05,-0.9,1.86,-29.6,-230.5,-18.87255859375,-144.6196746826172
52.3,104.2833333,427.25,2015.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,0.0,-1.4,1.79,-27.6,-215.2,-18.430912017822266,-140.47201538085938
52.3,104.2833333,427.25,2015.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.32,-25.9,-211.2,-17.791263580322266,-138.92330932617188
52.3,104.2833333,427.25,2015.0,0.9510565162951535,0.0,0.0,0.0,1.0,0.0,0.0,-1.2,1.45,-21.7,-175.3,-16.536340713500977,-126.25552368164062
52.3,104.2833333,427.25,2015.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,0.0,-0.1,0.73,-15.3,-112.3,-16.596904754638672,-128.51199340820312
52.3,104.2833333,427.25,2015.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,0.0,-1.2,0.15,-10.7,-84.6,-17.0501651763916,-130.17141723632812
52.3,104.2833333,427.25,2015.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,0.0,-0.9,-0.07,-14.3,-107.2,-17.783193588256836,-136.02552795410156
52.3,104.2833333,427.25,2015.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,0.00010476876,-1.9,-3.18,-9.4,-61.8,-14.095945358276367,-105.69579315185547
52.3,104.2833333,427.25,2015.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,5.4737215e-05,-2.4,-0.76,-12.1,-85.6,-17.680696487426758,-134.6292266845703
52.3,104.2833333,427.25,2015.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,0.0,-2.7,-0.65,-16.3,-127.3,-15.862198829650879,-121.52134704589844
