Lat,Lon,Alt,Precip,Temp,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
-54.78,-68.28,10.0,122.0,0.9,0.0,0.0,0.0,0.0,1.0,1986.0,0.29671281927349075,-13.0,-103.0,-10.963242530822754,-85.43181610107422
-38.006017,-57.5714306,19.0,109.3,14.3,0.0,0.0,1.0,0.0,0.0,2016.0,0.9721181966290613,-7.09,-38.0,-6.270168304443359,-38.209144592285156
-53.0,-70.833333,37.0,8.4,1.5,0.0,1.0,0.0,0.0,0.0,2008.0,0.2802306751992159,-11.74,-90.4,-10.514800071716309,-80.75202178955078
-30.92,-62.67,72.0,50.0,23.6,0.0,0.0,1.0,0.0,0.0,1997.0,0.6994583270516471,-2.6,-13.0,-5.160799980163574,-31.451284408569336
-65.07944444,-63.9775,20.0,43.0,-2.2,0.0,0.0,0.0,0.0,1.0,2007.0,-0.7236440382959123,-11.82,-100.08,-10.849899291992188,-85.21117401123047
-52.2065,-58.8508,6.0,0.0,5.895161,0.0,0.0,0.0,0.0,1.0,2015.0,-0.9741004551724206,-5.0572931,-36.9232584,-6.267058849334717,-40.855934143066406
-54.78,-68.28,10.0,26.0,2.4,0.0,0.0,0.0,0.0,1.0,1993.0,-0.2135209154397959,-11.9,-92.0,-11.08209228515625,-86.78816986083984
-31.75,-60.73,16.0,2.381349296774715,29.494561767578148,0.0,0.0,1.0,0.0,0.0,2002.0,0.6994583270516471,-4.7,-27.0,-4.36115026473999,-24.121116638183594
-38.006017,-57.5714306,19.0,122.5,18.3,0.0,0.0,1.0,0.0,0.0,2018.0,0.9510565162951535,-4.73,-26.8,-5.799246788024902,-34.37223815917969
-53.0,-70.833333,37.0,4.6,3.6,0.0,1.0,0.0,0.0,0.0,2016.0,0.7295575540864875,-10.1,-75.5,-11.453036308288574,-90.03881072998047
-75.58333333,-20.56666667,30.0,21.0,-5.6,0.0,0.0,0.0,0.0,1.0,1978.0,0.2386727660059501,-14.02,-100.0,-13.881524085998535,-106.60137176513672
-32.88,-68.85,827.0,82.0,22.5,0.0,1.0,0.0,0.0,0.0,1988.0,0.6994583270516471,-3.7,-29.0,-6.487018585205078,-39.73476028442383
-38.47,-62.16,5.0,123.0,14.6,0.0,0.0,1.0,0.0,0.0,1984.0,-0.970063921851507,-5.0,-24.2,-4.960337162017822,-29.272504806518555
-34.58,-58.48,24.0,250.0,19.7,0.0,0.0,1.0,0.0,0.0,1964.0,0.9562348265919056,-6.4,-41.0,-5.360147476196289,-33.57307052612305
-38.006017,-57.5714306,19.0,65.3,9.139978027343773,0.0,0.0,1.0,0.0,0.0,2014.0,-0.2135209154397959,-4.71,-24.9,-4.352565765380859,-24.267845153808594
-36.79744444,-73.03333333,11.0,28.0,13.5,0.0,0.0,1.0,0.0,0.0,1989.0,0.9510565162951535,-2.5,-28.0,-4.521968841552734,-25.687702178955078
-54.78,-68.28,10.0,35.1,2.005303955078148,0.0,0.0,0.0,0.0,1.0,1999.0,-0.680773409477016,-11.1,-77.0,-11.103090286254883,-87.41031646728516
-65.07944444,-63.9775,20.0,40.0,-4.5,0.0,0.0,0.0,0.0,1.0,1964.0,0.9562348265919056,-9.78,-76.2,-11.074141502380371,-85.17144012451172
-36.62,-64.29,180.0,72.0,21.235375976562523,0.0,0.0,1.0,0.0,0.0,2018.0,-0.7236440382959123,-5.04,-25.9,-2.61769700050354,-8.276803970336914
-33.11011944,-64.24918333,435.0,9.5,16.501763916015648,0.0,0.0,1.0,0.0,0.0,2007.0,-0.2135209154397959,-11.4,-84.0,-4.011701583862305,-21.463077545166016
-65.07944444,-63.9775,20.0,37.0,-0.2,0.0,0.0,0.0,0.0,1.0,1976.0,0.9562348265919056,-8.45,-64.3,-9.652953147888184,-76.99088287353516
-30.08,-51.18,7.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0,1974.0,-0.9587178169872964,-1.87,-1.5,-2.751397132873535,-9.595087051391602
-33.05536111,-71.60361111,41.0,13.0,11.9,0.0,0.0,1.0,0.0,0.0,1990.0,-0.680773409477016,-2.0,-6.0,-4.2543487548828125,-23.593395233154297
-65.07944444,-63.9775,20.0,26.0,0.9,0.0,0.0,0.0,0.0,1.0,1983.0,0.9510565162951535,-13.8,-111.4,-9.237503051757812,-74.9747085571289
-34.03,-67.97,572.0,14.0,5.4,0.0,1.0,0.0,0.0,0.0,1984.0,-0.23030567023061196,-14.7,-106.0,-7.729063987731934,-51.15030288696289
-67.57,-68.13,5.0,13.1,-1.1,0.0,0.0,0.0,0.0,1.0,2020.0,-0.7116566222817751,-13.26,-108.4,-14.675990104675293,-116.09606170654297
-45.35,-72.07,310.0,87.0,3.6,0.0,0.0,1.0,0.0,0.0,1992.0,0.7295575540864875,-12.65,-93.0,-11.853869438171387,-89.82865905761719
-36.62,-64.29,180.0,29.5,13.662988281250025,0.0,0.0,1.0,0.0,0.0,2019.0,0.29671281927349075,-5.45,-29.9,-5.848616123199463,-34.61097717285156
-34.90416667,-56.16666667,37.0,0.0,5.982080078125023,0.0,0.0,1.0,0.0,0.0,2015.0,-0.2135209154397959,-1.26,5.3,-4.533323287963867,-25.813068389892578
-65.07944444,-63.9775,20.0,37.0,-9.0,0.0,0.0,0.0,0.0,1.0,1999.0,-0.9587178169872964,-14.79,-121.1,-13.035096168518066,-101.36884307861328
-30.08,-51.18,7.0,141.0,14.7,0.0,0.0,1.0,0.0,0.0,1982.0,-0.2135209154397959,-4.17,-20.2,-4.590775489807129,-26.945587158203125
-33.62,-78.83,6.0,12.0,13.0,0.0,0.0,1.0,0.0,0.0,1989.0,-0.9741004551724206,-2.3,-7.0,-2.577049970626831,-8.073619842529297
-75.58333333,-20.56666667,30.0,1.0,-4.6,0.0,0.0,0.0,0.0,1.0,1974.0,-0.2884824328806098,-14.37,-104.9,-13.188942909240723,-101.27601623535156
-33.11011944,-64.24918333,435.0,0.0,20.04976806640628,0.0,0.0,1.0,0.0,0.0,2016.0,0.9562348265919056,-6.7,-39.9,-6.227757453918457,-37.89024353027344
-33.11011944,-64.24918333,435.0,162.4,22.769189453125023,0.0,0.0,1.0,0.0,0.0,2011.0,-0.7236440382959123,-4.4,-17.0,-2.7474513053894043,-9.556182861328125
-34.90416667,-56.16666667,37.0,38.5,15.3,0.0,0.0,1.0,0.0,0.0,2011.0,-0.9741004551724206,-1.924465239,-8.045687452,-2.3128418922424316,-5.27093505859375
-53.0,-70.833333,37.0,44.0,8.0,0.0,1.0,0.0,0.0,0.0,1991.0,-0.7236440382959123,-13.1,-94.0,-10.439051628112793,-80.56543731689453
-54.78,-68.28,10.0,47.0,4.8,0.0,0.0,0.0,0.0,1.0,1995.0,0.741222010848596,-13.1,-103.0,-10.894466400146484,-84.77713775634766
-54.78,-68.28,10.0,28.0,1.2,0.0,0.0,0.0,0.0,1.0,1990.0,0.29671281927349075,-11.4,-80.0,-10.677647590637207,-83.62781524658203
-65.07944444,-63.9775,20.0,32.0,-0.4,0.0,0.0,0.0,0.0,1.0,2000.0,0.2386727660059501,-4.44,-46.9,-9.705114364624023,-77.68553924560547
-41.47,-72.93,13.0,292.0,6.5,0.0,0.0,1.0,0.0,0.0,1995.0,0.29671281927349075,-8.19,-56.0,-8.384115219116211,-58.95477294921875
-65.07944444,-63.9775,20.0,25.0,-1.0,0.0,0.0,0.0,0.0,1.0,1986.0,0.9760105506323683,-10.72,-84.7,-9.787762641906738,-77.49808502197266
-67.57,-68.13,5.0,39.6,-3.2,0.0,0.0,0.0,0.0,1.0,2015.0,-0.7236440382959123,-18.37,-146.6,-13.934821128845215,-111.79077911376953
-75.58333333,-20.56666667,30.0,53.0,-14.7,0.0,0.0,0.0,0.0,1.0,1969.0,0.9760105506323683,-16.97,-131.1,-16.76253890991211,-127.2406997680664
-41.47,-72.93,13.0,28.0,13.8,0.0,0.0,1.0,0.0,0.0,1998.0,0.2386727660059501,-2.62,-14.2,-4.446717262268066,-25.325855255126953
-75.58333333,-20.56666667,30.0,10.0,-10.4,0.0,0.0,0.0,0.0,1.0,1975.0,-0.7236440382959123,-17.18,-136.7,-19.163616180419922,-147.6450653076172
-34.633575,-56.616825,33.0,48.0,8.107507324218773,0.0,0.0,1.0,0.0,0.0,2004.0,-0.23030567023061196,1.14,9.63,-3.9148669242858887,-20.476110458374023
-33.45,-70.7,520.0,18.0,16.3,0.0,0.0,1.0,0.0,0.0,1974.0,-0.7236440382959123,-12.93,-95.8,-6.140468597412109,-39.511474609375
-34.90416667,-56.16666667,37.0,0.0,12.089929199218773,0.0,0.0,1.0,0.0,0.0,2015.0,0.29671281927349075,-4.32,-23.3,-5.40044641494751,-30.54486083984375
-41.47,-72.93,13.0,126.0,6.8,0.0,0.0,1.0,0.0,0.0,2006.0,-0.680773409477016,-7.96,-52.8,-6.784603595733643,-47.03025817871094
-65.07944444,-63.9775,20.0,49.0,-2.7,0.0,0.0,0.0,0.0,1.0,1971.0,0.29671281927349075,-10.56,-83.6,-11.045954704284668,-85.24181365966797
-67.57,-68.13,5.0,5.0,-5.0,0.0,0.0,0.0,0.0,1.0,1996.0,-0.9634705485641486,-13.73,-116.0,-13.559001922607422,-109.4862060546875
-36.62,-64.29,180.0,69.0,13.313958740234398,0.0,0.0,1.0,0.0,0.0,2017.0,-0.9587178169872964,-5.24,-22.4,-2.804532051086426,-10.118993759155273
-36.62,-64.29,180.0,80.0,15.4,0.0,0.0,1.0,0.0,0.0,2015.0,0.6994583270516471,-4.05,-21.4,-5.9105939865112305,-35.863609313964844
-53.0,-70.833333,37.0,43.4,4.6,0.0,1.0,0.0,0.0,0.0,2003.0,-0.9587178169872964,-12.96,-100.5,-8.496261596679688,-69.61546325683594
-32.88,-68.85,827.0,25.0,24.2,0.0,1.0,0.0,0.0,0.0,1986.0,0.6994583270516471,-3.2,-27.0,-6.087297439575195,-37.04810333251953
-75.58333333,-20.56666667,30.0,87.0,-12.0,0.0,0.0,0.0,0.0,1.0,1975.0,0.9510565162951535,-21.44,-161.2,-15.22742748260498,-115.64537811279297
-75.58333333,-20.56666667,30.0,43.0,-20.3,0.0,0.0,0.0,0.0,1.0,1972.0,0.9721181966290613,-13.84,-110.8,-20.737564086914062,-157.54734802246094
-30.08,-51.18,7.0,80.0,23.6,0.0,0.0,1.0,0.0,0.0,1976.0,0.6994583270516471,-7.63,-46.3,-4.961668968200684,-29.996334075927734
-65.07944444,-63.9775,20.0,40.0,-0.5,0.0,0.0,0.0,0.0,1.0,1966.0,-0.2884824328806098,-10.7,-79.8,-9.943663597106934,-78.8839111328125
-34.90416667,-56.16666667,37.0,90.2,20.2,0.0,0.0,1.0,0.0,0.0,2011.0,-0.2884824328806098,-6.565364274,-37.86608185,-3.33286190032959,-15.723287582397461
-51.7,-57.87,51.0,30.0,4.9,0.0,0.0,0.0,0.0,1.0,1963.0,0.9760105506323683,-7.0,-43.4,-8.250022888183594,-59.78748321533203
-65.07944444,-63.9775,20.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1985.0,-0.2884824328806098,-2.32,-40.0,-9.220053672790527,-75.78704071044922
-75.58333333,-20.56666667,30.0,3.1,-6.4,0.0,0.0,0.0,0.0,1.0,2002.0,-0.2884824328806098,-18.37,-143.6,-18.794273376464844,-146.01699829101562
-41.47,-72.93,13.0,82.9,7.0,0.0,0.0,1.0,0.0,0.0,2007.0,0.741222010848596,-5.87,-36.0,-5.871140480041504,-38.368343353271484
-41.47,-72.93,13.0,94.8,10.0,0.0,0.0,1.0,0.0,0.0,2003.0,-0.9741004551724206,-4.93,-34.3,-5.595338344573975,-36.164188385009766
-65.07944444,-63.9775,20.0,58.0,-0.6,0.0,0.0,0.0,0.0,1.0,1973.0,0.9510565162951535,-11.32,-88.3,-9.81997013092041,-77.58570098876953
-51.7,-57.87,51.0,30.0,6.2,0.0,0.0,0.0,0.0,1.0,1962.0,-0.9741004551724206,-8.5,-60.1,-8.76333236694336,-59.61296844482422
-33.45,-70.7,520.0,108.0,11.4,0.0,1.0,0.0,0.0,0.0,1997.0,0.741222010848596,-7.08,-36.0,-8.33608341217041,-56.48118591308594
-53.0,-70.833333,37.0,19.8,10.5,0.0,1.0,0.0,0.0,0.0,2014.0,0.6994583270516471,-5.39,-37.6,-8.201107025146484,-68.15962219238281
-30.08,-51.18,7.0,264.0,13.0,0.0,0.0,1.0,0.0,0.0,1974.0,0.29671281927349075,-7.25,-45.0,-5.438652992248535,-35.14159393310547
-67.57,-68.13,5.0,2.5,-3.9,0.0,0.0,0.0,0.0,1.0,2010.0,0.29671281927349075,-12.90566442,-103.1693024,-14.944640159606934,-117.40367126464844
-37.43333333,-65.16666667,200.0,8.6,7.490869140625023,0.0,1.0,0.0,0.0,0.0,2000.0,-0.23030567023061196,-7.4,-70.0,-6.270966529846191,-41.17575454711914
-30.08,-51.18,7.0,107.0,19.3,0.0,0.0,1.0,0.0,0.0,1977.0,0.9760105506323683,-5.52,-38.0,-5.438253402709961,-34.465232849121094
-75.58333333,-20.56666667,30.0,45.0,-21.9,0.0,0.0,0.0,0.0,1.0,1974.0,0.9760105506323683,-22.97,-178.2,-21.53961181640625,-163.81654357910156
-38.47,-62.16,5.0,10.0,19.579888916015648,0.0,0.0,1.0,0.0,0.0,1987.0,-0.2884824328806098,-3.0,-25.0,-4.503140449523926,-26.00277328491211
-33.11011944,-64.24918333,435.0,68.5,19.9,0.0,0.0,1.0,0.0,0.0,2014.0,-0.9741004551724206,-4.71,-15.1,-2.5506227016448975,-7.615452766418457
-41.47,-72.93,13.0,105.0,7.4,0.0,0.0,1.0,0.0,0.0,1989.0,-0.9587178169872964,-7.8,-42.0,-6.591865539550781,-43.4300537109375
-38.47,-62.16,5.0,23.0,7.8,0.0,0.0,1.0,0.0,0.0,1983.0,-0.680773409477016,-3.0,-15.5,-4.724926948547363,-26.97418212890625
-33.56237778,-62.88506389,126.0,168.0,20.1259704589844,0.0,0.0,1.0,0.0,0.0,2017.0,0.9760105506323683,-7.37,-53.1,-5.569973468780518,-33.6146354675293
-51.7,-57.87,51.0,48.0,9.6,0.0,0.0,0.0,0.0,1.0,1975.0,0.2386727660059501,-7.26,-50.5,-6.489099025726318,-42.539337158203125
-51.7,-57.87,51.0,96.0,5.6,0.0,0.0,0.0,0.0,1.0,1973.0,0.9760105506323683,-9.82,-67.9,-8.377696990966797,-60.65422821044922
-33.45,-70.7,520.0,23.7,13.0,0.0,1.0,0.0,0.0,0.0,2015.0,-0.9587178169872964,-8.85,-62.3,-7.0954132080078125,-47.66160583496094
-75.58333333,-20.56666667,30.0,27.0,-28.1,0.0,0.0,0.0,0.0,1.0,1967.0,-0.9587178169872964,-24.6,-196.1,-25.22844696044922,-195.1644744873047
-34.90416667,-56.16666667,37.0,179.0,13.190301513671898,0.0,0.0,1.0,0.0,0.0,2018.0,-0.2135209154397959,-3.97,-17.8,-4.165631294250488,-22.779151916503906
-75.58333333,-20.56666667,30.0,66.0,-8.4,0.0,0.0,0.0,0.0,1.0,1972.0,0.6994583270516471,-11.05,-73.7,-13.688650131225586,-103.64038848876953
-41.47,-72.93,13.0,90.0,12.9,0.0,0.0,1.0,0.0,0.0,1993.0,-0.2884824328806098,-4.01,-25.0,-5.070277214050293,-31.214702606201172
-45.35,-72.07,310.0,53.0,8.6,0.0,0.0,1.0,0.0,0.0,1995.0,-0.9741004551724206,-9.5,-76.0,-10.741214752197266,-80.3974609375
-51.342,-58.8425,33.0,0.6711912428727373,8.903763,0.0,0.0,1.0,0.0,0.0,2015.0,-0.2884824328806098,-8.2307942,-63.55843355,-7.1668596267700195,-49.8185920715332
-30.08,-51.18,7.0,114.0,13.1,0.0,0.0,1.0,0.0,0.0,1976.0,0.2802306751992159,-3.83,-11.8,-5.239507675170898,-33.326072692871094
-32.88,-68.85,827.0,36.0,13.9,0.0,1.0,0.0,0.0,0.0,1999.0,0.9760105506323683,-7.7,-52.0,-7.334038734436035,-46.47687530517578
-32.88,-68.85,827.0,18.0,5.5,0.0,1.0,0.0,0.0,0.0,1983.0,0.29671281927349075,-19.7,-153.0,-8.452459335327148,-59.476646423339844
-36.8,-59.83,137.0,64.0,9.9,0.0,0.0,1.0,0.0,0.0,1999.0,0.741222010848596,-7.1,-34.0,-6.2215728759765625,-40.407012939453125
-75.58333333,-20.56666667,30.0,22.2,-16.1,0.0,0.0,0.0,0.0,1.0,2012.0,-0.970063921851507,-27.24,-211.3,-25.583457946777344,-200.96897888183594
-33.45,-70.7,520.0,31.1,12.0,0.0,1.0,0.0,0.0,0.0,2014.0,-0.9587178169872964,-5.64,-35.9,-6.7890214920043945,-44.88666534423828
-31.75,-60.73,16.0,25.1,21.887963867187523,0.0,0.0,1.0,0.0,0.0,1999.0,-0.9587178169872964,0.8,14.0,-1.9104151725769043,-1.3197364807128906
-53.0,-70.833333,37.0,33.0,2.2,0.0,1.0,0.0,0.0,0.0,2006.0,-0.2135209154397959,-11.63,-87.0,-9.308573722839355,-72.49034881591797
-65.07944444,-63.9775,20.0,4.0,-2.1,0.0,0.0,0.0,0.0,1.0,1970.0,-0.9587178169872964,-6.2,-47.5,-10.732178688049316,-83.28632354736328
-41.47,-72.93,13.0,223.0,6.7,0.0,0.0,1.0,0.0,0.0,1964.0,-0.23030567023061196,-10.7,-67.0,-6.344867706298828,-41.538917541503906
-53.0,-70.833333,37.0,28.0,1.8,0.0,1.0,0.0,0.0,0.0,1999.0,-0.2135209154397959,-12.79,-92.8,-10.178118705749512,-77.07622528076172
-34.90416667,-56.16666667,37.0,79.0,24.2,0.0,0.0,1.0,0.0,0.0,2013.0,0.6994583270516471,-6.58,-41.76,-4.439146041870117,-23.50811767578125
-33.11011944,-64.24918333,435.0,0.0,12.338189697265648,0.0,0.0,1.0,0.0,0.0,2016.0,0.7295575540864875,-6.02,-33.1,-6.714025974273682,-41.82018280029297
-34.90416667,-56.16666667,37.0,91.0,23.7,0.0,0.0,1.0,0.0,0.0,2012.0,0.6994583270516471,-4.76,-28.86,-4.400282859802246,-23.522693634033203
-75.58333333,-20.56666667,30.0,37.0,-24.5,0.0,0.0,0.0,0.0,1.0,1976.0,0.7295575540864875,-17.44,-151.8,-22.92131805419922,-174.82981872558594
-75.58333333,-20.56666667,30.0,1.4,-17.6,0.0,0.0,0.0,0.0,1.0,2002.0,-0.9741004551724206,-26.23,-200.7,-25.098812103271484,-196.08497619628906
-45.35,-72.07,310.0,137.0,3.2,0.0,0.0,1.0,0.0,0.0,1989.0,0.29671281927349075,-12.8,-100.0,-12.596392631530762,-95.4307632446289
-41.47,-72.93,13.0,76.0,11.1,0.0,0.0,1.0,0.0,0.0,1998.0,-0.7236440382959123,-5.06,-33.6,-5.3421807289123535,-33.61967849731445
-65.07944444,-63.9775,20.0,31.0,2.0,0.0,0.0,0.0,0.0,1.0,1990.0,0.2386727660059501,-11.01,-93.3,-8.9052095413208,-73.50911712646484
-32.88,-68.85,827.0,11.0,25.5,0.0,1.0,0.0,0.0,0.0,1986.0,0.2386727660059501,-0.3,-5.0,-5.208653450012207,-32.45100784301758
-54.78,-68.28,10.0,48.0,9.9,0.0,0.0,0.0,0.0,1.0,1987.0,0.2386727660059501,-7.7,-68.0,-10.400221824645996,-80.31743621826172
-62.12,-58.56,9.0,19.0,-0.3,0.0,0.0,0.0,0.0,1.0,1991.0,-0.2884824328806098,-7.5,-59.0,-10.867012023925781,-85.1048355102539
-31.75,-60.73,16.0,338.0,21.0,0.0,0.0,1.0,0.0,0.0,2000.0,-0.7116566222817751,-4.8,-28.0,-3.5267562866210938,-17.343740463256836
-33.11011944,-64.24918333,435.0,54.0,23.8,0.0,0.0,1.0,0.0,0.0,2018.0,0.6994583270516471,-5.22,-30.5,-5.8996968269348145,-35.264183044433594
-33.45,-70.7,520.0,34.0,8.8,0.0,1.0,0.0,0.0,0.0,1999.0,0.9760105506323683,-10.22,-79.1,-7.82546329498291,-50.96565246582031
-41.47,-72.93,13.0,96.0,14.4,0.0,0.0,1.0,0.0,0.0,1991.0,0.2386727660059501,-4.9,-26.0,-4.985305309295654,-30.083843231201172
-34.82175,-58.57258333,11.41,153.4,16.1,0.0,0.0,1.0,0.0,0.0,2018.0,-0.9587178169872964,-5.06,-21.6,-2.5643062591552734,-7.75037145614624
-53.0,-70.833333,37.0,30.0,3.9,0.0,1.0,0.0,0.0,0.0,1995.0,-0.9587178169872964,-11.16,-90.6,-10.900762557983398,-84.93697357177734
-33.11011944,-64.24918333,435.0,82.8,26.335137939453148,0.0,0.0,1.0,0.0,0.0,2009.0,-0.7236440382959123,-6.1,-33.0,-2.498156785964966,-7.175985813140869
-41.335753,-69.551489,875.0,4.2,16.5,0.0,1.0,0.0,0.0,0.0,2021.0,0.9510565162951535,-6.22,-32.1,-6.857531547546387,-45.57050704956055
-38.47,-62.16,5.0,29.0,8.7,0.0,0.0,1.0,0.0,0.0,1986.0,0.29671281927349075,-12.1,-94.0,-6.649756908416748,-45.939659118652344
-33.56237778,-62.88506389,126.0,0.0,16.515008544921898,0.0,0.0,1.0,0.0,0.0,2015.0,0.9760105506323683,-3.79,-24.9,-6.056915760040283,-35.457923889160156
-75.58333333,-20.56666667,30.0,29.0,-8.7,0.0,0.0,0.0,0.0,1.0,1978.0,0.6994583270516471,-13.78,-109.6,-14.364532470703125,-109.71949768066406
-65.07944444,-63.9775,20.0,17.0,-9.4,0.0,0.0,0.0,0.0,1.0,1982.0,-0.9587178169872964,-11.39,-88.0,-13.21982192993164,-102.0726547241211
-65.07944444,-63.9775,20.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,2012.0,0.2386727660059501,-9.54,-72.42,-9.137900352478027,-74.13080596923828
-75.58333333,-20.56666667,30.0,101.0,-26.0,0.0,0.0,0.0,0.0,1.0,2001.0,0.9760105506323683,-25.41,-195.9,-23.430438995361328,-180.55776977539062
-38.0,-57.55,10.0,32.8,14.145745849609398,0.0,0.0,1.0,0.0,0.0,2018.0,-0.970063921851507,-4.836,-27.9,-2.6382651329040527,-8.479608535766602
-65.07944444,-63.9775,20.0,67.0,1.6,0.0,0.0,0.0,0.0,1.0,1995.0,0.2386727660059501,-6.05,-55.0,-9.073649406433105,-73.89505767822266
-36.8,-59.83,137.0,204.5,17.5,0.0,0.0,1.0,0.0,0.0,2002.0,-0.7236440382959123,-5.8,-33.0,-3.711639642715454,-18.467512130737305
-38.0,-57.55,10.0,107.3,11.641870117187525,0.0,0.0,1.0,0.0,0.0,2016.0,0.717676913675962,-8.942,-59.6,-6.346491813659668,-38.730430603027344
-36.8,-59.83,137.0,95.0,16.7,0.0,0.0,1.0,0.0,0.0,1999.0,-0.7236440382959123,-2.9,-14.0,-2.644392967224121,-8.478849411010742
-41.47,-72.93,13.0,139.0,5.6,0.0,0.0,1.0,0.0,0.0,1991.0,-0.680773409477016,-7.1,-43.0,-7.363483428955078,-50.56355667114258
-33.45,-70.7,520.0,18.0,8.8,0.0,1.0,0.0,0.0,0.0,1993.0,0.29671281927349075,-8.54,-55.0,-7.9797186851501465,-53.76462173461914
-41.47,-72.93,13.0,212.8,7.2,0.0,0.0,1.0,0.0,0.0,2005.0,-0.2135209154397959,-8.18,-54.6,-7.0581560134887695,-49.330955505371094
-34.90416667,-56.16666667,37.0,63.0,16.3,0.0,0.0,1.0,0.0,0.0,2012.0,0.7295575540864875,-5.8,-32.52,-5.336457252502441,-30.172433853149414
-45.35,-72.07,310.0,86.0,7.9,0.0,0.0,1.0,0.0,0.0,1991.0,0.9760105506323683,-11.4,-79.0,-10.877652168273926,-82.43170166015625
-30.08,-51.18,7.0,196.0,23.8,0.0,0.0,1.0,0.0,0.0,1966.0,0.6994583270516471,-7.3,-44.6,-4.5588765144348145,-26.360076904296875
-65.07944444,-63.9775,20.0,13.0,-0.7,0.0,0.0,0.0,0.0,1.0,1967.0,0.2386727660059501,-15.5,-121.4,-10.252527236938477,-80.76065826416016
-67.57,-68.13,5.0,8.6,2.4,0.0,0.0,0.0,0.0,1.0,2001.0,0.2386727660059501,-17.47,-147.7,-13.230154037475586,-104.4632339477539
-33.45,-70.7,520.0,17.0,17.6,0.0,1.0,0.0,0.0,0.0,1999.0,0.9510565162951535,-6.2,-35.8,-7.160013198852539,-45.90987014770508
-53.0,-70.833333,37.0,33.0,9.6,0.0,1.0,0.0,0.0,0.0,1993.0,-0.2884824328806098,-7.88,-65.3,-8.685105323791504,-67.18524169921875
-65.07944444,-63.9775,20.0,18.0,-2.2,0.0,0.0,0.0,0.0,1.0,1997.0,-0.7236440382959123,-13.85,-115.0,-10.941691398620605,-85.39762115478516
-41.47,-72.93,13.0,148.2,4.2,0.0,0.0,1.0,0.0,0.0,2007.0,-0.680773409477016,-9.0,-65.4,-7.563475131988525,-53.96854019165039
-65.07944444,-63.9775,20.0,34.0,-5.3,0.0,0.0,0.0,0.0,1.0,1991.0,0.741222010848596,-11.29,-83.0,-12.344490051269531,-95.26390838623047
-65.07944444,-63.9775,20.0,26.0,-1.7,0.0,0.0,0.0,0.0,1.0,2012.0,0.7295575540864875,-9.47,-74.28,-9.60125732421875,-76.43412017822266
-41.47,-72.93,13.0,81.7,8.1,0.0,0.0,1.0,0.0,0.0,2007.0,-0.9587178169872964,-7.25,-49.4,-6.032062530517578,-40.34172821044922
-53.0,-70.833333,37.0,55.0,11.1,0.0,1.0,0.0,0.0,0.0,1998.0,0.6994583270516471,-9.24,-72.6,-7.082741737365723,-57.7001838684082
-67.57,-68.13,5.0,202.5,-5.9,0.0,0.0,0.0,0.0,1.0,2012.0,-0.6932812268869771,-12.47,-94.64,-15.132661819458008,-119.32213592529297
-36.79744444,-73.03333333,11.0,51.0,11.1,0.0,0.0,1.0,0.0,0.0,1990.0,-0.9741004551724206,-6.9,-38.0,-4.101078987121582,-21.946800231933594
-53.0,-70.833333,37.0,34.0,2.6,0.0,1.0,0.0,0.0,0.0,1997.0,0.741222010848596,-9.36,-67.2,-10.153401374816895,-76.2400131225586
-37.32,-64.33,150.0,0.0,26.98140869140628,0.0,1.0,0.0,0.0,0.0,2001.0,0.2386727660059501,-6.3,-47.0,-6.829134464263916,-46.44146728515625
-41.47,-72.93,13.0,252.0,5.9,0.0,0.0,1.0,0.0,0.0,1964.0,0.2802306751992159,-3.5,-21.1,-6.848221778869629,-47.30657958984375
-53.0,-70.833333,37.0,42.0,3.0,0.0,1.0,0.0,0.0,0.0,2005.0,0.741222010848596,-12.96,-98.6,-9.64513874053955,-73.98609161376953
-41.15,-71.33,790.0,66.2,2.474664306640648,0.0,0.0,1.0,0.0,0.0,1999.0,-0.9587178169872964,-12.5,-93.0,-12.966719627380371,-98.9062271118164
-53.0,-70.833333,37.0,8.7,6.5,0.0,1.0,0.0,0.0,0.0,2003.0,0.9760105506323683,-5.58,-56.9,-8.235526084899902,-65.93628692626953
-62.12,-58.56,9.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,1991.0,0.9510565162951535,-8.7,-61.0,-10.060539245605469,-78.96595764160156
-41.47,-72.93,13.0,147.6,8.267938232421898,0.0,0.0,1.0,0.0,0.0,2018.0,-0.970063921851507,-6.373,-42.1,-5.822928428649902,-39.09228515625
-53.0,-70.833333,37.0,12.2,5.3,0.0,1.0,0.0,0.0,0.0,2016.0,0.9721181966290613,-9.3,-72.1,-10.057356834411621,-81.24981689453125
-38.006017,-57.5714306,19.0,35.8,16.5,0.0,0.0,1.0,0.0,0.0,2021.0,-0.7236440382959123,-3.43,-14.1,-2.744140625,-9.523539543151855
-33.45,-70.7,520.0,50.4,9.2,0.0,1.0,0.0,0.0,0.0,2017.0,-0.680773409477016,-7.78,-52.5,-6.767544269561768,-46.57305145263672
