Lat,Lon,Alt,Precip,Temp,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
47.6772,9.19,443.0,117.4,1.1,0.0,0.0,1.0,0.0,0.0,2004.0,0.2386727660059501,-13.06,-95.75,-13.282552719116211,-96.40574645996094
48.24861111,16.35638889,198.0,109.0,0.4,0.0,0.0,0.0,1.0,0.0,1970.0,0.6994583270516471,-12.98,-95.3,-13.657499313354492,-98.94586181640625
46.89,7.49,520.0,0.0,22.910821533203148,0.0,0.0,0.0,1.0,0.0,2020.0,0.2802306751992159,-7.59,-50.85,-5.954213619232178,-38.29697036743164
51.35,12.43,125.0,69.0,16.4,0.0,0.0,1.0,0.0,0.0,2000.0,-0.23030567023061196,-8.24,-57.8,-6.518818378448486,-43.00276184082031
47.59583333,7.594444444,249.0,44.0,18.1,0.0,0.0,1.0,0.0,0.0,1998.0,-0.2135209154397959,-4.81,-31.4,-6.176939010620117,-40.33635711669922
39.55339029,2.625298143,3.0,38.7,15.5,0.0,1.0,0.0,0.0,0.0,2005.0,-0.7236440382959123,-5.79,-32.46,-5.434948921203613,-32.00730895996094
56.21666667,43.81666667,82.0,28.0,7.6,0.0,0.0,0.0,1.0,0.0,1981.0,-0.9741004551724206,-13.0,-104.0,-11.79493522644043,-84.79353332519531
48.24861111,16.35638889,198.0,34.0,21.3,0.0,0.0,0.0,1.0,0.0,1976.0,-0.23030567023061196,-6.58,-41.5,-6.497971534729004,-42.7376823425293
46.57248471,8.332719621,1950.0,0.0,2.2302185058593977,0.0,0.0,0.0,1.0,0.0,2019.0,0.9760105506323683,-11.36,-78.27,-14.666772842407227,-107.50343322753906
39.91055556,41.27555556,1758.0,35.7,2.3,0.0,0.0,0.0,1.0,0.0,2014.0,0.9510565162951535,-7.61,-49.4,-10.67325210571289,-75.37667846679688
32.36666667,-6.4,468.0,4.9,18.0,0.0,0.0,1.0,0.0,0.0,2002.0,0.9951053111006976,-1.99,-0.21,-3.2289609909057617,-12.86425495147705
47.6772,9.19,443.0,23.9,2.4,0.0,0.0,1.0,0.0,0.0,2011.0,0.6994583270516471,-14.3,-111.5,-11.182714462280273,-80.23857879638672
41.13333333,-8.6,93.0,22.0,19.9,0.0,0.0,1.0,0.0,0.0,1995.0,-0.2135209154397959,-2.7,-12.1,-3.1709699630737305,-16.489198684692383
52.1042,8.7519,135.0,58.2,15.3,0.0,0.0,1.0,0.0,0.0,1999.0,0.29671281927349075,-4.6,-29.85,-6.273263931274414,-41.22148132324219
52.93,4.78,1.0,22.0,16.5,0.0,0.0,1.0,0.0,0.0,1981.0,-0.680773409477016,-4.14,-26.3,-5.067883491516113,-30.921466827392578
47.81666667,13.71777778,1618.0,12.3,20.094567871093773,0.0,0.0,0.0,1.0,0.0,2021.0,-0.7055836101071774,-3.497,-19.48,-8.969255447387695,-62.50078582763672
52.2914,10.4464,81.0,66.6,0.7,0.0,0.0,1.0,0.0,0.0,1986.0,0.2386727660059501,-8.5,-64.3,-9.284873962402344,-64.84703826904297
38.98916547,-3.920273851,628.0,75.6,8.2,0.0,1.0,0.0,0.0,0.0,2001.0,0.2386727660059501,-8.2,-55.9,-7.6388468742370605,-50.91407012939453
34.01937778,-6.838286111,75.0,1.9,14.3,0.0,0.0,1.0,0.0,0.0,2001.0,-0.23867276600594997,-9.24,-60.5,-3.650747537612915,-17.114397048950195
51.83,6.25,43.0,49.0,12.8,0.0,0.0,1.0,0.0,0.0,1994.0,0.741222010848596,-6.37,-46.0,-6.565445423126221,-43.42578125
43.78,87.62,918.0,37.0,25.2,0.0,1.0,0.0,0.0,0.0,1996.0,-0.6932812268869771,-3.93,-25.3,-6.058992385864258,-37.12773132324219
43.945,4.825277778,21.0,26.0,9.621636962890648,0.0,0.0,1.0,0.0,0.0,2002.0,-0.6486295610349818,-6.2,-36.9,-6.453278541564941,-40.024898529052734
47.07777778,15.44888889,366.0,110.0,23.8425231933594,0.0,0.0,0.0,1.0,0.0,1981.0,-0.2135209154397959,-6.96,-47.7,-6.6885457038879395,-44.26850891113281
45.46666667,13.61666667,2.0,10.1,15.9,0.0,0.0,1.0,0.0,0.0,2002.0,-0.6870527672236675,-4.83,-31.73,-4.770183563232422,-27.245399475097656
46.57248471,8.332719621,1950.0,168.6,-8.5,0.0,0.0,0.0,1.0,0.0,2003.0,0.6994583270516471,-20.27,-146.94,-16.924068450927734,-125.2945785522461
46.095,14.597,282.0,119.0,9.3,0.0,0.0,1.0,0.0,0.0,2002.0,-0.7236440382959123,-8.15,-54.3,-9.138256072998047,-62.86417770385742
51.83,6.25,43.0,57.0,-1.3845886230468525,0.0,0.0,1.0,0.0,0.0,2004.0,-0.27195815753410524,-11.18,-80.75,-9.372617721557617,-65.74031066894531
39.91055556,41.27555556,1758.0,26.6,19.6,0.0,0.0,0.0,1.0,0.0,2011.0,-0.2135209154397959,-1.666610504,-1.460738936,-2.4694032669067383,-11.920707702636719
47.12,9.49,450.0,0.0,6.310784912109398,0.0,0.0,1.0,0.0,0.0,2022.0,0.2386727660059501,-15.26,-108.1,-10.317167282104492,-73.2421875
43.587,13.51533333,170.0,34.0,16.327203369140648,0.0,0.0,1.0,0.0,0.0,2018.0,-0.970063921851507,-5.098,-30.2,-4.17374324798584,-22.107696533203125
38.98916547,-3.920273851,628.0,6.0,21.3,0.0,1.0,0.0,0.0,0.0,2005.0,-0.9587178169872964,-7.44,-49.01,-5.176069259643555,-29.969074249267578
47.47051111,21.49041944,110.0,11.0,19.2,0.0,0.0,0.0,1.0,0.0,2008.0,-0.7856498550787144,-5.54,-33.69,-6.345311164855957,-39.27424240112305
60.18008889,24.83286111,30.0,102.7,2.4,0.0,0.0,0.0,1.0,0.0,2007.0,-0.2884824328806098,-12.26,-86.6,-12.844196319580078,-93.09414672851562
39.25,9.066666667,10.0,38.2,14.8,0.0,0.0,1.0,0.0,0.0,2001.0,-0.7236440382959123,-4.43,-21.23,-4.341679573059082,-23.88251495361328
46.98141401,6.607999655,1042.0,3.2289316412061453,3.7974792480468977,0.0,0.0,0.0,1.0,0.0,2015.0,-0.2884824328806098,-8.02,-49.5,-13.52436637878418,-98.0958023071289
41.8,-6.733333333,690.0,82.0,3.7,0.0,0.0,1.0,0.0,0.0,1990.0,0.2386727660059501,-10.03,-71.1,-7.615577220916748,-50.76156234741211
43.49111613,-3.800555816,52.0,21.9,14.0,0.0,0.0,1.0,0.0,0.0,2003.0,0.9760105506323683,-3.66,-20.15,-4.806465148925781,-29.07518196105957
40.40725278,-3.686133333,638.0,3.0,2.9,0.0,1.0,0.0,0.0,0.0,2003.0,0.7583058084785624,-8.31,-61.5,-8.229951858520508,-55.430477142333984
50.11622222,14.39291667,184.0,58.8,12.471459960937525,0.0,0.0,0.0,1.0,0.0,2016.0,-0.970063921851507,-10.68,-75.0,-7.297282695770264,-49.21879959106445
46.49143367,9.898180888,1724.0,7.37581558059901,3.4369140625000227,0.0,0.0,0.0,0.0,1.0,1999.0,0.741222010848596,-7.89,-56.52986183,-15.434459686279297,-113.61420440673828
46.78,23.61,330.0,75.3,-0.4,0.0,0.0,0.0,1.0,0.0,2018.0,-0.2884824328806098,-15.38,-114.1,-14.218828201293945,-103.80532836914062
47.81666667,13.71777778,1618.0,2.7,6.197686767578148,0.0,0.0,0.0,1.0,0.0,2021.0,0.9368813462954315,-9.96,-61.78,-11.33958625793457,-81.50965118408203
40.45801195,-1.598681669,1449.0,114.6,5.3,0.0,0.0,1.0,0.0,0.0,2013.0,0.9510565162951535,-9.51,-62.7,-9.378541946411133,-64.30011749267578
45.8,28.2,113.0,76.5,21.8,0.0,0.0,0.0,1.0,0.0,2016.0,0.2802306751992159,-5.36,-39.9,-5.106884002685547,-31.981250762939453
48.8281,9.2,314.0,95.3,15.9,0.0,0.0,1.0,0.0,0.0,2001.0,0.29671281927349075,-3.22,-18.65,-6.945003032684326,-46.28489685058594
47.81666667,13.71777778,1618.0,18.9,-7.536322021484352,0.0,0.0,0.0,1.0,0.0,2019.0,0.2386727660059501,-11.285,-76.12,-14.960643768310547,-109.75787353515625
36.98,35.3,73.0,24.0,15.2,0.0,0.0,1.0,0.0,0.0,1986.0,0.9510565162951535,-2.99,-21.4,-3.9512453079223633,-21.545778274536133
46.49722222,28.3,156.0,19.9,2.2,0.0,0.0,0.0,1.0,0.0,2019.0,0.6994583270516471,-11.63,-87.2,-11.955587387084961,-86.13469696044922
46.095,14.597,282.0,111.0,-1.1,0.0,0.0,0.0,1.0,0.0,1983.0,0.6994583270516471,-14.06,-104.2,-11.863996505737305,-84.87325286865234
39.46666667,-6.333333333,405.0,75.2,10.8,0.0,0.0,1.0,0.0,0.0,2008.0,0.6994583270516471,-6.13,-35.17,-6.174460411071777,-39.57903289794922
58.1,6.57,13.0,209.0,12.9,0.0,0.0,1.0,0.0,0.0,1962.0,-0.680773409477016,-7.6,-57.6,-7.845729351043701,-53.250030517578125
49.0422,12.1019,365.0,42.5,-0.1,0.0,0.0,0.0,1.0,0.0,2009.0,0.6994583270516471,-13.63,-109.55,-12.495664596557617,-90.07946014404297
41.91172742,2.763346411,129.0,0.8001880254596472,15.052911376953148,0.0,0.0,1.0,0.0,0.0,2020.0,0.9721181966290613,-5.87,-36.9,-4.039095878601074,-22.040454864501953
46.98141401,6.607999655,1042.0,2.9904151568189263,22.603295898437523,0.0,0.0,0.0,1.0,0.0,2020.0,-0.23030567023061196,-2.44,-11.68,-6.376425266265869,-41.93886184692383
58.65,49.61666667,164.0,16.0,0.7,0.0,0.0,0.0,1.0,0.0,1981.0,0.9760105506323683,-12.0,-88.0,-13.237037658691406,-97.93075561523438
36.15,-5.35,5.0,61.0,14.2,0.0,0.0,1.0,0.0,0.0,2017.0,-0.2884824328806098,-6.51,-37.6,-6.091777801513672,-37.1786994934082
47.6772,9.19,443.0,66.6,6.2,0.0,0.0,1.0,0.0,0.0,2007.0,0.9510565162951535,-12.78,-96.1,-10.473133087158203,-74.66027069091797
46.57248471,8.332719621,1950.0,57.0,5.3,0.0,0.0,0.0,1.0,0.0,2008.0,0.7295575540864875,-10.02,-70.64,-11.492097854614258,-82.33578491210938
68.96666667,33.05,46.0,29.0,-0.4,0.0,0.0,0.0,1.0,0.0,1982.0,0.9760105506323683,-18.7,-152.0,-13.649871826171875,-100.90705108642578
66.49686111,25.75518056,107.0,18.0,4.054193115234398,0.0,0.0,0.0,1.0,0.0,2018.0,-0.970063921851507,-14.845,-107.5,-13.213504791259766,-96.0705795288086
46.72738634,8.186782163,632.0,0.0,11.073449707031273,0.0,0.0,0.0,1.0,0.0,2009.0,-0.9587178169872964,-5.06,-30.99211091,-7.44969367980957,-50.316646575927734
48.24861111,16.35638889,198.0,81.0,21.0,0.0,0.0,1.0,0.0,0.0,1999.0,-0.2135209154397959,-6.86,-47.75,-6.213466644287109,-40.53544998168945
43.9,125.2166667,237.0,22.3,17.0,0.0,0.0,0.0,1.0,0.0,2001.0,-0.9587178169872964,-6.87,-49.4,-9.264902114868164,-64.47176361083984
50.3119,11.8758,565.0,65.4,1.8,0.0,0.0,0.0,1.0,0.0,1985.0,-0.2884824328806098,-10.74,-75.0,-11.068641662597656,-78.67350006103516
47.6772,9.19,443.0,117.5,9.5,0.0,0.0,1.0,0.0,0.0,2006.0,0.9760105506323683,-8.71,-65.2,-10.436117172241211,-74.37561798095703
49.7703,9.9578,268.0,58.7,3.6,0.0,0.0,1.0,0.0,0.0,2007.0,-0.7236440382959123,-7.22,-46.5,-12.228904724121094,-86.45409393310547
47.42692898,9.400776879,779.0,0.0,6.987695312500023,0.0,0.0,1.0,0.0,0.0,2020.0,-0.7116566222817751,-7.11,-45.8,-10.257150650024414,-69.97383880615234
32.36666667,-6.4,468.0,17.1,14.7,0.0,0.0,1.0,0.0,0.0,2002.0,0.9997685019798909,-6.06,-36.32,-3.936504602432251,-19.49336814880371
43.78,87.62,918.0,15.8,17.5,0.0,1.0,0.0,0.0,0.0,2002.0,-0.9587178169872964,-8.1,-75.0,-7.665149211883545,-49.56629180908203
51.3744,11.2919,164.0,94.6,18.6,0.0,0.0,1.0,0.0,0.0,2009.0,-0.2135209154397959,-7.91,-54.2,-6.512395858764648,-42.95433807373047
40.41195035,-3.67806112,667.0,5.9,7.6,0.0,1.0,0.0,0.0,0.0,2004.0,0.2386727660059501,-5.07,-33.73,-7.734152793884277,-51.61304473876953
46.64833333,14.31833333,450.0,73.0,0.8749328613281477,0.0,0.0,0.0,1.0,0.0,1981.0,-0.2884824328806098,-14.06,-102.2,-14.449254989624023,-105.28948211669922
50.8325,15.14777778,823.0,79.7,2.5864196777343977,0.0,0.0,0.0,1.0,0.0,2020.0,0.9562348265919056,-11.75,-84.0,-10.309932708740234,-73.0709457397461
50.9269,13.3372,380.0,75.8,1.8,0.0,0.0,0.0,1.0,0.0,2022.0,0.2386727660059501,-9.95,-70.4,-10.918102264404297,-77.59369659423828
48.8281,9.2,314.0,34.6,4.4,0.0,0.0,1.0,0.0,0.0,1980.0,0.6994583270516471,-6.21,-51.7,-10.047418594360352,-71.0903091430664
43.78,87.62,918.0,3.0,-9.7,0.0,1.0,0.0,0.0,0.0,1997.0,0.6994583270516471,-14.94,-113.6,-19.461986541748047,-145.79974365234375
40.51666667,17.23333333,60.0,48.6,12.775323486328148,0.0,1.0,0.0,0.0,0.0,2000.0,-0.27195815753410524,-5.38,-31.3,-5.207184791564941,-30.21405792236328
32.18,118.18,26.0,17.0,11.093530273437525,0.0,0.0,1.0,0.0,0.0,1992.0,-0.7116566222817751,-5.08,-28.2,-5.798916816711426,-34.8729248046875
31.98,35.93,850.0,111.0,12.0,0.0,1.0,0.0,0.0,0.0,1966.0,0.9510565162951535,-7.62,-34.8,-4.500776290893555,-26.586193084716797
38.05011111,23.866675,498.0,10.4,13.1,0.0,0.0,1.0,0.0,0.0,2007.0,0.9760105506323683,-1.51,-0.72,-4.448375701904297,-26.12286949157715
46.96666667,28.9,125.0,82.7,23.5,0.0,0.0,0.0,1.0,0.0,2019.0,0.29671281927349075,-4.22,-29.4,-5.438154220581055,-34.56380081176758
31.23,34.78,270.0,4.0,16.5,0.0,1.0,0.0,0.0,0.0,1965.0,-0.7236440382959123,3.5,26.6,-2.1841611862182617,-10.172483444213867
52.4672,13.4019,48.0,58.9,18.4,0.0,0.0,0.0,1.0,0.0,1985.0,-0.680773409477016,-4.52,-33.5,-6.845068454742432,-45.60567092895508
37.01,-7.96,9.0,49.0,16.3,0.0,0.0,1.0,0.0,0.0,1993.0,0.741222010848596,-5.08,-28.2,-4.25840950012207,-23.697980880737305
40.7930564,-4.010553289,1894.0,9.784878906793892,4.699639892578148,0.0,0.0,1.0,0.0,0.0,2020.0,0.2386727660059501,-12.48,-83.2,-10.477041244506836,-72.77088928222656
51.1622,14.9506,238.0,45.8,8.9,0.0,0.0,0.0,1.0,0.0,1999.0,0.9760105506323683,-9.55,-66.4,-9.648883819580078,-67.6548080444336
46.95222563,7.439320571,511.0,37.0,6.7,0.0,0.0,0.0,1.0,0.0,1990.0,0.9510565162951535,-7.14,-44.4,-12.166728973388672,-87.75613403320312
50.06166667,19.84861111,205.0,32.0,9.5,0.0,0.0,0.0,1.0,0.0,2004.0,0.9721181966290613,-13.56,-101.6,-8.612297058105469,-59.64377975463867
43.587,13.51533333,170.0,103.0,12.221856689453148,0.0,0.0,1.0,0.0,0.0,2015.0,0.9562348265919056,-7.014,-43.8,-5.81328010559082,-36.88518524169922
34.71666667,10.68333333,23.0,17.0,24.44503173828128,0.0,1.0,0.0,0.0,0.0,2018.0,-0.9741004551724206,-4.2,-24.5,-2.8269877433776855,-14.632110595703125
52.1042,8.7519,135.0,71.1,0.7,0.0,0.0,1.0,0.0,0.0,2002.0,-0.2884824328806098,-13.99,-105.85,-11.382112503051758,-81.39411163330078
51.93,-10.25,9.0,136.8,7.5,0.0,0.0,1.0,0.0,0.0,2015.0,0.9510565162951535,-5.1,-32.7,-5.53411865234375,-35.03142166137695
44.73805556,-0.774722222,59.0,65.0,18.52,0.0,0.0,1.0,0.0,0.0,2010.0,0.29671281927349075,-8.629837958,-60.8710846,-4.295286655426025,-24.26865005493164
44.096,10.183,315.0,48.28,22.82,0.0,0.0,1.0,0.0,0.0,2022.0,0.29671281927349075,-3.65,-19.32,-4.20921516418457,-23.175052642822266
47.6772,9.19,443.0,131.3,15.9,0.0,0.0,1.0,0.0,0.0,1999.0,0.29671281927349075,-6.84,-47.3,-7.466076374053955,-50.2721061706543
47.81666667,13.71777778,1618.0,1.7,5.902551269531273,0.0,0.0,0.0,1.0,0.0,2019.0,-0.7116566222817751,-11.703,-89.8,-13.283740997314453,-96.17394256591797
32.36666667,35.75,1150.0,260.4,11.476586914062525,0.0,0.0,1.0,0.0,0.0,1992.0,-0.27195815753410524,-5.41,-15.2,-5.835711479187012,-36.281341552734375
48.8281,9.2,314.0,118.9,16.9,0.0,0.0,1.0,0.0,0.0,1997.0,0.29671281927349075,-8.53,-65.6,-6.890258312225342,-45.862457275390625
51.18,8.4889,839.0,119.6,8.6,0.0,0.0,0.0,1.0,0.0,2010.0,-0.9587178169872964,-9.2,-61.1,-8.453207015991211,-58.02185821533203
46.37222222,6.470833333,385.0,82.0,12.2,0.0,0.0,1.0,0.0,0.0,2012.0,-0.970063921851507,-10.75,-79.09,-9.14676570892334,-61.23147201538086
53.5483,13.1931,81.0,28.7,-0.1,0.0,0.0,1.0,0.0,0.0,2001.0,-0.2884824328806098,-11.35,-79.6,-11.971599578857422,-86.06016540527344
51.116535,17.029468,118.0,21.1,20.33333333,0.0,0.0,0.0,1.0,0.0,2008.0,0.008606996888688698,-3.05397446,-15.09239944,-4.648588180541992,-27.966896057128906
38.05011111,23.8675,498.0,5.6,-0.2,0.0,0.0,1.0,0.0,0.0,2003.0,0.7583058084785624,-11.35,-70.7,-7.457135200500488,-49.722068786621094
49.7478,6.6581,265.0,115.4,6.7,0.0,0.0,1.0,0.0,0.0,1990.0,0.6994583270516471,-5.74,-47.6,-8.594365119934082,-59.011573791503906
46.65772518,8.292706832,1055.0,0.0,2.2302185058593977,0.0,0.0,0.0,0.0,1.0,2019.0,0.9760105506323683,-11.91,-84.62,-12.202133178710938,-87.67831420898438
33.96666667,-4.983333333,571.0,47.0,23.8,0.0,0.0,1.0,0.0,0.0,1997.0,-0.9587178169872964,-3.0,-17.0,-4.056825160980225,-21.156953811645508
32.18,118.18,26.0,99.0,4.6,0.0,0.0,1.0,0.0,0.0,1991.0,0.6994583270516471,-5.87,-29.3,-4.870509624481201,-29.893936157226562
50.3119,11.8758,565.0,65.4,0.0,0.0,0.0,0.0,1.0,0.0,1995.0,-0.7236440382959123,-13.42,-100.5,-11.109622955322266,-79.0276107788086
39.55339029,2.625298143,3.0,82.8,16.4,0.0,1.0,0.0,0.0,0.0,2012.0,-0.7116566222817751,-7.3,-46.1,-6.204829692840576,-38.068790435791016
30.14055556,78.59666667,465.0,432.0,21.824731445312523,0.0,0.0,1.0,0.0,0.0,2006.0,-0.9587178169872964,-11.4,-84.7,-14.014015197753906,-102.14640808105469
51.56666667,46.03333333,166.0,17.0,7.5,0.0,0.0,0.0,1.0,0.0,1983.0,-0.9741004551724206,-8.0,-64.0,-9.89671802520752,-69.33618927001953
52.27,104.35,485.0,3.0,-19.9,0.0,0.0,0.0,1.0,0.0,1990.0,0.2386727660059501,-24.8,-213.0,-25.703201293945312,-195.0193634033203
50.92,5.78,111.0,5.1,2.2,0.0,0.0,1.0,0.0,0.0,2009.0,-0.0859647987374467,-16.2,-115.43,-7.591136932373047,-51.488338470458984
40.41195035,-3.67806112,667.0,0.6695567717542872,19.813073730468773,0.0,1.0,0.0,0.0,0.0,2018.0,0.29671281927349075,-4.42,-32.4,-3.1410880088806152,-16.63311004638672
46.49143367,9.898180888,1724.0,11.788555048406124,13.807794189453148,0.0,0.0,0.0,0.0,1.0,2015.0,-0.680773409477016,-7.85,-51.8,-7.079620838165283,-46.688804626464844
46.72738634,8.186782163,632.0,0.0,5.297814941406273,0.0,0.0,0.0,1.0,0.0,2011.0,0.9760105506323683,-2.85,-16.97,-10.763191223144531,-76.88299560546875
39.95,32.88,902.0,50.0,24.2,0.0,1.0,0.0,0.0,0.0,1994.0,-0.2135209154397959,-3.0,-14.2,-4.189548492431641,-24.151363372802734
50.3381,7.6,85.0,74.0,5.8,0.0,0.0,1.0,0.0,0.0,2004.0,-0.7116566222817751,-7.95,-51.2,-8.540899276733398,-58.96078872680664
47.54260867,7.58371693,316.0,44.4,21.6,0.0,0.0,1.0,0.0,0.0,2010.0,-0.2135209154397959,-5.8,-40.2,-5.791567802429199,-37.51396560668945
43.83758,10.35235,0.0,83.44,7.81,0.0,0.0,1.0,0.0,0.0,2012.0,-0.27195815753410524,-5.01,-23.3,-7.020861625671387,-44.49363708496094
50.4972,9.9428,921.0,102.9,0.0,0.0,0.0,0.0,1.0,0.0,1997.0,0.6994583270516471,-10.11,-69.8,-9.729914665222168,-68.35897064208984
56.9,35.9,31.0,45.0,1.9,0.0,0.0,0.0,1.0,0.0,1982.0,-0.7236440382959123,-14.9,-107.0,-13.30596923828125,-96.60738372802734
32.36666667,-6.4,468.0,12.0,9.887414550781273,0.0,0.0,1.0,0.0,0.0,2000.0,-0.1882267098432439,-10.54,-59.13,-4.237259387969971,-23.536487579345703
49.0392,8.365,112.0,134.4,8.0,0.0,0.0,1.0,0.0,0.0,2001.0,0.9510565162951535,-8.75,-63.4,-8.956476211547852,-62.433658599853516
42.58834633,-5.651107617,912.0,26.0,8.5,0.0,0.0,1.0,0.0,0.0,2013.0,0.9760105506323683,-6.92,-44.3,-8.432060241699219,-57.07037353515625
39.95,32.88,902.0,11.6,26.914208984375023,0.0,1.0,0.0,0.0,0.0,2018.0,-0.6932812268869771,0.267,1.0,-3.169098377227783,-16.708545684814453
54.5283,11.0603,3.0,155.1,13.5,0.0,0.0,1.0,0.0,0.0,2001.0,-0.9587178169872964,-10.91,-76.4,-8.637162208557129,-59.6705207824707
53.8713,8.7058,5.0,53.8,10.9,0.0,0.0,1.0,0.0,0.0,1999.0,-0.9741004551724206,-5.67,-32.9,-6.931103706359863,-46.39934539794922
55.67,12.3,28.0,112.0,13.701593017578148,0.0,0.0,0.0,1.0,0.0,1966.0,-0.680773409477016,-7.99,-63.2,-8.890934944152832,-61.42572784423828
39.28333333,-7.416666667,597.0,20.0,22.0,0.0,0.0,1.0,0.0,0.0,1991.0,0.29671281927349075,-4.21,-24.1,-4.235666275024414,-24.0655517578125
54.5275,9.5486,43.0,29.0,8.9,0.0,0.0,1.0,0.0,0.0,2007.0,-0.9741004551724206,-8.08,-53.95,-7.413660526275635,-50.226234436035156
48.24861111,16.35638889,198.0,53.0,19.4,0.0,0.0,0.0,1.0,0.0,1970.0,-0.680773409477016,-6.2,-39.5,-6.975078582763672,-46.49018859863281
50.06166667,19.84861111,205.0,17.0,4.7,0.0,0.0,0.0,1.0,0.0,2020.0,0.9562348265919056,-7.96,-59.2,-9.538434028625488,-67.05864715576172
58.38277778,21.81416667,6.0,106.0,5.7,0.0,0.0,0.0,1.0,0.0,2017.0,-0.7236440382959123,-10.65,-75.1,-11.605934143066406,-83.26946258544922
50.3119,11.8758,565.0,52.7,8.9,0.0,0.0,0.0,1.0,0.0,1996.0,-0.9634705485641486,-10.21,-70.1,-8.568689346313477,-58.957916259765625
43.73238889,7.423583333,2.0,32.0,26.876885986328148,0.0,0.0,1.0,0.0,0.0,2018.0,-0.23030567023061196,-2.789,-17.0,-3.763111114501953,-20.476293563842773
58.38277778,21.81416667,6.0,49.4,2.2,0.0,0.0,0.0,1.0,0.0,2016.0,-0.7116566222817751,-14.75,-107.4,-11.915512084960938,-85.67475128173828
46.57248471,8.332719621,1950.0,0.0,-3.5128234863281023,0.0,0.0,0.0,1.0,0.0,2016.0,-0.27195815753410524,-9.84,-73.8,-17.739749908447266,-131.34478759765625
37.01,-7.96,9.0,14.0,15.4,0.0,0.0,1.0,0.0,0.0,1984.0,0.7295575540864875,-3.58,-23.4,-4.019126892089844,-20.50128936767578
47.37233597,8.083138245,397.0,0.0,13.423486328125025,0.0,0.0,1.0,0.0,0.0,2011.0,0.9760105506323683,-7.33,-53.95,-8.04929256439209,-55.177955627441406
48.8281,9.2,314.0,83.1,17.7,0.0,0.0,1.0,0.0,0.0,2011.0,0.29671281927349075,-5.15,-35.99,-6.422909736633301,-42.193275451660156
51.18,8.4889,839.0,242.2,-1.4,0.0,0.0,0.0,1.0,0.0,2012.0,0.2386727660059501,-7.86,-50.4,-9.789382934570312,-68.77865600585938
41.66056063,-1.004162565,249.0,79.4,12.5,0.0,1.0,0.0,0.0,0.0,2011.0,-0.7236440382959123,-8.95,-57.9,-8.09952163696289,-53.409576416015625
50.11622222,14.39291667,184.0,108.3,22.473291015625023,0.0,0.0,0.0,1.0,0.0,2021.0,-0.680773409477016,-7.55,-51.3,-6.389719009399414,-42.07464599609375
30.35277778,78.48333333,640.0,299.6,20.5,0.0,0.0,1.0,0.0,0.0,2005.0,-0.9587178169872964,-22.0,-169.0,-11.33917236328125,-81.39596557617188
43.365884,-8.421399,58.0,60.0,12.0,0.0,0.0,1.0,0.0,0.0,2010.0,0.9510565162951535,-4.43,-24.91,-5.289682388305664,-32.8022346496582
66.49686111,25.75518056,107.0,72.6,17.1,0.0,0.0,0.0,1.0,0.0,2004.0,-0.23030567023061196,-10.37,-77.2,-10.573209762573242,-76.92367553710938
36.88,30.7,49.0,114.0,13.1,0.0,0.0,1.0,0.0,0.0,1966.0,0.9510565162951535,-4.0,-14.1,-4.5399699211120605,-26.878673553466797
47.81666667,13.71777778,1618.0,18.9,9.145257568359398,0.0,0.0,0.0,1.0,0.0,2019.0,-0.9984354211555643,-9.568,-63.77,-11.057340621948242,-76.90865325927734
42.025,35.15833333,32.0,26.4,17.1,0.0,0.0,1.0,0.0,0.0,2014.0,0.741222010848596,-4.03,-29.5,-5.740919589996338,-36.61673355102539
38.98916547,-3.920273851,628.0,23.2,24.4,0.0,1.0,0.0,0.0,0.0,2015.0,0.29671281927349075,-2.53,-22.1,-3.02957820892334,-16.065841674804688
37.97,23.72,107.0,50.4,12.3,0.0,0.0,1.0,0.0,0.0,2010.0,0.6994583270516471,-8.086729125,-55.20618578,-5.190104007720947,-32.050994873046875
53.93,27.63,225.0,20.0,14.3,0.0,0.0,0.0,1.0,0.0,1983.0,-0.9587178169872964,-6.5,-50.0,-6.756871700286865,-44.59829330444336
45.03527778,24.28416667,237.0,44.6,13.1,0.0,0.0,0.0,1.0,0.0,2013.0,0.9760105506323683,-5.85,-39.3,-7.4601731300354,-50.49603271484375
38.05011111,23.866675,498.0,89.8,7.5,0.0,0.0,1.0,0.0,0.0,2013.0,0.2386727660059501,-7.9,-44.41,-7.956972122192383,-53.73869323730469
47.59583333,7.594444444,249.0,91.5,17.267083740234398,0.0,0.0,1.0,0.0,0.0,2009.0,0.741222010848596,-4.96,-31.8,-7.024142265319824,-46.92966079711914
52.2914,10.4464,81.0,50.1,5.9,0.0,0.0,1.0,0.0,0.0,1978.0,0.9510565162951535,-8.51,-63.0,-9.68120288848877,-67.4036636352539
45.6,13.93333333,497.0,0.0,2.514459228515648,0.0,0.0,1.0,0.0,0.0,2003.0,0.2386727660059501,-13.75,-102.12,-10.176606178283691,-71.66461944580078
48.24861111,16.35638889,198.0,79.0,3.4,0.0,0.0,1.0,0.0,0.0,2006.0,0.9510565162951535,-13.57,-104.49,-11.073736190795898,-79.28225708007812
47.12,9.49,450.0,4.703793197404593,-0.0806335449218522,0.0,0.0,1.0,0.0,0.0,2020.0,0.9721181966290613,-9.29,-66.91,-11.521886825561523,-83.07115173339844
