Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
52.3,104.2833333,427.25,2011.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,283.98486,0.0,0.4,-1.28,-14.0,-111.2,-12.60412883758545,-88.90155792236328
52.3,104.2833333,427.25,2011.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,296.2911,2.2211607e-05,1.6,-1.51,-9.7,-74.1,-12.702621459960938,-93.42781066894531
52.3,104.2833333,427.25,2011.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,289.3462,4.754567e-05,0.7,-1.35,-14.2,-101.4,-11.832199096679688,-82.95109558105469
52.3,104.2833333,427.25,2011.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,285.0388,0.0,1.7,0.54,-13.1,-108.0,-12.846953392028809,-92.94353485107422
52.3,104.2833333,427.25,2011.0,-0.9741004551724206,0.0,0.0,0.0,1.0,0.0,270.80997,0.0,1.2,0.39,-17.3,-127.0,-17.22223663330078,-128.6555633544922
52.3,104.2833333,427.25,2011.0,-0.7236440382959123,0.0,0.0,0.0,1.0,0.0,267.4311,0.0,1.8,1.36,-30.1,-224.1,-18.80947494506836,-141.90284729003906
52.3,104.2833333,427.25,2011.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,245.5639,0.0,4.1,2.52,-27.3,-208.7,-23.469635009765625,-181.89114379882812
52.3,104.2833333,427.25,2012.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,261.34137,5.3495005e-06,1.8,1.17,-29.0,-218.7,-22.20920181274414,-169.63909912109375
52.3,104.2833333,427.25,2012.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,252.67146,1.175598e-05,0.8,0.42,-26.4,-207.4,-26.682798385620117,-205.50286865234375
52.3,104.2833333,427.25,2012.0,0.2802306751992159,0.0,0.0,0.0,1.0,0.0,285.04517,2.3862134e-05,-0.7,-2.53,-10.0,-91.8,-12.625055313110352,-88.81097412109375
52.3,104.2833333,427.25,2012.0,-0.23030567023061196,0.0,0.0,0.0,1.0,0.0,288.55252,0.0,-0.1,-1.32,-13.0,-100.8,-11.871135711669922,-82.94730377197266
52.3,104.2833333,427.25,2012.0,-0.6932812268869771,0.0,0.0,0.0,1.0,0.0,293.38803,2.9586212e-05,-0.3,-0.98,-11.0,-87.1,-11.008941650390625,-76.45429992675781
52.3,104.2833333,427.25,2012.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,282.70758,1.6699816e-05,0.4,-0.59,-15.0,-107.9,-12.246207237243652,-86.63447570800781
52.3,104.2833333,427.25,2012.0,-0.970063921851507,0.0,0.0,0.0,1.0,0.0,273.24136,0.0,0.5,-2.06,-29.9,-225.5,-16.204923629760742,-116.86953735351562
52.3,104.2833333,427.25,2012.0,-0.7116566222817751,0.0,0.0,0.0,1.0,0.0,259.9701,0.0,0.4,-0.58,-22.3,-165.9,-23.515880584716797,-179.0919647216797
52.3,104.2833333,427.25,2013.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,255.33873,0.0,-0.1,0.35,-29.2,-226.2,-24.713855743408203,-190.8067626953125
52.3,104.2833333,427.25,2013.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,262.44476,0.0,-0.4,-0.45,-30.7,-251.3,-21.480878829956055,-163.2252960205078
52.3,104.2833333,427.25,2013.0,0.9510565162951535,0.0,0.0,0.0,1.0,0.0,272.0206,0.0,2.5,-1.61,-21.8,-169.2,-18.289165496826172,-139.86375427246094
52.3,104.2833333,427.25,2013.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,273.59277,0.0,0.4,0.69,-12.6,-86.7,-15.168776512145996,-111.60881805419922
52.3,104.2833333,427.25,2013.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,290.72104,0.0,1.3,0.57,-12.8,-103.1,-12.333096504211426,-89.11320495605469
52.3,104.2833333,427.25,2013.0,0.29671281927349075,0.0,0.0,0.0,1.0,0.0,288.98105,0.0,2.0,0.52,-12.7,-99.7,-13.305061340332031,-98.1483154296875
52.3,104.2833333,427.25,2013.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,288.6188,0.0,1.3,0.67,-12.2,-103.6,-12.170597076416016,-87.89319610595703
52.3,104.2833333,427.25,2013.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,291.16858,0.0,0.3,0.97,-10.9,-86.0,-11.190710067749023,-79.7674560546875
52.3,104.2833333,427.25,2013.0,-0.9587178169872964,0.0,0.0,0.0,1.0,0.0,282.2556,0.0,0.5,0.24,-15.7,-117.2,-12.3096284866333,-87.9361343383789
