Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,289.4898681640625,0.0,2.5,-1.61,-3.87,-22.8,-3.723510265350342,-20.00891876220703
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,297.6083679199219,4.415451621753164e-05,1.3,1.26,-3.27,-22.2,-5.347042083740234,-33.04953384399414
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,0.0,0.0,0.0,1.0,0.0,293.9618225097656,0.0,-1.4,-0.89,-16.63,-130.9,-16.79677963256836,-124.82250213623047
48.22,11.59,494.59375,1995.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,290.3919372558594,0.0,0.7,-0.22,-4.96,-28.3,-7.031364917755127,-48.370121002197266
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,0.0,0.0,1.0,0.0,0.0,288.12481689453125,4.889923002338037e-05,-0.5,-0.58,-2.04,-1.0,-3.1863136291503906,-12.682404518127441
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,275.7855834960937,0.0,0.8,-0.02,-11.09,-69.2,-7.854625701904297,-53.60276412963867
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,288.6055603027344,0.0,0.5,-0.2,-5.2,-40.9,-6.2629852294921875,-42.561790466308594
51.83,6.25,9.5,1993.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,279.7039489746094,6.891664270369802e-06,-0.8,0.67,-6.74,-49.7,-7.426840305328369,-51.089176177978516
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,269.9031066894531,0.0,-0.7,-1.38,-19.18,-140.6,-14.366338729858398,-103.78553009033203
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,0.0,0.0,0.0,1.0,0.0,291.5385437011719,1.950140540429857e-05,-0.1,-1.32,-5.75,-37.8,-6.621187686920166,-45.90135955810547
32.63333333,-16.9,0.0,2004.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,290.4496154785156,0.0,-0.1,-1.1,-1.98,-10.6,-3.8248820304870605,-18.716388702392578
48.8281,9.2,313.79688,1983.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,274.1112976074219,4.063042069901712e-05,0.0,0.29,-7.92,-64.0,-10.571921348571777,-75.73988342285156
33.96666667,-4.983333333,500.04688,2017.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,280.8715209960937,0.0002190735831391,0.3,0.48,-5.95,-26.4,-6.119150161743164,-38.192039489746094
43.73238889,7.423583333,8.8959961,2014.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,282.3019714355469,0.0,-1.5,0.8,-7.43,-52.5,-5.142614364624023,-32.239471435546875
39.46666667,-6.333333333,410.0,2021.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,290.2076416015625,0.0,0.6,-1.43,-4.4,-26.4,-4.908308506011963,-28.950782775878906
76.76666667,-18.66666667,0.0,2010.0,0.9510565162951535,0.0,0.0,0.0,0.0,1.0,250.54205322265625,0.0,-1.1,-0.88,-23.37,-177.3,-20.685462951660156,-156.3126983642578
-33.11011944,-64.24918333,408.09375,2020.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,292.9140014648437,0.0,0.8,-0.65,-2.38,-2.1,-2.6467480659484863,-9.025554656982422
46.95222563,7.439320571,542.53125,1986.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,270.1028137207031,4.848729804507457e-05,-2.4,0.99,-11.0,-77.2,-14.476244926452637,-107.11382293701172
51.93,-10.25,33.068359,1980.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,286.6293640136719,0.000149682367919,0.0,-1.77,-5.57,-36.2,-5.56682014465332,-34.82558822631836
36.83,10.23,0.0,1977.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,296.5929260253906,0.0,-0.8,-0.86,0.3,-4.5,-4.0856428146362305,-22.391372680664062
45.46666667,13.61666667,0.5645752,2003.0,0.03442161162274574,0.0,0.0,1.0,0.0,0.0,278.73394775390625,0.0,-0.3,0.16,-3.57,-23.78,-9.125720024108887,-62.7487907409668
45.37,-63.27,12.535156,1982.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,272.5054016113281,4.434667062014341e-05,0.4,1.15,-12.3,-86.0,-10.375282287597656,-73.94841766357422
46.65772518,8.292706832,1061.3125,2006.0,-0.9587178169872964,0.0,0.0,0.0,0.0,1.0,284.7343139648437,0.0002205022174166,-1.0,-1.62,-12.25,-90.04,-8.719637870788574,-60.442779541015625
50.06166667,19.84861111,356.8125,1991.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,289.7830810546875,0.0001755660341586,-1.7,0.08,-9.07,-58.4,-7.632213115692139,-53.19989013671875
-33.95833333,18.46111111,109.49609,2001.0,0.6807734094770161,0.0,0.0,1.0,0.0,0.0,292.05078125,0.0,-0.8,-0.02,-1.22,1.0,-2.9372739791870117,-10.66904067993164
33.21722222,-87.54305556,64.535156,2007.0,-0.3697245428906732,0.0,0.0,1.0,0.0,0.0,288.2062072753906,0.0,2.7,0.34,-2.5,-11.5,-3.915802478790283,-19.215967178344727
-46.42,168.32,-0.90939331,2014.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,286.3773498535156,0.0,-0.9,1.86,-5.82,-40.7,-5.983400344848633,-38.45451736450195
49.19472222,-123.0172222,1.3475342,2018.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,281.0718688964844,0.0002342849911656,1.7,0.61,-11.59,-81.8,-10.439416885375977,-76.09031677246094
68.78666667,-81.25,7.5170898,1989.0,0.9760105506323683,0.0,0.0,0.0,0.0,1.0,253.0947265625,0.0,2.7,0.28,-30.74,-227.8,-31.146194458007812,-237.62646484375
58.38277778,21.81416667,5.9343262,2016.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,289.0082092285156,0.0,2.0,0.61,-6.35,-45.7,-8.679118156433105,-60.684181213378906
51.93,-10.25,33.068359,1963.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,282.9962158203125,7.680254930164665e-05,1.7,-2.12,-7.6,-47.7,-6.829774379730225,-45.30279541015625
44.42,8.85,5.4519043,1985.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,287.9234619140625,1.6009556929930113e-05,1.9,0.32,-2.38,-8.6,-5.569492816925049,-35.50076675415039
45.80666667,15.97,120.36328,1984.0,-0.6932812268869771,0.0,0.0,0.0,1.0,0.0,296.5015869140625,0.0,0.7,1.15,-5.84,-37.5,-5.828547477722168,-39.451229095458984
36.78,3.052222222,139.10156,2002.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,286.0510559082031,2.1980049496050924e-05,-1.8,-0.94,-7.19,-47.6,-5.742335319519043,-32.75838088989258
43.49111613,-3.800555816,50.095703,2016.0,-0.7116566222817751,0.0,0.0,1.0,0.0,0.0,279.2656555175781,3.733546327566728e-05,-0.2,-0.16,-8.13,-46.2,-5.989384174346924,-37.91484069824219
47.4828,11.0622,716.1875,2006.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,271.7397766113281,4.671974238590337e-05,1.8,1.24,-10.01,-79.3,-11.378175735473633,-82.46482849121094
50.4972,9.9428,920.40625,1995.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,294.5868530273437,0.0,0.5,0.69,-7.16,-46.5,-6.925973415374756,-47.33133316040039
46.72738634,8.186782163,600.90625,2023.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,283.7385559082031,0.0,-1.4,-1.16,-7.55,-53.64,-8.720717430114746,-59.46492004394531
40.80638889,-104.7547222,1641.75,1996.0,0.9992500112396835,0.0,1.0,0.0,0.0,0.0,273.2543029785156,5.563271770370193e-05,1.9,-0.24,-9.3,-66.0,-14.99637222290039,-112.39282989501953
42.85,-80.27,228.9375,1982.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,270.58575439453125,0.0,0.4,1.15,-14.7,-104.0,-12.336095809936523,-89.29877471923828
50.7311,13.7514,876.875,2012.0,-0.27195815753410524,0.0,0.0,0.0,1.0,0.0,279.1268005371094,2.2445115973823704e-05,-1.0,0.17,-14.06,-101.6,-9.878287315368652,-70.34906005859375
52.8911,11.7294,21.530273,2010.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,268.6802062988281,0.0,-1.8,-1.11,-12.15,-86.8,-11.097723960876465,-79.95267486572266
45.81666667,15.98333333,156.41406,2000.0,-0.23030567023061196,0.0,0.0,1.0,0.0,0.0,291.9035339355469,0.0,-0.3,-1.03,-9.0,-71.1,-5.707839488983154,-38.26432418823242
47.81666667,13.71777778,1616.0625,2001.0,-0.7526668275320083,0.0,0.0,0.0,1.0,0.0,290.86798095703125,5.529612462851219e-05,-0.7,-0.07,-8.23,-50.5,-8.00692081451416,-55.47697830200195
35.68,139.77,22.099609,1968.0,-0.23030567023061196,0.0,0.0,1.0,0.0,0.0,296.5361633300781,2.6855585019802675e-05,1.1,-0.8,-11.43,-81.6,-7.8461174964904785,-52.911170959472656
51.6,-1.1,55.042969,2019.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,285.2790832519531,0.0,-1.9,-0.16,-5.68,-36.9,-6.047329425811768,-40.25699996948242
-65.07944444,-63.9775,286.6875,1970.0,0.9760105506323683,0.0,0.0,0.0,0.0,1.0,265.0833435058594,2.920443541319805e-08,-0.1,-1.3,-8.22,-58.1,-10.857623100280762,-77.72716522216797
36.83,10.23,0.0,1969.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,284.1600341796875,2.0502675397438e-05,-2.4,-0.83,-4.94,-22.5,-4.929417133331299,-28.72933578491211
49.82,-74.97,386.4375,2002.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,288.4683532714844,5.01388349221088e-05,-1.6,0.38,-10.12,-70.5,-10.92107105255127,-78.13668060302734
37.77,-25.65,137.14062,1994.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,295.2816772460937,4.340076884545852e-06,-2.0,0.38,-1.71,-5.1,-2.773756980895996,-11.954129219055176
41.05916667,-100.7463889,918.34375,1992.0,0.051619667223253764,0.0,0.0,0.0,1.0,0.0,272.2718200683594,0.0,-4.7,-0.13,-17.6,-134.0,-19.048585891723633,-145.9573974609375
51.6,-1.1,55.042969,1993.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,282.08306884765625,0.0,-1.2,0.5,-6.4,-39.0,-6.608692646026611,-44.547000885009766
47.81666667,13.71777778,1616.0625,2002.0,0.39359027665646673,0.0,0.0,0.0,1.0,0.0,289.52716064453125,1.4676576938654762e-05,-0.4,0.38,-11.98,-86.5,-8.070103645324707,-54.788875579833984
37.77,-25.65,137.14062,1962.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,286.8775329589844,6.162403587950394e-05,-0.5,0.55,-4.2,-14.3,-4.218861103057861,-23.72269058227539
47.7,27.88333333,177.36719,2013.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,267.0307922363281,0.0,0.1,0.95,-9.8,-71.49,-14.250320434570312,-105.40510559082031
49.38,-82.12,243.30469,2009.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,270.0074462890625,3.415035826037638e-05,-1.2,-1.93,-25.79,-187.9,-18.303558349609375,-137.76585388183594
38.98916547,-3.920273851,626.8125,2010.0,0.29671281927349075,0.0,1.0,0.0,0.0,0.0,293.5819091796875,1.1043927770515438e-05,0.6,-0.82,-7.55,-53.72,-5.479458332061768,-32.85401153564453
36.15,-5.35,1.5737915,2017.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,286.72625732421875,2.252761623822153e-05,-0.1,1.0,-5.74,-31.5,-4.147922039031982,-23.325876235961914
47.98,-55.82,119.36328,2007.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,289.234130859375,0.0,0.7,-0.14,-6.94,-47.9,-6.709699630737305,-45.64634323120117
-40.68,144.69,82.167969,1985.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,288.0068359375,0.0001324855256825,0.7,-0.49,-5.62,-28.3,-4.114334583282471,-21.413726806640625
69.4075,86.18055556,33.941406,1990.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,284.8841247558594,0.0,-0.3,0.97,-14.8,-112.0,-14.634971618652344,-108.65618133544922
-34.05,115.0249,77.78125,2009.0,0.23030567023061221,0.0,0.0,1.0,0.0,0.0,285.7614440917969,8.115943637676537e-05,0.2,-1.21,-4.3,-22.3,-3.7427706718444824,-17.126325607299805
47.8008,11.0108,974.96875,1996.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,284.3169250488281,8.150879148161039e-05,1.0,-0.86,-9.19,-60.3,-9.94960880279541,-68.89387512207031
41.818399,46.266606,0.0,2014.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,294.9775695800781,0.0,0.3,-0.97,-1.85,-7.4,-5.095800399780273,-30.68800163269043
51.6,-1.1,55.042969,2015.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,276.1851501464844,0.0,0.4,1.32,-9.78,-66.8,-6.8945417404174805,-45.999996185302734
