Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2011,0.29671281927349075,0,0,0,1,0,-14.0,-111.2,-16.915958,-133.54767
52.3,104.2833333,427.25,2011,-0.2135209154397959,0,0,0,1,0,-9.7,-74.1,-16.944279,-133.79181
52.3,104.2833333,427.25,2011,-0.680773409477016,0,0,0,1,0,-14.2,-101.4,-14.36713,-111.57501
52.3,104.2833333,427.25,2011,-0.9587178169872964,0,0,0,1,0,-13.1,-108.0,-13.772404,-106.44806
52.3,104.2833333,427.25,2011,-0.9741004551724206,0,0,0,1,0,-17.3,-127.0,-13.758244,-106.32599
52.3,104.2833333,427.25,2011,-0.7236440382959123,0,0,0,1,0,-30.1,-224.1,-14.098087,-109.25568
52.3,104.2833333,427.25,2011,-0.2884824328806098,0,0,0,1,0,-27.3,-208.7,-16.944279,-133.79181
52.3,104.2833333,427.25,2012,0.2386727660059501,0,0,0,1,0,-29.0,-218.7,-16.901798,-133.4256
52.3,104.2833333,427.25,2012,0.6994583270516471,0,0,0,1,0,-26.4,-207.4,-16.689396,-131.59454
52.3,104.2833333,427.25,2012,0.2802306751992159,0,0,0,1,0,-10.0,-91.8,-16.887638,-133.30353
52.3,104.2833333,427.25,2012,-0.23030567023061196,0,0,0,1,0,-13.0,-100.8,-16.915958,-133.54767
52.3,104.2833333,427.25,2012,-0.6932812268869771,0,0,0,1,0,-11.0,-87.1,-14.537052,-113.039856
52.3,104.2833333,427.25,2012,-0.9634705485641486,0,0,0,1,0,-15.0,-107.9,-13.8432045,-107.05841
52.3,104.2833333,427.25,2012,-0.970063921851507,0,0,0,1,0,-29.9,-225.5,-13.8432045,-107.05841
52.3,104.2833333,427.25,2012,-0.7116566222817751,0,0,0,1,0,-22.3,-165.9,-14.402531,-111.88019
52.3,104.2833333,427.25,2013,0.2386727660059501,0,0,0,1,0,-29.2,-226.2,-16.859318,-133.05939
52.3,104.2833333,427.25,2013,0.6994583270516471,0,0,0,1,0,-30.7,-251.3,-16.625675,-131.04523
52.3,104.2833333,427.25,2013,0.9510565162951535,0,0,0,1,0,-21.8,-169.2,-16.271671,-127.99347
52.3,104.2833333,427.25,2013,0.9760105506323683,0,0,0,1,0,-12.6,-86.7,-16.23627,-127.68829
52.3,104.2833333,427.25,2013,0.741222010848596,0,0,0,1,0,-12.8,-103.1,-16.583195,-130.67902
52.3,104.2833333,427.25,2013,0.29671281927349075,0,0,0,1,0,-12.7,-99.7,-16.845158,-132.93732
52.3,104.2833333,427.25,2013,-0.2135209154397959,0,0,0,1,0,-12.2,-103.6,-16.845158,-132.93732
52.3,104.2833333,427.25,2013,-0.680773409477016,0,0,0,1,0,-10.9,-86.0,-14.997257,-117.00714
52.3,104.2833333,427.25,2013,-0.9587178169872964,0,0,0,1,0,-15.7,-117.2,-13.977726,-108.21808
52.3,104.2833333,427.25,2013,-0.9741004551724206,0,0,0,1,0,-16.3,-120.7,-13.970646,-108.15704
52.3,104.2833333,427.25,2014,-0.2884824328806098,0,0,0,1,0,-29.6,-230.5,-16.731876,-131.96075
52.3,104.2833333,427.25,2015,0.2386727660059501,0,0,0,1,0,-27.6,-215.2,-16.675236,-131.47247
52.3,104.2833333,427.25,2015,0.6994583270516471,0,0,0,1,0,-25.9,-211.2,-16.476994,-129.76349
52.3,104.2833333,427.25,2015,0.9510565162951535,0,0,0,1,0,-21.7,-175.3,-16.20795,-127.44415
52.3,104.2833333,427.25,2015,0.9760105506323683,0,0,0,1,0,-15.3,-112.3,-16.16547,-127.07794
52.3,104.2833333,427.25,2015,0.741222010848596,0,0,0,1,0,-10.7,-84.6,-16.455753,-129.58038
52.3,104.2833333,427.25,2015,0.29671281927349075,0,0,0,1,0,-14.3,-107.2,-16.689396,-131.59454
52.3,104.2833333,427.25,2015,-0.2135209154397959,0,0,0,1,0,-9.4,-61.8,-16.455753,-129.58038
52.3,104.2833333,427.25,2015,-0.680773409477016,0,0,0,1,0,-12.1,-85.6,-15.804386,-123.96515
52.3,104.2833333,427.25,2015,-0.9587178169872964,0,0,0,1,0,-16.3,-127.3,-15.691105,-122.98859
52.3,104.2833333,427.25,2015,-0.9741004551724206,0,0,0,1,0,-20.7,-158.7,-15.613224,-122.3172
52.3,104.2833333,427.25,2015,-0.7236440382959123,0,0,0,1,0,-21.3,-169.8,-15.528263,-121.58478
52.3,104.2833333,427.25,2015,-0.2884824328806098,0,0,0,1,0,-25.5,-201.8,-16.469913,-129.70245
52.3,104.2833333,427.25,2016,0.2386727660059501,0,0,0,1,0,-33.8,-269.6,-16.434513,-129.39728
52.3,104.2833333,427.25,2016,0.6994583270516471,0,0,0,1,0,-26.1,-209.1,-16.384953,-128.97003
52.3,104.2833333,427.25,2016,0.9562348265919056,0,0,0,1,0,-26.0,-202.9,-16.16547,-127.07794
52.3,104.2833333,427.25,2016,0.9721181966290613,0,0,0,1,0,-12.5,-102.1,-16.15131,-126.95587
52.3,104.2833333,427.25,2016,0.7295575540864875,0,0,0,1,0,-16.4,-124.2,-16.377872,-128.909
52.3,104.2833333,427.25,2016,0.2802306751992159,0,0,0,1,0,-12.4,-103.6,-16.469913,-129.70245
52.3,104.2833333,427.25,2016,-0.23030567023061196,0,0,0,1,0,-10.9,-82.7,-15.938908,-125.12482
52.3,104.2833333,427.25,2016,-0.6932812268869771,0,0,0,1,0,-12.1,-89.8,-15.974308,-125.42999
52.3,104.2833333,427.25,2016,-0.9634705485641486,0,0,0,1,0,-14.6,-109.1,-15.761906,-123.59894
52.3,104.2833333,427.25,2016,-0.970063921851507,0,0,0,1,0,-27.5,-202.8,-15.733585,-123.3548
52.3,104.2833333,427.25,2016,-0.7116566222817751,0,0,0,1,0,-27.8,-210.5,-15.853947,-124.392395
52.3,104.2833333,427.25,2016,-0.27195815753410524,0,0,0,1,0,-26.4,-201.1,-15.960148,-125.30792
52.3,104.2833333,427.25,2012,-0.27195815753410524,0,0,0,1,0,-35.1,-262.7,-16.915958,-133.54767
52.3,104.2833333,427.25,2017,0.9510565162951535,0,0,0,1,0,-17.6,-126.8,-16.13715,-126.8338
52.3,104.2833333,427.25,2017,0.9760105506323683,0,0,0,1,0,-20.9,-152.0,-16.10883,-126.58966
52.3,104.2833333,427.25,2017,0.2386727660059501,0,0,0,1,0,-30.3,-230.6,-15.910587,-124.88068
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,-25.9,-194.9,-16.257511,-127.8714
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,-11.9,-88.50962751,-8.175602,-58.199764
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,-9.88,-66.74413536,-8.164982,-58.10821
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,-9.69,-71.5587575,-8.154362,-58.01666
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,-6.1,-40.66799847,-8.147282,-57.955624
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,-7.01,-50.25006643,-8.164982,-58.10821
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,-7.21,-53.83051048,-8.175602,-58.199764
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,-5.49,-34.72560691,-8.154362,-58.01666
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,-4.8,-31.50057387,-7.6799965,-53.927303
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,-4.92,-31.38678091,-7.563175,-52.920223
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,-10.75,-76.42100974,-7.563175,-52.920223
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,-10.49,-75.39648751,-7.6729164,-53.86627
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,-13.22,-98.71358212,-8.154362,-58.01666
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,-6.66,-42.77138547,-8.164982,-58.10821
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,-15.78,-115.1328526,-8.154362,-58.01666
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0,0,1,0,0,-8.02,-59.70485452,-8.140202,-57.89459
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,0,0,1,0,0,-8.51,-58.19910378,-8.136662,-57.86407
47.54260867,7.58371693,304.73438,2005,0.741222010848596,0,0,1,0,0,-6.95,-48.05079866,-8.154362,-58.01666
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,0,0,1,0,0,-5.24,-32.64544918,-8.164982,-58.10821
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,0,0,1,0,0,-5.67,-37.45673818,-8.140202,-57.89459
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,0,0,1,0,0,-6.33,-43.03745941,-7.6729164,-53.86627
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,0,0,1,0,0,-9.610421834,-68.63931346,-7.556095,-52.859188
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,0,0,1,0,0,-6.38,-42.73606861,-7.556095,-52.859188
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,0,0,1,0,0,-14.2,-103.3116898,-7.6622963,-53.774715
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,0,0,1,0,0,-10.79,-78.0619552,-8.136662,-57.86407
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,0,0,1,0,0,-10.39,-75.03694923,-8.147282,-57.955624
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,0,0,1,0,0,-11.52,-90.29273588,-8.143742,-57.925106
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,0,0,1,0,0,-11.23849183,-82.68571664,-8.129581,-57.803036
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,0,0,1,0,0,-10.61,-76.08191291,-8.126041,-57.77252
47.54260867,7.58371693,304.73438,2006,0.741222010848596,0,0,1,0,0,-8.47,-60.27743553,-8.140202,-57.89459
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,0,0,1,0,0,-4.08,-26.00399436,-8.147282,-57.955624
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,0,0,1,0,0,-3.64,-26.43863597,-8.126041,-57.77252
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,0,0,1,0,0,-8.43,-60.3623681,-7.6658363,-53.805233
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,0,0,1,0,0,-7.78,-53.80678357,-7.545475,-52.767635
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,0,0,1,0,0,-6.51,-49.6066388,-7.545475,-52.767635
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,0,0,1,0,0,-9.18,-67.40884533,-7.651676,-53.683163
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,0,0,1,0,0,-11.11,-83.72738599,-8.126041,-57.77252
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,0,0,1,0,0,-12.87,-93.4449454,-8.136662,-57.86407
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,0,0,1,0,0,-9.46,-71.36453487,-8.129581,-57.803036
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,0,0,1,0,0,-12.11,-89.32212676,-8.118961,-57.711483
47.54260867,7.58371693,304.73438,2007,0.741222010848596,0,0,1,0,0,-7.87,-56.86635214,-8.129581,-57.803036
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,0,0,1,0,0,-6.28,-44.71481808,-8.136662,-57.86407
47.54260867,7.58371693,304.73438,2007,-0.2135209154397959,0,0,1,0,0,-6.05,-43.8169477,-8.115421,-57.680965
47.54260867,7.58371693,304.73438,2007,-0.680773409477016,0,0,1,0,0,-6.87,-44.13363048,-7.655216,-53.71368
47.54260867,7.58371693,304.73438,2007,-0.9587178169872964,0,0,1,0,0,-6.87,-44.13363048,-7.538395,-52.7066
47.54260867,7.58371693,304.73438,2007,-0.9741004551724206,0,0,1,0,0,-8.99,-60.35032291,-7.538395,-52.7066
47.54260867,7.58371693,304.73438,2007,-0.7236440382959123,0,0,1,0,0,-10.78,-79.00926983,-7.644596,-53.622128
47.54260867,7.58371693,304.73438,2007,-0.2884824328806098,0,0,1,0,0,-8.37,-57.9994607,-8.115421,-57.680965
47.54260867,7.58371693,304.73438,2008,0.2386727660059501,0,0,1,0,0,-10.4,-82.10126519,-8.126041,-57.77252
47.54260867,7.58371693,304.73438,2008,0.6994583270516471,0,0,1,0,0,-8.5,-62.00643014,-8.118961,-57.711483
47.54260867,7.58371693,304.73438,2008,0.9562348265919056,0,0,1,0,0,-7.88,-58.24612426,-8.108341,-57.61993
47.54260867,7.58371693,304.73438,2008,0.9721181966290613,0,0,1,0,0,-10.73,-81.57874164,-8.108341,-57.61993
47.54260867,7.58371693,304.73438,2008,0.7295575540864875,0,0,1,0,0,-6.26,-47.19478668,-8.118961,-57.711483
47.54260867,7.58371693,304.73438,2008,0.2802306751992159,0,0,1,0,0,-6.51,-47.19496585,-8.126041,-57.77252
47.54260867,7.58371693,304.73438,2008,-0.23030567023061196,0,0,1,0,0,-4.36,-26.28930766,-8.104801,-57.589413
47.54260867,7.58371693,304.73438,2008,-0.6932812268869771,0,0,1,0,0,-4.6,-29.45637813,-7.644596,-53.622128
47.54260867,7.58371693,304.73438,2008,-0.9634705485641486,0,0,1,0,0,-8.79,-61.24115279,-7.531315,-52.645565
47.54260867,7.58371693,304.73438,2008,-0.970063921851507,0,0,1,0,0,-12.8,-91.96888229,-7.531315,-52.645565
47.54260867,7.58371693,304.73438,2008,-0.7116566222817751,0,0,1,0,0,-12.09,-89.88374997,-7.637516,-53.561092
47.54260867,7.58371693,304.73438,2008,-0.27195815753410524,0,0,1,0,0,-17.57,-134.4502205,-8.104801,-57.589413
47.54260867,7.58371693,304.73438,2009,0.2386727660059501,0,0,1,0,0,-10.26,-78.8,-8.115421,-57.680965
47.54260867,7.58371693,304.73438,2009,0.6994583270516471,0,0,1,0,0,-13.21,-99.3,-8.108341,-57.61993
47.54260867,7.58371693,304.73438,2009,0.9510565162951535,0,0,1,0,0,-11.63,-84.9,-8.101261,-57.558895
47.54260867,7.58371693,304.73438,2009,0.9760105506323683,0,0,1,0,0,-6.23,-47.0,-8.097721,-57.528378
47.54260867,7.58371693,304.73438,2009,0.741222010848596,0,0,1,0,0,-4.26,-27.1,-8.108341,-57.61993
47.54260867,7.58371693,304.73438,2009,0.29671281927349075,0,0,1,0,0,-5.9,-44.9,-8.115421,-57.680965
47.54260867,7.58371693,304.73438,2009,-0.2135209154397959,0,0,1,0,0,-4.42,-25.9,-8.094181,-57.49786
47.54260867,7.58371693,304.73438,2009,-0.680773409477016,0,0,1,0,0,-6.51,-44.1,-7.637516,-53.561092
47.54260867,7.58371693,304.73438,2009,-0.9587178169872964,0,0,1,0,0,-5.48,-34.6,-7.527775,-52.615047
47.54260867,7.58371693,304.73438,2009,-0.9741004551724206,0,0,1,0,0,-7.89,-55.9,-7.527775,-52.615047
47.54260867,7.58371693,304.73438,2009,-0.7236440382959123,0,0,1,0,0,-13.82,-102.4,-7.623356,-53.439022
47.54260867,7.58371693,304.73438,2009,-0.2884824328806098,0,0,1,0,0,-12.32,-90.3,-8.094181,-57.49786
47.54260867,7.58371693,304.73438,2010,0.2386727660059501,0,0,1,0,0,-15.69,-117.4,-8.104801,-57.589413
47.54260867,7.58371693,304.73438,2010,0.6994583270516471,0,0,1,0,0,-12.81,-99.3,-8.101261,-57.558895
47.54260867,7.58371693,304.73438,2010,0.9510565162951535,0,0,1,0,0,-12.5,-93.0,-8.090641,-57.467342
47.54260867,7.58371693,304.73438,2010,0.9760105506323683,0,0,1,0,0,-8.52,-58.8,-8.087101,-57.436825
47.54260867,7.58371693,304.73438,2010,0.741222010848596,0,0,1,0,0,-8.21,-58.2,-8.097721,-57.528378
47.54260867,7.58371693,304.73438,2010,0.29671281927349075,0,0,1,0,0,-8.71,-61.9,-8.104801,-57.589413
47.54260867,7.58371693,304.73438,2010,-0.2135209154397959,0,0,1,0,0,-5.8,-40.2,-8.083561,-57.406307
47.54260867,7.58371693,304.73438,2010,-0.680773409477016,0,0,1,0,0,-8.4,-60.2,-7.630436,-53.500057
47.54260867,7.58371693,304.73438,2010,-0.9587178169872964,0,0,1,0,0,-7.12,-48.8,-7.5206947,-52.554012
47.54260867,7.58371693,304.73438,2010,-0.9741004551724206,0,0,1,0,0,-10.1,-72.0,-7.5206947,-52.554012
47.54260867,7.58371693,304.73438,2010,-0.7236440382959123,0,0,1,0,0,-15.21,-112.6,-7.616276,-53.377987
47.54260867,7.58371693,304.73438,2010,-0.2884824328806098,0,0,1,0,0,-14.44,-105.9,-8.083561,-57.406307
47.54260867,7.58371693,304.73438,2011,0.2386727660059501,0,0,1,0,0,-10.25,-76.7,-8.094181,-57.49786
47.54260867,7.58371693,304.73438,2011,0.6994583270516471,0,0,1,0,0,-12.45,-92.0,-8.090641,-57.467342
47.54260867,7.58371693,304.73438,2011,0.9510565162951535,0,0,1,0,0,-9.17,-69.4,-8.080021,-57.37579
47.54260867,7.58371693,304.73438,2011,0.9760105506323683,0,0,1,0,0,-5.43,-37.3,-8.072941,-57.314754
47.54260867,7.58371693,304.73438,2011,0.741222010848596,0,0,1,0,0,-5.61,-36.5,-8.090641,-57.467342
47.54260867,7.58371693,304.73438,2011,0.29671281927349075,0,0,1,0,0,-5.81,-38.2,-8.094181,-57.49786
47.54260867,7.58371693,304.73438,2011,-0.2135209154397959,0,0,1,0,0,-6.6,-42.1,-8.069401,-57.284237
47.54260867,7.58371693,304.73438,2011,-0.680773409477016,0,0,1,0,0,-5.64,-39.6,-7.619816,-53.408504
47.54260867,7.58371693,304.73438,2011,-0.9587178169872964,0,0,1,0,0,-5.39,-34.7,-7.5136147,-52.492977
47.54260867,7.58371693,304.73438,2011,-0.9741004551724206,0,0,1,0,0,-9.76,-69.2,-7.5136147,-52.492977
47.54260867,7.58371693,304.73438,2011,-0.2884824328806098,0,0,1,0,0,-9.34,-65.6,-8.069401,-57.284237
47.54260867,7.58371693,304.73438,2012,0.2386727660059501,0,0,1,0,0,-10.04,-70.4,-8.083561,-57.406307
47.54260867,7.58371693,304.73438,2012,0.6994583270516471,0,0,1,0,0,-15.68,-117.5,-8.080021,-57.37579
47.54260867,7.58371693,304.73438,2012,0.9562348265919056,0,0,1,0,0,-9.38,-68.4,-8.065861,-57.25372
47.54260867,7.58371693,304.73438,2012,0.9721181966290613,0,0,1,0,0,-8.08,-56.7,-8.065861,-57.25372
47.54260867,7.58371693,304.73438,2012,0.7295575540864875,0,0,1,0,0,-6.23,-44.0,-8.080021,-57.37579
47.54260867,7.58371693,304.73438,2012,0.2802306751992159,0,0,1,0,0,-6.6,-46.2,-8.083561,-57.406307
47.54260867,7.58371693,304.73438,2012,-0.23030567023061196,0,0,1,0,0,-5.32,-32.6,-8.058781,-57.192684
47.54260867,7.58371693,304.73438,2012,-0.6932812268869771,0,0,1,0,0,-5.84,-37.5,-7.6091957,-53.31695
47.54260867,7.58371693,304.73438,2012,-0.9634705485641486,0,0,1,0,0,-5.62,-37.2,-7.5100746,-52.46246
47.54260867,7.58371693,304.73438,2012,-0.970063921851507,0,0,1,0,0,-10.79,-77.4,-7.5100746,-52.46246
47.54260867,7.58371693,304.73438,2012,-0.7116566222817751,0,0,1,0,0,-12.91,-96.4,-7.6021156,-53.255917
47.54260867,7.58371693,304.73438,2013,0.2386727660059501,0,0,1,0,0,-13.28,-99.0,-8.069401,-57.284237
47.54260867,7.58371693,304.73438,2013,0.6994583270516471,0,0,1,0,0,-13.94,-101.5,-8.065861,-57.25372
47.54260867,7.58371693,304.73438,2013,0.9510565162951535,0,0,1,0,0,-13.26,-97.4,-8.058781,-57.192684
47.54260867,7.58371693,304.73438,2013,0.9760105506323683,0,0,1,0,0,-8.88,-64.1,-8.055241,-57.162167
47.54260867,7.58371693,304.73438,2013,0.741222010848596,0,0,1,0,0,-9.26,-67.8,-8.065861,-57.25372
47.54260867,7.58371693,304.73438,2013,0.29671281927349075,0,0,1,0,0,-7.45,-50.8,-8.069401,-57.284237
47.54260867,7.58371693,304.73438,2013,-0.2135209154397959,0,0,1,0,0,-6.98,-49.4,-8.048161,-57.10113
47.54260867,7.58371693,304.73438,2013,-0.680773409477016,0,0,1,0,0,-5.54,-34.8,-7.6021156,-53.255917
47.54260867,7.58371693,304.73438,2013,-0.9587178169872964,0,0,1,0,0,-6.81,-43.0,-7.5029945,-52.401424
47.54260867,7.58371693,304.73438,2013,-0.9741004551724206,0,0,1,0,0,-8.19,-59.0,-7.5029945,-52.401424
47.54260867,7.58371693,304.73438,2013,-0.7236440382959123,0,0,1,0,0,-13.15,-96.3,-7.5950356,-53.19488
47.54260867,7.58371693,304.73438,2013,-0.2884824328806098,0,0,1,0,0,-17.77,-137.7,-8.048161,-57.10113
47.54260867,7.58371693,304.73438,2014,0.2386727660059501,0,0,1,0,0,-11.27,-85.7,-8.058781,-57.192684
47.54260867,7.58371693,304.73438,2014,0.6994583270516471,0,0,1,0,0,-11.26,-82.7,-8.055241,-57.162167
47.54260867,7.58371693,304.73438,2014,0.9510565162951535,0,0,1,0,0,-9.36,-71.0,-8.048161,-57.10113
47.54260867,7.58371693,304.73438,2014,0.9760105506323683,0,0,1,0,0,-8.42,-65.1,-8.0446205,-57.070614
