Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,ENSO,NAO,O18 A,H2 A,O18 P,H2 P
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,289.4898681640625,2.5,-1.61,-3.87,-22.8,-3.297220468521118,-15.105745315551758
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,297.6083679199219,1.3,1.26,-3.27,-22.2,-3.4369239807128906,-16.685413360595703
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,0.0,0.0,0.0,1.0,0.0,293.9618225097656,-1.4,-0.89,-16.63,-130.9,-19.129186630249023,-135.88662719726562
48.22,11.59,494.59375,1995.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,290.3919372558594,0.7,-0.22,-4.96,-28.3,-7.131476402282715,-44.993797302246094
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,0.0,0.0,1.0,0.0,0.0,288.12481689453125,-0.5,-0.58,-2.04,-1.0,-3.109595775604248,-13.582803726196289
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,275.7855834960937,0.8,-0.02,-11.09,-69.2,-8.297057151794434,-53.824058532714844
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,288.6055603027344,0.5,-0.2,-5.2,-40.9,-6.289668083190918,-38.61638641357422
51.83,6.25,9.5,1993.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,279.7039489746094,-0.8,0.67,-6.74,-49.7,-7.633971214294434,-48.800621032714844
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,269.9031066894531,-0.7,-1.38,-19.18,-140.6,-14.394339561462402,-100.0161361694336
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,0.0,0.0,0.0,1.0,0.0,291.5385437011719,-0.1,-1.32,-5.75,-37.8,-6.786982536315918,-42.38396453857422
32.63333333,-16.9,0.0,2004.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,290.4496154785156,-0.1,-1.1,-1.98,-10.6,-3.283583641052246,-14.995405197143555
48.8281,9.2,313.79688,1983.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,274.1112976074219,0.0,0.29,-7.92,-64.0,-11.50369930267334,-78.1170883178711
33.96666667,-4.983333333,500.04688,2017.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,280.8715209960937,0.3,0.48,-5.95,-26.4,-5.78458309173584,-34.789939880371094
43.73238889,7.423583333,8.8959961,2014.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,282.3019714355469,-1.5,0.8,-7.43,-52.5,-6.152388572692871,-37.576377868652344
39.46666667,-6.333333333,410.0,2021.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,290.2076416015625,0.6,-1.43,-4.4,-26.4,-4.862479209899902,-27.804224014282227
76.76666667,-18.66666667,0.0,2010.0,0.9510565162951535,0.0,0.0,0.0,0.0,1.0,250.54205322265625,-1.1,-0.88,-23.37,-177.3,-20.7247371673584,-147.97427368164062
-33.11011944,-64.24918333,408.09375,2020.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,292.9140014648437,0.8,-0.65,-2.38,-2.1,-3.404818058013916,-15.979459762573242
46.95222563,7.439320571,542.53125,1986.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,270.1028137207031,-2.4,0.99,-11.0,-77.2,-15.368247032165527,-107.3943099975586
51.93,-10.25,33.068359,1980.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,286.6293640136719,0.0,-1.77,-5.57,-36.2,-6.758490562438965,-42.168113708496094
36.83,10.23,0.0,1977.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,296.5929260253906,-0.8,-0.86,0.3,-4.5,-3.8756206035614014,-20.32793617248535
45.46666667,13.61666667,0.5645752,2003.0,0.03442161162274574,0.0,0.0,1.0,0.0,0.0,278.73394775390625,-0.3,0.16,-3.57,-23.78,-11.146254539489746,-75.40914154052734
45.37,-63.27,12.535156,1982.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,272.5054016113281,0.4,1.15,-12.3,-86.0,-14.48758602142334,-100.7225570678711
46.65772518,8.292706832,1061.3125,2006.0,-0.9587178169872964,0.0,0.0,0.0,0.0,1.0,284.7343139648437,-1.0,-1.62,-12.25,-90.04,-10.809531211853027,-72.8581771850586
50.06166667,19.84861111,356.8125,1991.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,289.7830810546875,-1.7,0.08,-9.07,-58.4,-8.493910789489746,-55.315391540527344
-33.95833333,18.46111111,109.49609,2001.0,0.6807734094770161,0.0,0.0,1.0,0.0,0.0,292.05078125,-0.8,-0.02,-1.22,1.0,-2.9341647624969482,-12.158487319946289
33.21722222,-87.54305556,64.535156,2007.0,-0.3697245428906732,0.0,0.0,1.0,0.0,0.0,288.2062072753906,2.7,0.34,-2.5,-11.5,-3.8795058727264404,-20.357370376586914
-46.42,168.32,-0.90939331,2014.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,286.3773498535156,-0.9,1.86,-5.82,-40.7,-4.657855033874512,-26.2540225982666
49.19472222,-123.0172222,1.3475342,2018.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,281.0718688964844,1.7,0.61,-11.59,-81.8,-10.265593528747559,-68.73738861083984
68.78666667,-81.25,7.5170898,1989.0,0.9760105506323683,0.0,0.0,0.0,0.0,1.0,253.0947265625,2.7,0.28,-30.74,-227.8,-32.38054656982422,-236.27688598632812
58.38277778,21.81416667,5.9343262,2016.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,289.0082092285156,2.0,0.61,-6.35,-45.7,-10.032477378845215,-66.9713363647461
51.93,-10.25,33.068359,1963.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,282.9962158203125,1.7,-2.12,-7.6,-47.7,-6.628981590270996,-41.186973571777344
44.42,8.85,5.4519043,1985.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,287.9234619140625,1.9,0.32,-2.38,-8.6,-6.369963645935059,-39.224693298339844
45.80666667,15.97,120.36328,1984.0,-0.6932812268869771,0.0,0.0,0.0,1.0,0.0,296.5015869140625,0.7,1.15,-5.84,-37.5,-6.802523612976074,-42.50170135498047
36.78,3.052222222,139.10156,2002.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,286.0510559082031,-1.8,-0.94,-7.19,-47.6,-4.810675621032715,-27.411767959594727
43.49111613,-3.800555816,50.095703,2016.0,-0.7116566222817751,0.0,0.0,1.0,0.0,0.0,279.2656555175781,-0.2,-0.16,-8.13,-46.2,-6.017699241638184,-36.555992126464844
47.4828,11.0622,716.1875,2006.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,271.7397766113281,1.8,1.24,-10.01,-79.3,-11.280943870544434,-76.42952728271484
50.4972,9.9428,920.40625,1995.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,294.5868530273437,0.5,0.69,-7.16,-46.5,-8.250433921813965,-53.470848083496094
46.72738634,8.186782163,600.90625,2023.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,283.7385559082031,-1.4,-1.16,-7.55,-53.64,-7.001967430114746,-44.012657165527344
40.80638889,-104.7547222,1641.75,1996.0,0.9992500112396835,0.0,1.0,0.0,0.0,0.0,273.2543029785156,1.9,-0.24,-9.3,-66.0,-18.176000595092773,-128.66543579101562
42.85,-80.27,228.9375,1982.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,270.58575439453125,0.4,1.15,-14.7,-104.0,-15.036704063415527,-104.8825912475586
50.7311,13.7514,876.875,2012.0,-0.27195815753410524,0.0,0.0,0.0,1.0,0.0,279.1268005371094,-1.0,0.17,-14.06,-101.6,-9.643950462341309,-64.02791595458984
52.8911,11.7294,21.530273,2010.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,268.6802062988281,-1.8,-1.11,-12.15,-86.8,-12.420622825622559,-85.06356048583984
45.81666667,15.98333333,156.41406,2000.0,-0.23030567023061196,0.0,0.0,1.0,0.0,0.0,291.9035339355469,-0.3,-1.03,-9.0,-71.1,-5.331301689147949,-31.3559513092041
47.81666667,13.71777778,1616.0625,2001.0,-0.7526668275320083,0.0,0.0,0.0,1.0,0.0,290.86798095703125,-0.7,-0.07,-8.23,-50.5,-8.348860740661621,-54.216514587402344
35.68,139.77,22.099609,1968.0,-0.23030567023061196,0.0,0.0,1.0,0.0,0.0,296.5361633300781,1.1,-0.8,-11.43,-81.6,-7.903349876403809,-50.841392517089844
51.6,-1.1,55.042969,2019.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,285.2790832519531,-1.9,-0.16,-5.68,-36.9,-6.025469779968262,-36.61486053466797
-65.07944444,-63.9775,286.6875,1970.0,0.9760105506323683,0.0,0.0,0.0,0.0,1.0,265.0833435058594,-0.1,-1.3,-8.22,-58.1,-12.612296104431152,-86.5156478881836
36.83,10.23,0.0,1969.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,284.1600341796875,-2.4,-0.83,-4.94,-22.5,-5.134448051452637,-29.8646183013916
49.82,-74.97,386.4375,2002.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,288.4683532714844,-1.6,0.38,-10.12,-70.5,-11.969931602478027,-81.6491928100586
37.77,-25.65,137.14062,1994.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,295.2816772460937,-2.0,0.38,-1.71,-5.1,-2.823033332824707,-11.256437301635742
41.05916667,-100.7463889,918.34375,1992.0,0.051619667223253764,0.0,0.0,0.0,1.0,0.0,272.2718200683594,-4.7,-0.13,-17.6,-134.0,-18.383214950561523,-130.23526000976562
51.6,-1.1,55.042969,1993.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,282.08306884765625,-1.2,0.5,-6.4,-39.0,-6.517603874206543,-40.34319305419922
47.81666667,13.71777778,1616.0625,2002.0,0.39359027665646673,0.0,0.0,0.0,1.0,0.0,289.52716064453125,-0.4,0.38,-11.98,-86.5,-7.514822959899902,-47.897972106933594
37.77,-25.65,137.14062,1962.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,286.8775329589844,-0.5,0.55,-4.2,-14.3,-3.1644399166107178,-14.027971267700195
47.7,27.88333333,177.36719,2013.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,267.0307922363281,0.1,0.95,-9.8,-71.49,-13.41007137298584,-92.5594711303711
49.38,-82.12,243.30469,2009.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,270.0074462890625,-1.2,-1.93,-25.79,-187.9,-19.67830467224121,-140.04666137695312
38.98916547,-3.920273851,626.8125,2010.0,0.29671281927349075,0.0,1.0,0.0,0.0,0.0,293.5819091796875,0.6,-0.82,-7.55,-53.72,-4.045009613037109,-21.398193359375
36.15,-5.35,1.5737915,2017.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,286.72625732421875,-0.1,1.0,-5.74,-31.5,-4.2071638107299805,-22.83965492248535
47.98,-55.82,119.36328,2007.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,289.234130859375,0.7,-0.14,-6.94,-47.9,-9.561064720153809,-63.399986267089844
-40.68,144.69,82.167969,1985.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,288.0068359375,0.7,-0.49,-5.62,-28.3,-5.3261213302612305,-31.31670570373535
69.4075,86.18055556,33.941406,1990.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,284.8841247558594,-0.3,0.97,-14.8,-112.0,-13.182135581970215,-90.8326644897461
