Lat,Lon,Alt,Year,JulianDay_Sin,O18 A,H2 A,O18 P,H2 P
53.8713,8.7058,5.0,2001.0,0.6994583270516471,-8.15,-57.0,-7.559934616088867,-51.07773971557617
48.18427778,16.389575,196.0,2002.0,0.6287628145958344,-6.36,-44.8,-9.308637619018555,-64.64395904541016
51.116535,17.029468,118.0,2005.0,0.9844738167520922,-9.86775,-69.64094925,-9.087186813354492,-62.97591781616211
-65.07944444,-63.9775,20.0,1987.0,0.2386727660059501,-14.94,-123.3,-11.293806076049805,-83.90203094482422
46.49722222,28.3,156.0,2013.0,-0.2135209154397959,-9.1,-59.9,-9.416959762573242,-65.40064239501953
50.4972,9.9428,921.0,2008.0,-0.6932812268869771,-8.69,-56.85,-9.29115104675293,-64.3025131225586
50.12,-104.42,580.0,2006.0,0.741222010848596,-9.27,-69.5,-17.470975875854492,-129.92633056640625
-65.07944444,-63.9775,20.0,2001.0,0.2386727660059501,-5.6,-60.7,-10.822614669799805,-80.54070281982422
53.23,6.55,1.0,1979.0,-0.7236440382959123,-7.69,-46.4,-6.91633415222168,-44.8973503112793
45.8,28.2,113.0,2007.0,-0.7236440382959123,-11.77,-80.95,-8.636579513549805,-59.02303695678711
-53.0,-70.833333,37.0,2007.0,-0.2135209154397959,-8.76,-63.5,-10.042966842651367,-70.2034683227539
54.5275,9.5486,43.0,2001.0,0.9760105506323683,-9.95,-72.55,-8.056928634643555,-54.679317474365234
51.387367,-0.325697,10.0,2021.0,0.6354323008901774,-6.86,-38.0,-6.77107048034668,-45.38602828979492
47.81666667,13.71777778,1618.0,2019.0,0.6680638642135335,-15.344,-113.31,-11.391340255737305,-80.6971664428711
46.49143367,9.898180888,1724.0,1996.0,-0.23030567023061196,-8.25,-60.1,-10.931669235229492,-77.33776092529297
47.59583333,7.594444444,249.0,2000.0,0.6994583270516471,-8.29,-60.05,-8.744733810424805,-60.36442184448242
48.24861111,16.35638889,198.0,1982.0,-0.680773409477016,-5.45,-39.8,-8.419286727905273,-57.30439376831055
50.3119,11.8758,565.0,2000.0,0.7295575540864875,-7.22,-50.85,-9.994123458862305,-69.9593734741211
-54.78,-68.28,10.0,1982.0,-0.9587178169872964,-10.0,-118.0,-11.328351974487305,-80.4404525756836
48.4042,2.6965,79.0,2022.0,0.9510565162951535,-7.4,-47.1,-6.826154708862305,-46.42106246948242
47.81666667,13.71777778,1618.0,2001.0,-0.23867276600594997,-10.1,-76.1,-11.387182235717773,-80.74776458740234
52.2914,10.4464,81.0,1987.0,0.29671281927349075,-8.51,-63.8,-7.909238815307617,-53.76218795776367
45.3738,-75.6862,80.0,2021.0,-0.7236440382959123,-11.68,-76.0,-8.715009689331055,-59.70292282104492
51.67,-110.2,707.0,2003.0,0.6994583270516471,-27.14,-208.3,-19.38178825378418,-144.87371826171875
-54.78,-68.28,10.0,2000.0,0.9562348265919056,-9.7,-69.0,-10.231405258178711,-75.27179718017578
-75.58333333,-20.56666667,30.0,1976.0,0.9721181966290613,-30.18,-223.1,-18.865949630737305,-142.14096069335938
51.6,-1.1,48.0,2017.0,0.2386727660059501,-8.98,-60.8,-7.146993637084961,-47.93130111694336
50.62,-96.98,223.0,1979.0,0.741222010848596,-12.6,-92.0,-18.07905387878418,-134.52099609375
49.0422,12.1019,365.0,1982.0,-0.7236440382959123,-14.7,-107.6,-8.856359481811523,-60.526668548583984
46.64833333,14.31833333,450.0,2001.0,-0.680773409477016,-5.61,-34.4,-9.650442123413086,-67.05017852783203
71.3,-156.78,7.0,1965.0,-0.9587178169872964,-20.5,-144.0,-13.877645492553711,-100.03887176513672
52.1042,8.7519,135.0,1998.0,-0.2135209154397959,-4.62,-28.5,-7.985589981079102,-54.46737289428711
48.24861111,16.35638889,198.0,2008.0,0.7295575540864875,-8.43,-58.82,-9.42439079284668,-65.5660171508789
52.2914,10.4464,81.0,2006.0,-0.680773409477016,-9.23,-67.25,-8.18171501159668,-55.81830978393555
46.22030867,7.33848445,482.0,2010.0,-0.9587178169872964,-5.81,-43.7,-9.237600326538086,-63.2061882019043
81.6,-16.67,35.0,1966.0,-0.9741004551724206,-31.02,-230.1,-22.58906364440918,-170.19329833984375
47.74305556,16.84333333,120.0,2019.0,-0.7236440382959123,-9.86,-65.2,-8.248041152954102,-55.53701400756836
48.8281,9.2,314.0,2010.0,0.6994583270516471,-12.65,-98.15,-9.503843307495117,-66.20503997802734
47.8008,11.0108,977.0,1989.0,-0.680773409477016,-7.61,-50.2,-10.30232048034668,-72.20610809326172
46.98141401,6.607999655,1042.0,2022.0,-0.2135209154397959,-3.87,-20.8,-10.247716903686523,-71.96105194091797
53.5483,13.1931,81.0,1998.0,0.9760105506323683,-12.06,-88.4,-8.372591018676758,-57.14785385131836
55.677,12.56,6.0,2017.0,0.29671281927349075,-6.08,-39.9,-8.978078842163086,-61.78824996948242
52.4672,13.4019,48.0,2002.0,-0.9741004551724206,-10.7,-79.15,-7.775350570678711,-52.29340744018555
48.15,15.15,252.0,1967.0,0.2386727660059501,-13.44,-92.6,-10.446401596069336,-74.07666778564453
52.1,5.18,2.0,2007.0,-0.0859647987374467,-6.27,-38.24,-7.237932205200195,-48.51581954956055
47.81666667,13.71777778,1618.0,2020.0,-0.6870527672236675,-18.065,-133.11,-10.967321395874023,-77.41551971435547
45.32,-75.67,114.0,2004.0,0.2802306751992159,-12.29,-87.5,-11.215261459350586,-80.45235443115234
48.24861111,16.35638889,198.0,1967.0,-0.680773409477016,-4.45,-42.2,-9.26112174987793,-64.00000762939453
46.37222222,6.470833333,385.0,2016.0,0.2802306751992159,-8.86,-65.0,-9.608518600463867,-66.99188995361328
51.93,-10.25,9.0,1973.0,-0.2884824328806098,-6.96,-45.2,-6.12547492980957,-38.9385871887207
-65.07944444,-63.9775,20.0,2007.0,-0.680773409477016,-9.53,-75.05,-11.397550582885742,-82.29851531982422
46.05,-74.28,395.0,1979.0,-0.680773409477016,-8.4,-60.0,-13.510892868041992,-97.93624114990234
51.1622,14.9506,238.0,1997.0,-0.9741004551724206,-7.99,-56.4,-8.630273818969727,-58.986080169677734
60.78,-161.8,41.0,1964.0,0.9562348265919056,-12.5,-95.3,-14.591123580932617,-107.4721908569336
57.4368,56.9593,120.0,2018.0,0.2386727660059501,-21.03869267,-159.7537181,-14.259122848510742,-102.24654388427734
47.59583333,7.594444444,249.0,1993.0,0.2386727660059501,-10.33,-73.6,-8.498502731323242,-58.41526412963867
47.81666667,13.71777778,1618.0,2020.0,0.7526668275320084,-8.902,-79.68,-11.381864547729492,-80.61351776123047
49.04,37.577,66.0,2019.0,-0.2135209154397959,-7.01,-50.0,-9.661077499389648,-67.31867218017578
62.89179444,27.62542222,116.0,2008.0,0.9721181966290613,-11.55,-82.1,-15.071096420288086,-108.0549545288086
49.0392,8.365,112.0,1983.0,-0.7236440382959123,-7.42,-51.9,-7.005674362182617,-46.29714584350586
51.83,6.25,43.0,2007.0,0.9760105506323683,-6.99,-51.45,-7.495820999145508,-50.69260787963867
53.32,-60.42,46.0,2010.0,0.9510565162951535,-20.05,-147.9,-15.990110397338867,-117.67684173583984
