Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,O18 A,H2 A,O18 P,H2 P
37.1644591,-5.611393166,86.394531,2013.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,289.4898681640625,-3.87,-22.8,-3.708460569381714,-20.16761589050293
42.033333,43.483333,1077.1875,2017.0,-0.2135209154397959,0.0,0.0,0.0,1.0,0.0,297.6083679199219,-3.27,-22.2,-5.068572044372559,-31.66644859313965
64.69939722,-148.2525028,121.98047,2004.0,0.36171373072976765,0.0,0.0,0.0,1.0,0.0,293.9618225097656,-16.63,-130.9,-12.839938163757324,-97.3681640625
48.22,11.59,494.59375,1995.0,-0.2135209154397959,0.0,0.0,1.0,0.0,0.0,290.3919372558594,-4.96,-28.3,-7.096522331237793,-48.81141662597656
-34.05,115.0249,77.78125,2007.0,-0.47115950767386394,0.0,0.0,1.0,0.0,0.0,288.12481689453125,-2.04,-1.0,-2.8565585613250732,-12.965353965759277
52.1,5.18,1.7967529,1981.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,275.7855834960937,-11.09,-69.2,-7.591700553894043,-52.99781799316406
46.22030867,7.33848445,481.70312,2001.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,288.6055603027344,-5.2,-40.9,-6.979243278503418,-47.81990051269531
51.83,6.25,9.5,1993.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,279.7039489746094,-6.74,-49.7,-7.028109550476074,-48.2330322265625
48.24861111,16.35638889,200.63281,1979.0,0.2386727660059501,0.0,0.0,0.0,1.0,0.0,269.9031066894531,-19.18,-140.6,-12.4359769821167,-93.95294189453125
51.1622,14.9506,238.80469,2012.0,-0.23030567023061196,0.0,0.0,0.0,1.0,0.0,291.5385437011719,-5.75,-37.8,-6.7902936935424805,-46.22245788574219
32.63333333,-16.9,0.0,2004.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,290.4496154785156,-1.98,-10.6,-3.261334180831909,-16.387460708618164
48.8281,9.2,313.79688,1983.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,274.1112976074219,-7.92,-64.0,-9.920992851257324,-72.6904296875
33.96666667,-4.983333333,500.04688,2017.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,280.8715209960937,-5.95,-26.4,-5.197253227233887,-32.754364013671875
43.73238889,7.423583333,8.8959961,2014.0,0.9510565162951535,0.0,0.0,1.0,0.0,0.0,282.3019714355469,-7.43,-52.5,-5.483935356140137,-35.178070068359375
39.46666667,-6.333333333,410.0,2021.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,290.2076416015625,-4.4,-26.4,-4.280196189880371,-25.001256942749023
76.76666667,-18.66666667,0.0,2010.0,0.9510565162951535,0.0,0.0,0.0,0.0,1.0,250.54205322265625,-23.37,-177.3,-18.495393753051758,-145.1812744140625
-33.11011944,-64.24918333,408.09375,2020.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,292.9140014648437,-2.38,-2.1,-4.252505302429199,-24.767148971557617
46.95222563,7.439320571,542.53125,1986.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,270.1028137207031,-11.0,-77.2,-12.247027397155762,-92.35549926757812
51.93,-10.25,33.068359,1980.0,-0.970063921851507,0.0,0.0,1.0,0.0,0.0,286.6293640136719,-5.57,-36.2,-5.314532279968262,-33.745880126953125
36.83,10.23,0.0,1977.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,296.5929260253906,0.3,-4.5,-3.0455081462860107,-14.562796592712402
45.46666667,13.61666667,0.5645752,2003.0,0.03442161162274574,0.0,0.0,1.0,0.0,0.0,278.73394775390625,-3.57,-23.78,-7.7285261154174805,-54.15458679199219
45.37,-63.27,12.535156,1982.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,272.5054016113281,-12.3,-86.0,-11.465167045593262,-85.74539184570312
46.65772518,8.292706832,1061.3125,2006.0,-0.9587178169872964,0.0,0.0,0.0,0.0,1.0,284.7343139648437,-12.25,-90.04,-8.204157829284668,-58.17573547363281
50.06166667,19.84861111,356.8125,1991.0,0.741222010848596,0.0,0.0,0.0,1.0,0.0,289.7830810546875,-9.07,-58.4,-8.415911674499512,-59.965972900390625
-33.95833333,18.46111111,109.49609,2001.0,0.6807734094770161,0.0,0.0,1.0,0.0,0.0,292.05078125,-1.22,1.0,-2.3564233779907227,-9.324411392211914
33.21722222,-87.54305556,64.535156,2007.0,-0.3697245428906732,0.0,0.0,1.0,0.0,0.0,288.2062072753906,-2.5,-11.5,-4.987128257751465,-30.977895736694336
-46.42,168.32,-0.90939331,2014.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,286.3773498535156,-5.82,-40.7,-5.308016777038574,-33.6907958984375
49.19472222,-123.0172222,1.3475342,2018.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,281.0718688964844,-11.59,-81.8,-10.32495403289795,-76.10565185546875
68.78666667,-81.25,7.5170898,1989.0,0.9760105506323683,0.0,0.0,0.0,0.0,1.0,253.0947265625,-30.74,-227.8,-28.281679153442383,-227.91778564453125
58.38277778,21.81416667,5.9343262,2016.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,289.0082092285156,-6.35,-45.7,-8.461520195007324,-60.3515625
51.93,-10.25,33.068359,1963.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,282.9962158203125,-7.6,-47.7,-5.119067192077637,-32.093353271484375
44.42,8.85,5.4519043,1985.0,0.9760105506323683,0.0,0.0,1.0,0.0,0.0,287.9234619140625,-2.38,-8.6,-4.964323997497559,-30.78510093688965
45.80666667,15.97,120.36328,1984.0,-0.6932812268869771,0.0,0.0,0.0,1.0,0.0,296.5015869140625,-5.84,-37.5,-6.278826713562012,-41.898345947265625
36.78,3.052222222,139.10156,2002.0,-0.2884824328806098,0.0,0.0,1.0,0.0,0.0,286.0510559082031,-7.19,-47.6,-4.5228986740112305,-27.053144454956055
43.49111613,-3.800555816,50.095703,2016.0,-0.7116566222817751,0.0,0.0,1.0,0.0,0.0,279.2656555175781,-8.13,-46.2,-5.959567070007324,-39.19921875
47.4828,11.0622,716.1875,2006.0,0.9760105506323683,0.0,0.0,0.0,1.0,0.0,271.7397766113281,-10.01,-79.3,-10.859225273132324,-80.62255859375
50.4972,9.9428,920.40625,1995.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,294.5868530273437,-7.16,-46.5,-7.054171562194824,-48.453369140625
46.72738634,8.186782163,600.90625,2023.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,283.7385559082031,-7.55,-53.64,-8.210673332214355,-58.23081970214844
40.80638889,-104.7547222,1641.75,1996.0,0.9992500112396835,0.0,1.0,0.0,0.0,0.0,273.2543029785156,-9.3,-66.0,-16.853487014770508,-131.300048828125
42.85,-80.27,228.9375,1982.0,0.6994583270516471,0.0,0.0,0.0,1.0,0.0,270.58575439453125,-14.7,-104.0,-10.598605155944824,-78.419189453125
50.7311,13.7514,876.875,2012.0,-0.27195815753410524,0.0,0.0,0.0,1.0,0.0,279.1268005371094,-14.06,-101.6,-9.6734037399292,-70.59722900390625
52.8911,11.7294,21.530273,2010.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,268.6802062988281,-12.15,-86.8,-9.523547172546387,-69.33029174804688
45.81666667,15.98333333,156.41406,2000.0,-0.23030567023061196,0.0,0.0,1.0,0.0,0.0,291.9035339355469,-9.0,-71.1,-5.754328727722168,-37.46406555175781
47.81666667,13.71777778,1616.0625,2001.0,-0.7526668275320083,0.0,0.0,0.0,1.0,0.0,290.86798095703125,-8.23,-50.5,-7.340853691101074,-50.8770751953125
35.68,139.77,22.099609,1968.0,-0.23030567023061196,0.0,0.0,1.0,0.0,0.0,296.5361633300781,-11.43,-81.6,-6.558993339538574,-44.2669677734375
51.6,-1.1,55.042969,2019.0,-0.9587178169872964,0.0,0.0,1.0,0.0,0.0,285.2790832519531,-5.68,-36.9,-6.168063163757324,-40.9619140625
-65.07944444,-63.9775,286.6875,1970.0,0.9760105506323683,0.0,0.0,0.0,0.0,1.0,265.0833435058594,-8.22,-58.1,-11.165453910827637,-83.21151733398438
36.83,10.23,0.0,1969.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,284.1600341796875,-4.94,-22.5,-4.332320213317871,-25.441930770874023
49.82,-74.97,386.4375,2002.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,288.4683532714844,-10.12,-70.5,-11.432589530944824,-85.469970703125
37.77,-25.65,137.14062,1994.0,-0.680773409477016,0.0,0.0,1.0,0.0,0.0,295.2816772460937,-1.71,-5.1,-2.7515904903411865,-11.51004695892334
41.05916667,-100.7463889,918.34375,1992.0,0.051619667223253764,0.0,0.0,0.0,1.0,0.0,272.2718200683594,-17.6,-134.0,-13.1135892868042,-99.68170166015625
51.6,-1.1,55.042969,1993.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,282.08306884765625,-6.4,-39.0,-6.324435234069824,-42.283935546875
47.81666667,13.71777778,1616.0625,2002.0,0.39359027665646673,0.0,0.0,0.0,1.0,0.0,289.52716064453125,-11.98,-86.5,-8.112940788269043,-57.40455627441406
37.77,-25.65,137.14062,1962.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,286.8775329589844,-4.2,-14.3,-3.2963550090789795,-16.68353843688965
47.7,27.88333333,177.36719,2013.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,267.0307922363281,-9.8,-71.49,-12.6965970993042,-96.15631103515625
49.38,-82.12,243.30469,2009.0,-0.2884824328806098,0.0,0.0,0.0,1.0,0.0,270.0074462890625,-25.79,-187.9,-16.736207962036133,-130.30853271484375
38.98916547,-3.920273851,626.8125,2010.0,0.29671281927349075,0.0,1.0,0.0,0.0,0.0,293.5819091796875,-7.55,-53.72,-4.879622459411621,-30.069005966186523
36.15,-5.35,1.5737915,2017.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,286.72625732421875,-5.74,-31.5,-4.097762107849121,-23.458898544311523
47.98,-55.82,119.36328,2007.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,289.234130859375,-6.94,-47.9,-7.699206352233887,-53.906707763671875
-40.68,144.69,82.167969,1985.0,0.741222010848596,0.0,0.0,1.0,0.0,0.0,288.0068359375,-5.62,-28.3,-4.205267906188965,-24.367788314819336
69.4075,86.18055556,33.941406,1990.0,-0.680773409477016,0.0,0.0,0.0,1.0,0.0,284.8841247558594,-14.8,-112.0,-12.058077812194824,-90.758056640625
-34.05,115.0249,77.78125,2009.0,0.23030567023061221,0.0,0.0,1.0,0.0,0.0,285.7614440917969,-4.3,-22.3,-3.237715482711792,-16.187780380249023
47.8008,11.0108,974.96875,1996.0,-0.9634705485641486,0.0,0.0,0.0,1.0,0.0,284.3169250488281,-9.19,-60.3,-8.767748832702637,-62.940521240234375
41.818399,46.266606,0.0,2014.0,0.29671281927349075,0.0,0.0,1.0,0.0,0.0,294.9775695800781,-1.85,-7.4,-5.288470268249512,-33.525543212890625
51.6,-1.1,55.042969,2015.0,0.6994583270516471,0.0,0.0,1.0,0.0,0.0,276.1851501464844,-9.78,-66.8,-7.318049430847168,-50.68428039550781
-75.58333333,-20.56666667,105.53516,1993.0,0.29671281927349075,0.0,0.0,0.0,0.0,1.0,245.30209350585932,-25.94,-205.8,-20.384889602661133,-161.15570068359375
50.7,5.47,141.75781,1968.0,0.2386727660059501,0.0,0.0,1.0,0.0,0.0,273.8468322753906,-6.94,-49.1,-7.578669548034668,-52.88764953613281
